Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment URL ID,Agency Investment URL ID,Valid Public URL,Investment URL,Investment URL Attribute A,Investment URL Attribute B,Investment URL Attribute C,Investment URL Attribute D,Investment URL Attribute E,Updated Date,Updated Time
"006-000400900","678","006","Department of Commerce","817","","Yes","http://www.oig.doc.gov/OIGPublications/OSE-18599.pdf","no","no","no","no","yes","09/13/2012","14:19:20"
"006-000400900","678","006","Department of Commerce","819","","Yes","www.gao.gov/new.items/d06272.pdf","no","no","no","no","yes","09/13/2012","14:19:20"
"006-000400900","678","006","Department of Commerce","821","","Yes","http://www.oig.doc.gov/Pages/Census-2010-Final-Report-to-Congress.aspx","no","no","no","no","yes","09/13/2012","14:19:20"
"006-000400900","678","006","Department of Commerce","823","","Yes","http://www.fsa.usda.gov/Internet/FSA_File/naip_2009_info_final.pdf","no","no","no","no","yes","09/13/2012","14:19:20"
"006-000401000","680","006","Department of Commerce","825","","Yes","http://lehd.ces.census.gov/led/","yes","no","no","yes","no","09/13/2012","14:19:31"
"010-000000710","688","010","Department of the Interior","419","","Yes","www.onrr.gov/ONRRWebStats/","yes","yes","yes","yes","yes","09/12/2012","14:57:01"
"006-000310100","701","006","Department of Commerce","1147","","Yes","http://www.nws.noaa.gov/ops2/ops24/awips.htm","no","no","no","yes","no","09/13/2012","20:30:27"
"006-000310100","701","006","Department of Commerce","1149","","Yes","http://www.nws.noaa.gov/ost/SEC/AE/index.htm","no","no","no","yes","no","09/13/2012","20:30:27"
"006-000310100","701","006","Department of Commerce","1151","","Yes","http://www.raytheon.com/capabilities/products/awips/","no","no","no","yes","no","09/13/2012","20:30:27"
"006-000310100","701","006","Department of Commerce","1153","","Yes","http://www.unidata.ucar.edu/software/awips2/","no","no","no","yes","no","09/13/2012","20:30:27"
"006-000310100","701","006","Department of Commerce","1155","","No","http://weather.msfc.nasa.gov/sport/awipsii/","no","no","no","yes","no","09/13/2012","20:30:27"
"006-000310400","703","006","Department of Commerce","1545","","Yes","http://nomads.ncep.noaa.gov/","yes","yes","no","no","yes","09/14/2012","12:44:14"
"006-000310400","703","006","Department of Commerce","1547","","Yes","http://mag.ncep.noaa.gov","yes","yes","no","no","yes","09/14/2012","12:44:14"
"006-000310400","703","006","Department of Commerce","1549","","Yes","http://www.emc.ncep.noaa.gov/","yes","yes","no","no","yes","09/14/2012","12:44:14"
"006-000310400","703","006","Department of Commerce","1551","","Yes","http://www.hpc.ncep.noaa.gov/html/model2.shtml","yes","yes","no","no","yes","09/14/2012","12:44:14"
"006-000310400","703","006","Department of Commerce","1553","","Yes","http://www.srh.noaa.gov/ssd/nwpmodel/html/nwplinks.htm","yes","yes","no","no","yes","09/14/2012","12:44:14"
"006-000310400","703","006","Department of Commerce","1555","","Yes","http://www.nws.noaa.gov/mdl/synop/products.php","yes","yes","no","no","yes","09/14/2012","12:44:14"
"006-000310400","703","006","Department of Commerce","1557","","Yes","http://www.opc.ncep.noaa.gov/estofs/estofs_surge_info.shtml","yes","yes","no","no","yes","09/14/2012","12:44:14"
"006-000310400","703","006","Department of Commerce","1559","","No","http://polar.ncep.noaa.gov/","yes","yes","no","no","yes","09/14/2012","12:44:14"
"006-000310400","703","006","Department of Commerce","1561","","Yes","http://www.nco.ncep.noaa.gov/pmb/products/","yes","yes","no","no","yes","09/14/2012","12:44:14"
"006-000310400","703","006","Department of Commerce","1563","","Yes","http://www.hpc.ncep.noaa.gov/hpcaq/","yes","yes","no","no","yes","09/14/2012","12:44:14"
"006-000310400","703","006","Department of Commerce","1565","","Yes","http://www.emc.ncep.noaa.gov/mtt/wcoss.php","no","no","no","no","yes","09/14/2012","12:44:14"
"006-000310400","703","006","Department of Commerce","1567","","No","http://www.cio.noaa.gov/HPCC/pdfs/HPC_Strategic_Plan.pdf","no","no","no","yes","yes","09/14/2012","12:44:14"
"006-000310400","703","006","Department of Commerce","1569","","Yes","http://ready.arl.noaa.gov/HYSPLIT.php","yes","yes","no","no","yes","09/14/2012","12:44:14"
"006-000310400","703","006","Department of Commerce","1571","","Yes","http://www.spc.noaa.gov/exper/sref/index_old.html","yes","yes","no","no","yes","09/14/2012","12:44:14"
"006-000312500","707","006","Department of Commerce","1645","","Yes","http://www.nws.noaa.gov/nextgen/index.shtml","no","no","no","yes","no","09/14/2012","17:16:13"
"006-000312500","707","006","Department of Commerce","1647","","Yes","http://www.jpdo.gov/","no","no","no","no","no","09/14/2012","17:16:13"
"006-000380400","711","006","Department of Commerce","1157","","Yes","http://data1.gfdl.noaa.gov/","yes","yes","no","no","yes","09/13/2012","20:30:44"
"006-000380400","711","006","Department of Commerce","1159","","Yes","http://rdhpcs.noaa.gov/boulder/","no","no","no","yes","no","09/13/2012","20:30:44"
"006-000380400","711","006","Department of Commerce","1161","","Yes","http://www.ncrc.gov/computing-resources/gaea/","no","no","no","yes","no","09/13/2012","20:30:44"
"006-000380400","711","006","Department of Commerce","1163","","No","http://www.cio.noaa.gov/HPCC/index.html","no","no","no","yes","no","09/13/2012","20:30:44"
"006-000400700","715","006","Department of Commerce","733","","Yes","http://www.census.gov/foreign-trade/","no","no","no","no","yes","09/13/2012","14:17:35"
"006-000400700","715","006","Department of Commerce","735","","Yes","http://www.census.gov/foreign-trade/data/index.html","yes","no","no","no","no","09/13/2012","14:17:35"
"006-000400700","715","006","Department of Commerce","737","","Yes","http://www.census.gov/foreign-trade/statistics/historical/","yes","no","no","no","yes","09/13/2012","14:17:35"
"006-000400700","715","006","Department of Commerce","739","","Yes","http://www.census.gov/manufacturing/m3/about_the_surveys/index.html","no","no","no","no","yes","09/13/2012","14:17:35"
"006-000400700","715","006","Department of Commerce","741","","Yes","http://www.census.gov/manufacturing/m3/index.html","yes","no","no","no","no","09/13/2012","14:17:35"
"006-000400700","715","006","Department of Commerce","743","","Yes","http://www.census.gov/construction/c30/about_the_survey.html","no","no","no","no","yes","09/13/2012","14:17:35"
"006-000400700","715","006","Department of Commerce","745","","Yes","http://www.census.gov/construction/c30/c30index.html","yes","no","no","no","no","09/13/2012","14:17:35"
"006-000400700","715","006","Department of Commerce","747","","Yes","http://www.census.gov/econ/","no","no","no","yes","yes","09/13/2012","14:17:35"
"006-000400700","715","006","Department of Commerce","749","","Yes","http://www.census.gov/econ/progoverview.html","no","no","no","yes","yes","09/13/2012","14:17:35"
"006-000400700","715","006","Department of Commerce","751","","Yes","http://www.census.gov/econ/survey.html","yes","no","no","no","yes","09/13/2012","14:17:35"
"006-000400700","715","006","Department of Commerce","753","","Yes","http://www.census.gov/econ/census07/","yes","no","no","no","yes","09/13/2012","14:17:35"
"006-000400700","715","006","Department of Commerce","755","","Yes","http://www.census.gov/govs/","no","no","no","no","yes","09/13/2012","14:17:35"
"006-000400700","715","006","Department of Commerce","757","","Yes","http://www.census.gov/govs/cog/","yes","no","no","no","no","09/13/2012","14:17:35"
"006-000400700","715","006","Department of Commerce","759","","Yes","http://www.census.gov/govs/cog2012/","no","no","no","no","yes","09/13/2012","14:17:35"
"006-000400700","715","006","Department of Commerce","761","","Yes","http://www.census.gov/econ/census/","no","no","no","no","yes","09/13/2012","14:17:35"
"006-000400700","715","006","Department of Commerce","763","","Yes","http://www.census.gov/econ/census/preview_forms/","no","no","no","no","no","09/13/2012","14:17:35"
"006-000400700","715","006","Department of Commerce","765","","Yes","http://bhs.econ.census.gov/bhs/index.html","no","no","no","no","yes","09/13/2012","14:17:35"
"006-000400700","715","006","Department of Commerce","767","","Yes","http://www.census.gov/econ/economywide.html","no","no","no","no","yes","09/13/2012","14:17:35"
"006-000400700","715","006","Department of Commerce","769","","Yes","http://www.census.gov/cgi-bin/briefroom/BriefRm","yes","no","no","no","yes","09/13/2012","14:17:35"
"006-000400700","715","006","Department of Commerce","771","","Yes","http://directorsblog.blogs.census.gov/","no","no","yes","yes","no","09/13/2012","14:17:35"
"006-000400700","715","006","Department of Commerce","773","","Yes","http://www.youtube.com/watchfeature&#61;player_embedded&amp;v&#61;KdkcNJ3FwgE","no","no","yes","yes","no","09/13/2012","14:17:35"
"006-000400700","715","006","Department of Commerce","775","","Yes","http://www.youtube.com/playlistlist&#61;PL990EC38D8CCA1C25&amp;feature&#61;plc p","no","no","yes","no","yes","09/13/2012","14:17:35"
"006-000400700","715","006","Department of Commerce","777","","Yes","http://www.census.gov/multimedia/www/videos/stats_in_action.php","no","no","yes","no","yes","09/13/2012","14:17:35"
"006-000400700","715","006","Department of Commerce","779","","Yes","http://www.census.gov/mobile/","no","yes","no","no","yes","09/13/2012","14:17:35"
"006-000400700","715","006","Department of Commerce","781","","Yes","https://explore.data.gov/Construction-and-Housing/Construction-Spending/9idb-srhc","yes","no","no","no","yes","09/13/2012","14:17:35"
"006-000400700","715","006","Department of Commerce","783","","Yes","https://explore.data.gov/Business-Enterprise/Economic-Indicator-Database-Search/phxx-bsp6","yes","no","no","no","yes","09/13/2012","14:17:35"
"006-000400700","715","006","Department of Commerce","785","","Yes","https://explore.data.gov/Foreign-Commerce-and-Aid/U-S-International-Trade-in-Goods-and-Services/p84k-yq8b","yes","no","no","no","yes","09/13/2012","14:17:35"
"006-000400700","715","006","Department of Commerce","787","","Yes","https://explore.data.gov/State-and-Local-Government-Finances-and-Employment/Census-of-Governments/wknb-7xa7","yes","no","no","no","yes","09/13/2012","14:17:35"
"006-000400700","715","006","Department of Commerce","789","","Yes","https://explore.data.gov/Business-Enterprise/Economic-Indicator-Database-Search/phxx-bsp6","yes","no","no","no","yes","09/13/2012","14:17:35"
"006-000400800","716","006","Department of Commerce","1493","","Yes","http://www.census.gov/sipp/index.html","yes","no","no","no","no","09/14/2012","12:10:43"
"006-000400800","716","006","Department of Commerce","1495","","Yes","http://www.census.gov/acs","yes","no","no","no","no","09/14/2012","12:10:43"
"014-000000012","718","014","Department of State","1465","","Yes","https://webilms.state.gov","no","yes","no","no","no","09/14/2012","11:25:43"
"014-000000012","718","014","Department of State","1467","","No","http://a.m.state.sbu/sites/LM/PMP/SYS/ILMSUserNetwork/default.aspx","no","no","yes","no","yes","09/14/2012","11:25:43"
"006-000051000","721","006","Department of Commerce","1093","","No","https://csc.eas.commerce.gov/CSC","no","no","no","yes","no","09/13/2012","17:26:40"
"006-000400300","724","006","Department of Commerce","1041","","Yes","http://factfinder2.census.gov","yes","no","no","yes","no","09/13/2012","16:10:00"
"014-000000014","730","014","Department of State","1169","","Yes","http://www.itdashboard.gov/investmentbuscid&#61;730    http://www.gsa.gov/portal/category/27096","no","no","no","yes","yes","09/14/2012","08:30:55"
"014-000000018","734","014","Department of State","1265","","Yes","http://www.itdashboard.gov/investmentbuscid&#61;734","no","no","yes","yes","no","09/14/2012","09:39:33"
"202-000001051","735","202","U.S. Army Corps of Engineers","847","","Yes","http://rivergages.com","yes","no","no","no","no","09/13/2012","14:57:55"
"025-000004480","738","025","Department of Housing and Urban Development","1527","","Yes","https://esnaps.hud.gov/grantium/frontOffice.jsf","no","no","no","yes","no","09/14/2012","12:41:39"
"025-000004480","738","025","Department of Housing and Urban Development","1529","","Yes","http://www.hudhre.info/esnaps/index.cfmdo&#61;viewEsnapsIssuances","no","no","no","yes","no","09/14/2012","12:41:39"
"025-000004480","738","025","Department of Housing and Urban Development","1531","","Yes","http://egis.hud.gov/cpdmaps/","yes","no","no","no","no","09/14/2012","12:41:39"
"025-000004480","738","025","Department of Housing and Urban Development","1533","","Yes","http://www.hud.gov/offices/cpd/systems/idis/idis.cfm","no","no","no","no","yes","09/14/2012","12:41:39"
"025-000004480","738","025","Department of Housing and Urban Development","1535","","Yes","https://www21.hud.gov/idis","no","no","no","no","no","09/14/2012","12:41:39"
"025-000004480","738","025","Department of Housing and Urban Development","1537","","Yes","https://drgr.hud.gov/DRGRWeb/index.jsp","no","no","no","no","no","09/14/2012","12:41:39"
"025-000004480","738","025","Department of Housing and Urban Development","1539","","Yes","http://www.hud.gov/offices/cpd/about/fundingmatrix/","yes","no","no","no","yes","09/14/2012","12:41:39"
"025-000004480","738","025","Department of Housing and Urban Development","4211","","Yes","http://portal.hud.gov/hudportal/HUDsrc&#61;/program_offices/comm_planning/homeless/budget/2011","yes","no","no","no","yes","03/29/2013","15:11:28"
"025-000004480","738","025","Department of Housing and Urban Development","4213","","Yes","http://portal.hud.gov/hudportal/HUDsrc&#61;/program_offices/comm_planning/homeless/budget/newpro2011","yes","no","no","no","yes","03/29/2013","15:11:28"
"025-000004480","738","025","Department of Housing and Urban Development","4215","","Yes","http://portal.hud.gov/hudportal/HUDsrc&#61;/program_offices/comm_planning/systems/idis","no","no","no","yes","no","03/29/2013","15:11:28"
"025-000004480","738","025","Department of Housing and Urban Development","4217","","Yes","http://www.hud.gov/offices/cpd/affordablehousing/reports/index.cfm","yes","no","no","no","yes","03/29/2013","15:11:28"
"025-000004480","738","025","Department of Housing and Urban Development","4219","","Yes","http://portal.hud.gov/hudportal/HUDsrc&#61;/program_offices/comm_planning/communitydevelopment/programs/drsi/drgrs","no","no","no","yes","no","03/29/2013","15:11:28"
"025-000004480","738","025","Department of Housing and Urban Development","4221","","Yes","http://portal.hud.gov/hudportal/HUDsrc&#61;/program_offices/comm_planning/about/conplan/cpdmaps","yes","no","no","no","yes","03/29/2013","15:11:28"
"025-000004440","741","025","Department of Housing and Urban Development","1485","","No","","no","no","no","no","no","09/14/2012","11:48:37"
"014-000000029","742","014","Department of State","1253","","Yes","http://www.itdashboard.gov/investmentbuscid&#61;742","no","no","no","yes","no","09/14/2012","08:57:43"
"014-000000019","744","014","Department of State","1487","","Yes","http://www.state.gov/r/pa/prs/ps/2011/12/178277.htm","no","no","no","yes","no","09/14/2012","12:04:47"
"014-000000019","744","014","Department of State","1489","","Yes","http://gcn.com/articles/2011/12/07/state-department-coast-guard-share-health-system.aspx","no","no","no","yes","no","09/14/2012","12:04:47"
"014-000000019","744","014","Department of State","1491","","Yes","http://www.piersystem.com/go/doc/786/1251011/Coast-Guard-and-Department-of-State-share-resources-for-new-integrated-health-information-system","no","no","no","yes","no","09/14/2012","12:04:47"
"202-000001017","761","202","U.S. Army Corps of Engineers","541","","No","https://kme.usace.army.mil/ci/ITIMProgramsProjects/EDW/default.aspx","no","no","no","yes","no","09/12/2012","16:51:55"
"202-000001032","762","202","U.S. Army Corps of Engineers","857","","Yes","http://rms.usace.army.mil","no","no","no","yes","no","09/13/2012","15:12:17"
"202-000001020","763","202","U.S. Army Corps of Engineers","1627","","No","https://englink2trn.usace.army.mil","no","no","yes","yes","yes","09/14/2012","16:30:01"
"202-000001020","763","202","U.S. Army Corps of Engineers","1629","","Yes","http://www.englink.usace.army.mil","yes","no","no","yes","yes","09/14/2012","16:30:01"
"202-000001020","763","202","U.S. Army Corps of Engineers","1631","","No","https://cops.usace.army.mil/sites/EM/EngLink/default.aspx","yes","no","no","yes","no","09/14/2012","16:30:01"
"202-000001020","763","202","U.S. Army Corps of Engineers","1633","","No","https://englink2.usace.army.mil","no","no","yes","yes","yes","09/14/2012","16:30:01"
"202-000001033","765","202","U.S. Army Corps of Engineers","1639","","No","https://pmbp.usace.army.mil/portal/page/portal/USACE_PMBP_Portal","no","no","no","yes","yes","09/14/2012","17:03:17"
"202-000001031","766","202","U.S. Army Corps of Engineers","535","","No","www.facebook.com/corpslakes","yes","no","yes","yes","yes","03/29/2013","15:28:53"
"202-000001031","766","202","U.S. Army Corps of Engineers","537","","No","www.corpslocks.com","yes","yes","yes","no","no","03/29/2013","15:28:53"
"202-000001031","766","202","U.S. Army Corps of Engineers","539","","No","www.ndc.iwr.usace.army.mil/navunitsearch/navunitsearch.aspx","yes","yes","no","yes","no","09/12/2012","16:42:53"
"202-000001031","766","202","U.S. Army Corps of Engineers","4225","","Yes","www.iwr.usace.army.mil/ndc","yes","no","yes","yes","yes","03/29/2013","15:28:53"
"202-000001031","766","202","U.S. Army Corps of Engineers","4227","","Yes","http://corpslakes.usace.army.mil/nrm.cfm","yes","no","yes","yes","yes","03/29/2013","15:28:53"
"202-000001031","766","202","U.S. Army Corps of Engineers","4229","","No","www.facebook.com/corpslocks","yes","yes","yes","no","no","03/29/2013","15:28:53"
"202-000001031","766","202","U.S. Army Corps of Engineers","4231","","No","www.twitter.com/corpslocks ;","yes","yes","yes","no","no","03/29/2013","15:28:53"
"202-000001060","768","202","U.S. Army Corps of Engineers","1613","","No","https://remis.usace.army.mil (This is the operational URL.  None of the Relationships listed apply)","no","no","no","no","no","09/14/2012","16:12:32"
"202-000001060","768","202","U.S. Army Corps of Engineers","1615","","Yes","http://www.itdashboard.gov/investmentbuscid=768","no","no","no","yes","no","09/14/2012","16:12:32"
"202-000001060","768","202","U.S. Army Corps of Engineers","1617","","No","https://kme.usace.army.mil/ci/CIOrganization/PPM/RealEstate/REMIS","no","no","no","yes","no","09/14/2012","16:12:32"
"006-000320500","770","006","Department of Commerce","1129","","Yes","www.class.noaa.gov","yes","no","no","yes","no","09/13/2012","20:12:50"
"016-000002127","773","016","Social Security Administration","841","","Yes","http://ssa.gov/prescriptionhelp/","no","no","no","no","yes","09/13/2012","14:49:33"
"016-000002127","773","016","Social Security Administration","843","","Yes","https://secure.ssa.gov/i1020/start","no","no","no","no","yes","09/13/2012","14:49:33"
"016-000002127","773","016","Social Security Administration","845","","Yes","http://www.medicare.gov/navigation/medicare-basics/medicare-benefits/part-d.aspx","no","no","no","no","yes","09/13/2012","14:49:33"
"010-000000287","783","010","Department of the Interior","411","","Yes","http://www.itdashboard.gov/investmentbuscid&#61;783","no","no","no","yes","no","03/13/2013","08:36:48"
"010-000000288","784","010","Department of the Interior","413","","No","http://intra.mp.usbr.gov/mpcvo/; http://www.itdashboard.gov/investmentbuscid&#61;784","no","no","no","yes","no","03/13/2013","08:36:58"
"010-000000292","785","010","Department of the Interior","415","","Yes","http://www.itdashboard.gov/investmentbuscid&#61;785","no","no","no","yes","no","03/13/2013","08:37:13"
"010-000000294","786","010","Department of the Interior","621","","Yes","http://www.usbr.gov/lc/hooverdam/","no","no","no","yes","no","09/13/2012","08:39:55"
"393-000000008","790","393","National Archives and Records Administration","469","","Yes","http://www.archives.gov/","no","no","no","no","yes","09/12/2012","15:59:07"
"393-000000001","799","393","National Archives and Records Administration","463","","Yes","http://www.archives.gov/research/search/","yes","no","no","no","no","09/12/2012","15:58:45"
"393-000000001","799","393","National Archives and Records Administration","465","","Yes","http://aad.archives.gov/aad/","yes","no","no","no","no","09/12/2012","15:58:45"
"393-000000001","799","393","National Archives and Records Administration","467","","Yes","http://www.archives.gov/era/","no","no","no","yes","yes","09/12/2012","15:58:45"
"018-999993200","803","018","Department of Education","1","","Yes","www.bfelob.gov","no","no","no","yes","no","09/11/2012","10:54:25"
"018-999993200","803","018","Department of Education","3","","No","https://max.gov","no","no","no","no","yes","09/11/2012","10:54:25"
"018-999993200","803","018","Department of Education","45","","Yes","www.bfelob.gov","no","no","no","yes","no","09/11/2012","12:14:13"
"018-999993200","803","018","Department of Education","47","","No","https://max.gov","no","no","no","no","yes","09/11/2012","12:14:13"
"018-999993200","803","018","Department of Education","49","","Yes","www.bfelob.gov","no","no","no","yes","no","09/11/2012","12:47:19"
"018-999993200","803","018","Department of Education","51","","No","https://max.gov","no","no","no","no","yes","09/11/2012","12:47:19"
"018-999993200","803","018","Department of Education","55","","Yes","www.bfelob.gov","no","no","no","yes","no","09/11/2012","13:00:15"
"018-999993200","803","018","Department of Education","57","","No","https://max.gov","no","no","no","no","yes","09/11/2012","13:00:15"
"018-999993200","803","018","Department of Education","59","","Yes","www.bfelob.gov","no","no","no","yes","no","09/11/2012","13:22:54"
"018-999993200","803","018","Department of Education","61","","No","https://max.gov","no","no","no","no","yes","09/11/2012","13:22:54"
"018-999993200","803","018","Department of Education","107","","Yes","www.bfelob.gov","no","no","no","yes","no","09/11/2012","13:32:38"
"018-999993200","803","018","Department of Education","109","","No","https://max.gov","no","no","no","no","yes","09/11/2012","13:32:38"
"018-999993200","803","018","Department of Education","119","","Yes","www.bfelob.gov","no","no","no","yes","no","09/11/2012","15:05:25"
"018-999993200","803","018","Department of Education","121","","No","https://max.gov","no","no","no","no","yes","09/11/2012","15:05:25"
"018-000002280","806","018","Department of Education","187","","Yes","http://nces.ed.gov/ipeds/","yes","no","no","yes","yes","09/12/2012","10:53:29"
"018-000002280","806","018","Department of Education","189","","Yes","https://surveys.nces.ed.gov/ipeds/","no","no","no","yes","yes","09/12/2012","10:53:29"
"018-000001023","815","018","Department of Education","191","","Yes","http://nces.ed.gov/nationsreportcard/","yes","no","no","no","yes","09/12/2012","10:53:50"
"018-000001023","815","018","Department of Education","193","","Yes","http://nationsreportcard.gov","yes","no","no","no","yes","09/12/2012","10:53:50"
"018-000001023","815","018","Department of Education","265","","Yes","http://nces.ed.gov/nationsreportcard/","yes","no","no","no","yes","09/12/2012","13:14:41"
"018-000001023","815","018","Department of Education","267","","Yes","http://nationsreportcard.gov","yes","no","no","no","yes","09/12/2012","13:14:41"
"018-000001023","815","018","Department of Education","433","","Yes","http://nces.ed.gov/nationsreportcard/","yes","no","no","no","yes","09/12/2012","15:19:36"
"018-000001023","815","018","Department of Education","435","","Yes","http://nationsreportcard.gov","yes","no","no","no","yes","09/12/2012","15:19:36"
"018-000001023","815","018","Department of Education","547","","Yes","http://nces.ed.gov/nationsreportcard/","yes","no","no","no","yes","09/12/2012","18:21:48"
"018-000001023","815","018","Department of Education","549","","Yes","http://nationsreportcard.gov","yes","no","no","no","yes","09/12/2012","18:21:48"
"018-000001023","815","018","Department of Education","553","","Yes","http://nces.ed.gov/nationsreportcard/","yes","no","no","no","yes","09/12/2012","18:38:17"
"018-000001023","815","018","Department of Education","555","","Yes","http://nationsreportcard.gov","yes","no","no","no","yes","09/12/2012","18:38:17"
"018-000001023","815","018","Department of Education","617","","Yes","http://nces.ed.gov/nationsreportcard/","yes","no","yes","no","yes","03/20/2013","12:54:04"
"018-000001023","815","018","Department of Education","619","","Yes","http://nationsreportcard.gov","yes","no","yes","no","yes","03/20/2013","12:54:04"
"018-000001031","818","018","Department of Education","179","","Yes","http://www.eric.ed.gov/","no","no","yes","yes","yes","09/12/2012","10:52:53"
"018-000001031","818","018","Department of Education","181","","Yes","http://www.youtube.com/user/SearchEduResources","no","no","yes","yes","yes","09/12/2012","10:52:53"
"018-000001031","818","018","Department of Education","183","","No","http://twitter.com/ERICinfo","no","no","yes","yes","yes","09/12/2012","10:52:53"
"018-000001031","818","018","Department of Education","185","","No","https://www.facebook.com/SearchEduResources","no","no","yes","yes","yes","09/12/2012","10:52:53"
"018-000001010","819","018","Department of Education","159","","Yes","http://www2.ed.gov/about/inits/ed/edfacts/state-profiles/index.html","yes","no","no","no","no","03/20/2013","13:39:21"
"018-000001010","819","018","Department of Education","161","","No","http://www.data.gov/communities/node/38/data_tools/6053","yes","yes","no","yes","no","09/12/2012","10:52:42"
"018-000001010","819","018","Department of Education","165","","No","http://edicsweb.ed.gov/browse/browsecoll.cfmpkg_serial_num&#61;4705","no","no","no","yes","no","09/14/2012","12:19:32"
"018-000001010","819","018","Department of Education","173","","Yes","http://www.eddataexpress.ed.gov/faqs.cfm","yes","yes","no","yes","no","09/12/2012","10:52:42"
"018-000001010","819","018","Department of Education","175","","No","http://www.dataqualitycampaign.org/resources/details/650","no","no","no","no","yes","09/12/2012","10:52:42"
"018-000001018","820","018","Department of Education","157","","Yes","http://www.ed.gov","yes","no","yes","yes","yes","09/12/2012","10:52:34"
"018-000001070","821","018","Department of Education","53","","Yes","ed.gov","no","no","no","yes","yes","09/11/2012","12:50:43"
"202-000001012","823","202","U.S. Army Corps of Engineers","839","","No","https://cops.usace.army.mil/sites/AM/FEM/default.aspx","no","no","no","yes","no","09/13/2012","14:36:01"
"015-000000057","827","015","Department of the Treasury","89","19","Yes","https://www.otcnet.fms.treas.gov","no","no","no","yes","yes","09/11/2012","13:31:59"
"015-000000057","827","015","Department of the Treasury","91","20","Yes","http://fms.treas.gov/otcnet/index.html","no","no","no","yes","yes","09/11/2012","13:31:59"
"015-999990063","831","015","Department of the Treasury","13","30","Yes","https://arc.publicdebt.treas.gov/financial_management_applications.htm","no","no","no","no","yes","09/11/2012","12:05:05"
"005-000002317","832","005","Department of Agriculture","3939","","No","http://efiche.rural.usda.gov/","no","no","no","no","no","09/19/2012","17:38:48"
"005-000002317","832","005","Department of Agriculture","3941","","No","https://rdmap.sc.egov.usda.gov","no","no","no","no","no","09/19/2012","17:38:48"
"005-000002317","832","005","Department of Agriculture","3943","","No","https://rddw.sc.egov.usda.gov","no","no","no","no","no","09/19/2012","17:38:48"
"005-000002317","832","005","Department of Agriculture","3945","","No","https://rulss.sc.egov.usda.gov/rulss/portal.jsp","no","no","no","no","no","09/19/2012","17:38:48"
"005-000002317","832","005","Department of Agriculture","3947","","Yes","https://rdupcip.sc.egov.usda.gov/","no","no","no","no","no","09/19/2012","17:38:48"
"005-000002317","832","005","Department of Agriculture","3949","","No","https://cpap.sc.egov.usda.gov/","no","no","no","no","no","09/19/2012","17:38:48"
"005-000002317","832","005","Department of Agriculture","3951","","Yes","https://value-added-producergrant.sc.egov.usda.gov/","no","no","no","no","no","09/19/2012","17:38:48"
"005-000002317","832","005","Department of Agriculture","3953","","Yes","https://gls.sc.egov.usda.gov","no","no","no","no","no","09/19/2012","17:38:48"
"005-000002317","832","005","Department of Agriculture","3955","","Yes","https://fsag.sc.egov.usda.gov","no","no","no","no","no","09/19/2012","17:38:48"
"005-000002317","832","005","Department of Agriculture","3957","","Yes","https://gls.sc.egov.usda.gov","no","no","no","no","no","09/19/2012","17:38:48"
"005-000002317","832","005","Department of Agriculture","3959","","Yes","https://guarloan.sc.egov.usda.gov","no","no","no","no","no","09/19/2012","17:38:48"
"005-000002317","832","005","Department of Agriculture","3961","","Yes","https://mfhg.sc.egov.usda.gov","no","no","no","no","no","09/19/2012","17:38:48"
"005-000002317","832","005","Department of Agriculture","3963","","Yes","https://sfhloss.sc.egov.usda.gov","no","no","no","no","no","09/19/2012","17:38:48"
"005-000002317","832","005","Department of Agriculture","3965","","Yes","https://usdalinc.sc.egov.usda.gov","no","no","no","no","no","09/19/2012","17:38:48"
"005-000002317","832","005","Department of Agriculture","3967","","Yes","https://mai.sc.egov.usda.gov","no","no","no","no","no","09/19/2012","17:38:48"
"005-000002317","832","005","Department of Agriculture","3969","","Yes","https://suntrust.com","no","no","no","no","no","09/19/2012","17:38:48"
"005-000002317","832","005","Department of Agriculture","3971","","Yes","https://shares.sc.egov.usda.gov/shares/","no","no","no","no","no","09/19/2012","17:38:48"
"005-000002317","832","005","Department of Agriculture","3973","","No","https://norf.sc.egov.usda.gov","no","no","no","no","no","09/19/2012","17:38:48"
"005-000002317","832","005","Department of Agriculture","3975","","Yes","https://usdaminc.sc.egov.usda.gov/","no","no","no","no","no","09/19/2012","17:38:48"
"005-000002317","832","005","Department of Agriculture","3977","","No","https://mfh.sc.egov.usda.gov/","no","no","no","no","no","09/19/2012","17:38:48"
"005-000002317","832","005","Department of Agriculture","3979","","Yes","https://pretrac.sc.egov.usda.gov/","no","no","no","no","no","09/19/2012","17:38:48"
"005-000002317","832","005","Department of Agriculture","3981","","Yes","http://rdmfhrentals.sc.egov.usda.gov/RDMFHRentals/","no","no","no","no","no","09/19/2012","17:38:48"
"005-000002317","832","005","Department of Agriculture","3983","","Yes","https://pix.sc.egov.usda.gov/","no","no","no","no","no","09/19/2012","17:38:48"
"005-000002317","832","005","Department of Agriculture","3985","","No","http://rddocmgmt.sc.egov.usda.gov","no","no","no","no","no","09/19/2012","17:38:48"
"005-000002317","832","005","Department of Agriculture","3987","","No","https://rdimagerep.sc.egov.usda.gov/","no","no","no","no","no","09/19/2012","17:38:48"
"005-000002317","832","005","Department of Agriculture","3989","","No","https://pfcs.sc.egov.usda.gov:8030","no","no","no","no","no","09/19/2012","17:38:48"
