Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Requirement Type,URL ID,Agency URL ID,URL,Valid Public URL,Updated Date,Updated Time
"009-000006265","283","009","Department of Health and Human Services","CMS IT Infrastructure - Ongoing","Other Requirement","673","319815","http://www.cio.gov/pages-nonnews.cfm/page/The-Federal-Data-Center-Consolidation-Initiative","No","09/12/2012","14:26:07"
"009-000000714","284","009","Department of Health and Human Services","CMS Medicaid Data Systems","Legislative Mandate","955","320202","http://www.cms.gov/Medicare/Demonstration-Projects/DemoProjectsEvalRpts/downloads/cc_section4016_bba_1997.pdf","Yes","09/12/2012","16:04:38"
"009-000000714","284","009","Department of Health and Human Services","CMS Medicaid Data Systems","Legislative Mandate","959","320204","http://www.gpo.gov/fdsys/pkg/PLAW-111publ3/html/PLAW-111publ3.htm","Yes","09/12/2012","16:04:38"
"009-000000714","284","009","Department of Health and Human Services","CMS Medicaid Data Systems","Legislative Mandate","963","320206","http://www.ssa.gov/OP_Home/ssact/title19/1900.htm","Yes","09/12/2012","16:04:38"
"009-000000714","284","009","Department of Health and Human Services","CMS Medicaid Data Systems","Legislative Mandate","957","320203","http://www.gpo.gov/fdsys/pkg/BILLS-108hr1enr/pdf/BILLS-108hr1enr.pdf","Yes","09/12/2012","16:04:38"
"009-000000714","284","009","Department of Health and Human Services","CMS Medicaid Data Systems","Legislative Mandate","961","320205","http://www.healthcare.gov/law/resources/authorities/patient-protection.pdf","No","09/12/2012","16:04:38"
"009-000000714","284","009","Department of Health and Human Services","CMS Medicaid Data Systems","Legislative Mandate","965","320207","http://www.gpo.gov/fdsys/pkg/BILLS-109s1932enr/pdf/BILLS-109s1932enr.pdf","Yes","09/12/2012","16:04:38"
"009-000002454","285","009","Department of Health and Human Services","CMS Medicare Appeals System (MAS)","Legislative Mandate","649","319302","http://thomas.loc.gov/cgi-bin/query/zc105:H.R.2015.ENR","Yes","09/12/2012","14:24:09"
"009-000002454","285","009","Department of Health and Human Services","CMS Medicare Appeals System (MAS)","Published Agency Strategic Plan","651","319303","http://www.cms.gov/Medicare/Medicare-Fee-for-Service-Payment/AcuteInpatientPPS/downloads/cms-1533-fc.pdf","Yes","09/12/2012","14:24:09"
"009-000005234","287","009","Department of Health and Human Services","CMS Medicare Integrity Program Modernization-One PI System","Legislative Mandate","1005","320358","http://www.healthcare.gov/law/full/","Yes","09/12/2012","16:08:55"
"009-000004255","290","009","Department of Health and Human Services","CMS Part A Claims Processing","Legislative Mandate","657","320436","http://www.ssa.gov/pgm/medicare.htm","Yes","09/12/2012","14:24:30"
"009-000004256","291","009","Department of Health and Human Services","CMS Part B Claims Processing","Legislative Mandate","659","320438","http://www.ssa.gov/pgm/medicare.htm","Yes","09/12/2012","14:25:03"
"009-000004258","293","009","Department of Health and Human Services","CMS Plan Enrollment (HPMS)","Legislative Mandate","999","319001","http://www.gpo.gov/fdsys/pkg/CFR-2011-title42-vol3/pdf/CFR-2011-title42-vol3-chapIV-subchapB.pdf","Yes","09/12/2012","16:08:38"
"009-000002476","296","009","Department of Health and Human Services","CMS Retiree Drug Subsidy","Legislative Mandate","653","320458","http://www.gpo.gov/fdsys/pkg/FR-2012-01-12/pdf/2012-473.pdf","Yes","09/12/2012","14:24:22"
"009-000005345","298","009","Department of Health and Human Services","FDA CDER Drug Review & Submissions (ADIMS)","Legislative Mandate","1019","318913","http://www.fda.gov/ForIndustry/UserFees/PrescriptionDrugUserFee/ucm272170.htm","Yes","09/12/2012","16:11:35"
"009-000005345","298","009","Department of Health and Human Services","FDA CDER Drug Review & Submissions (ADIMS)","Legislative Mandate","1023","318915","http://www.fda.gov/ForIndustry/UserFees/BiosimilarUserFeeActBsUFA/default.htm","Yes","09/12/2012","16:11:35"
"009-000005345","298","009","Department of Health and Human Services","FDA CDER Drug Review & Submissions (ADIMS)","Legislative Mandate","1021","318914","http://www.fda.gov/ForIndustry/UserFees/GenericDrugUserFees/default.htm","Yes","09/12/2012","16:11:35"
"009-000005318","299","009","Department of Health and Human Services","FDA ORA Automated Laboratory Management","Legislative Mandate","1013","319559"," http://www.dhs.gov/xlibrary/assets/mgmt/itpa-oha-nbis2010.pdf","No","09/12/2012","16:11:13"
"009-000005318","299","009","Department of Health and Human Services","FDA ORA Automated Laboratory Management","Legislative Mandate","3233","328547","http://www.fda.gov/Food/GuidanceRegulation/FSMA/default.htm","Yes","09/12/2013","09:35:28"
"024-000005116","303","024","Department of Homeland Security","CBP - Land Border Integration (LBI)","Legislative Mandate","857","100","http://www.intelligence.senate.gov/laws/pl108-458.pdf","No","09/09/2014","08:22:50"
"024-000005116","303","024","Department of Homeland Security","CBP - Land Border Integration (LBI)","Audit Finding Resolution","859","200"," http://www.gao.gov/products/GAO-11-407T","No","09/12/2012","15:02:11"
"024-000005116","303","024","Department of Homeland Security","CBP - Land Border Integration (LBI)","Published Agency Strategic Plan","861","300"," http://www.dhs.gov/quadrennial-homeland-security-review-qhsr","No","09/12/2012","15:02:11"
"024-000005116","303","024","Department of Homeland Security","CBP - Land Border Integration (LBI)","Other Requirement","863","500"," http://www.dhs.gov/news/2009/03/25/napolitanos-testimony-southern-border-violence","No","09/12/2012","15:02:11"
"024-000005056","304","024","Department of Homeland Security","CBP - SAP","Published Agency Strategic Plan","4149","300","http://www.dhs.gov/strategic-plan-fiscal-years-fy-2012-2016","Yes","09/09/2014","10:09:22"
"024-000005064","307","024","Department of Homeland Security","CBP - Tactical Communications (TACCOM) Modernization","Legislative Mandate","759","100","http://www.dhs.gov/xlibrary/assets/recovery/CBP_Tactical_Communications_Modernization_Program_2009-05-15.pdf","Yes","09/12/2012","14:32:29"
"024-000005064","307","024","Department of Homeland Security","CBP - Tactical Communications (TACCOM) Modernization","Published Agency Strategic Plan","761","300","http://www.dhs.gov/sites/default/files/publications/2014-qhsr-final-508.pdf","Yes","09/09/2014","08:19:29"
"009-000005317","310","009","Department of Health and Human Services","FDA ORA Mission Accomplishments and Regulatory Compliance Services","Legislative Mandate","1011","318558","http://www.fda.gov/RegulatoryInformation/Legislation/ucm148797.htm","Yes","12/03/2012","13:12:01"
"009-000005317","310","009","Department of Health and Human Services","FDA ORA Mission Accomplishments and Regulatory Compliance Services","Published Agency Strategic Plan","4539","340530","http://www.hhs.gov/strategic-plan/priorities.html","Yes","09/12/2014","10:34:38"
"009-000005317","310","009","Department of Health and Human Services","FDA ORA Mission Accomplishments and Regulatory Compliance Services","Presidential Priority","4541","340532","http://www.whitehouse.gov/the-press-office/2014/02/19/executive-order-streamlining-exportimport-process-america-s-businesses","Yes","09/12/2014","10:34:38"
"024-000005188","311","024","Department of Homeland Security","CBP - Infrastructure","Legislative Mandate","1269","100","http://www.cio.gov/documents/25-point-implementation-plan-to-reform-federal%20it.pdf","No","09/13/2012","12:41:44"
"024-000005188","311","024","Department of Homeland Security","CBP - Infrastructure","Audit Finding Resolution","1271","200","http://www.dhs.gov/xoig/assets/mgmtrpts/OIG_09-60_Apr09.pdf","No","09/13/2012","12:41:44"
"024-000005188","311","024","Department of Homeland Security","CBP - Infrastructure","Published Agency Strategic Plan","1273","300","http://www.dhs.gov/xlibrary/assets/dhs-strategic-plan-fy-2012-2016.pdf","Yes","09/13/2012","12:41:44"
"024-000005188","311","024","Department of Homeland Security","CBP - Infrastructure","Presidential Priority","1275","400","http://www.dhs.gov/xabout/laws/gc_1214597989952.shtm#1","Yes","09/13/2012","12:41:44"
"024-000005052","312","024","Department of Homeland Security","CBP - Automated Targeting System (ATS) Maintenance","Published Agency Strategic Plan","2579","300","http://dhsconnect.dhs.gov/org/comp/plcy/spar/spa/Pages/QHSR.aspx","No","09/10/2013","10:55:45"
"024-000005053","314","024","Department of Homeland Security","CBP - Automated Commercial Environment (ACE)","Legislative Mandate","1509","100","http://www.cbp.gov/document/rulings/nafta-public-law-103-182-act","Yes","09/09/2014","08:24:02"
"024-000005053","314","024","Department of Homeland Security","CBP - Automated Commercial Environment (ACE)","Published Agency Strategic Plan","1511","300","http://dhsconnect.dhs.gov/org/comp/mgmt/cio/Documents/OCIO_Strat_Plan_2011_PRINT_Fully%20Accessible_FINAL.pdf","No","09/13/2012","16:23:22"
"024-000005053","314","024","Department of Homeland Security","CBP - Automated Commercial Environment (ACE)","Other Requirement","1513","500","https://www.dhs.gov/sites/default/files/publications/digital-strategy/25-point-implementation-plan-to-reform-federal-it.pdf","Yes","09/09/2014","08:24:02"
"024-000005053","314","024","Department of Homeland Security","CBP - Automated Commercial Environment (ACE)","Presidential Priority","4145","400","http://www.whitehouse.gov/the-press-office/2014/02/19/executive-order-streamlining-exportimport-process-america-s-businesses","Yes","09/09/2014","08:24:02"
"024-000005137","315","024","Department of Homeland Security","CBP - Analytical Framework for Intelligence","Legislative Mandate","613","100","http://thomas.loc.gov/cgi-bin/cpquery/Rcp110:FLD010:@1(hr862<)","Yes","09/12/2012","13:53:23"
"024-000005137","315","024","Department of Homeland Security","CBP - Analytical Framework for Intelligence","Published Agency Strategic Plan","615","300","DHS: http://www.dhs.gov/xlibrary/assets/dhs-strategic-plan-fy-2012-2016.pdf    /   CBP: http://www.cbp.gov/linkhandler/cgov/about/mission/strategic_plans/strategic_plan_09_14.ctt/strategic_plan_09_14.pdf","No","09/10/2013","10:54:39"
"024-000005138","316","024","Department of Homeland Security","CBP - Advance Passenger Information System (APIS)","Legislative Mandate","609","100","http://www.tsa.gov/sites/default/files/assets/pdf/aviation_and_transportation_security_act_atsa_public_law_107_1771.pdf","No","09/09/2014","08:23:58"
"024-000005138","316","024","Department of Homeland Security","CBP - Advance Passenger Information System (APIS)","Published Agency Strategic Plan","611","300","http://www.dhs.gov/xlibrary/assets/mgmt/dhs-2011-strategic-sustainability-performance-plan.pdf","Yes","09/12/2012","13:53:15"
"009-000005316","318","009","Department of Health and Human Services","FDA ORA Regulatory Business Information Services","Legislative Mandate","1007","318524","http://www.fda.gov/RegulatoryInformation/Legislation/FederalFoodDrugandCosmeticActFDCAct/SignificantAmendmentstotheFDCAct/FDASIA/ucm366058.htm","No","09/12/2014","10:02:01"
"009-000005316","318","009","Department of Health and Human Services","FDA ORA Regulatory Business Information Services","Other Requirement","4535","341111","http://www.fda.gov/Food/GuidanceRegulation/FSMA/ucm256826.htm","Yes","09/12/2014","10:02:01"
"024-000003015","319","024","Department of Homeland Security","USCIS - Transformation","Audit Finding Resolution","1109","200","http://www.oig.dhs.gov/assets/Mgmt/OIG_11-33_Jan11.pdf","Yes","09/13/2012","07:28:31"
"024-000003015","319","024","Department of Homeland Security","USCIS - Transformation","Published Agency Strategic Plan","1111","300","http://connect.uscis.dhs.gov/org/MGMT/HCT/Documents/USCIS%20Strategic%20Plan.pdf","No","09/13/2012","07:28:31"
"024-000003038","320","024","Department of Homeland Security","USCIS - Naturalization - CLAIMS 4","Legislative Mandate","2565","100","http://www.uscis.gov/portal/site/uscis/menuitem.f6da51a2342135be7e9d7a10e0dc91a0/vgnextoid=fa7e539dc4bed010VgnVCM1000000ecd190aRCRD&vgnextchannel=fa7e539dc4bed010VgnVCM1000000ecd190aRCRD&CH=8cfr","Yes","09/10/2013","10:48:22"
"024-000003038","320","024","Department of Homeland Security","USCIS - Naturalization - CLAIMS 4","Published Agency Strategic Plan","1221","300","http://ims-production.dhs.gov/ProSight/IDR/gd.aspxdocId=6977","No","09/09/2014","08:21:38"
"024-000003038","320","024","Department of Homeland Security","USCIS - Naturalization - CLAIMS 4","Other Requirement","1225","500","http://www.uscis.gov/portal/site/uscis/menuitem.eb1d4c2a3e5b9ac89243c6a7543f6d1a/vgnextoid=02729c7755cb9010VgnVCM10000045f3d6a1RCRD&vgnextchannel=02729c7755cb9010VgnVCM10000045f3d6a1RCRD","Yes","09/13/2012","10:17:59"
"024-000003038","320","024","Department of Homeland Security","USCIS - Naturalization - CLAIMS 4","Presidential Priority","1223","400","https://cio.gov/deliver/","Yes","09/09/2014","08:21:38"
"024-000003030","321","024","Department of Homeland Security","USCIS - Document Management Division (DMD)","Legislative Mandate","1619","100","http://www.uscis.gov/ilink/docView/SLB/HTML/SLB/0-0-0-1/0-0-0-29/0-0-0-8289.html","Yes","09/14/2012","07:42:03"
"024-000003030","321","024","Department of Homeland Security","USCIS - Document Management Division (DMD)","Other Requirement","1623","500","http://www.uscis.gov/ilink/docView/SLB/HTML/SLB/0-0-0-1/0-0-0-29/0-0-0-8289.html; http://www.uscis.gov/ilink/docView/SLB/HTML/SLB/0-0-0-1/0-0-0-29/0-0-0-8501.html; http://www.uscis.gov/ilink/docView/SLB/HTML/SLB/8cfr.html","No","09/14/2012","07:42:03"
"024-000003030","321","024","Department of Homeland Security","USCIS - Document Management Division (DMD)","Presidential Priority","1621","400","http://www.uscis.gov/ilink/docView/SLB/HTML/SLB/0-0-0-1/0-0-0-29/0-0-0-8289.html","Yes","09/14/2012","07:42:03"
"009-000005323","322","009","Department of Health and Human Services","FDA OC User Fee and Financial Reporting Systems","Legislative Mandate","1015","318033","http://www.fda.gov/AboutFDA/ReportsManualsForms/Reports/UserFeeReports/PerformanceReports/default.htm","Yes","09/12/2012","16:11:27"
"009-000005323","322","009","Department of Health and Human Services","FDA OC User Fee and Financial Reporting Systems","Published Agency Strategic Plan","1017","318034","http://www.fda.gov/AboutFDA/ReportsManualsForms/Reports/ucm246751.htm#3_4","Yes","09/12/2012","16:11:27"
"024-000003127","323","024","Department of Homeland Security","USCIS - Infrastructure (End User Support)","Published Agency Strategic Plan","2107","300","http://www.dhs.gov/xlibrary/assets/dhs-strategic-plan-fy-2012-2016.pdf","Yes","09/14/2012","15:14:08"
"024-000003036","324","024","Department of Homeland Security","USCIS - Immigration - CLAIMS 3.0","Legislative Mandate","2563","100","http://www.uscis.gov/portal/site/uscis/menuitem.eb1d4c2a3e5b9ac89243c6a7543f6d1a/vgnextchannel=f3829c7755cb9010VgnVCM10000045f3d6a1RCRD","Yes","09/10/2013","10:48:06"
"024-000003036","324","024","Department of Homeland Security","USCIS - Immigration - CLAIMS 3.0","Published Agency Strategic Plan","1249","300","http://www.uscis.gov/about-us/budget-planning-performance","Yes","09/09/2014","08:21:26"
"024-000003036","324","024","Department of Homeland Security","USCIS - Immigration - CLAIMS 3.0","Other Requirement","1251","500","http://www.section508.gov/index.cfmfuseAction=stds","No","09/13/2012","11:59:13"
"024-000003040","326","024","Department of Homeland Security","USCIS - Customer Service Web Portal (CSWP)","Legislative Mandate","1107","100","http://www.archives.gov/about/laws/egov-act-section-207.html","Yes","09/13/2012","07:26:45"
"024-000003029","327","024","Department of Homeland Security","USCIS - Verification Modernization (VER)","Legislative Mandate","1253","100","http://www.uscis.gov/ilink/docView/PUBLAW/HTML/PUBLAW/0-0-0-15.html","Yes","09/13/2012","12:02:53"
"024-000003029","327","024","Department of Homeland Security","USCIS - Verification Modernization (VER)","Audit Finding Resolution","1255","200","http://www.gao.gov/new.items/d08895t.pdf","Yes","09/13/2012","12:02:53"
"024-000003029","327","024","Department of Homeland Security","USCIS - Verification Modernization (VER)","Published Agency Strategic Plan","1257","300","http://www.gao.gov/products/GAO-11-873","Yes","09/13/2012","12:02:53"
"024-000003029","327","024","Department of Homeland Security","USCIS - Verification Modernization (VER)","Other Requirement","1261","500","http://www.govtrack.us/congress/bills/109/hr418","Yes","09/13/2012","12:02:53"
"024-000003029","327","024","Department of Homeland Security","USCIS - Verification Modernization (VER)","Presidential Priority","1259","400","http://www.govtrack.us/congress/bills/111/hr2892","Yes","09/13/2012","12:02:53"
"009-999991400","330","009","Department of Health and Human Services","Federal Health Architecture","Legislative Mandate","977","317824","www.archives.gov/about/laws/egov-act-section-207.html","Yes","09/12/2012","16:06:11"
"009-999991400","330","009","Department of Health and Human Services","Federal Health Architecture","Presidential Priority","979","317825","http://www.archives.gov/federal-register/executive-orders/2006.html#13410","Yes","09/12/2012","16:06:11"
"009-999990160","331","009","Department of Health and Human Services","Grants.gov - Find and Apply","Legislative Mandate","643","317731","http://www.whitehouse.gov/omb/grants_reform/ ","Yes","09/12/2012","14:22:01"
"009-000001397","332","009","Department of Health and Human Services","HHS Unified Financial Management System (UFMS) Investment","Legislative Mandate","4691","319603","http://www.hhs.gov/strategic-plan/priorities.html","Yes","09/12/2014","16:40:14"
"009-000001397","332","009","Department of Health and Human Services","HHS Unified Financial Management System (UFMS) Investment","Audit Finding Resolution","4693","342071","http://www.hhs.gov/afr","Yes","09/12/2014","16:40:14"
"009-000001397","332","009","Department of Health and Human Services","HHS Unified Financial Management System (UFMS) Investment","Published Agency Strategic Plan","4695","342072","http://www.hhs.gov/strategic-plan/priorities.html","Yes","09/12/2014","16:40:14"
"009-000001397","332","009","Department of Health and Human Services","HHS Unified Financial Management System (UFMS) Investment","Presidential Priority","4697","342078","http://www.whitehouse.gov/omb/","Yes","09/12/2014","16:40:14"
"009-000000706","333","009","Department of Health and Human Services","HRSA - OIT Electronic Handbooks (EHBs)","Audit Finding Resolution","951","320810","http://www.gao.gov/products/GAO-12-610","Yes","09/12/2012","16:04:17"
"009-000000706","333","009","Department of Health and Human Services","HRSA - OIT Electronic Handbooks (EHBs)","Published Agency Strategic Plan","3441","327832","http://www.hhs.gov/budget/fy2014/opa_040513.pdf","No","09/13/2013","08:04:27"
"009-000001359","334","009","Department of Health and Human Services","IHS - National Patient Information Reporting System (NPIRS) - - Maintenance and Enhancements","Legislative Mandate","1277","318325","http://www.ihs.gov/adminmngrresources/ihcia/documents/ihcia.pdf","No","09/13/2012","12:49:53"
"009-000001359","334","009","Department of Health and Human Services","IHS - National Patient Information Reporting System (NPIRS) - - Maintenance and Enhancements","Presidential Priority","1279","318778","http://www.cio.gov/documents/25-point-implementation-plan-to-reform-federal%20it.pdf","No","09/13/2012","12:49:53"
"009-000006263","335","009","Department of Health and Human Services","IHS Infrastructure, Office Automation, & Telecommunications (I/OA/T)","Legislative Mandate","1281","317703","http://www.ihs.gov/adminmngrresources/ihcia/documents/ihcia.pdf","No","09/13/2012","12:50:03"
"009-000006263","335","009","Department of Health and Human Services","IHS Infrastructure, Office Automation, & Telecommunications (I/OA/T)","Legislative Mandate","1285","317705","http://www.healthit.gov/policy-researchers-implementers/health-it-rules-regulationsutm_source=google&utm_medium=cpc&utm_campaign=privacy%2Band%2Blegal","Yes","09/13/2012","12:50:03"
"009-000006263","335","009","Department of Health and Human Services","IHS Infrastructure, Office Automation, & Telecommunications (I/OA/T)","Legislative Mandate","1283","317704","http://www.gpo.gov/fdsys/pkg/PLAW-111publ148/content-detail.html","Yes","09/13/2012","12:50:03"
"009-000006263","335","009","Department of Health and Human Services","IHS Infrastructure, Office Automation, & Telecommunications (I/OA/T)","Published Agency Strategic Plan","1287","317706","http://www.hhs.gov/secretary/about/priorities/strategicplan2010-2015.pdf","Yes","09/13/2012","12:50:03"
"009-000006263","335","009","Department of Health and Human Services","IHS Infrastructure, Office Automation, & Telecommunications (I/OA/T)","Presidential Priority","1289","318790","http://www.whitehouse.gov/the-press-office/2011/11/09/executive-order-promoting-efficient-spending","Yes","09/13/2012","12:50:03"
"009-000001362","336","009","Department of Health and Human Services","IHS Resource and Patient Management System (RPMS) - Maintenance & Enhancements","Legislative Mandate","967","318137","http://uscode.house.gov/download/pls/25C18.txt","Yes","09/12/2012","16:04:58"
"009-000001362","336","009","Department of Health and Human Services","IHS Resource and Patient Management System (RPMS) - Maintenance & Enhancements","Presidential Priority","971","318737","http://www.cio.gov/documents/25-point-implementation-plan-to-reform-federal%20it.pdf","No","09/12/2012","16:04:58"
"009-000001362","336","009","Department of Health and Human Services","IHS Resource and Patient Management System (RPMS) - Maintenance & Enhancements","Presidential Priority","969","318736","http://www.whitehouse.gov/the-press-office/2011/11/09/executive-order-promoting-efficient-spending","Yes","09/12/2012","16:04:58"
"009-000001410","342","009","Department of Health and Human Services","NIH ES Electronic Research Administration (eRA)","Legislative Mandate","1171","318682","http://www.whitehouse.gov/omb/fedreg_preamble2/","Yes","09/13/2012","09:04:39"
"009-000003888","346","009","Department of Health and Human Services","OS ASA Enterprise Human Resources and Personnel (EHRP)","Published Agency Strategic Plan","4553","340551","http://www.hhs.gov/strategic-plan/goal4.html","Yes","09/12/2014","11:48:29"
"009-000003888","346","009","Department of Health and Human Services","OS ASA Enterprise Human Resources and Personnel (EHRP)","Presidential Priority","4555","340552","http://www.whitehouse.gov/sites/default/files/omb/egov/digital-government/digital-government-strategy.pdf","Yes","09/12/2014","11:48:29"
"009-000004658","347","009","Department of Health and Human Services","OS ASFR HHS Consolidated Acquisition Solution","Legislative Mandate","665","318921","www.dol.gov/ocfo/media/regs/ITMRA.pdf","Yes","09/12/2012","14:25:41"
"009-000004658","347","009","Department of Health and Human Services","OS ASFR HHS Consolidated Acquisition Solution","Presidential Priority","2841","329599","http://www.whitehouse.gov/open/documents/open-government-directive","Yes","09/11/2013","08:52:29"
"009-000006266","348","009","Department of Health and Human Services","OS ASA Information Technology Infrastructure and Operations","Presidential Priority","3303","328855","http://www.whitehouse.gov/sites/default/files/omb/memoranda/2011/m11-11.pdf","Yes","09/12/2013","12:24:16"
"009-000001482","349","009","Department of Health and Human Services","OS ASA Payment Management System (PMS)","Legislative Mandate","3295","329902","http://www.gao.gov/special.pubs/af12194.pdf","Yes","09/12/2013","12:23:38"
"009-000001482","349","009","Department of Health and Human Services","OS ASA Payment Management System (PMS)","Presidential Priority","3297","329900","http://www.whitehouse.gov/sites/default/files/omb/memoranda/2013/m-13-20.pdf","Yes","09/12/2013","12:23:38"
"009-000001482","349","009","Department of Health and Human Services","OS ASA Payment Management System (PMS)","Presidential Priority","3299","329901","http://www.whitehouse.gov/sites/default/files/omb/memoranda/2012/m-12-11_1.pdf","Yes","09/12/2013","12:23:38"
"009-000001418","353","009","Department of Health and Human Services","SAMHSA - CHBSQ National Survey on Drug Use and Health (NSDUH)","Legislative Mandate","981","320616","http://www.gpo.gov/fdsys/pkg/USCODE-2010-title42/pdf/USCODE-2010-title42-chap6A-subchapIII-A-partA-sec290aa-4.pdf","Yes","09/12/2012","16:06:17"
"009-000001418","353","009","Department of Health and Human Services","SAMHSA - CHBSQ National Survey on Drug Use and Health (NSDUH)","Published Agency Strategic Plan","983","317735","http://store.samhsa.gov/shin/content//SMA11-4629/02-ExecutiveSummary.pdf .","Yes","09/12/2012","16:06:17"
"009-000006779","354","009","Department of Health and Human Services","HHS Information Security Program Investment","Legislative Mandate","1291","317699","http://www.whitehouse.gov/sites/default/files/omb/assets/omb/memoranda/fy2008/m08-05.pdf","Yes","09/13/2012","12:50:22"
"009-000001361","355","009","Department of Health and Human Services","HRSA - BHW National Practitioner Data Bank (NPDB)","Legislative Mandate","637","317956","http://www.npdb.hrsa.gov/resources/titleIv.jsp;  http://www.npdb.hrsa.gov/resources/section1921.jsp;  http://www.npdb.hrsa.gov/resources/1128e.jsp;   http://www.gpo.gov/fdsys/pkg/PLAW-111publ148/pdf/PLAW-111publ148.pdf  (scroll to section 6403)","Yes","09/11/2014","13:42:55"
"009-000001361","355","009","Department of Health and Human Services","HRSA - BHW National Practitioner Data Bank (NPDB)","Published Agency Strategic Plan","2885","327834","http://www.hhs.gov/budget/fy2014/opa_040513.pdf","No","09/11/2013","10:07:03"
"021-002703942","357","021","Department of Transportation","FAAXX084: Instrument Flight Procedure Automation (IFPA)","Published Agency Strategic Plan","1391","FAA Destination 2025","http://www.faa.gov/about/plans_reports/media/Destination2025.pdf","Yes","11/29/2012","11:57:06"
"021-002703942","357","021","Department of Transportation","FAAXX084: Instrument Flight Procedure Automation (IFPA)","Published Agency Strategic Plan","2729","2387","http://www.dot.gov/dot-strategic-plan","Yes","09/12/2014","17:11:01"
"021-002703942","357","021","Department of Transportation","FAAXX084: Instrument Flight Procedure Automation (IFPA)","Other Requirement","2731","19942","http://www.faa.gov/regulations_policies/orders_notices/index.cfm/go/document.list/parentTopicID/16","Yes","09/10/2013","15:31:43"
"021-147277724","359","021","Department of Transportation","FAAXX159: Voice Switching and Control System (VSCS) Tech Refresh","Published Agency Strategic Plan","1401","1","http://www.faa.gov/about/plans_reports/media/Destination2025.pdf","Yes","11/29/2012","11:58:01"
"021-147277724","359","021","Department of Transportation","FAAXX159: Voice Switching and Control System (VSCS) Tech Refresh","Published Agency Strategic Plan","4719","31433","http://www.dot.gov/dot-strategic-plan","Yes","09/12/2014","17:12:31"
"021-147277724","359","021","Department of Transportation","FAAXX159: Voice Switching and Control System (VSCS) Tech Refresh","Published Agency Strategic Plan","2735","2390","http://www.faa.gov/about/plans_reports/media/Destination2025.pdf","Yes","09/10/2013","15:33:12"
"021-089571105","361","021","Department of Transportation","FAAXX169: Wide Area Augmentation System (WAAS)","Published Agency Strategic Plan","1711","FAA Destination 2025 Plan","http://www.faa.gov/about/plans_reports/media/Destination2025.pdf","Yes","03/25/2013","17:06:50"
"021-089571105","361","021","Department of Transportation","FAAXX169: Wide Area Augmentation System (WAAS)","Published Agency Strategic Plan","2737","2391","http://www.faa.gov/about/plans_reports/media/FAA_Strategic_Initiatives_Summary.pdf","Yes","09/12/2014","17:12:59"
"021-006227212","363","021","Department of Transportation","FAAXX036: Terminal Primary Surveillance (TPS)","Published Agency Strategic Plan","1389","","http://www.faa.gov/about/plans_reports/media/Destination2025.pdf","Yes","09/13/2012","15:18:41"
"021-006227212","363","021","Department of Transportation","FAAXX036: Terminal Primary Surveillance (TPS)","Published Agency Strategic Plan","4709","30160","http://www.faa.gov/about/plans_reports/media/faa_strategic_initiatives_summary.pdf","No","02/04/2015","14:12:43"
"021-006227212","363","021","Department of Transportation","FAAXX036: Terminal Primary Surveillance (TPS)","Published Agency Strategic Plan","2725","2386","http://www.faa.gov/about/plans_reports/media/Destination2025.pdf","Yes","09/10/2013","15:30:32"
"021-860081937","364","021","Department of Transportation","FAAXX248: Airport Surface Detection Equipment - Model X (ASDE-X)","Published Agency Strategic Plan","1403","FAA Destination 2025","http://www.faa.gov/about/plans_reports/media/Destination2025.pdf","Yes","11/29/2012","11:58:57"
"021-860081937","364","021","Department of Transportation","FAAXX248: Airport Surface Detection Equipment - Model X (ASDE-X)","Published Agency Strategic Plan","2739","2392","http://www.faa.gov/about/plans_reports/media/FAA_Strategic_Initiatives_Summary.pdf  ","Yes","09/12/2014","17:13:30"
"021-623287423","366","021","Department of Transportation","FAAXX445: FAA Telecommunications Infrastructure (FTI)","Published Agency Strategic Plan","1405","","http://www.faa.gov/about/plans_reports/media/Destination2025.pdf","Yes","09/13/2012","15:23:46"
"021-623287423","366","021","Department of Transportation","FAAXX445: FAA Telecommunications Infrastructure (FTI)","Published Agency Strategic Plan","2743","2393","http://www.faa.gov/about/plans_reports/media/FAA_Strategic_Initiatives_Summary.pdf  ","Yes","09/12/2014","17:14:18"
"021-514765477","368","021","Department of Transportation","FAAXX504: En Route Automation Modernization (ERAM)","Published Agency Strategic Plan","4721","29391","http://www.dot.gov/sites/dot.dev/files/docs/990_355_DOT_StrategicPlan_508lowres.pdf","Yes","09/12/2014","17:14:48"
"021-514765477","368","021","Department of Transportation","FAAXX504: En Route Automation Modernization (ERAM)","Published Agency Strategic Plan","4917","2394","http://www.dot.gov/dot-strategic-plan","Yes","02/05/2015","09:42:50"
"021-514765477","368","021","Department of Transportation","FAAXX504: En Route Automation Modernization (ERAM)","Published Agency Strategic Plan","1407","FAA Destination 2025 Plan","http://www.faa.gov/about/plans_reports/media/Destination2025.pdf","Yes","11/29/2012","12:03:02"
"021-514765477","368","021","Department of Transportation","FAAXX504: En Route Automation Modernization (ERAM)","Published Agency Strategic Plan","4723","31966","http://www.faa.gov/about/plans_reports/media/FAA_Strategic_Initiatives_Summary.pdf","Yes","09/12/2014","17:14:48"
