"Agency Code","Agency Name","Previous UII","Unique Investment Identifier","Shared Services Category","Shared Services Identifier","LOB Title","Mission Support Investment Category","Bureau Code","Bureau Name","Part Of IT Portfolio","Mission Delivery and Management Support Area","Type of Investment","National Security Systems Identifier","IT Infrastructure and Management Type","Line Item Descriptor","Investment Title","Investment Description","FEA BRM Services - Primary service area","Total IT Spending FY2018 (PY) ($ M)","Total IT Spending FY2019 (CY) ($ M)","Total IT Spending FY2020 (BY) ($ M)","DME PY Agency Funding ($ M)","DME PY Contributions ($ M)","DME CY Agency Funding ($ M)","DME CY Contributions ($ M)","DME BY Agency Funding ($ M)","DME BY Contributions ($ M)","DME BY Budget Authority Agency Funding ($ M)","O&M PY Agency Funding ($ M)","O&M PY Contributions ($ M)","O&M CY Agency Funding ($ M)","O&M CY Contributions ($ M)","O&M BY Agency Funding ($ M)","O&M BY Contributions ($ M)","O&M BY Budget Authority Agency Funding ($ M)","Cloud Computing Alternatives Evaluation","Total Cloud PaaS/IaaS Cost CY","Total Cloud SaaS Cost CY","Total Other Managed Services Cost CY","Budget Year","Derived Status","Updated Date","Updated Time"
"	007","Department of Defense",007-000007084,007-000007084,"00 - Agency Investments",,N/A,"07 - Other","	57","Air Force","02 - Administrative Services and Support Systems","	05","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","Integrated Information Tool","IIT is an internal web-based tool, residing on AF network that houses BRAC databases of AFCEC. An  interconnected information resource, IIT provides single access point to multiple internal databases. SYSTEM WHOLLY FUNDED WITH NON-AF TOA.","129 - Reporting and Information",0.018,0.018,0.018,0,0,0,0,0,0,0,0.018,0,0.018,0,0.018,0,0.018,"	5",0,0,0,2020,"No change in status",2019-03-13,20:50:50
"	007","Department of Defense",007-000007088,007-000007088,"00 - Agency Investments",,N/A,"03 - Human Resources","	57","Air Force","02 - Administrative Services and Support Systems","	03","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","Management Internal Control Toolset","MICT is an application that will help AF units worldwide manage & prepare for various inspections. Leaders at all levels will be able to track & manage programs & discrepancies. This capability & visibility streamlines the Self inspection process.","340 - Collaboration Tools",1.63,2.452,5.539,0,0,0,0,0,0,0,1.63,0,2.452,0,5.539,0,5.539,"	6",0,0,0,2020,"No change in status",2019-03-13,20:50:50
"	007","Department of Defense",007-000007093,007-000007093,"00 - Agency Investments",,N/A,"07 - Other","	57","Air Force","02 - Administrative Services and Support Systems","	04","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","Kadenza - Propulsion Management","KADENZA is used by Tinker Propulsion in support of Theory of Constraint (TOC) implementation to prioritize work and calculate metrics. The goal is to improve on-time delivery and increase output.","318 - Business Analytics",0.024,0.024,0.024,0,0,0,0,0,0,0,0.024,0,0.024,0,0.024,0,0.024,"	5",0,0,0,2020,"No change in status",2019-03-13,20:50:50
"	007","Department of Defense",007-000007102,007-000007102,"00 - Agency Investments",,N/A,"01 - Not Applicable","	57","Air Force","01 - Mission Delivery","	15","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","Web Emergency Operations Center","Common Operating Picture COTS that is continuously updated to provide overview of incident compiled thru/out incident¿s life cycle from standard data shared between integrated & compatible systems for comm, info mgmt, & intell/info sharing.","008 - Disaster Preparedness and Planning",0.295,0.269,0.269,0,0,0,0,0,0,0,0.295,0,0.269,0,0.269,0,0.269,"	5",0,0,0.269,2020,"No change in status",2019-03-13,20:50:50
"	007","Department of Defense",007-000007113,007-000007113,"00 - Agency Investments",,N/A,"03 - Human Resources","	57","Air Force","02 - Administrative Services and Support Systems","	03","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","USAFA Admissions Accessions System","ALOWeb facilitates online submission and processing of accessions to the USAF Academy and AFROTC including general admission, Pre-Junior registration, Summer Seminar application and registration and Congressional nominations.","251 - Staffing and Recruiting",0.161,0.161,0,0,0,0,0,0,0,0,0.161,0,0.161,0,0,0,0,"	2",0,0,0.037,2020,"No change in status",2019-03-13,20:50:50
"	007","Department of Defense",007-000007174,007-000007174,"00 - Agency Investments",,N/A,"03 - Human Resources","	57","Air Force","02 - Administrative Services and Support Systems","	03","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","Manpower MPA Man-day Management System","M4S provides the tools for HQ USAF and the Active RegAF Major Commands (MAJCOMs) to validate, approve, and manage MPA.","129 - Reporting and Information",0.651,0.646,0.854,0,0,0,0,0,0,0,0.651,0,0.646,0,0.854,0,0.854,"	3",0,0,0.646,2020,"No change in status",2019-03-13,20:50:50
"	007","Department of Defense",007-000007196,007-000007196,"00 - Agency Investments",,N/A,"07 - Other","	57","Air Force","02 - Administrative Services and Support Systems","	05","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","Computer Aided Facility Management System","CAFM provides a graphical interface linking building floorplans with a relational DB of infrastructure data to automate facility management. Capabilities include space/move management, work order management, and web interface for input and reporting.","119 - Facilities, Fleet and Equipment Management",0.015,0.016,0.016,0,0,0,0,0,0,0,0.015,0,0.016,0,0.016,0,0.016,"	5",0,0,0,2020,"No change in status",2019-03-13,20:50:50
"	007","Department of Defense",007-000007198,007-000007198,"00 - Agency Investments",,N/A,"07 - Other","	57","Air Force","02 - Administrative Services and Support Systems","	05","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","Global Mobility Mapping and Visualization","Air Force capabilities-based support environment that utilizes an Automated Information System (AIS) application.","129 - Reporting and Information",0.18,0.18,0.18,0,0,0,0,0,0,0,0.18,0,0.18,0,0.18,0,0.18,"	3",0,0,0,2020,"No change in status",2019-03-13,20:50:50
"	007","Department of Defense",007-000007201,007-000007201,"00 - Agency Investments",,N/A,"07 - Other","	57","Air Force","02 - Administrative Services and Support Systems","	04","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","Product Lifecycle Management Initiative","Product Lifecycle Management (PLM) initiative will enable the Air Force engineering and logistics communities to efficiently and accurately define, track, protect and manage product data for Air Force weapon systems and equipment.","145 - Logistics Management",4.47,9.52,7.377,0,0,0,0,0,0,0,4.47,0,9.52,0,7.377,0,7.377,"	1",9.52,0,0,2020,"No change in status",2019-03-13,20:50:50
"	007","Department of Defense",007-000007206,007-000007206,"00 - Agency Investments",,N/A,"07 - Other","	57","Air Force","02 - Administrative Services and Support Systems","	05","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line",HOLIS/CMMS,"According to DoD regulations all BMA systems must have a one for one system to initiative relationship.","119 - Facilities, Fleet and Equipment Management",0.001,0.001,0.001,0,0,0,0,0,0,0,0.001,0,0.001,0,0.001,0,0.001,"	4",0,0,0.001,2020,"No change in status",2019-03-13,20:50:50
"	007","Department of Defense",007-000007214,007-000007214,"00 - Agency Investments",,N/A,"04 - Procurement","	57","Air Force","02 - Administrative Services and Support Systems","	02","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","Aerospace Systems Directorate Operational Support","ASDOS provides the technical directorate with business process functionality that has yet to be employed by the AFRL enterprise solution.","340 - Collaboration Tools",0.182,0.183,0.188,0,0,0,0,0,0,0,0.182,0,0.183,0,0.188,0,0.188,"	5",0,0,0.013,2020,"No change in status",2019-03-13,20:50:50
"	007","Department of Defense",007-000007221,007-000007221,"00 - Agency Investments",,N/A,"03 - Human Resources","	57","Air Force","02 - Administrative Services and Support Systems","	03","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","Air Force Classification and Assignment Preference System","AFCAPS application is used by graduating AF Reserve Officer Training Corps (AFROTC) cadets to annotate their educational qualifications & other personal data to determine AFSC and enter assignment preferences.","618 - Employee Development and Training",0.1,0.098,0.106,0,0,0,0,0,0,0,0.1,0,0.098,0,0.106,0,0.106,"	5",0,0,0.098,2020,"No change in status",2019-03-13,20:50:50
"	007","Department of Defense",007-000007309,007-000007309,"00 - Agency Investments",,N/A,"03 - Human Resources","	57","Air Force","02 - Administrative Services and Support Systems","	03","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","Air Force Training Record","AFTR is a web-based application accessible via the Advanced Distributed Learning Service (ADLS).  AFTR is a Microsoft .NET/ASP/Oracle 10g Driven application which uses web services.  Use to support training documentation IAW AFI 36-2201.","064 - Training and Employment",0.689,0.48,0,0,0,0,0,0,0,0,0.689,0,0.48,0,0,0,0,"	4",0,0,0.309,2020,"No change in status",2019-03-13,20:50:50
"	007","Department of Defense",007-000007310,007-000007310,"00 - Agency Investments",,N/A,"03 - Human Resources","	57","Air Force","02 - Administrative Services and Support Systems","	03","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","Combat Related Special Compensation","The CRSC application assist the USAF Physical Disability Division of the AFPC with providing compensation for certain Uniformed Service Retirees with combat-related disabilities.","333 - Veteran Benefits and Services",0.108,0.11,0.112,0,0,0,0,0,0,0,0.108,0,0.11,0,0.112,0,0.112,"	1",0.11,0,0,2020,"No change in status",2019-03-13,20:50:50
"	007","Department of Defense",007-000007983,007-000007983,"00 - Agency Investments",,N/A,"03 - Human Resources","	57","Air Force","02 - Administrative Services and Support Systems","	03","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","Inferential Retrieval Indexing System","IRIS stores, indexes, and disseminates Air Force Historical information; it grows annually by 15-20%.  It has NIPRNET and SIPRNET parallel sub-systems and includes a production system for digitization of paper and storage of electronic documents.","603 - Data Warehouse",1.01,0.01,0.01,0,0,0,0,0,0,0,1.01,0,0.01,0,0.01,0,0.01,"	6",0,0,0,2020,"No change in status",2019-03-13,20:50:50
"	007","Department of Defense",007-000007991,007-000007991,"00 - Agency Investments",,N/A,"03 - Human Resources","	57","Air Force","02 - Administrative Services and Support Systems","	03","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","Air Force Automated Education Management System","The Air Force Automated Education Management System (AFAEMS) is a standardized Air Force-wide education management system.  This program is self-contained and is packaged with all runtime versions of required software.","255 - Employee Performance Management",2.666,2.719,2.771,0,0,0,0,0,0,0,2.666,0,2.719,0,2.771,0,2.771,"	1",2.719,0,0,2020,"No change in status",2019-03-13,20:50:50
"	007","Department of Defense",007-000008022,007-000008022,"00 - Agency Investments",,N/A,"03 - Human Resources","	57","Air Force","02 - Administrative Services and Support Systems","	03","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","Innovative Development through Employee Awareness (IDEA) Program Data System","IPDS is a web-based system supporting the AF IDEA Program, facilitating submissions of ideas, eligibility determination, evaluations, program status reporting, savings/benefits, increasing AF wide operational efficiency and effectiveness.","255 - Employee Performance Management",0.147,0.201,0,0,0,0,0,0,0,0,0.147,0,0.201,0,0,0,0,"	5",0,0,0.201,2020,"No change in status",2019-03-13,20:50:50
"	007","Department of Defense",007-000008046,007-000008046,"00 - Agency Investments",,N/A,"03 - Human Resources","	57","Air Force","02 - Administrative Services and Support Systems","	03","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","Reserve Travel System","RTS provides the capability to all AFRC Financial Services Offices (FSOs) to track and compute travel voucher computation.","254 - Employee Benefits and Compensation",0.668,0.675,0.481,0,0,0,0,0,0,0,0.668,0,0.675,0,0.481,0,0.481,"	3",0,0,0,2020,"No change in status",2019-03-13,20:50:50
"	007","Department of Defense",007-000008049,007-000008049,"00 - Agency Investments",,N/A,"03 - Human Resources","	57","Air Force","02 - Administrative Services and Support Systems","	03","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","SENIOR LEADER CAREER MANAGEMENT SYSTEM","Primary support system enabling Active Duty and Reserve General Officer, Colonel, Senior Executive Service, and Chief Master Sergeant Force Development initiatives.  It provides essential data to formulate Force Development decisions.","251 - Staffing and Recruiting",1.705,1.705,1.705,0,0,0,0,0,0,0,1.705,0,1.705,0,1.705,0,1.705,"	1",0,1.705,0,2020,"No change in status",2019-03-13,20:50:50
"	007","Department of Defense",007-000008064,007-000008064,"00 - Agency Investments",,N/A,"07 - Other","	57","Air Force","02 - Administrative Services and Support Systems","	05","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","Air Force Safety Automated System","The Air Force safety mission is to save lives and DoD assets by implementing effective policy and through active mishap analysis and prevention management.   AFSAS is a globally accessible system used by all authorized Air Force and DoD personnel.","119 - Facilities, Fleet and Equipment Management",1.992,2.036,2.072,0,0,0,0,0,0,0,1.992,0,2.036,0,2.072,0,2.072,"	1",2.036,0,0,2020,"No change in status",2019-03-13,20:50:50
"	007","Department of Defense",007-000008070,007-000008070,"00 - Agency Investments",,N/A,"07 - Other","	57","Air Force","02 - Administrative Services and Support Systems","	04","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","AMARC BUSINESS SYSTEM","The system has three (3) COTS applications, Maximo, Oracle Financials and Workplace, one visual basic application, the AP Tools, and 3 web applications, the Form 44, PAO and RFQ to support maintenance, production, supply and financial functions.","144 - Inventory Control",2.649,2.681,2.733,0,0,0,0,0,0,0,2.649,0,2.681,0,2.733,0,2.733,"	3",0,0,2.681,2020,"No change in status",2019-03-13,20:50:50
"	007","Department of Defense",007-000008072,007-000008072,"00 - Agency Investments",,N/A,"07 - Other","	57","Air Force","02 - Administrative Services and Support Systems","	04","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","AIRCRAFT MAINTENANCE PRODUCTION/COMPRESSION REPORT SYSTEM","This system provides for reporting the status of aircraft undergoing maintenance at AFMC facilities (depot or contractor) by the Air Logistics Center manager through HQ AFMC to HQ USAF and operational commands.","145 - Logistics Management",0.471,0.788,0.562,0,0,0,0,0,0,0,0.471,0,0.788,0,0.562,0,0.562,"	3",0,0,0.5,2020,"No change in status",2019-03-13,20:50:50
"	007","Department of Defense",007-000008081,007-000008081,"00 - Agency Investments",,N/A,"07 - Other","	57","Air Force","02 - Administrative Services and Support Systems","	04","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","EXECUTION AND PRIORITIZATION OF REPAIRS SUPPORT SYSTEM","AF transactional data system that computes priorities for repair & distribution and execution quantities for recoverable item repair.  The system was implemented as part of the agile logistics effort and is used for repair & distribution execution.","145 - Logistics Management",2.851,3.986,3.844,0,0,0,0,0,0,0,2.851,0,3.986,0,3.844,0,3.844,"	4",0,0,3.986,2020,"No change in status",2019-03-13,20:50:50
"	007","Department of Defense",007-000008091,007-000008091,"00 - Agency Investments",,N/A,"07 - Other","	57","Air Force","02 - Administrative Services and Support Systems","	04","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","INFORMATION CENTER SYSTEM","ICS allows clients to use 4th generation software products to access, analyze, & generate reports from data located in one or more AF legacy systems.  Allows clients to manipulate their data into a manageable format & automate job rqmts.","318 - Business Analytics",0.011,0.012,0.013,0,0,0,0,0,0,0,0.011,0,0.012,0,0.013,0,0.013,"	5",0,0,0,2020,"No change in status",2019-03-13,20:50:50
"	007","Department of Defense",007-000008104,007-000008104,"00 - Agency Investments",,N/A,"07 - Other","	57","Air Force","02 - Administrative Services and Support Systems","	04","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","Material Processing System","MPS allows mechanics to request material and view the status of those requests; allows Production Material Technicians (PMT)/Forward Logistic Specialists (FLS) the ability to review the status of all orders placed.  Supports automated MMHS processes.","145 - Logistics Management",0.565,0.576,0.588,0,0,0,0,0,0,0,0.565,0,0.576,0,0.588,0,0.588,"	5",0,0,0,2020,"No change in status",2019-03-13,20:50:50
"	007","Department of Defense",007-000008111,007-000008111,"00 - Agency Investments",,N/A,"07 - Other","	57","Air Force","02 - Administrative Services and Support Systems","	04","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","DEPOT MAINTENANCE WORKLOAD PLANNING AND CONTROL SYSTEM (G004C)","Provides maintenance a method to document & track results of workload & manpower planning actions for a 5 year period; planned & historical labor application; workload pricing; a master list of all RCCs & their associated acceptance workload factors.","145 - Logistics Management",0.65,0.634,0.651,0,0,0,0,0,0,0,0.65,0,0.634,0,0.651,0,0.651,"	3",0,0,0.286,2020,"No change in status",2019-03-13,20:50:50
"	007","Department of Defense",007-000008126,007-000008126,"00 - Agency Investments",,N/A,"07 - Other","	57","Air Force","02 - Administrative Services and Support Systems","	04","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","PURCHASE REQUEST PROCESS SYSTEM","Performs acquisition method code screening and automates purchase requests for AFSC for centrally procured items and repair.","145 - Logistics Management",5.682,5.796,5.912,0,0,0,0,0,0,0,5.682,0,5.796,0,5.912,0,5.912,"	2",0,0,0,2020,"No change in status",2019-03-13,20:50:50
"	007","Department of Defense",007-000008133,007-000008133,"00 - Agency Investments",,N/A,"07 - Other","	57","Air Force","02 - Administrative Services and Support Systems","	04","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","Reliability, Availability, Maintainability Logistics Support System for Pods","RAMPOD is an on-line repository of data capable of supporting all facets of total life cycle support of an electronic combat system or avionics pod.  RAMPOD maintains, on-line, all data of a weapon system (or component) from birth to death.","145 - Logistics Management",7.658,2.063,10.855,0,0,0,0,0,0,0,7.658,0,2.063,0,10.855,0,10.855,"	5",0,0,2.063,2020,"No change in status",2019-03-13,20:50:50
"	007","Department of Defense",007-000008138,007-000008138,"00 - Agency Investments",,N/A,"02 - Financial Management","	57","Air Force","02 - Administrative Services and Support Systems","	01","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","Budget Reporting System","BRS is a web based application which provides timely and accurate cost factors for HQ AFRC and unit personnel.","101 - Budget Formulation",0.276,0.28,0.285,0,0,0,0,0,0,0,0.276,0,0.28,0,0.285,0,0.285,"	3",0,0,0,2020,"No change in status",2019-03-13,20:50:50
"	007","Department of Defense",007-000008143,007-000008143,"00 - Agency Investments",,N/A,"02 - Financial Management","	57","Air Force","02 - Administrative Services and Support Systems","	01","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","COMMAND MANAGEMENT SYSTEM AF","CMS provides the Command with a data system capable of cataloging historical, current, and future funding and manpower POM requirements by Command or Air Staff panels and bases/centers as well as the funding/manpower allocated to those requirements.","101 - Budget Formulation",1.144,1.156,1.171,0,0,0,0,0,0,0,1.144,0,1.156,0,1.171,0,1.171,"	5",0,0,1.057,2020,"No change in status",2019-03-13,20:50:50
"	007","Department of Defense",007-000008145,007-000008145,"00 - Agency Investments",,N/A,"02 - Financial Management","	57","Air Force","02 - Administrative Services and Support Systems","	01","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","Commander's Resource Integration System","CRIS is a read-only, multi-tier, relational data warehouse offering the Air Force¿s budget and execution.","129 - Reporting and Information",28.489,7.681,6.564,0,0,0,0,0,0,0,28.489,0,7.681,0,6.564,0,6.564,"	1",5.689,0,1.992,2020,"No change in status",2019-03-13,20:50:50
"	007","Department of Defense",007-000008147,007-000008147,"00 - Agency Investments",,N/A,"07 - Other","	57","Air Force","02 - Administrative Services and Support Systems","	04","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","LOGISTICS MANAGEMENT DATA BANK","LMDB integrates data from Air Force systems to provide Financial Management reports for the Secretary of the Air Force.  LMDBs capabilities include the generation of the cataloging transactions to transfer items management responsibity to DLA.","145 - Logistics Management",1.191,1.211,1.232,0,0,0,0,0,0,0,1.191,0,1.211,0,1.232,0,1.232,"	4",0,0,1.211,2020,"No change in status",2019-03-13,20:50:50
"	007","Department of Defense",007-000008150,007-000008150,"00 - Agency Investments",,N/A,"07 - Other","	57","Air Force","02 - Administrative Services and Support Systems","	04","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","REPAIRABILITY FORECAST MODEL","Performs a material forecast simulation of component item rqmts quarterly for variable end item maintenance repair rqmts; models supplier chains to identify current/future future component item shortfalls for active job order numbers at AFMC depots.","145 - Logistics Management",0.621,0.605,0.621,0,0,0,0,0,0,0,0.621,0,0.605,0,0.621,0,0.621,"	3",0,0,0.257,2020,"No change in status",2019-03-13,20:50:50
"	007","Department of Defense",007-000008659,007-000008659,"00 - Agency Investments",,N/A,"07 - Other","	57","Air Force","02 - Administrative Services and Support Systems","	04","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","ITEM MANAGEMENT CONTROL SYSTEM","Maintains & distributes logistics management info for all AF-used & AF-managed items of supply; Entry point for new items; AF interface to Federal Catalog System; Processes Supply Support Requests (SSRs) for consumable items coded for DLA, GSA, etc.","145 - Logistics Management",3.164,3.475,3.869,0,0,0,0,0,0,0,3.164,0,3.475,0,3.869,0,3.869,"	5",0,0,0.541,2020,"No change in status",2019-03-13,20:50:50
"	007","Department of Defense",007-000100037,007-000100037,"00 - Agency Investments",,N/A,"07 - Other","	57","Air Force","02 - Administrative Services and Support Systems","	04","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","Execution Contracting Database","Execution Contracting Database (ECD) is used in the business process flow for daily funds execution & PR tracking the 848th SCMG for Buy, Repair & Overhead Services programs for propulsion/aircraft items. It is hosted on DFS1.","318 - Business Analytics",0.578,0.361,0.404,0,0,0,0,0,0,0,0.578,0,0.361,0,0.404,0,0.404,"	5",0,0,0.056,2020,"No change in status",2019-03-13,20:50:50
"	007","Department of Defense",007-000100075,007-000100075,"00 - Agency Investments",,N/A,"01 - Not Applicable","	57","Air Force","01 - Mission Delivery","	11","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","Eagle Vision","Provides DoD with the only deployable capability for direct downlink and processing of UNCLASS commercial satellite imagery for intelligence preparation of the battlespace and sharing with DoD partners and Homeland Security.","340 - Collaboration Tools",8.785,8.652,8.765,0,0,0,0,0,0,0,8.785,0,8.652,0,8.765,0,8.765,"	5",0,0,0,2020,"No change in status",2019-03-13,20:50:51
"	007","Department of Defense",007-000100091,007-000100091,"00 - Agency Investments",,N/A,"07 - Other","	57","Air Force","02 - Administrative Services and Support Systems","	04","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","Movements Automated Record Keeping System","MARKS is enterprise content management software that integrates document management, business process management and records management in a single application.","145 - Logistics Management",2.401,2.523,2.577,0,0,0,0,0,0,0,2.401,0,2.523,0,2.577,0,2.577,"	2",0,0,2.523,2020,"No change in status",2019-03-13,20:50:51
"	007","Department of Defense",007-000100092,007-000100092,"00 - Agency Investments",,N/A,"07 - Other","	57","Air Force","02 - Administrative Services and Support Systems","	04","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","The Air Force Test and Analysis Tool","The AFTAT is a next-generation, laboratory information management system used for managing the workflow of Air Force Petroleum Agency laboratories.  This includes full life-cycle management of samples (and pertinent results).","145 - Logistics Management",0.197,0.525,0.2,0,0,0,0,0,0,0,0.197,0,0.525,0,0.2,0,0.2,"	4",0,0,0.525,2020,"No change in status",2019-03-13,20:50:51
"	007","Department of Defense",007-000100141,007-000100141,"00 - Agency Investments",,N/A,"07 - Other","	57","Air Force","02 - Administrative Services and Support Systems","	05","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","AFMC Geographic Information System","AFMC GIS provides a centralized, Installation-wide, geospatial capability.","339 - Information Mapping / Taxonomy / Categorization",1.09,0.895,0.472,0,0,0,0,0,0,0,1.09,0,0.895,0,0.472,0,0.472,"	4",0,0,0.71,2020,"No change in status",2019-03-13,20:50:51
"	007","Department of Defense",007-000100150,007-000100150,"00 - Agency Investments",,N/A,"07 - Other","	57","Air Force","02 - Administrative Services and Support Systems","	04","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","Capability Maturity Model Integration (CMMI) Evidence Database","CED becomes the organization’s documented evidence which shows it meets specific practices and process areas and maturity levels of the CMMI standard for software development.","318 - Business Analytics",0.022,0.024,0.022,0,0,0,0,0,0,0,0.022,0,0.024,0,0.022,0,0.022,"	5",0,0,0.024,2020,"No change in status",2019-03-13,20:50:51
"	007","Department of Defense",007-000100185,007-000100185,"00 - Agency Investments",,N/A,"04 - Procurement","	57","Air Force","02 - Administrative Services and Support Systems","	02","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","Project Cost Management Suite","PCMS estimates and tracks project costs for the Project Manager (PM) and business communities.","538 - Program / Project Management",0.165,0.18,0.18,0,0,0,0,0,0,0,0.165,0,0.18,0,0.18,0,0.18,"	4",0,0,0,2020,"No change in status",2019-03-13,20:50:51
"	007","Department of Defense",007-000100213,007-000100213,"00 - Agency Investments",,N/A,"03 - Human Resources","	57","Air Force","02 - Administrative Services and Support Systems","	03","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","Employee Benefits Information System","EBIS/GRB provides 800K+ DoD civilians with access to benefits information and transactional capability to include health insurance, life insurance, Thrift Savings Plan, retirement applications, eSeminars, and retirement or separation calculators.","254 - Employee Benefits and Compensation",0.876,1.257,0.874,0.008,0,0.013,0,0.018,0,0.018,0.868,0,1.244,0,0.856,0,0.856,"	3",0,0,0.621,2020,"No change in status",2019-03-13,20:50:51
"	007","Department of Defense",007-000100220,007-000100220,"00 - Agency Investments",,N/A,"04 - Procurement","	57","Air Force","02 - Administrative Services and Support Systems","	02","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","RX  Business Applications","A group of applications and databases supporting planning, demographics, chemical inventory, and equipment inventry housed on a server used in the RX Directorate to support Sctientific and Research missions.","129 - Reporting and Information",0.993,0.825,0.841,0,0,0,0,0,0,0,0.993,0,0.825,0,0.841,0,0.841,"	3",0,0,0,2020,"No change in status",2019-03-13,20:50:51
"	007","Department of Defense",007-000100222,007-000100222,"00 - Agency Investments",,N/A,"04 - Procurement","	57","Air Force","02 - Administrative Services and Support Systems","	02","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","Organization Software Process Environment","Collects, manages and disseminates project/product data used to improve the efficiency and effectiveness of the daily operations of engineers, scientists, and other personnel conducting and supporting real-time test missions for the Eglin ranges.","577 - Knowledge Distribution and Delivery",0.366,0.39,0.371,0,0,0,0,0,0,0,0.366,0,0.39,0,0.371,0,0.371,"	5",0,0,0,2020,"No change in status",2019-03-13,20:50:51
"	007","Department of Defense",007-000100248,007-000100248,"00 - Agency Investments",,N/A,"07 - Other","	57","Air Force","02 - Administrative Services and Support Systems","	05","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","ANG GeoBase","""Geospatial"" or ""geo-enabling"", which means to use mapping or Geographic Information Systems (GIS) to represent the Air Force installation.","119 - Facilities, Fleet and Equipment Management",0.1,0.103,0.106,0,0,0,0,0,0,0,0.1,0,0.103,0,0.106,0,0.106,"	5",0,0,0,2020,"No change in status",2019-03-13,20:50:51
"	007","Department of Defense",007-000100266,007-000100266,"00 - Agency Investments",,N/A,"07 - Other","	57","Air Force","02 - Administrative Services and Support Systems","	05","02 - Non-major IT","01 - Non-National Security System Investment","01 - Not Applicable","00 - Investment Line","Integrated Engineering Mangement System","IEMS is being transformed from  multiple standalone DB to one centrally managed system.","119 - Facilities, Fleet and Equipment Management",0.591,0.603,0.615,0,0,0,0,0,0,0,0.591,0,0.603,0,0.615,0,0.615,"	3",0,0,0,2020,"No change in status",2019-03-13,20:50:51
