"Unique Investment Identifier","Business Case ID","Investment Type","Infrastructure Management Category","Agency Code","Agency Name","Investment Title","Revision Date","Revision Reason",Comment,"Project ID","Area of Change","Timeframe of Investment","(Legacy) Total Cost","(Legacy) Planned Completion Date","Updated Date","Updated Time","Baseline ID"
009-000001422,184,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","ACF Expanded Federal Parent Locator Service (OCSE)",2018-08-21,Correction,"This baseline event includes a number of changes and additions to the ACF Expanded Federal Parent Locator Service (FPLS) projects baseline to reflect planning decisions made for FY19 and FY20.  Each year, DFS Management conducts a detailed review of Continuous Improvements initiatives, uses on-going operational analyses to identify additional enhancements, and conducts an Integrated Baseline Review to plan and prioritize projects for the upcoming years.  The changes to the baseline reflect the results of this process for FY18 and beyond and include:


1)      A complete rebaseline of the FY19 projects. These projects were originally identified as planning projects as part of the FY18 budget submission process.  They have been updated with proposed scope, cost and schedule information.  Projects were identified during the annual continuous improvements planning and Integrated Baseline Review process, and high-level cost and schedule estimates have been approved by DFS Management.  Detailed project plans and schedules will be presented for selection and approval as part of our DFS IT Governance, and the baseline will be updated at that point as needed.

2)      Updating two milestones in the FY2018 Portal Modernization and FY18 Infrastructure Enhancements. These milestones are concluding two projects started in FY18 and reflect the current costs and schedules estimate for these projects.

3)      Addition of four new planning projects for FY20:  FY20 Technology Modernization, FY20 Infrastructure Enhancements, FY20 FPLS Enhancements, and FY20 Employer Data Enhancements. At this time, these projects are placeholders. These projects will be updated to reflect the costs and schedules approved as they move through the DFS IT Governance process. 

4)      This baseline change request also includes updates to the Operational Performance Measures to provide performance targets for FY19.  There are currently eight performance metrics in the FPLS baseline.  The following changes to the baselines have been made:                                                                                 
• Metric #283305: This metric has been retired and replaced with Metric #422638 which address the security posture of our investment.   
• Metric #390926: This metric has been retired. 

• The remaining performance targets for FY19 are identical to the FY18 targets.  The investment is on track to meet these goals, and they remain appropriate measures for the upcoming fiscal year.",13888,"Projects, Activities",1996-2030,,,2018-09-14,19:53:14,28477
009-000001422,184,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","ACF Expanded Federal Parent Locator Service (OCSE)",2018-10-11,Correction,"Corrected data entry errors for Operational performance metrics and updated final actual costs for two milestones which were completed during the prior reporting period.",13888,"Projects, Activities, Metrics",1996-2030,,,2018-10-30,13:53:42,28859
009-000001422,184,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","ACF Expanded Federal Parent Locator Service (OCSE)",2018-12-20,"Rebaseline - scope and objectives evolve due to incremental or iterative system development","This Baseline Change Event includes a replan of the final milestone of the FY2018 Child Support Portal Modernization project, and a rebaseline of the FY2019 FPLS Enhancements project.                                                 
1.  The final milestone (testing and implementation) of the FY2018 Child Support Portal Modernization project's start date was postponed by one week due to a dependency on another project (FY2018 Infrastructure Enhancements). The new schedule was presented to and approved by the OCSE PMO on 10/25/2018. Due to lessons learned and resource availability, the projected finish date for this project is now 19 days sooner, resulting in an overall schedule change of 4% from the original estimates. The overall cost projections increased by about $12,000, or about 1% of the overall project.  
                                             
2. The FY2019 FPLS Enhancements work package's overall schedule and cost is being updated to reflect updated approaches and priorities of the work being done in this area. As the technical approaches and research requirements for these projects were finalized, the cost and schedule projections increased from the original ROM estimates.                                                                                                    

- The initial analysis for the Employer Information Updates milestone led to a scope increase and approach change which resulted in a longer timeline, and additional milestones related to this effort. This additional scope replaced the Voluntary Collections milestone, which has been removed.  This project was approved by the OCSE PMO on 12/20, and has been updated from the original ROM.                                                                  
-  Last, another milestone in this work package (Employer Services - Delivery by Batch) is being delayed by approximately 5 weeks due to both internal resource conflicts and a dependency on SSA data center resources needed to complete the project planning activities.

3. The performance metric #390927 was changed from measuring collections per caseload to collections per child that is served by the program. After monitoring and reviewing this measure, OCSE decided this was a more meaningful and relevant data point, and will be used as a target/measurement going forward.

The final update include in this baseline change was an adjustment of projected O&M and DME costs in the Life Cycle Costs table for FY2018-FY2024. FY2018 has been updated with actual expenditures; FY2019 has been updated as project plans, contract modifications, and interagency agreements for the year have been approved, and FY2020 and beyond have been updated with the most current projections and priorities.",13888,"Projects, Activities, Metrics",1996-2030,,,2019-01-31,22:18:40,29269
009-000001422,184,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","ACF Expanded Federal Parent Locator Service (OCSE)",2019-02-21,"Rebaseline - scope and objectives evolve due to incremental or iterative system development","This baseline change request includes schedule and/or scope changes to 3 projects:

1) A new milestone and scope of work was added to the FY2019 Infrastucture Enhancements work package. The project was previously approved through system testing, and this final milestone lays out the IV&V testing support and implementation plan for the applications impacted by the FY2019 Legacy Modernization initiative. The approach to this final phase had to be determined during the earlier stages, which is why it was not included in the initial baseline.

2) The entire FY2019 Technology Modernization project has been delayed by 3 months to start in May 2019. OCSE is still working to finalize the approach to this initiative, and the detailed cost and schedule baseline have not yet been approved. In addition to the schedule delay, the final milestone of this project was removed, resulting in a decrease in cost for the overall initiative. This scope will be including in a later phase.

3) One milestone in the FY2019 FPLS Enhancement work package is also being postponed. The Delivery by Batch milestone is being delayed and will now start in May (rather than February), due to changes in priorities impacting the necessary resources.",13888,"Projects, Activities",1996-2030,,,2019-03-05,20:11:29,29406
009-000001462,186,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","ACF GrantSolutions Center of Excellence",2010-04-06,"Internal - Inaccurate Baseline","This investment's milestone plan was modified in error during the March submission to the ITDB.  This rebaseline corrects data quality issues from with the March ITDB submission.",,,,40.847,2014-08-18,2010-04-28,09:22:34,548
009-000001462,186,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","ACF GrantSolutions Center of Excellence",2010-11-08,Correction,"Correction to completed milestones required because of reporting system error -- Did not include actual cost in initial October update.",,,,42.836,2014-08-18,2010-11-08,14:00:04,2278
009-000001462,186,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","ACF GrantSolutions Center of Excellence",2010-04-06,Correction,"Correction to deactivate performance metrics required because of reporting system error ",,,,42.836,2014-08-18,2011-02-24,15:47:24,3270
009-000001462,186,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","ACF GrantSolutions Center of Excellence",2012-08-27,"Rebaseline - scope and objectives evolve due to incremental or iterative system development","The Grants Center of Excellence executive board identified new priorities for FY13 and FY14, based on partner requirements and performance objectives.  This new baseline does not change the amount of funding requested, but rather clarifies future work.",,,2002-2016,,,2012-09-12,16:06:34,9349
009-000001462,186,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","ACF GrantSolutions Center of Excellence",2015-09-18,"Rebaseline - significant changes in funding level or availability of fund","This baseline event includes a number of changes and additions to the ACF GrantSolutions.gov / Grants Administration Tracking Evaluation System (GATES) - Grants Center of Excellence (GCOE) IT investment to reflect planning decisions and compliance with updated OMB guidance.  The changes to the GCOE baseline for FY15 and beyond include:
1)  A rebaseline of the investment to include an additional $15M of FY15 HHS NEF funding to provide enhanced mandatory grants and program management capabilities. 
2)  A rebaseline of the GCOE investment to update the year in which this investment will reach the end of its estimated useful life.  Although the estimated useful life is nominally expected to be indefinite, a new date of 2025 will now be reported instead of the previous date of 2016.
3)   This baseline change request also includes updates to the GCOE Operational Performance Metrics to comply with new reporting requirements for FY16.  The following changes to the baselines have been made:                                                                                 
- Metric #352388 and #352389: One new monthly metric and one new semi-annual metric were added to comply with new requirements for a total of three strategic and business results metrics, including at least one that has a monthly reporting frequency. ",,"Activities, Metrics",2002-2025,,,2015-09-18,18:32:42,23914
009-000001462,186,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","ACF GrantSolutions Center of Excellence",2018-06-28,"Correction - Metrics Only","The FY18 target for operational performance metric ID 296047 (Percent of scheduled availability) was changed on May 4 from 99.990 to 99.900. The change was made to reflect the actual Service Level Agreement (SLA) for system uptime.",,Metrics,2002-2030,,,2018-07-02,15:05:52,28359
009-000001424,187,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","AHRQ Medical Expenditures Panel Survey (MEPS)",2009-09-17,"Internal - Inaccurate Baseline",,,,,95.265,2010-12-30,2009-09-21,13:36:35,135
009-000001424,187,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","AHRQ Medical Expenditures Panel Survey (MEPS)",2009-11-16,"Internal - Other","Investment is being rebaselined due to a data entry error on the last round of updates for this investment.  There was no change in the scope of work or actuals for this investment.",,,,66.672,2011-09-30,2009-11-16,19:54:09,340
009-000001424,187,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","AHRQ Medical Expenditures Panel Survey (MEPS)",2010-11-08,Correction,"Correction to completed milestones required because of reporting system error -- Did not include actual cost in initial October update.",,,,159.455,2012-11-15,2010-11-08,14:00:04,2277
009-000001424,187,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","AHRQ Medical Expenditures Panel Survey (MEPS)",2012-08-21,"Correction - Metrics Only","OMB agreed that  metric id# 291049 ""Increase the number of MEPS data users"" should be deleted as it was determined that the assessment of this metric was difficult due to multiple inputs with differing units of measure.   ",,,1996-2020,,,2012-09-12,16:03:48,9327
009-000001424,187,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","AHRQ Medical Expenditures Panel Survey (MEPS)",2013-01-28,"Correction - Metrics Only","Metric information was corrected to accurately reflect the status of a performance measure.  Nothing changed in the performance measures.",,,1996-2020,,,2013-01-30,16:13:44,12037
009-000001424,187,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","AHRQ Medical Expenditures Panel Survey (MEPS)",2014-02-27,"Correction - Metrics Only","The AHRQ Program staff made a change to MEPS performance measure 1.3.19.",,,1996-2020,,,2014-03-06,16:37:56,16815
009-000001424,187,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","AHRQ Medical Expenditures Panel Survey (MEPS)",2014-09-10,"Rebaseline - current baseline is no longer useful as a management tool","The baseline change is due to an increase in the amount and quality of information obtained during the survey.",,,1996-2020,,,2014-09-11,09:55:13,18735
009-000001424,187,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","AHRQ Medical Expenditures Panel Survey (MEPS)",2015-08-27,"Correction - Metrics Only","Updated the MEPS investment with FY16 Performance Targets",,Metrics,1996-2020,,,2015-09-15,14:07:55,23464
009-000001424,187,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","AHRQ Medical Expenditures Panel Survey (MEPS)",2018-01-15,Correction,"Corrected the Project end date.",15927,"Projects, Activities",1996-2020,,,2018-01-26,19:57:57,27927
009-000001424,187,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","AHRQ Medical Expenditures Panel Survey (MEPS)",2019-03-06,Correction,"Year selected incorrectly.  Change reflect from 2018 to 2019 as end date.",16365,"Projects, Activities",1996-2020,,,2019-03-08,19:47:57,29435
009-000001386,257,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CDC OID National Center for Immunization Respiratory Diseases Vaccine Tracking System (VTrckS)",2010-08-09,"Internal - Other","A new baseline schedule is required because the original schedule could not be met due to the resource constraints resulting from the need to focus VTrckS vaccine subject matter expertise on H1N1 vaccine activities including ordering and delivery protocols and the requirement for efficient and speedy distribution and delivery of this vaccine.  In addition, the proposed implementation contains a revised acquisition and delivery approach that is reflected in the new baseline.",,,,152.687,2016-09-30,2010-08-31,16:09:21,1094
009-000001386,257,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CDC OID National Center for Immunization Respiratory Diseases Vaccine Tracking System (VTrckS)",2010-11-08,Correction,"Correction to completed milestones required because of reporting system error -- Did not include actual cost in initial October update.",,,,152.757,2016-09-30,2010-11-08,14:00:04,2274
009-000001386,257,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CDC OID National Center for Immunization Respiratory Diseases Vaccine Tracking System (VTrckS)",2011-02-18,Correction,"The milestone descriptions are the only changes in the proposed baseline as requested by OMB after their Qualitative Evaluation.  OMB indicated that ""More detail in Description of Activity, as milestones listed are relatively generic; reconcile this issue.  Specify where there are customer-facing deliverables.",,,,154.116,2016-09-30,2011-02-18,14:16:25,2922
009-000001386,257,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CDC OID National Center for Immunization Respiratory Diseases Vaccine Tracking System (VTrckS)",2011-02-18,Correction,"Correction to deactivate performance metrics required because of reporting system error ",,,,154.116,2016-09-30,2011-02-24,15:47:24,3269
009-000001386,257,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CDC OID National Center for Immunization Respiratory Diseases Vaccine Tracking System (VTrckS)",2012-01-31,"Rebaseline - change in funding strategy","The rebaseline was conducted due to changes in the IT Infrastructure Support model to be consistent with other CDC separately appropriated programs like PEPFAR and ATSDR.  Activity Name and Activity description were updated in the Project activities section per OMB recommendations.",,,,,,2012-02-24,09:49:36,7426
009-000001386,257,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CDC OID National Center for Immunization Respiratory Diseases Vaccine Tracking System (VTrckS)",2012-08-29,Correction,"Table C.1 Operational Performance - Correction to the Operational Performance Metrics. Updated FY2013 Targets, entered Goals / Objectives as well as entering actual metric information with dates of entry.
Table B.2 - Project Activities - The project is 100% complete.  The project was de-activated, but errors occurred by doing the de-activation.  The project has been re-activated on August 24, 2012 to eliminate the errors.",,,2002-2020,,,2012-09-12,16:05:15,9341
009-000001386,257,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CDC OID National Center for Immunization Respiratory Diseases Vaccine Tracking System (VTrckS)",2012-12-06,"Correction - Metrics Only","On the 6.01.02 - Operational Performance Baseline Worksheet - E300 B.C - Operational Data tab, a target for FY13 was changed to ensure the tracking for the metric was correctly in place.",,,2002-2020,,,2012-12-21,12:16:10,11717
009-000001386,257,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CDC OID National Center for Immunization Respiratory Diseases Vaccine Tracking System (VTrckS)",2013-02-21,"Rebaseline - significant changes in funding level or availability of fund","Key reasons for this rebaseline request are:
This technical correction (rebaseline) is required to update investment estimates in the future FYs due to the award of new operations and maintenance contract and conclusion of budget discussions with the Office of Management and Budget (OMB). Additionally, the rebaseline will address the current cost variance of the investment. This exercise will help to align updated investment estimates in the Exhibit 53 and Exhibit 300 to the OMB approved funding as included in the VFC 10 year table.
Reasonableness of the proposed baseline and the accuracy of new cost and schedule estimates:
This rebaseline is devised after a careful analysis of the future project funding needs and discussions with key VTrckS stakeholders including the Office of the Chief Information Officer and Financial Management Office. The revised funding projections have also been reviewed for completeness and reliability by the key CDC partners including Financial Management Office, ITSO, MISO, and Office of the Chief Information Officer.",,,2002-2020,,,2013-02-28,10:27:56,12309
009-000001386,257,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CDC OID National Center for Immunization Respiratory Diseases Vaccine Tracking System (VTrckS)",2013-03-15,Correction,"During the re-baseline of the investment at the end of February, child activitiy dates for one of the projects had changed.  During the Cost and Schedule process an actual start date was changed that was not updated during the re-baseline.  It was corrected to the date shown now.",,,2002-2020,,,2013-03-25,10:50:43,12501
009-000001386,257,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CDC OID National Center for Immunization Respiratory Diseases Vaccine Tracking System (VTrckS)",2013-09-13,"Replan - adding or modifying detail within the overall cost and schedule goals","Targets set for FY 2014. Also, two of the metrics were inadvertently deleted and re-instated. Also, a project for FY15 has been added and linked to this investment, VTrckS - Optimizations FY15. On 8/23/13, a BCE choice of ""Correction - Metrics Only"" was chosen.  The investment was informed on 9/13/13 that this choice cannot be used on de-activating metrics, only a Re-Plan. See uploaded document below for further explanation.",,,2002-2023,,,2013-09-13,15:46:46,15011
009-000001386,257,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CDC OID National Center for Immunization Respiratory Diseases Vaccine Tracking System (VTrckS)",2014-02-25,"Rebaseline - significant changes in funding level or availability of fund","The investment is being re-baselined to reflect recently gained internal efficiencies and to align the estimates to OMB approved budget in VFC 10 year table.",,,2002-2023,,,2014-03-06,16:18:14,16801
009-000001386,257,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CDC OID National Center for Immunization Respiratory Diseases Vaccine Tracking System (VTrckS)",2015-01-27,"Rebaseline - significant changes in funding level or availability of fund","In FY14, CDC implemented Working Capital Fund (WCF) as a new financial model. As part of the WCF, VFC  budget lines were assessed and a WCF charge based on estimated consumption of business services related to VTrckS was added to the previous VTrckS project estimates. This re-baseline request aligns the total investment amount to the OMB approved VTrckS line in the VFC 10 year table.",,,2002-2023,,,2015-02-04,15:38:38,21869
009-000001386,257,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CDC OID National Center for Immunization Respiratory Diseases Vaccine Tracking System (VTrckS)",2015-08-20,"Replan - adding or modifying detail within the overall cost and schedule goals","Added new Operational Performance metrics
Added Operation and Maintenance FY 16 activities. ",2012,"Projects, Activities, Metrics",2002-2023,,,2015-09-15,14:20:15,23471
009-000001386,257,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CDC OID National Center for Immunization Respiratory Diseases Vaccine Tracking System (VTrckS)",2016-03-29,Correction,"Correction for 03/29/2016: Child Activities 332446,332447, and 332447 were marked with a completion date of 3/31/2015 and marked with ""Send to Dashboard"" ""Yes"" on 3/25/16. Since the activities were over a year old, a BCE was triggered. This is a correction in the system for those three activities.",,"Activities, Metrics",2002-2023,,,2016-04-27,15:20:45,25191
009-000001386,257,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CDC OID National Center for Immunization Respiratory Diseases Vaccine Tracking System (VTrckS)",2016-10-03,"Replan - adding or modifying detail within the overall cost and schedule goals","The CDC Working Capital Fund (WCF) Governance Board has approved the FY 2017 Fund-level budget. IT Infrastructure (ITI) Budget was adjusted to include application hosting costs that were previously not part of IT Services Office (ITSO) WCF base budget. Previously, these application hosting costs were charged back to the projects through individual project Special Service Agreement (SSA). Due to this decision, the VTrckS application hosting (IT infrastructure) costs are being included in business case reporting of the ITSO IT Infrastructure Investment. There is no change in the overall VTrckS project total estimates approved by the Office of Management and Budget (OMB) in the VFC 10-year table.",6367,"Projects, Activities, Metrics",2002-2025,,,2016-10-11,18:11:09,25672
009-000001386,257,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CDC OID National Center for Immunization Respiratory Diseases Vaccine Tracking System (VTrckS)",2017-02-17,"Correction - Metrics Only","Corrected actual metrics result for annual metric ID 285142 due to mistype during previous entry. Value changed from 100 to 90.780.",,,2002-2025,,,2017-02-24,14:37:41,26551
009-000001386,257,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CDC OID National Center for Immunization Respiratory Diseases Vaccine Tracking System (VTrckS)",2017-08-31,"Replan - adding or modifying detail within the overall cost and schedule goals","Updates include the addition of child activities in the current active project to cover the timeframe of 10/1/17 - 9/30/18. The project information was updated with the most current Project Completion Date as well as the most current Project Lifecycle Cost ($ million) for the additional activities.
Additionally, the Operational Data was changed to reflect a comment on one of the metrics of ""The discrepancy in the open obligation balance represent a contract termination fee paid for one of CDC’s vaccine purchase contracts that was not processed through VTrckS"".",6367,"Projects, Activities",2002-2025,,,2017-09-13,14:05:59,27129
009-000001386,257,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CDC OID National Center for Immunization Respiratory Diseases Vaccine Tracking System (VTrckS)",2017-10-27,"Replan - adding or modifying detail within the overall cost and schedule goals","Activity name changes were made - no impact on overall Budget.",6367,"Projects, Activities",2002-2025,,,2017-11-09,14:39:34,27543
009-000001386,257,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CDC OID National Center for Immunization Respiratory Diseases Vaccine Tracking System (VTrckS)",2019-01-07,"Replan - adding or modifying detail within the overall cost and schedule goals","The VTrckS Reporting Enhancements FY2019 was replanned due to a need for implementing a security patch update to the VTrckS environment. The security patch update was completed in Dec 2018. Due to this, the Reporting Enhancements Project was not started as planned in Oct 2018 and was rescheduled for Jan 2019. The VTrckS PMO approved this replan in Jan 2019.",16359,"Projects, Activities",2002-2025,,,2019-01-31,22:18:37,29268
009-000001386,257,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CDC OID National Center for Immunization Respiratory Diseases Vaccine Tracking System (VTrckS)",2019-03-05,"Replan - adding or modifying detail within the overall cost and schedule goals","The project was deactivated because it was an operational and maintenance project.  The project did not release any features every six months. Also we was directed by management to removed the project.",6367,"Projects, Activities",2002-2025,,,2019-03-06,17:13:52,29417
009-000001386,257,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CDC OID National Center for Immunization Respiratory Diseases Vaccine Tracking System (VTrckS)",2019-03-20,"Correction - Metrics Only","Project manger changed a metric and added a comment but forgot to change the date before hitting save. So it triggered a BCE.",,,2002-2025,,,2019-03-29,13:10:01,29513
009-000001384,260,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CDC Federal Select Agent Program (FSAP)",2009-10-01,"Internal - Inaccurate Baseline",,,,,78.897,2015-02-06,2009-10-01,09:08:10,257
009-000001384,260,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CDC Federal Select Agent Program (FSAP)",2009-10-01,"Internal - Inaccurate Baseline",,,,,66.131,2012-02-06,2009-10-01,13:49:46,258
009-000001384,260,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CDC Federal Select Agent Program (FSAP)",2010-08-09,"Internal - Technological Change","The proposed rebaseline request adds a new milestone # 49 for $2.607 million which will include all the key elements and focuses on NSAR Development, Modernization and Enhancement (DME) efforts through FY 2011.
The current strategy for the investment was to move into a Steady State (Operations & Maintenance) phase at the end of FY 2010.  However, based on a series of events that include delays in contract award and the increased need to modify NSAR to support program changes and business needs, it will result in one new milestone and increase the overall system total by $2.607 million.  Other milestones and dollar amounts will not be affected.   Total investment cost will increase from $65.977 to $68.584.",,,,64.163,2015-12-31,2010-08-31,16:09:20,1093
009-000001384,260,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CDC Federal Select Agent Program (FSAP)",2012-02-09,Correction,"The proposed rebaseline change consists of a restructuring of the project delivery approach resulting in a change in project schedule, milestones, and resource staffing plan. The delivery of the NSAR 6.0 Release to the end user is projected to be August 17, 2012. This change will not have an effect on the overall Investment Life Cycle Cost of $98.3 million through 2016.",,,,,,2012-02-22,13:52:45,7390
009-000001384,260,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CDC Federal Select Agent Program (FSAP)",2012-02-09,Correction,"Administrative Correction to actual costs for in progress activities.",,,,,,2012-02-24,09:50:03,7431
009-000001384,260,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CDC Federal Select Agent Program (FSAP)",2012-08-28,Correction,"Updated the targets and reentered the actuals on the Operational Data tab.",,,2003-2017,,,2012-09-12,16:05:06,9339
009-000001384,260,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CDC Federal Select Agent Program (FSAP)",2012-12-20,"Replan - adding or modifying detail within the overall cost and schedule goals","Project eNSAR 1.0 was changed to start and end at new dates. This was required because the NSAR 6.0 project had to be finished before this project could start",,,2003-2017,,,2012-12-21,12:16:04,11715
009-000001384,260,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CDC Federal Select Agent Program (FSAP)",2013-08-08,"Rebaseline - scope and objectives evolve due to incremental or iterative system development","The National Select Agent Registry (NSAR) investment is being renamed National Select Agent Platform (NSAP). NSAP Microsoft SharePoint 2010 architecture FIPS 199 high rated platform from which houses multiple module-like applications. The NSAP platform has its own authority to operate (ATO). Changes to the NSAP platform (such as hosting a new system) are handled via change requests (CRs) in lieu of obtaining an additional ATO as is the cased of  independent applications. NSAP will house the following modules (systems): National Select Agent Registry v6.1 (which already resides there), Etiological Agent Import Permit Program v2.0 (deploying September 2013) and eNSAR v1.0. NSAP and it modules will now make up the total investment. All modules will share the same SharePoint database but separate application databases and schemes. NSAP will provide increased security via a shared service Security Access Management System (SAMS) portal, which complies with eAuthentication level II requirements.

This new platform approach will use a common shared service platform and will reduce both development and steady state costs in future fiscal years while at the same time, significantly enhancing the platform's ability to meet programmatic requirements for both the Federal Select Agent and Etiological Agent programs. This platform will also include the new Electronic NSAR system/module (eNSAR). eNSAR will extend the existing functionality of NSAR to enable external entity users to enter data and retrieve reports through an improved process that focuses on the information elements that are most important to Select Agent Program. eNSAR will allow select agent inspectors to access the system remotely. eNSAR will transition the Select Agents Program and the NSAR system from document-centric to more a robust and flexible data-centric process. By doing this, eNSAR will provide significant cost-savings in terms of time and resources by significantly reducing paper handling and data entry support costs currently associated with the Select Agents program. 
The total investment cost for FY13 and each subsequent fiscal year will be reduced because of this new cost effective approach to hosting and operating the new select agent platform.

The change is needed to realize the cost saving of implementation of a development platform (NSAP), transfer 2013 project costs from the EAIPP V2.0 system into this investment and realign IT project activities with the overall investment timelines. Initial costs and planning dates for eNSAR were generated based on future ROM planning and conceptual solution designs. Cascading delays in the deployment of NSAR versions v6.0 and v6.1 associated with new processes for obtaining ATO (received on June 27, 2013), and various Select Agent Program regulatory changes, have significantly delayed the progress for eNSAR.  Contractor resources initially intended for eNSAR system delivery were retained on activities associated with NSAR 6.1 projects and O&M support. Additionally, resources intended for the eNSAR v1.0 and v2.0 projects were redeployed to the deployment of new OMB mandated Select Agents forms and their associated changes. These changes or their associated complications were not known when the eNSAR projects were originally entered into Prosight. Although eNSAR progress was not achieved as initial projected, the activities related to the OMB form development, NSAR v6.1 enhancements and new platform cost-savings approach (NSAP) have provided additional insights into business level requirements and acquisition strategies to support this investment moving forward.  These insights have led to the development of more realistic estimates, scope definition, and performance measures.  See the provided attachments for overall investment, NSAR, eNSAR and EAIPP costs and dates.",,,2003-2019,,,2013-09-11,06:11:14,14321
009-000001384,260,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CDC Federal Select Agent Program (FSAP)",2013-09-26,Correction,"The project start date and completion dates (1/14/2014 - 9/20/2014) were incorrectly entered. The correct dates are 1/20/2013 - 9/20/32013.",,,2003-2019,,,2013-09-30,11:17:50,15229
009-000001384,260,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CDC Federal Select Agent Program (FSAP)",2014-02-04,"Replan - adding or modifying detail within the overall cost and schedule goals"," This replan realign the investment in ProSight  to reflect a single centric Sharepoint platform development approachnthat addresses enhancements to modularity instead of discrete development projects. This also enable the project structure to better reflect NSAO as the investment.",,,2003-2019,,,2014-02-26,11:16:14,16683
009-000001384,260,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CDC Federal Select Agent Program (FSAP)",2014-11-24,Correction,"The incorrect project completion date for NSAP 6.2 was corrected; the prior completion date was 12/20/2014 the corrected date is 8/22/2014",,,2003-2019,,,2014-12-31,11:48:16,21427
009-000001384,260,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CDC Federal Select Agent Program (FSAP)",2014-11-24,Correction,"Administrative correction of activity descriptions.",,,2003-2019,,,2015-02-05,14:36:51,21907
009-000001384,260,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CDC Federal Select Agent Program (FSAP)",2015-02-17,"Correction - Metrics Only","This was to correct monthly update errors. Performance metrics updates were entered into the incorrect performance areas.",,,2003-2019,,,2015-02-25,11:07:41,22131
009-000001384,260,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CDC Federal Select Agent Program (FSAP)",2015-08-31,"Correction - Metrics Only","Added details to project activities and performance metrics.",,Metrics,2003-2019,,,2015-09-15,14:20:31,23472
009-000001384,260,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","CDC Federal Select Agent Program (FSAP)",2016-02-03,"Replan - adding or modifying detail within the overall cost and schedule goals","The actual completion dates for two activities were incorrect and had to be adjusted.",,"Activities, Metrics",2003-2019,,,2016-02-06,20:46:09,24722
