Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment URL ID,Agency Investment URL ID,Valid Public URL,Investment URL,invURL - A - Related Datasets,invURL - B - Related API,invURL - C - Related Social Media,invURL - D - General Information,invURL - E - Related to Broader Program/Business,invURL - F - Mobile Application Name,invURL - Mobile Audience Focus,invURL - Responsive Design For Mobile,Updated Date,Updated Time
"005-000001659","239","005","Department of Agriculture","1359","","Yes","http://www.aphis.usda.gov/traceability/","no","no","no","yes","yes","http://www.aphis.usda.gov/traceability/","yes","yes","09/11/2013","12:00:06"
"005-000001659","239","005","Department of Agriculture","4071","","No","https://nais.aphis.usda.gov/dmc/login.do","no","no","no","no","no","https://nais.aphis.usda.gov/dmc/login.do","yes","yes","09/11/2013","12:00:06"
"005-000001659","239","005","Department of Agriculture","5471","","Yes","https://vsapps.aphis.usda.gov/dmc","no","yes","no","yes","yes","https://vsapps.aphis.usda.gov/dmc","yes","yes","05/29/2014","10:39:38"
"005-000001659","239","005","Department of Agriculture","1353","","No","https://nais.aphis.usda.gov/ainmngt/","no","no","no","no","no","","","","09/14/2012","10:26:20"
"005-000001659","239","005","Department of Agriculture","5475","","Yes","https://vsapps.aphis.usda.gov/alloc","no","no","no","no","no","https://vsapps.aphis.usda.gov/alloc","yes","yes","05/29/2014","10:39:38"
"005-000000063","249","005","Department of Agriculture","1463","","No","Not Applicable (N/A).","no","no","no","no","no","","","","09/14/2012","10:54:40"
"005-000000063","249","005","Department of Agriculture","1439","","No","Not Applicable (N/A).","no","no","no","no","no","","","","09/14/2012","10:29:07"
"005-000000028","250","005","Department of Agriculture","3935","","Yes","http://egp.nwcg.gov","no","no","no","no","yes","","","","09/19/2012","09:11:23"
"005-000000028","250","005","Department of Agriculture","3933","","Yes","http://ross.nwcg.gov","no","no","no","no","yes","http://ross.nwcg.gov","yes","yes","09/10/2013","16:52:05"
"005-000002224","252","005","Department of Agriculture","1449","","Yes","https://connections.usda.gov/wikis/homelang&#61;en_US#/wiki/W4f1bfd6d7301_465f_ac19_573e665ca6af/page/Welcome","no","no","yes","no","yes","https://connections.usda.gov/wikis/homelang&#61;en_US#/wiki/W4f1bfd6d7301_465f_ac19_573e665ca6af/page/Welcome","yes","yes","09/10/2013","16:23:08"
"005-000002224","252","005","Department of Agriculture","4235","","Yes","https://www.eauth.usda.gov/MainPages/index.aspx","no","no","no","no","yes","","","","05/29/2013","17:57:33"
"005-000002224","252","005","Department of Agriculture","1451","","Yes","http://hspd12.usda.gov","no","no","no","yes","yes","http://hspd12.usda.gov","yes","yes","09/10/2013","16:23:08"
"005-000002224","252","005","Department of Agriculture","4237","","Yes","https://www.eauth.usda.gov/MainPages/index.aspx","no","no","no","no","yes","https://www.eauth.usda.gov/MainPages/index.aspx","yes","yes","09/10/2013","16:23:08"
"005-000000018","253","005","Department of Agriculture","1687","","Yes","www.usda.gov/wbscm","yes","yes","no","yes","yes","www.usda.gov/wbscm","yes","yes","09/11/2013","10:03:52"
"009-000001386","257","009","Department of Health and Human Services","499","318930","No","https://vtrcks-grantee.cdc.gov","no","no","no","no","yes","No","no","no","09/11/2013","06:12:18"
"009-000001386","257","009","Department of Health and Human Services","497","318929","No","https://vtrcks-provider.cdc.gov","no","no","no","no","yes","No","no","no","09/11/2013","06:12:18"
"009-000001386","257","009","Department of Health and Human Services","501","320317","Yes","http://www.cdc.gov/vaccines/programs/vtrcks/about.html","no","no","no","yes","no","No","no","no","09/11/2013","06:12:18"
"009-000006260","258","009","Department of Health and Human Services","4525","328256","No","http://intranet.cdc.gov/itso/","no","no","no","yes","no","","no","no","09/11/2013","06:16:03"
"009-000006260","258","009","Department of Health and Human Services","4531","328261","Yes","http://citgo.cdc.gov/","no","no","no","yes","no","","yes","no","09/11/2013","06:16:04"
"009-000006260","258","009","Department of Health and Human Services","4523","328255","Yes","http://www.cdc.gov/od/ocio/strat_plan.htm","no","no","no","no","yes","","no","no","09/11/2013","06:16:03"
"009-000006260","258","009","Department of Health and Human Services","4529","328260","Yes","http://m.cdc.gov/","no","no","no","yes","no","","no","yes","09/11/2013","06:16:03"
"009-000001384","260","009","Department of Health and Human Services","4517","329890","No","http://www.selectagents.gov/Select%20Agents%20and%20Toxins%20List.html","no","no","no","yes","yes","","no","no","09/11/2013","06:11:27"
"009-000001372","261","009","Department of Health and Human Services","355","317644","No","https://sites.google.com/sites/biosenseredesign","no","no","yes","yes","yes","","no","no","09/11/2013","10:07:48"
"009-000001372","261","009","Department of Health and Human Services","357","317645","Yes","http://www.cdc.gov/biosense/index.html","no","no","yes","yes","yes","","no","no","09/11/2013","10:07:48"
"009-000001378","262","009","Department of Health and Human Services","647","317648","Yes","http://wwwn.cdc.gov/nndss/script/nedss.aspx","no","no","no","yes","no","","no","no","09/11/2013","10:08:00"
"009-000001378","262","009","Department of Health and Human Services","649","317649","Yes","http://www.cdc.gov/phin/resources/mmghomepagecasenotification.html","no","no","no","no","yes","","no","no","09/11/2013","10:08:00"
"009-000004261","264","009","Department of Health and Human Services","4429","329884","Yes","https://www.itdashboard.gov/investmentbuscid=264","yes","no","no","no","no","","no","no","09/10/2013","15:26:27"
"009-000001474","265","009","Department of Health and Human Services","4415","329911","Yes","www.Medicare.gov","yes","no","yes","yes","yes","","no","no","09/10/2013","14:48:38"
"009-000001474","265","009","Department of Health and Human Services","4413","329910","Yes","www.cms.gov","yes","no","yes","yes","yes","","no","no","09/10/2013","14:48:38"
"009-000001474","265","009","Department of Health and Human Services","4417","329912","Yes","www.mymedicare.gov","yes","no","yes","yes","yes","","no","no","09/10/2013","14:48:38"
"009-000004263","268","009","Department of Health and Human Services","4421","329889","Yes","https://www.itdashboard.gov/investmentbuscid=268","yes","no","no","no","no","","no","no","09/10/2013","14:49:57"
"009-000004260","270","009","Department of Health and Human Services","4427","329879","Yes","https://www.itdashboard.gov/investmentbuscid=270","yes","no","no","no","no","","no","no","09/10/2013","15:26:02"
"009-000001465","274","009","Department of Health and Human Services","4395","328792","Yes","http://medicare.gov/DialysisFacilityCompare/","no","no","no","no","yes","","no","no","09/10/2013","14:37:33"
"009-000001465","274","009","Department of Health and Human Services","4399","328795","Yes","http://www.medicare.gov/homehealthcompare/","no","no","no","no","yes","","no","no","09/10/2013","14:37:33"
"009-000001465","274","009","Department of Health and Human Services","4393","328505","Yes","http://www.medicare.gov/nursinghomecompare/","no","no","no","no","yes","","no","no","09/10/2013","14:37:33"
"009-000001465","274","009","Department of Health and Human Services","4397","328794","Yes","http://www.medicare.gov/hospitalcompare/","no","no","no","no","yes","","no","no","09/10/2013","14:37:33"
"009-000001465","274","009","Department of Health and Human Services","4401","328815","Yes","http://www.cms.gov/Research-Statistics-Data-and-Systems/Files-for-Order/NonIdentifiableDataFiles/ProviderofServicesFile.html","no","no","no","no","yes","","no","no","09/10/2013","14:37:33"
"009-000201062","276","009","Department of Health and Human Services","533","318784","Yes","http://projectcrownweb.org/","yes","yes","no","yes","no","","no","no","09/11/2013","06:01:21"
"009-000201062","276","009","Department of Health and Human Services","4407","329779","Yes","http://www.medicare.gov/DialysisFacilityCompare/search.html","no","no","no","no","yes","","no","no","09/10/2013","14:44:48"
"009-000201062","276","009","Department of Health and Human Services","4405","329778","Yes","https://www.itdashboard.gov/investmentbuscid=276","no","no","no","yes","no","","no","no","09/10/2013","14:44:48"
"012-000001055","278","012","Department of Labor","893","","Yes","http://www.bls.gov/cpi/cpiovrvw.htm","no","no","yes","yes","yes","","no","no","09/11/2013","16:17:14"
"012-000001055","278","012","Department of Labor","897","","Yes","http://www.bls.gov/respondents/cpi/tpops/home.htm","no","no","yes","no","yes","","no","no","09/11/2013","16:17:14"
"012-000001055","278","012","Department of Labor","901","","Yes","http://twitter.com/bls_gov","yes","no","yes","no","yes","","no","yes","09/11/2013","16:17:14"
"012-000001055","278","012","Department of Labor","891","","Yes","http://www.bls.gov/cpi/","yes","no","yes","yes","yes","","no","no","09/11/2013","16:17:14"
"012-000001055","278","012","Department of Labor","895","","No","http://developer.dol.gov/BLS-CPI-DATASET.htm","no","yes","no","no","no","","no","no","09/11/2013","16:17:14"
"012-000001055","278","012","Department of Labor","899","","Yes","http://www.bls.gov/opub/hom/homch17.htm","no","no","yes","yes","yes","","no","no","09/11/2013","16:17:14"
"012-000001055","278","012","Department of Labor","4663","","Yes","http://www.dol.gov/dol/apps/laborstats.htm","yes","no","yes","no","yes","Labor Stats","no","no","09/11/2013","16:17:14"
"009-000004611","281","009","Department of Health and Human Services","4505","329352","Yes","http://www.cms.gov/Medicare/Provider-Enrollment-and-Certification/MedicareProviderSupEnroll/MedicareOrderingandReferring.html","yes","no","no","no","no","","no","no","09/11/2013","06:00:22"
"009-000004611","281","009","Department of Health and Human Services","4507","329353","Yes","http://www.cms.gov/Medicare/Provider-Enrollment-and-Certification/MedicareProviderSupEnroll/InternetbasedPECOS.html","no","no","no","yes","no","","no","no","09/11/2013","06:00:23"
"009-000000714","284","009","Department of Health and Human Services","491","320209","Yes","http://www.medicaid.gov/Medicaid-CHIP-Program-Information/By-State/By-State.html","yes","no","yes","yes","yes","","no","no","09/11/2013","05:51:26"
"009-000000714","284","009","Department of Health and Human Services","489","320208","No","http://msis.cms.hhs.gov/","yes","no","no","yes","yes","","no","no","09/11/2013","05:51:26"
"009-000000714","284","009","Department of Health and Human Services","493","320210","Yes","http://www.cms.gov/Research-Statistics-Data-and-Systems/Computer-Data-and-Systems/MedicaidDataSourcesGenInfo/MAXGeneralInformation.html","yes","no","no","yes","yes","","no","no","09/11/2013","05:51:26"
"009-000004258","293","009","Department of Health and Human Services","519","319006","Yes","http://www.cms.gov/Medicare/Health-Plans/HealthPlansGenInfo/index.html","yes","no","no","yes","yes","No","no","yes","09/11/2013","14:20:35"
"009-000004258","293","009","Department of Health and Human Services","5589","340184","No","http://www.cms.gov/Research-Statistics-Data-and-Systems/Computer-Data-and-Systems/HealthPlanManagementSystem(HPMS)/index.html","yes","no","no","yes","yes","No","no","yes","09/10/2014","10:30:13"
"009-000004258","293","009","Department of Health and Human Services","511","318927","No","https://hpms.cms.gov","no","no","no","no","yes","No","no","yes","09/11/2013","14:20:35"
"009-000004258","293","009","Department of Health and Human Services","517","319005","Yes","http://www.cms.gov/Medicare/Prescription-Drug-Coverage/PrescriptionDrugCovGenIn/index.html","yes","no","no","yes","yes","No","no","yes","09/11/2013","14:20:35"
"009-000004258","293","009","Department of Health and Human Services","521","319007","Yes","http://www.cms.gov/Medicare/Medicare-Advantage/MedicareAdvantageApps/index.html","yes","no","no","yes","yes","No","no","yes","09/11/2013","14:20:35"
"009-000004258","293","009","Department of Health and Human Services","515","319004","Yes","http://www.cms.gov/Research-Statistics-Data-and-Systems/Statistics-Trends-and-Reports/MCRAdvPartDEnrolData/index.htmlredirect=/MCRAdvPartDEnrolData/01_Overview.asp","yes","no","no","yes","yes","No","no","yes","09/11/2013","14:20:35"
"024-000005053","314","024","Department of Homeland Security","1045","196715","No","http://www.cbp.gov/xp/cgov/trade/automated/modernization/","yes","no","no","yes","yes","N/A","no","no","09/10/2013","10:55:36"
"024-000005053","314","024","Department of Homeland Security","1049","196719","Yes","http://www.oig.dhs.gov/assets/Mgmt/OIG_04-35_Sep04.pdf","yes","no","no","yes","yes","N/A","no","no","09/10/2013","10:55:36"
"024-000005053","314","024","Department of Homeland Security","1053","196718","Yes","http://ocio.os.doc.gov/ITPolicyandPrograms/IT_Privacy/PROD01_005192","no","no","no","yes","yes","N/A","no","no","09/10/2013","10:55:36"
"024-000005053","314","024","Department of Homeland Security","1057","195796","Yes","http://www.itdashboard.gov/investmentbuscid=314","yes","no","no","yes","yes","N/A","no","no","09/10/2013","10:55:36"
"024-000005053","314","024","Department of Homeland Security","1047","196717","Yes","http://www.federalregister.gov/","no","no","no","yes","yes","N/A","no","no","09/10/2013","10:55:36"
"024-000005053","314","024","Department of Homeland Security","1051","196714","Yes","http://www.dhs.gov/xlibrary/assets/mgmt/itpa-cbp-ace-itds.pdf","no","no","no","yes","yes","N/A","no","no","09/10/2013","10:55:36"
"024-000005053","314","024","Department of Homeland Security","1055","196716","Yes","http://www.itds.gov/","no","no","no","yes","yes","N/A","no","no","09/10/2013","10:55:36"
"024-000005137","315","024","Department of Homeland Security","345","187886","Yes","https://www.federalregister.gov/articles/2012/06/07/2012-13813/privacy-act-of-1974-department-of-homeland-security-us-customs-and-border-protection-dhscbp-017","no","no","no","yes","yes","N/A","no","no","09/10/2013","10:54:39"
"024-000005137","315","024","Department of Homeland Security","349","187889","Yes","http://www.dhs.gov/xlibrary/assets/privacy/privacy_pia_cbp_afi_june_2012.pdf","no","no","no","yes","yes","N/A","no","no","09/10/2013","10:54:39"
"024-000005137","315","024","Department of Homeland Security","343","187887","Yes","http://www.itdashboard.gov/investmentbuscid=315","no","no","no","yes","yes","N/A","no","no","09/10/2013","10:54:39"
"024-000005137","315","024","Department of Homeland Security","347","187888","Yes","https://www.federalregister.gov/articles/2012/06/07/2012-13815/privacy-act-of-1974-implementation-of-exemptions-department-of-homeland-security-us-customs-and","no","no","no","yes","yes","N/A","no","no","09/10/2013","10:54:39"
"024-000003015","319","024","Department of Homeland Security","591","191953","Yes","http://www.itdashboard.gov/investmentbuscid=319","yes","no","no","yes","no","NA","no","no","09/10/2013","10:48:16"
"024-000003015","319","024","Department of Homeland Security","595","191954","Yes","http://www.uscis.gov/portal/site/uscis/menuitem.eb1d4c2a3e5b9ac89243c6a7543f6d1a/vgnextoid=e0779e415d116310VgnVCM100000082ca60aRCRD&vgnextchannel=e0779e415d116310VgnVCM100000082ca60aRCRD","no","no","no","yes","no","NA","no","no","09/10/2013","10:48:16"
"024-000003015","319","024","Department of Homeland Security","593","191955","Yes","http://blog.uscis.gov/2012/07/uscis-electronic-immigration-systems.html","no","no","yes","yes","no","NA","no","no","09/10/2013","10:48:16"
"024-000003015","319","024","Department of Homeland Security","597","191952","Yes","http://www.uscis.gov/portal/site/uscis/","no","no","no","no","yes","NA","no","no","09/10/2013","10:48:17"
"024-000003038","320","024","Department of Homeland Security","4177","203882","Yes","http://www.itdashboard.gov/investmentbuscid=320","no","no","no","yes","no","No","no","no","09/10/2013","10:48:22"
"024-000003038","320","024","Department of Homeland Security","693","197353","No","http://connect.uscis.dhs.gov/org/OFO/Pages/centralizing_n-forms.aspx","no","no","no","yes","yes","No","no","no","09/10/2013","10:48:22"
"024-000003038","320","024","Department of Homeland Security","4179","203883","No","https://egov.uscis.gov/cris/Dashboard.do","no","no","no","yes","no","No","no","no","09/10/2013","10:48:22"
"024-000003030","321","024","Department of Homeland Security","1167","191639","No","http://connect.uscis.dhs.gov/org/MGMT/IDP/IDP/Pages/default.aspx","no","no","no","no","no","None","no","no","09/10/2013","10:47:50"
"009-000005323","322","009","Department of Health and Human Services","525","318237","Yes","http://www.fda.gov/ForIndustry/UserFees/PrescriptionDrugUserFee/default.htm","no","no","yes","yes","yes","","no","no","09/11/2013","06:15:12"
"009-000005323","322","009","Department of Health and Human Services","529","318239","No","http://www.fda.gov/RegulatoryInformation/Legislation/FederalFoodDrugandCosmeticActFDCAct/SignificantAmendmentstotheFDCAct/FDASIA/ucm20027187.htm","no","no","yes","yes","yes","","no","no","09/11/2013","06:15:12"
"009-000005323","322","009","Department of Health and Human Services","4521","329916","Yes","https://userfees.fda.gov/OA_HTML/irecLogin.jsp","no","yes","no","yes","yes","","no","no","09/11/2013","06:15:12"
"009-000005323","322","009","Department of Health and Human Services","523","318234","Yes","http://www.fda.gov/ForIndustry/UserFees/default.htm","no","no","yes","yes","yes","","no","no","09/11/2013","06:15:12"
"009-000005323","322","009","Department of Health and Human Services","527","318238","No","http://www.fda.gov/MedicalDevices/DeviceRegulationandGuidance/Overview/MedicalDeviceUserFeeandModernizationActMDUFMA/default.htm","no","no","yes","yes","yes","","no","no","09/11/2013","06:15:12"
"009-000005323","322","009","Department of Health and Human Services","4519","329915","Yes","http://www.fda.gov/AboutFDA/ReportsManualsForms/Reports/UserFeeReports/default.htm","no","no","yes","yes","no","","no","no","09/11/2013","06:15:12"
"024-000003127","323","024","Department of Homeland Security","1611","195195","No","http://ecn.uscis.dhs.gov/team/mgmt/Offices/oit/OCIO/IMB/default.aspx","no","no","no","no","yes","NA","no","no","09/10/2013","10:53:46"
"024-000003036","324","024","Department of Homeland Security","701","193804","No","https://egov.uscis.gov/cris/Dashboard/CaseStatus.do","no","no","no","no","yes","https://egov.uscis.gov/cris/Dashboard/CaseStatus.do","yes","yes","09/10/2013","10:48:05"
"024-000003036","324","024","Department of Homeland Security","699","193805","Yes","http://www.itdashboard.gov/investmentbuscid=324","yes","yes","yes","yes","no","https://www.itdashboard.gov/investmentbuscid=324","yes","yes","09/10/2013","10:48:05"
"024-000003036","324","024","Department of Homeland Security","703","193803","No","https://egov.uscis.gov/cris/processTimesDisplayInit.do","no","no","no","no","yes","https://egov.uscis.gov/cris/processTimesDisplayInit.do","yes","yes","09/10/2013","10:48:05"
"024-000003040","326","024","Department of Homeland Security","589","192080","Yes","http://www.uscis.gov","yes","yes","yes","yes","yes","N/A","no","yes","09/09/2014","08:21:23"
"024-000003029","327","024","Department of Homeland Security","709","187766","Yes","http://www.uscis.gov/save","yes","yes","no","yes","yes","none","no","no","09/10/2013","10:47:40"
"024-000003029","327","024","Department of Homeland Security","707","187764","No","http://www.dhs.gov/e-verify","no","yes","yes","yes","yes","none","no","yes","09/10/2013","10:47:40"
"024-000003029","327","024","Department of Homeland Security","711","187765","Yes","https://selfcheck.uscis.gov","no","no","no","yes","yes","none","no","yes","09/10/2013","10:47:40"
"009-999990160","331","009","Department of Health and Human Services","363","318040","Yes","http://grants.gov/applicants/find_grant_opportunities.jjsp","yes","no","no","no","no","","no","no","03/12/2014","10:08:02"
"009-999990160","331","009","Department of Health and Human Services","361","318038","Yes","http://grants.gov/help/rss.jsp","yes","no","no","no","no","","no","no","03/12/2014","10:08:02"
"009-999990160","331","009","Department of Health and Human Services","365","318041","No","https://ws07.grants.gov:446/app-s2s-server/services/","no","yes","no","no","no","","no","no","03/12/2014","10:08:02"
"009-999990160","331","009","Department of Health and Human Services","359","317732","Yes","http://grants.gov","no","no","no","yes","yes","","no","no","03/12/2014","10:08:02"
"009-000000706","333","009","Department of Health and Human Services","481","318321","Yes","https://grants3.hrsa.gov/2010/WebEPSExternal/Interface/common/accesscontrol/login.aspx","no","no","yes","yes","yes","","no","no","09/13/2013","08:04:27"
"009-000001359","334","009","Department of Health and Human Services","717","318327","No","www.ihs.gov/scb/metadata","yes","yes","no","yes","no","","no","no","09/11/2013","10:06:46"
"009-000001359","334","009","Department of Health and Human Services","715","318326","Yes","www.ihs.gov/NDW","no","yes","no","yes","yes","","no","no","09/11/2013","10:06:46"
"009-000001359","334","009","Department of Health and Human Services","719","318328","Yes","www.ihs.gov/scb","yes","yes","no","yes","no","","no","no","09/11/2013","10:06:46"
"009-000006263","335","009","Department of Health and Human Services","721","317624","Yes","http://www.ihs.gov/","yes","no","yes","yes","yes","yes","no","no","09/11/2013","10:14:08"
"009-000001362","336","009","Department of Health and Human Services","495","318138","Yes","www.ihs.gov","no","no","no","yes","yes","","no","no","09/11/2013","08:48:28"
"009-000003888","346","009","Department of Health and Human Services","5683","340555","No","http://www.hhs.gov/ocio/applications/human-resource-systems/capital/index.html","no","no","no","yes","yes","No","no","yes","02/06/2015","16:28:14"
"009-000006266","348","009","Department of Health and Human Services","5685","334748","Yes","http://www.hhs.gov/ocio/ITIO/index.html","yes","no","no","yes","no","","no","no","09/12/2014","11:49:46"
"009-000001418","353","009","Department of Health and Human Services","503","320503","No","See the Substance Abuse and Mental Health Data Archive (SAMHDA). http://www.icpsr.umich.edu/icpsrweb/SAMHDA/ .","yes","no","yes","yes","yes","","no","no","09/12/2013","09:36:06"
"009-000001361","355","009","Department of Health and Human Services","353","320491","Yes","http://www.npdb.hrsa.gov/","yes","no","no","yes","yes","No","no","no","09/11/2014","13:42:55"
"021-002703942","357","021","Department of Transportation","5715","29999","Yes","http://www.faa.gov/air_traffic/flight_info/aeronav/procedures","no","no","no","no","yes","","no","no","09/12/2014","17:11:01"
"021-002703942","357","021","Department of Transportation","867","NextGen ImplemenationPlan","No","http://www.faa.gov/nextgen/implementation/plan/","no","no","no","no","yes","","","","09/13/2012","15:18:47"
"021-002703942","357","021","Department of Transportation","4439","2561","Yes","http://www.faa.gov/air_traffic/flight_info/aeronav/procedures/application/","no","no","no","no","yes","","no","no","09/10/2013","15:31:43"
"021-002703942","357","021","Department of Transportation","5713","29998","Yes","http://www.faa.gov/nextgen/media/NextGenUpdate2014.pdf","no","no","no","no","yes","","no","no","09/12/2014","17:11:01"
"021-002703942","357","021","Department of Transportation","865","Instrument Flight Procedures Information Gateway","Yes","http://www.faa.gov/air_traffic/flight_info/aeronav/procedures/application/","no","no","no","no","yes","","","","09/13/2012","15:18:47"
"021-002703942","357","021","Department of Transportation","4437","2560","No","http://www.faa.gov/nextgen/implementation/plan/","no","no","no","no","yes","","no","no","09/10/2013","15:31:43"
"021-002703942","357","021","Department of Transportation","4441","19944","No","https://nasea.faa.gov/products/roadmap/main/display/11/tab/detail/rmd_id/31","no","no","no","yes","yes","","no","no","09/10/2013","15:31:43"
"021-147277724","359","021","Department of Transportation","4447","2564","Yes","www.govcomm.harris.com/solutions/products/atc/vscs-atc.asp","no","no","no","yes","no","","no","no","09/10/2013","15:33:12"
"021-147277724","359","021","Department of Transportation","873","","Yes","www.govcomm.harris.com/solutions/products/atc/vscs-atc.asp","no","no","no","yes","no","","","","09/13/2012","15:23:35"
"021-089571105","361","021","Department of Transportation","1313","2","Yes","http://www.faa.gov/about/office_org/headquarters_offices/ato/service_units/techops/navservices/gnss/ ","no","no","no","no","yes","","","","09/14/2012","10:11:40"
"021-089571105","361","021","Department of Transportation","4451","2566","No","http://www.faa.gov/nextgen/implementation/plan/","no","no","no","no","yes","No","no","no","09/10/2013","15:33:57"
"021-089571105","361","021","Department of Transportation","1311","1","No","http://www.faa.gov/nextgen/implementation/plan/ ","no","no","no","no","yes","","","","09/14/2012","10:11:40"
"021-089571105","361","021","Department of Transportation","4449","2565","Yes","http://www.faa.gov/about/office_org/headquarters_offices/ato/service_units/techops/navservices/gnss/","no","no","no","no","yes","No","no","no","09/10/2013","15:33:57"
"021-006227212","363","021","Department of Transportation","861","1","Yes","http://www.faa.gov/about/plans_reports/media/Destination2025.pdf","no","no","no","no","yes","","","","09/13/2012","15:18:41"
"021-006227212","363","021","Department of Transportation","4433","2558","Yes","http://www.faa.gov/air_traffic/techNology/asr-11/","no","no","no","yes","no","","no","no","09/10/2013","15:30:32"
"021-006227212","363","021","Department of Transportation","863","2","Yes","http://www.faa.gov/air_traffic/technology/asr-11/","no","no","no","yes","no","","","","09/13/2012","15:18:41"
"021-006227212","363","021","Department of Transportation","4435","2559","Yes","http://www.dot.gov/dot-strategic-plan","no","no","no","no","yes","","no","no","09/12/2014","17:10:13"
"021-860081937","364","021","Department of Transportation","877","NextGen Implementation Plan","No","http://www.faa.gov/nextgen/implementation/plan/","no","no","no","no","yes","","","","09/13/2012","15:23:40"
"021-860081937","364","021","Department of Transportation","4455","2568","Yes","http://www.faa.gov/air_traffic/techNology/asde-x/","no","no","no","yes","no","none","no","no","09/10/2013","15:34:26"
"021-860081937","364","021","Department of Transportation","875","ASDE-X","Yes","http://www.faa.gov/air_traffic/technology/asde-x/","no","no","no","yes","no","","","","09/13/2012","15:23:40"
"021-860081937","364","021","Department of Transportation","4453","2567","No","http://www.faa.gov/nextgen/implementation/plan/","no","no","no","no","yes","none","no","no","09/10/2013","15:34:26"
"021-623287423","366","021","Department of Transportation","4457","21580","Yes","http://www.faa.gov/air_traffic/technology/fti/","yes","no","no","yes","no","None","no","no","09/10/2013","15:35:30"
"021-514765477","368","021","Department of Transportation","4459","2569","No","http://www.faa.gov/nextgen/implementation/plan/","no","no","no","no","yes","","no","no","09/10/2013","15:37:04"
"021-514765477","368","021","Department of Transportation","879","1","No","http://www.faa.gov/nextgen/implementation/plan/ ","no","no","no","no","yes","","","","09/13/2012","15:25:24"
"021-514765477","368","021","Department of Transportation","5719","31422","Yes","http://www.faa.gov/nextgen/media/NextGenUpdate2014.pdf","no","no","no","no","yes","","no","no","09/12/2014","17:14:48"
"021-613828465","371","021","Department of Transportation","1317","FAA NextGen Implementation Plan","No","http://www.faa.gov/nextgen/implementation/plan/","no","no","no","no","yes","","","","09/14/2012","10:11:58"
"021-613828465","371","021","Department of Transportation","4465","2572","No","http://www.atca.org/atca/files/ccLibraryFiles/Filename/000000000552/TBFM Coupled Scheduling.doc","no","no","no","yes","no","","no","no","09/10/2013","15:39:17"
"021-613828465","371","021","Department of Transportation","1315","TBFM Coupled Scheduling","No","http://www.atca.org/atca/files/ccLibraryFiles/Filename/000000000552/TBFM Coupled Scheduling.doc","no","no","no","yes","no","","","","09/14/2012","10:11:58"
"021-613828465","371","021","Department of Transportation","4463","2571","Yes","http://www.faa.gov/nextgen/media/NextGenUpdate2014.pdf","no","no","no","no","yes","","no","no","09/12/2014","17:16:29"
"021-620588994","375","021","Department of Transportation","4473","2577","Yes","https://swimrep.faa.gov/soa","no","yes","no","no","no","","no","no","09/10/2013","15:41:02"
"021-620588994","375","021","Department of Transportation","923","2","Yes","https://swimrep.faa.gov/soa","no","yes","no","no","no","","","","09/13/2012","15:28:06"
"021-620588994","375","021","Department of Transportation","927","4","No","www.swim.gov ","no","no","no","yes","yes","","","","09/13/2012","15:28:06"
"021-620588994","375","021","Department of Transportation","4471","2576","No","http://www.faa.gov/nextgen/implementation/plan/","no","no","no","yes","yes","","no","no","09/10/2013","15:41:02"
"021-620588994","375","021","Department of Transportation","921","1","Yes","http://www.faa.gov/nextgen/swim","no","no","yes","yes","yes","","","","09/13/2012","15:28:06"
"021-620588994","375","021","Department of Transportation","925","3","No","http://www.faa.gov/nextgen/implementation/plan/ ","no","no","no","yes","yes","","","","09/13/2012","15:28:06"
"021-620588994","375","021","Department of Transportation","4469","2575","Yes","http://www.faa.gov/nextgen/swim ","no","no","yes","yes","yes","","no","no","09/10/2013","15:41:02"
"021-189475443","376","021","Department of Transportation","4601","2573","Yes","http://www.faa.gov/about/initiatives/saso/","no","no","no","yes","no","","no","no","09/11/2013","11:07:16"
"021-189475443","376","021","Department of Transportation","911","","Yes","http://www.faa.gov/about/initiatives/saso/","no","no","no","yes","no","","","","09/13/2012","15:27:49"
"021-113910548","377","021","Department of Transportation","1319","","No","http://www.faa..gov/air_traffic/technology/rwsl","no","no","no","yes","yes","","","","09/14/2012","10:14:13"
"021-113910548","377","021","Department of Transportation","4479","2582","No","http://www.faa..gov/air_traffic/techNology/rwsl","no","no","no","yes","yes","","no","no","09/10/2013","15:42:13"
"021-113910548","377","021","Department of Transportation","1327","","No","http://www.faa..gov/air_traffic/technology/rwsl","no","no","no","yes","yes","","","","09/14/2012","10:18:36"
"021-113910548","377","021","Department of Transportation","4481","2583","No","http://www.faa..gov/air_traffic/techNology/rwsl","no","no","no","yes","yes","","no","no","09/10/2013","15:42:13"
"021-130077684","379","021","Department of Transportation","1321","FAA Data Communications Website","Yes","http://www.faa.gov/about/office_org/headquarters_offices/ato/service_units/techops/atc_comms_services/datacomm/","no","no","no","yes","no","","","","09/14/2012","10:14:38"
"021-130077684","379","021","Department of Transportation","4483","2584","No","http://www.faa.gov/nextgen/implementation/plan/","no","no","no","no","yes","","no","no","09/10/2013","15:43:44"
"021-130077684","379","021","Department of Transportation","5721","31410","Yes","http://www.faa.gov/nextgen/media/NextGenUpdate2014.pdf","no","no","no","no","yes","","no","no","09/12/2014","17:21:53"
"021-130077684","379","021","Department of Transportation","1323","","No","http://www.faa.gov/nextgen/implementation/plan/","no","no","no","no","yes","","","","09/14/2012","10:14:38"
