Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Contract ID,Agency Contract ID,Contract Status,Contracting Agency ID,Contract Number (PIID),IDV PIID,IDV Agency ID,Solicitation ID (Agency),Modular Approaches / Contracting,EVM Required,Match found in USAspending,Vendor Name (USAspending),Solicitation ID (USAspending),Action Obligation Amount (In $ million) (USAspending),Type of Contract (USAspending),Performance Based Contract (USAspending),Contract Start Date (USAspending),Contract End Date (USAspending),Contract Compete (USAspending),Contract Description (USAspending),Base Contract ID (USAspending),Identifying Agency ID (USAspending),Transaction Number (USAspending),Timestamp (Contract),Timestamp (Base Contract)
"005-000001718","228","005","Department of Agriculture","FNCS IT Infrastructure","46171","6498","Awarded","12F2","AG3198K110019","AG3198B080002","12F2","","no","no","No","","","","","","","","","","","","","2015-08-28 22:15:46",""
"005-000001718","228","005","Department of Agriculture","FNCS IT Infrastructure","46847","","Awarded","12F2","AG3198K140084","AG3198B130012","12F2","","no","no","Yes","TETRAD DIGITAL INTEGRITY LLC","","0.366431","Firm Fixed Price","","09/26/2014","09/29/2015","U","RISK MANAGEMENT FRAMEWORK MANAGEMENT SECURITY OPERATIONSIGF::CT::IGF","208559","12F2","0","2015-02-26 14:34:29","2015-02-26 14:34:29"
"005-000001718","228","005","Department of Agriculture","FNCS IT Infrastructure","47303","55715","Awarded","12F2","AG3198D130089","GS35F0256K","4730","","no","no","No","","","","","","","","","","","","","2015-08-28 22:15:46",""
"005-000000229","1291","005","Department of Agriculture","USDA Enterprise Data Center & Hosting Shared Services","34391","","Awarded","3142","AG-3142-C-13-0001","AG-3142-C-13-0001","3142","AG-3142-S-12-0046","no","no","Yes","GTSI CORP.","","1.290224","Firm Fixed Price","","12/04/2014","09/30/2017","U","IGF::CL::IGFFY'2015 RENEWAL OF REMEDIAL MAINTENANCE FOR NITC AND ITS EQUIPMENT.","194475","1205","0","2015-02-02 12:53:40","2015-02-02 12:53:40"
"005-000000229","1291","005","Department of Agriculture","USDA Enterprise Data Center & Hosting Shared Services","34397","","Awarded","3142","AG-3142-D-12-0086","","","AG-3142-S-12-0009","no","no","Yes","CLIENT/SERVER SOFTWARE SOLUTIONS, INC.","","2.414199","Labor Hours","","10/31/2014","05/31/2018","U","IGF::OT::IGF NITC COMPUTER OPERATIONS SUPPORT SERVICES","194477","1205","0","2015-02-02 12:53:40","2015-02-02 12:53:40"
"005-000000229","1291","005","Department of Agriculture","USDA Enterprise Data Center & Hosting Shared Services","47163","6707","Awarded","3142","AG-3142-C-11-0001","AG-3142-C-11-0001","3142","AG-3142-S-10-0135","no","no","No","","","","","","","","","","","","","2015-05-29 08:03:29",""
"005-000000229","1291","005","Department of Agriculture","USDA Enterprise Data Center & Hosting Shared Services","47165","42143","Awarded","1205","AG-3142-D-14-0097","","","AG-3142-S-14-0011","no","no","No","","","","","","","","","","","","","2015-05-29 08:03:29",""
"005-000000229","1291","005","Department of Agriculture","USDA Enterprise Data Center & Hosting Shared Services","47167","42146","Awarded","1205","AG-3142-P-14-0095","","","AG-3142-S-14-0011","no","no","No","","","","","","","","","","","","","2015-08-28 22:03:33",""
"005-000000229","1291","005","Department of Agriculture","USDA Enterprise Data Center & Hosting Shared Services","47169","42165","Awarded","1205","AG-3142-D-09-0660","","","AG-3142-D-09-0660","no","no","No","","","","","","","","","","","","","2015-05-29 08:03:29",""
"005-000000229","1291","005","Department of Agriculture","USDA Enterprise Data Center & Hosting Shared Services","47171","42160","Awarded","1200","AG-31ME-C-09-0021","AG-31ME-C-09-0021","1200","","yes","yes","No","","","","","","","","","","","","","2015-05-29 08:03:29",""
"005-000000229","1291","005","Department of Agriculture","USDA Enterprise Data Center & Hosting Shared Services","47173","42156","Awarded","1200","GS-35F-0167M","AG-31ME-D-14-0061","1200","","yes","yes","No","","","","","","","","","","","","","2015-05-29 08:03:30",""
"005-000000229","1291","005","Department of Agriculture","USDA Enterprise Data Center & Hosting Shared Services","47175","42151","Awarded","1200","AG-31-ME-K-14-0009","AG-31-42-B-14-0006","1200","","yes","no","No","","","","","","","","","","","","","2015-08-28 22:03:33",""
"005-000000229","1291","005","Department of Agriculture","USDA Enterprise Data Center & Hosting Shared Services","47177","42183","Awarded","1200","AG-31ME-C-10-0013","AG-31ME-D-13-0061","1200","","yes","yes","No","","","","","","","","","","","","","2015-05-29 08:03:30",""
"005-000000229","1291","005","Department of Agriculture","USDA Enterprise Data Center & Hosting Shared Services","47179","42161","Awarded","1200","AG-31ME-C-10-0013","AG-31ME-D-13-0043","1200","","yes","yes","No","","","","","","","","","","","","","2015-05-29 08:03:30",""
"005-000000229","1291","005","Department of Agriculture","USDA Enterprise Data Center & Hosting Shared Services","47181","42171","Awarded","1200","AG-31ME-C-10-0013","AG-31ME-D-13-0048","1200","","yes","yes","No","","","","","","","","","","","","","2015-05-29 08:03:30",""
"005-000000229","1291","005","Department of Agriculture","USDA Enterprise Data Center & Hosting Shared Services","47183","42144","Awarded","1200","AG-31ME-C-10-0013","AG-31ME-D-13-0050","1200","","yes","yes","No","","","","","","","","","","","","","2015-05-29 08:03:30",""
"005-000000229","1291","005","Department of Agriculture","USDA Enterprise Data Center & Hosting Shared Services","47185","42149","Awarded","1200","AG-31ME-C-10-0013","AG-31ME-D-13-0046","1200","","yes","yes","No","","","","","","","","","","","","","2015-05-29 08:03:30",""
"005-000000229","1291","005","Department of Agriculture","USDA Enterprise Data Center & Hosting Shared Services","47187","42181","Awarded","1200","AG-31ME-C-10-0013","AG-31ME-D-13-0031","1200","","yes","yes","No","","","","","","","","","","","","","2015-05-29 08:03:31",""
"005-000000229","1291","005","Department of Agriculture","USDA Enterprise Data Center & Hosting Shared Services","47189","42174","Awarded","1200","AG-31ME-C-10-0013","AG-31ME-D-13-0049","1200","","yes","yes","No","","","","","","","","","","","","","2015-05-29 08:03:31",""
"005-000000229","1291","005","Department of Agriculture","USDA Enterprise Data Center & Hosting Shared Services","47191","42169","Awarded","1200","AG-31ME-C-10-0013","AG-31ME-D-13-0065","1200","","yes","yes","No","","","","","","","","","","","","","2015-05-29 08:03:31",""
"005-000000229","1291","005","Department of Agriculture","USDA Enterprise Data Center & Hosting Shared Services","47193","42152","Awarded","1200","AG-31ME-C-10-0013","AG-31ME-D-13-0063","1200","","yes","yes","No","","","","","","","","","","","","","2015-05-29 08:03:31",""
"005-000000229","1291","005","Department of Agriculture","USDA Enterprise Data Center & Hosting Shared Services","47195","42178","Awarded","1200","AG-31ME-C-10-0013","AG-31ME-D-13-0067","1200","","yes","yes","No","","","","","","","","","","","","","2015-05-29 08:03:31",""
"005-000000229","1291","005","Department of Agriculture","USDA Enterprise Data Center & Hosting Shared Services","47197","42173","Awarded","1200","AG-31ME-C-13-0009","AG-31ME-C-13-0009","1200","","yes","yes","No","","","","","","","","","","","","","2015-05-29 08:03:31",""
"005-000000229","1291","005","Department of Agriculture","USDA Enterprise Data Center & Hosting Shared Services","47199","42154","Awarded","1200","AG-31ME-D-09-0026","AG-31ME-D-13-0038","1200","","yes","yes","No","","","","","","","","","","","","","2015-05-29 08:03:31",""
"005-000000229","1291","005","Department of Agriculture","USDA Enterprise Data Center & Hosting Shared Services","47201","42166","Awarded","1200","AG-31ME-C-10-0013","AG-31ME-D-14-0025","1200","","yes","yes","No","","","","","","","","","","","","","2015-05-29 08:03:31",""
"005-000000229","1291","005","Department of Agriculture","USDA Enterprise Data Center & Hosting Shared Services","47203","42142","Awarded","1200","AG-3142-B-09-0007","AG-31ME-K-14-0007","1200","","yes","yes","No","","","","","","","","","","","","","2015-05-29 08:03:31",""
"005-000000229","1291","005","Department of Agriculture","USDA Enterprise Data Center & Hosting Shared Services","47205","42159","Awarded","1200","AG-31ME-C-10-0013","AG-31ME-D-14-0029","1200","","yes","yes","No","","","","","","","","","","","","","2015-05-29 08:03:31",""
"005-000000229","1291","005","Department of Agriculture","USDA Enterprise Data Center & Hosting Shared Services","47207","42164","Awarded","1200","AG-31ME-C-10-0013","AG-31ME-D-14-0072","1200","","yes","yes","No","","","","","","","","","","","","","2015-05-29 08:03:32",""
"005-000000229","1291","005","Department of Agriculture","USDA Enterprise Data Center & Hosting Shared Services","47209","42168","Awarded","1200","AG-31ME-C-10-0013","AG-31ME-D-14-0086","1200","","yes","yes","No","","","","","","","","","","","","","2015-05-29 08:03:32",""
"005-000000229","1291","005","Department of Agriculture","USDA Enterprise Data Center & Hosting Shared Services","47211","42186","Awarded","1200","AG-31ME-C-10-0013","AG-31ME-D-14-0077","1200","","yes","yes","No","","","","","","","","","","","","","2015-05-29 08:03:32",""
"005-000000229","1291","005","Department of Agriculture","USDA Enterprise Data Center & Hosting Shared Services","47213","42185","Awarded","1200","AG-31ME-C-10-0013","AG-31ME-D-14-0084","1200","","yes","yes","No","","","","","","","","","","","","","2015-05-29 08:03:32",""
"005-000001659","239","005","Department of Agriculture","Animal Disease Traceability Information System (ADTIS)","46845","6303","Awarded","12K3","AG32KWD110369","GS06F0530Z","4730","","yes","no","No","","","","","","","","","","","","","2015-08-28 21:52:52",""
"005-000002317","832","005","Department of Agriculture","Comprehensive Loan Program","33069","","Awarded","1200","TBD","TBD-2013-71","1200","","yes","yes","No","","","","","","","","","","","","","2013-08-20 18:36:40",""
"005-000002317","832","005","Department of Agriculture","Comprehensive Loan Program","34211","","Awarded","1200","AG-31ME-C-10-0018","TBD-2013-64","1200","","yes","yes","Yes","VSOLVIT LLC","AG-31ME-S-10-0004","0.000003","Firm Fixed Price","","07/22/2013","01/01/1970","U","EXERCISE OPTION PERIOD 2 FROM AUGUST 1, 2012 THRU JULY 31, 2013","64983","12E3","","2013-09-10 16:11:05","2013-09-11 15:18:43"
"005-000002317","832","005","Department of Agriculture","Comprehensive Loan Program","36277","","Awarded","1200","AG-31ME-C-10-0013","AG-31ME-D-13-0046","1200","","yes","yes","Yes","UNISYS CORPORATION","","0.000004","Firm Fixed Price","","11/13/2014","01/01/1970","U","FMMI NUMBER UPDATED","195825","12E3","","2014-10-31 10:41:24","2015-02-02 16:46:53"
"005-000002317","832","005","Department of Agriculture","Comprehensive Loan Program","36285","6424","Awarded","1200","AG-31ME-C-10-0013","AG-31ME-D-13-0051","1200","","yes","yes","No","","","","","","","","","","","","","2015-05-29 13:18:59",""
"005-000002317","832","005","Department of Agriculture","Comprehensive Loan Program","37547","","Awarded","1200","AG-31ME-C-10-0013","AG-31ME-D-13-0067","1200","","yes","yes","Yes","UNISYS CORPORATION","","0.000004","Firm Fixed Price","","11/13/2014","01/01/1970","U","IDIQ IT DEVELOPMENT SERVICES","195829","12E3","","2014-10-31 10:41:24","2015-02-02 16:46:53"
"005-000002317","832","005","Department of Agriculture","Comprehensive Loan Program","42381","","Awarded","1200","AG-31ME-C-10-0013","AG-31ME-D-14-0025","1200","","yes","yes","Yes","UNISYS CORPORATION","","0.000004","Firm Fixed Price","","11/13/2014","01/01/1970","U","IDIQ IT DEVELOPMENT SERVICES","195831","12E3","","2014-09-10 08:01:01","2015-02-02 16:46:53"
"005-000002317","832","005","Department of Agriculture","Comprehensive Loan Program","45525","6425","Awarded","1200","AG-31ME-C-10-0013","AG-31ME-D-14-0033","1200","","yes","yes","No","","","","","","","","","","","","","2015-05-29 13:19:04",""
"005-000002317","832","005","Department of Agriculture","Comprehensive Loan Program","45529","6371","Awarded","1200","AG-31ME-C-10-0013","AG-31ME-D-14-0042","1200","","yes","yes","No","","","","","","","","","","","","","2015-05-29 13:19:04",""
"005-000002317","832","005","Department of Agriculture","Comprehensive Loan Program","45531","6379","Awarded","1200","AG-31ME-C-10-0013","AG-31ME-D-14-0026","1200","","yes","yes","No","","","","","","","","","","","","","2015-05-29 13:19:02",""
"005-000002317","832","005","Department of Agriculture","Comprehensive Loan Program","45533","","Awarded","1200","AG-31ME-C-10-0013","AG-31ME-D-14-0023","1200","","yes","yes","Yes","UNISYS CORPORATION","","0.000004","Firm Fixed Price","","06/03/2014","01/01/1970","U","FMMI NUMBER UPDATED","160323","12E3","","2014-10-31 10:41:24","2014-10-31 10:41:24"
"005-000002317","832","005","Department of Agriculture","Comprehensive Loan Program","45535","6427","Awarded","1200","AG-31ME-C-10-0013","AG-31ME-D-14-0025","1200","","yes","yes","No","","","","","","","","","","","","","2015-05-29 13:19:01",""
"005-000002317","832","005","Department of Agriculture","Comprehensive Loan Program","45537","6367","Awarded","1200","AG-31ME-C-10-0013","AG-31ME-D-14-0048","1200","","yes","yes","No","","","","","","","","","","","","","2015-05-29 13:19:03",""
"005-000002317","832","005","Department of Agriculture","Comprehensive Loan Program","45539","6423","Awarded","1200","AG-31ME-C-10-0013","AG-31ME-D-14-0024","1200","","yes","yes","No","","","","","","","","","","","","","2015-05-29 13:19:01",""
"005-000002317","832","005","Department of Agriculture","Comprehensive Loan Program","45541","6416","Awarded","1200","AG-31ME-C-10-0013","AG-31ME-D-14-0047","1200","","yes","yes","No","","","","","","","","","","","","","2015-05-29 13:19:05",""
"005-000002317","832","005","Department of Agriculture","Comprehensive Loan Program","45543","6360","Awarded","1200","AG-31ME-C-10-0013","AG-31ME-D-14-0043","1200","","yes","yes","No","","","","","","","","","","","","","2015-05-29 13:19:03",""
"005-000002317","832","005","Department of Agriculture","Comprehensive Loan Program","45545","6388","Awarded","1200","AG-31ME-C-10-0013","AG-31ME-D-14-0055","1200","","yes","yes","No","","","","","","","","","","","","","2015-05-29 13:19:05",""
"005-000002317","832","005","Department of Agriculture","Comprehensive Loan Program","45547","6370","Awarded","1200","AG-31ME-C-10-0013","AG-31ME-D-14-0035","1200","","yes","yes","No","","","","","","","","","","","","","2015-05-29 13:19:04",""
"005-000002317","832","005","Department of Agriculture","Comprehensive Loan Program","45549","6381","Awarded","1200","AG-31ME-C-10-0013","AG-31ME-D-14-0071","1200","","yes","yes","No","","","","","","","","","","","","","2015-05-29 13:19:03",""
"005-000002317","832","005","Department of Agriculture","Comprehensive Loan Program","45551","","Awarded","1200","AG-31ME-C-10-0013","AG-31ME-D-14-0031","1200","","yes","yes","Yes","UNISYS CORPORATION","","0.000004","Firm Fixed Price","","06/03/2014","01/01/1970","U","FMMI NUMBER UPDATED","160341","12E3","","2014-10-31 10:41:25","2014-10-31 10:41:25"
"005-000002317","832","005","Department of Agriculture","Comprehensive Loan Program","45553","6362","Awarded","1200","AG-31ME-C-10-0013","AG-31ME-D-14-0041","1200","","yes","yes","No","","","","","","","","","","","","","2015-05-29 13:19:00",""
"005-000002317","832","005","Department of Agriculture","Comprehensive Loan Program","45555","6373","Awarded","1200","AG-31ME-C-10-0013","AG-31ME-D-14-0039","1200","","yes","yes","No","","","","","","","","","","","","","2015-05-29 13:19:05",""
"005-000002317","832","005","Department of Agriculture","Comprehensive Loan Program","45557","6403","Awarded","1200","AG-31ME-C-10-0013","AG-31ME-D-14-0057","1200","","yes","yes","No","","","","","","","","","","","","","2015-05-29 13:19:06",""
"005-000002317","832","005","Department of Agriculture","Comprehensive Loan Program","45559","6429","Awarded","1200","GS-35F-0167M","AG-31ME-D-14-0017","1200","","yes","yes","No","","","","","","","","","","","","","2015-05-29 13:19:05",""
"005-000002317","832","005","Department of Agriculture","Comprehensive Loan Program","45561","6358","Awarded","1200","AG-31ME-C-10-0013","AG-31ME-D-14-0028","1200","","yes","yes","No","","","","","","","","","","","","","2015-05-29 13:19:07",""
"005-000002317","832","005","Department of Agriculture","Comprehensive Loan Program","45563","6390","Awarded","1200","AG-31ME-C-10-0013","AG-31ME-D-14-0021","1200","","yes","yes","No","","","","","","","","","","","","","2015-05-29 13:19:08",""
"005-000002317","832","005","Department of Agriculture","Comprehensive Loan Program","45565","6414","Awarded","1200","AG-31ME-C-10-0013","AG-31ME-D-14-0027","1200","","yes","yes","No","","","","","","","","","","","","","2015-05-29 13:19:07",""
"005-000002317","832","005","Department of Agriculture","Comprehensive Loan Program","45567","","Awarded","1200","AG-31ME-C-10-0013","AG-31ME-D-14-0029","1200","","yes","yes","Yes","UNISYS CORPORATION","","0.000004","Firm Fixed Price","","11/13/2014","01/01/1970","U","IDIQ IT DEVELOPMENT SERVICES","195887","12E3","","2014-10-31 10:41:25","2015-02-02 16:46:53"
"005-000002317","832","005","Department of Agriculture","Comprehensive Loan Program","45569","6406","Awarded","1200","AG-31ME-C-10-0013","AG-31ME-D-14-0058","1200","","yes","yes","No","","","","","","","","","","","","","2015-05-29 13:19:02",""
"005-000002317","832","005","Department of Agriculture","Comprehensive Loan Program","45571","6365","Awarded","1200","AG-31ME-C-10-0013","AG-31ME-D-14-0079","1200","","yes","yes","No","","","","","","","","","","","","","2015-05-29 13:19:08",""
"005-000002317","832","005","Department of Agriculture","Comprehensive Loan Program","45573","","Awarded","1200","AG-3142-B-09-0007","AG-31ME-K-14-0007","1200","","yes","yes","Yes","ENVIRONMENTAL SYSTEMS RESEARCH","","","Order Dependent (IDV only)","","01/17/2014","01/01/1970","U","GIS/IT SOFTWARE","195885","1205","","2014-10-31 10:41:25","2015-02-02 16:46:53"
"005-000002317","832","005","Department of Agriculture","Comprehensive Loan Program","45575","6393","Awarded","1200","AG-31ME-C-10-0013","AG-31ME-D-14-00","1200","","yes","yes","No","","","","","","","","","","","","","2015-05-29 13:19:06",""
"005-000002317","832","005","Department of Agriculture","Comprehensive Loan Program","45577","6417","Awarded","1200","AG-31ME-C-10-0013","AG-31ME-D-14-0027","1200","","yes","yes","No","","","","","","","","","","","","","2015-05-29 13:19:07",""
"005-000002317","832","005","Department of Agriculture","Comprehensive Loan Program","45579","","Awarded","1200","GS-35F-0167M","AG-31ME-D-14-0061","1200","","yes","yes","Yes","QFLOW SYSTEMS LLC","","","Firm Fixed Price","","06/24/2014","01/01/1970","U","FEDERAL SUPPLY SCHEDULE CONTRACT.","195889","4730","","2014-10-31 10:41:25","2015-02-02 16:46:53"
"005-000002317","832","005","Department of Agriculture","Comprehensive Loan Program","45583","6359","Awarded","1200","AG-31ME-C-10-0013","AG-31ME-D-14-0066","1200","","yes","yes","No","","","","","","","","","","","","","2015-05-29 13:19:06",""
"005-000002317","832","005","Department of Agriculture","Comprehensive Loan Program","45637","6400","Awarded","1200","AG-31ME-C-10-0013","AG-31ME-D-14-0023","1200","","yes","yes","No","","","","","","","","","","","","","2015-05-29 13:19:00",""
"005-000002317","832","005","Department of Agriculture","Comprehensive Loan Program","45639","6430","Awarded","1200","AG-31ME-C-10-0013","AG-31ME-D-14-0031","1200","","yes","yes","No","","","","","","","","","","","","","2015-05-29 13:19:02",""
"005-000002317","832","005","Department of Agriculture","Comprehensive Loan Program","45753","","Awarded","1200","AG-31ME-C-10-0013","AG-31ME-D-14-0077","1200","","yes","yes","Yes","UNISYS CORPORATION","","0.000004","Firm Fixed Price","","11/13/2014","01/01/1970","U","IDIQ IT DEVELOPMENT SERVICES","195895","12E3","","2014-11-26 07:35:03","2015-02-02 16:46:53"
"005-000002317","832","005","Department of Agriculture","Comprehensive Loan Program","45755","","Awarded","1200","AG-31ME-C-10-0013","AG-31ME-D-14-0086","1200","","yes","yes","Yes","UNISYS CORPORATION","","0.000004","Firm Fixed Price","","11/13/2014","01/01/1970","U","IDIQ IT DEVELOPMENT SERVICES","195893","12E3","","2014-11-26 07:35:03","2015-02-02 16:46:53"
"005-000002317","832","005","Department of Agriculture","Comprehensive Loan Program","45757","","Awarded","1200","AG-31ME-C-10-0013","AG-31ME-D-14-0084","1200","","yes","yes","Yes","UNISYS CORPORATION","","0.000004","Firm Fixed Price","","11/13/2014","01/01/1970","U","IDIQ IT DEVELOPMENT SERVICES","195897","12E3","","2014-11-26 07:35:03","2015-02-02 16:46:53"
"005-000002317","832","005","Department of Agriculture","Comprehensive Loan Program","45759","","Awarded","1200","AG-31ME-C-10-0013","AG-31ME-D-14-0072","1200","","yes","yes","Yes","UNISYS CORPORATION","","0.000004","Firm Fixed Price","","11/13/2014","01/01/1970","U","IDIQ IT DEVELOPMENT SERVICES","195891","12E3","","2014-11-26 07:35:03","2015-02-02 16:46:53"
"005-000002317","832","005","Department of Agriculture","Comprehensive Loan Program","47315","6374","Awarded","1200","AG-31ME-C-09-0021","AG-31ME-C-09-0021","1200","","yes","yes","No","","","","","","","","","","","","","2015-05-29 13:19:08",""
"005-000002317","832","005","Department of Agriculture","Comprehensive Loan Program","47317","6405","Awarded","1200","AG-31ME-C-10-0013","AG-31ME-D-13-0055","1200","","yes","yes","No","","","","","","","","","","","","","2015-05-29 13:19:08",""
"005-000002317","832","005","Department of Agriculture","Comprehensive Loan Program","47319","6422","Awarded","1200","AG-31ME-C-10-0013","AG-31ME-D-13-0040","1200","","yes","yes","No","","","","","","","","","","","","","2015-05-29 13:19:09",""
"005-000002317","832","005","Department of Agriculture","Comprehensive Loan Program","47321","6401","Awarded","1200","AG-31ME-C-10-0013","AG-31ME-D-13-0018","1200","","yes","yes","No","","","","","","","","","","","","","2015-05-29 13:19:09",""
"005-000002317","832","005","Department of Agriculture","Comprehensive Loan Program","47323","6369","Awarded","1200","AG-31ME-C-10-0013","AG-31ME-D-13-0069","1200","","yes","yes","No","","","","","","","","","","","","","2015-05-29 13:19:11",""
"005-000002317","832","005","Department of Agriculture","Comprehensive Loan Program","47325","6361","Awarded","1200","AG-31ME-C-10-0013","AG-31ME-D-14-0019","1200","","yes","yes","No","","","","","","","","","","","","","2015-05-29 13:19:13",""
"005-000002317","832","005","Department of Agriculture","Comprehensive Loan Program","47327","6383","Awarded","1200","AG-31ME-D-14-0069","AG-31ME-D-14-0067","1200","","yes","yes","No","","","","","","","","","","","","","2015-05-29 13:19:13",""
"005-000002317","832","005","Department of Agriculture","Comprehensive Loan Program","47329","6376","Awarded","1200","AG-31ME-C-10-0013","AG-31ME-D-14-0036","1200","","yes","yes","No","","","","","","","","","","","","","2015-05-29 13:19:13",""
"005-000002317","832","005","Department of Agriculture","Comprehensive Loan Program","47331","6394","Awarded","1200","AG-31ME-C-10-0013","AG-31ME-D-14-0022","1200","","yes","yes","No","","","","","","","","","","","","","2015-05-29 13:19:13",""
"005-000002317","832","005","Department of Agriculture","Comprehensive Loan Program","47333","41993","Awarded","1200","AG-31-ME-C-14-0011","AG-31-ME-C-14-0011","1200","","yes","yes","No","","","","","","","","","","","","","2015-05-29 13:19:13",""
"005-000002224","252","005","Department of Agriculture","USDA Identity & Access Management","41057","","Awarded","1205","AG3142D100462","GS02F0048M","4730","AG3142S100115","","no","Yes","REED ELSEVIER INCORPORATED","AG-3142-S-10-0115","0.009008","Firm Fixed Price","","08/01/2014","07/31/2015","U","TURNKEY ENTERPRISE-LEVEL ONLINE IDENTITY PROOFING SERVICE.","194609","1205","0","2015-02-02 13:12:03","2015-02-02 13:12:03"
"005-000002224","252","005","Department of Agriculture","USDA Identity & Access Management","41061","","Awarded","1205","AG3142D110124","GS06F0661Z","4730","AG3142S110030","","no","Yes","ALLIANT ALLIANCE, LLC","","5.561487","Labor Hours","","08/28/2014","07/31/2016","U","IDENTITY MGT SUPPORT SERVICES","194611","1205","0","2015-02-02 13:12:03","2015-02-02 13:12:03"
"005-000002224","252","005","Department of Agriculture","USDA Identity & Access Management","45919","","Awarded","1205","GS-06F-1238Z","HHSP233201500014W","1205","PCS-USDA1","","no","Yes","STARS II PARTNERSHIP JOINT VENTURE LLC","QTA609MCA0010","","Order Dependent (IDV only)","","03/03/2014","01/01/1970","U","FEDERAL ACQUISITION SERVICE GOVERNMENT WIDE ACQUISITION CONTRACT","194613","4732","","2015-01-13 16:23:01","2015-02-02 13:12:03"
"005-000002224","252","005","Department of Agriculture","USDA Identity & Access Management","45921","","Awarded","1205","AG3144D140248","AG7604C140011","1205","","","no","Yes","PECKHAM VOCATIONAL INDUSTRIES, INC.","","0.676000","Firm Fixed Price","","09/17/2014","09/14/2015","U","CO-TBD(POD), RECOMPETE, NEW VENDOR TRANSITION COSTS FOR TIER 1 HELP DESK SERVICESIGF::OT::IGF","194615","1205","0","2015-01-13 16:23:01","2015-02-02 13:12:03"
"005-000002224","252","005","Department of Agriculture","USDA Identity & Access Management","46851","","Awarded","1205","AG3144D150068","","","","no","no","Yes","THREE WIRE SYSTEMS","","0.321763","Firm Fixed Price","","01/22/2015","12/30/2015","U","CA TECHNOLOGIES SINGLE SIGN-ON FOR BUSINESS USERS AND RELATED SOFTWARE LICENSE/MAINTENANCE RENEWALS FOR THE USDA OCIO.","208563","1205","0","2015-02-26 16:24:49","2015-02-26 16:24:49"
"005-000002224","252","005","Department of Agriculture","USDA Identity & Access Management","47345","6711","Awarded","1205","AG3142D100462","GS02F0048M","4730","AG3142S100115","no","no","No","","","","","","","","","","","","","2015-08-28 22:07:39",""
"005-000002335","1263","005","Department of Agriculture","USDA Security Operations Center (SOC)","37329","","Awarded","1205","AG-3142-12-0006","","","","no","no","No","","","","","","","","","","","","","2014-10-30 14:35:42",""
"005-000002335","1263","005","Department of Agriculture","USDA Security Operations Center (SOC)","37331","","Awarded","1205","AG-3143-D-13-0129","","","","no","no","Yes","CDW GOVERNMENT LLC","","0.055213","Firm Fixed Price","","08/20/2013","09/30/2014","U","IGF::OT::IGFEMC RENEWAL HARDWARE, ITEM  #3039062 - MFG #2713120-515840 IN ACCORDANCE WITH QUOTE # DNRS228 DATED 7/8/13","195657","1205","0","2015-02-02 14:54:08","2015-02-02 14:54:08"
"005-000002335","1263","005","Department of Agriculture","USDA Security Operations Center (SOC)","39911","","Awarded","1205","AG-3144-D-14-0091","","","","no","no","Yes","FOUR","AG-3144-S-14-0013","3.200000","Firm Fixed Price","","05/01/2014","04/30/2017","U","ASOC - IBM ENDPOINT MGR AND SECURITY APPSCAN SOFTWARE AND MAINTENANCE","195659","1205","0","2015-02-02 14:54:08","2015-02-02 14:54:08"
"005-000002335","1263","005","Department of Agriculture","USDA Security Operations Center (SOC)","41069","","Awarded","1205","AG-3142-P-14-0048","","","AG-3142-S-14-0011","no","no","Yes","NORTHWIND VENTURES INC.","","0.015847","Firm Fixed Price","","06/24/2014","07/11/2017","U","IGF::CL::IGFPART NUMBER 46268.1M&SERVICEDESK PLUS ENTERPRISE PERPETUAL ANNUAL MAINTENANCE AND SUPPORT FEE FOR 100 TECHNICIANS (2000 NODES); PRICE INCLUDES DISCOUNT OF $2,150.  POP 7/12/2014 TO 7/11/2015, W/2 ONE-YEAR OPTIONS","195637","1205","0","2014-09-10 15:18:57","2015-02-02 14:54:07"
"005-000002335","1263","005","Department of Agriculture","USDA Security Operations Center (SOC)","41071","","Awarded","1205","AG-3142-D-14-0101","","","AG-3142-S-14-0011","no","no","Yes","EC AMERICA, INC.","","0.680042","Firm Fixed Price","","09/27/2014","09/30/2016","U","IGF::CL::IGFTRUSTWAVE RENEWAL WITH REINSTATEMENT FEES; POP 06/12/14 - 09/30/2016.  REFERENCE:  AG3142S140011","195633","1205","0","2014-10-30 14:35:42","2015-02-02 14:54:07"
"005-000002335","1263","005","Department of Agriculture","USDA Security Operations Center (SOC)","41073","","Awarded","1205","AG-3142-D-14-0103","","","AG-3142-S-14-0011","no","no","Yes","GOVERNMENT ACQUISITIONS, INC.","","0.935261","Firm Fixed Price","","09/30/2014","06/03/2017","U","IGF::CL::IGFOPTION YEAR 1 YEAR FOR FIREEYE RENEWAL FOR THE PERIOD OCTOBER 1, 2014 THROUGH SEPTEMBER 30, 2015.","195631","1205","0","2015-02-02 14:54:07","2015-02-02 14:54:07"
