"Performance Gov ID","Agency Code","Agency Name",Description,"ASO / APG"
5382,"	019","Department of Energy","Attract, Manage, Train, and Retain the Best Federal Workforce",ASO
354,"	020","Environmental Protection Agency","Reduce greenhouse gas emissions from cars and trucks.",APG
356,"	020","Environmental Protection Agency","Improve public health protection for persons served by small drinking water systems, which account for more than 97% of public water systems in the U.S., by strengthening the technical, managerial, and financial capacity of those systems.",APG
358,"	020","Environmental Protection Agency","Clean up contaminated sites to enhance the livability and economic vitality of communities.",APG
360,"	020","Environmental Protection Agency","Improve environmental outcomes and enhance service to the regulated community and the public.",APG
476,"	020","Environmental Protection Agency","Improve, restore, and maintain water quality by enhancing nonpoint source program leveraging, accountability, and on-the-ground effectiveness to address the Nation' largest sources of pollution.",APG
1159,"	020","Environmental Protection Agency","Assess and reduce risks posed by chemicals and promote the use of safer chemicals in commerce.",APG
3316,"	020","Environmental Protection Agency","Enforce Environmental Laws to Achieve Compliance.",ASO
3318,"	020","Environmental Protection Agency","Ensure Chemical Safety",ASO
3319,"	020","Environmental Protection Agency","Promote Pollution Prevention",ASO
3321,"	020","Environmental Protection Agency","Promote Sustainable and Livable Communities",ASO
3322,"	020","Environmental Protection Agency","Preserve Land",ASO
3323,"	020","Environmental Protection Agency","Restore Land",ASO
3324,"	020","Environmental Protection Agency","Strengthen Human Health and Environmental Protection in Indian Country",ASO
3326,"	020","Environmental Protection Agency","Protect Human Health",ASO
3327,"	020","Environmental Protection Agency","Protect and Restore Watersheds and Aquatic Ecosystems",ASO
3329,"	020","Environmental Protection Agency","Address Climate Change",ASO
3330,"	020","Environmental Protection Agency","Improve Air Quality",ASO
3331,"	020","Environmental Protection Agency","Restore and Protect the Ozone Layer",ASO
3332,"	020","Environmental Protection Agency","Minimize Exposure to Radiation",ASO
31142,"	020","Environmental Protection Agency","Working Toward a Sustainable Future",ASO
31152,"	020","Environmental Protection Agency","Working to Make a Visible Difference in Communities",ASO
31162,"	020","Environmental Protection Agency","Launching A New Era of State, Tribal, Local, and International Partnerships",ASO
31172,"	020","Environmental Protection Agency","Embracing EPA as a High-Performing Organization",ASO
35252,"	020","Environmental Protection Agency","Reduce greenhouse gas emissions from cars and trucks.",APG
35262,"	020","Environmental Protection Agency","Clean up contaminated sites to enhance the livability and economic vitality of communities.",APG
35422,"	020","Environmental Protection Agency","Assess and reduce risks posed by chemicals and promote the use of safer chemicals in commerce.",APG
36762,"	020","Environmental Protection Agency","Strengthen environmental protection through business process improvements enabled by joint governance and technology.",APG
36782,"	020","Environmental Protection Agency","Advance resilience in the nation' water infrastructure, while protecting public health and the environment, particularly in high-risk and vulnerable communities.",APG
980,"	021","Department of Transportation","ENHANCE PRODUCTIVITY AND GROWTH",ASO
982,"	021","Department of Transportation","IMPROVE SYSTEM EFFICIENCY",ASO
983,"	021","Department of Transportation","FOSTER DYNAMIC WORKFORCE",ASO
984,"	021","Department of Transportation","ENHANCE QUALITY OF LIFE",ASO
985,"	021","Department of Transportation","EXPAND ACCESS AND CHOICE",ASO
986,"	021","Department of Transportation","PROMOTE ENERGY EFFICIENCY",ASO
987,"	021","Department of Transportation","MITIGATE ENVIRONMENTAL IMPACTS",ASO
988,"	021","Department of Transportation","ADAPT TO CLIMATE CHANGE",ASO
989,"	021","Department of Transportation","HUMAN CAPITAL",ASO
990,"	021","Department of Transportation","IMPROVE INFORMATION TECHNOLOGY AND FINANCIAL MANAGEMENT",ASO
992,"	021","Department of Transportation","ENSURE EFFECTIVE EMERGENCY RESPONSE",ASO
993,"	021","Department of Transportation","MEET NATIONAL SECURITY TRANSPORTATION NEEDS",ASO
994,"	021","Department of Transportation","EXPAND SMALL BUSINESS OPPORTUNITIES",ASO
3761,"	021","Department of Transportation","Reduce the rate of roadway fatalities",APG
4121,"	021","Department of Transportation","Reduce the rate of aviation accidents",APG
4331,"	021","Department of Transportation","Advance the development of passenger rail in the United States",APG
4751,"	021","Department of Transportation","Improve the efficiency of the National airspace system at Air Route Traffic Control Centers - ERAM Deployment",APG
5061,"	021","Department of Transportation","IMPROVE SAFETY OF TRANSPORTATION SYSTEM",ASO
5221,"	021","Department of Transportation","SUSTAIN INFRASTRUCTURE ASSETS",ASO
5231,"	021","Department of Transportation","MAINTAIN OR IMPROVE OPERATING CONDITIONS",ASO
5292,"	021","Department of Transportation","INCREASE FOREIGN MARKETS",ASO
45532,"	021","Department of Transportation","Improve the efficiency of the National Airspace System through more effective data communications systems - DATACOMM Deployment",APG
45542,"	021","Department of Transportation","Reduce the rate of aviation accidents",APG
45981,"	021","Department of Transportation","Reduce the rate of roadway fatalities",APG
366,"	023","General Services Administration","Reduce the Federal Footprint",APG
995,"	023","General Services Administration","Deliver contracting solutions to generate customer savings",ASO
996,"	023","General Services Administration","Improve the federal utilization of space",ASO
997,"	023","General Services Administration","Reduce resource use and environmental impact",ASO
1000,"	023","General Services Administration","Increase the efficiency of GSA operations",ASO
1001,"	023","General Services Administration","Streamline information technology and improve data quality and reporting",ASO
1002,"	023","General Services Administration","Enhance asset management",ASO
1004,"	023","General Services Administration","Enhance relationships with customers, suppliers and stakeholders",ASO
1006,"	023","General Services Administration","Support small and disadvantaged business",ASO
1007,"	023","General Services Administration","Deliver a mission ready workforce",ASO
1060,"	023","General Services Administration","Generate savings through Federal Strategic Sourcing Initiative",APG
37382,"	023","General Services Administration","Negotiate leased office space at or below market rates",APG
37402,"	023","General Services Administration","Improve federal purchasing decisions through increased use of the Acquisition Gateway",APG
37422,"	023","General Services Administration","Increase savings through acquisition solutions",APG
452,"	024","Department of Homeland Security","Ensure resilience to disasters by strengthening disaster preparedness and response capabilities.",APG
454,"	024","Department of Homeland Security","Enforce and administer our immigration laws through prioritized detention and removal of criminal aliens",APG
486,"	024","Department of Homeland Security","Strengthen aviation security counterterrorism capabilities by using intelligence driven information and risk-based decisions.",APG
3241,"	024","Department of Homeland Security","M&S Goal 6.1: Integrate Intelligence, Information Sharing, and Operations",ASO
3242,"	024","Department of Homeland Security","M&S Goal 6.2: Enhance Partnerships and Outreach",ASO
3243,"	024","Department of Homeland Security","M&S Goal 6.3:  Strengthen the DHS International Affairs Enterprise In Support of Homeland Security Missions",ASO
3247,"	024","Department of Homeland Security","Goal 5.1: Enhance National Preparedness",ASO
3248,"	024","Department of Homeland Security","Goal 5.2: Mitigate Hazards and Vulnerabilities",ASO
3249,"	024","Department of Homeland Security","Goal 5.3: Ensure Effective Emergency Response",ASO
3255,"	024","Department of Homeland Security","Goal 3.1:  Strengthen and Effectively Administer the Immigration System",ASO
3258,"	024","Department of Homeland Security","Goal 2.1:  Secure U.S. Air, Land, and Sea Borders and Approaches",ASO
3259,"	024","Department of Homeland Security","Goal 2.2:  Safeguard and Expedite Lawful Trade and Travel",ASO
3260,"	024","Department of Homeland Security","Goal 2.3:  Disrupt and Dismantle Transnational Criminal Organizations and Other Illicit Actors",ASO
3262,"	024","Department of Homeland Security","Goal 1.1:  Prevent Terrorist Attacks",ASO
3263,"	024","Department of Homeland Security","Goal 1.2:  Prevent and Protect Against the Unauthorized Acquisition or Use of Chemical, Biological, Radiological, and Nuclear (CBRN) Materials and Capabilities",ASO
3264,"	024","Department of Homeland Security","Goal 1.3:  Reduce Risk to the Nation's Critical Infrastructure, Key Leadership, and Events",ASO
5422,"	024","Department of Homeland Security","Goal 5.4:  Enable Rapid Recovery",ASO
5442,"	024","Department of Homeland Security","Goal 4.1:  Strengthen the Security and Resilience of Critical Infrastructure against cyber attacks and other hazards",ASO
5452,"	024","Department of Homeland Security","Goal 4.2:  Secure the Federal Civilian Government Information Technology Enterprise",ASO
5462,"	024","Department of Homeland Security","Goal 4.3:  Advance Cyber Law Enforcement, Incident Response, and Reporting Capabilities",ASO
5472,"	024","Department of Homeland Security","Goal 4.4:  Strengthen the cyber Ecosystem",ASO
5482,"	024","Department of Homeland Security","M&S Goal 6.4: Conduct Homeland Security Research and Development",ASO
5492,"	024","Department of Homeland Security","M&S Goal 6.5  Ensure Readiness of Frontline Operators and First Responders",ASO
5502,"	024","Department of Homeland Security","M&S Goal 6.6: Strengthen Service Delivery and Manage DHS Resources",ASO
30982,"	024","Department of Homeland Security","Goal 3.2: Prevent Unlawful Immigration",ASO
46731,"	024","Department of Homeland Security","Combatting Transnational Criminal Organizations",APG
46751,"	024","Department of Homeland Security","Enhance Disaster Preparedness and Response",APG
71151,"	024","Department of Homeland Security","Improve Federal Network Security",APG
376,"	025","Department of Housing and Urban Development","Preserve affordable rental housing.",APG
380,"	025","Department of Housing and Urban Development","Increase the energy efficiency and health of the nation's housing stock.",APG
458,"	025","Department of Housing and Urban Development","End Veterans homelessness",APG
758,"	025","Department of Housing and Urban Development","Reduce housing discrimination, affirmatively further fair housing through HUD programs, and promote diverse, inclusive communities.",ASO
1105,"	025","Department of Housing and Urban Development","Establish a sustainable housing finance system that provides support during market disruptions, with a properly defined role for the U.S. government.",ASO
1118,"	025","Department of Housing and Urban Development","Support the recovery of communities from disasters by promoting community resilience, developing state and local capacity, and ensuring a coordinated federal response that reduces risk and produces a more resilient built environment.",ASO
1140,"	025","Department of Housing and Urban Development","End homelessness for veterans, people experiencing chronic homelessness, families, youth, and children.",ASO
1146,"	025","Department of Housing and Urban Development","Promote advancements in economic prosperity for residents of HUD-assisted housing.",ASO
1147,"	025","Department of Housing and Urban Development","Promote the health and housing stability of vulnerable populations.",ASO
1150,"	025","Department of Housing and Urban Development","Ensure sustainable investments in affordable rental housing.",ASO
1151,"	025","Department of Housing and Urban Development","Preserve quality, affordable rental housing where it is needed most by simplifying and aligning the delivery of rental housing programs.",ASO
1152,"	025","Department of Housing and Urban Development","Ensure equal access to sustainable housing financing and achieve a more balanced housing market, particularly in underserved communities.",ASO
1153,"	025","Department of Housing and Urban Development","Restore the Federal Housing Administration's financial health, while supporting the housing market recovery and access to mortgage financing.",ASO
1182,"	025","Department of Housing and Urban Development","Improve HUD's acquisitions performance through early collaborative planning and enhanced utilization of acquisition tools",ASO
1183,"	025","Department of Housing and Urban Development","Reduce the time and complexity of the clearance process",ASO
1186,"	025","Department of Housing and Urban Development","Increase transparency and accountability in financial management and budgeting",ASO
1187,"	025","Department of Housing and Urban Development","Make the grants management process more efficient and effective",ASO
1188,"	025","Department of Housing and Urban Development","Develop and foster a collaborative, value-driven workforce.",ASO
1189,"	025","Department of Housing and Urban Development","Make high-quality data available to support decision-making in furtherance of HUD's mission",ASO
1190,"	025","Department of Housing and Urban Development","Reduce the cost of leased space, utilities, travel and other related costs by adapting our business processes",ASO
1191,"	025","Department of Housing and Urban Development","Promote a Diverse and Inclusive Work Environment that is Free of Discrimination and Harassment",ASO
1221,"	025","Department of Housing and Urban Development","Increase the health and safety of homes and embed comprehensive energy efficiency and healthy housing criteria across HUD programs.",ASO
17142,"	025","Department of Housing and Urban Development","Strengthen communities' economic health, resilience, and access to opportunity",ASO
41782,"	025","Department of Housing and Urban Development","Increase the energy efficiency and health of the nation's housing stock.",APG
41912,"	025","Department of Housing and Urban Development","Preserve affordable rental housing",APG
42192,"	025","Department of Housing and Urban Development","End homelessness",APG
42512,"	025","Department of Housing and Urban Development","Increase educational attainment among HUD-assisted tenants",APG
71131,"	025","Department of Housing and Urban Development","Expand in-home adoption of high-speed internet",APG
1242,"	026","National Aeronautics and Space Administration","Launch the James Webb Space Telescope.",APG
1246,"	026","National Aeronautics and Space Administration","Facilitate the development of and certify U.S. industry-based crew transportation systems while maintaining competition.",APG
1248,"	026","National Aeronautics and Space Administration","Increase utilization of the International Space Station' internal and external research facilities.",APG
1250,"	026","National Aeronautics and Space Administration","Achieve critical milestones in development of new systems for the human exploration of deep space.",APG
3334,"	026","National Aeronautics and Space Administration","Effectively manage NASA's diverse assets and workforce.",ASO
3335,"	026","National Aeronautics and Space Administration","Ensure sustainable technical capabilities for NASA's future missions.",ASO
3336,"	026","National Aeronautics and Space Administration","Provide secure, effective and affordable IT for NASA.",ASO
3337,"	026","National Aeronautics and Space Administration","Ensure the safety and success of NASA's missions.",ASO
3339,"	026","National Aeronautics and Space Administration","Advance aeronautics research for global mobility.",ASO
3340,"	026","National Aeronautics and Space Administration","Understand our home planet.",ASO
3341,"	026","National Aeronautics and Space Administration","Optimize NASA's technology investments.",ASO
3342,"	026","National Aeronautics and Space Administration","Advance America's STEM education.",ASO
3344,"	026","National Aeronautics and Space Administration","Develop evolving exploration systems and capabilities.",ASO
3345,"	026","National Aeronautics and Space Administration","Fully utilize ISS.",ASO
3346,"	026","National Aeronautics and Space Administration","Foster the commercialization of space transportation.",ASO
3347,"	026","National Aeronautics and Space Administration","Understand the Sun.",ASO
3348,"	026","National Aeronautics and Space Administration","Understand the solar system.",ASO
3349,"	026","National Aeronautics and Space Administration","Search for life and understand the universe.",ASO
3350,"	026","National Aeronautics and Space Administration","Develop enabling space technologies for NASA and the nation.",ASO
36272,"	026","National Aeronautics and Space Administration","Human deep space exploration",APG
36282,"	026","National Aeronautics and Space Administration","International Space Station research facilities",APG
36292,"	026","National Aeronautics and Space Administration","Commercial Crew Program",APG
36302,"	026","National Aeronautics and Space Administration","James Webb Space Telescope",APG
406,"	027","Office of Personnel Management","PG3 FEHB Accountability",APG
408,"	027","Office of Personnel Management","PG1 Retirement claims processing improvements",APG
410,"	027","Office of Personnel Management","PG2 Improve the Oversight and Quality of Background Investigation Processing",APG
468,"	027","Office of Personnel Management","PG4 Closing the Skills Gap for the HR Workforce",APG
1029,"	027","Office of Personnel Management","PG5 Promote Diversity and Inclusion",APG
3266,"	027","Office of Personnel Management","MG01.01 Deploy agile recruitment and outreach tactics to attract a diverse and talented workforce",ASO
3267,"	027","Office of Personnel Management","MG01.02 Create a work environment where OPM employees are fully engaged and energized to put forth their best efforts and achieve OPM's mission",ASO
3268,"	027","Office of Personnel Management","MG01.03 Provide targeted learning and developmental opportunities for OPM's employees",ASO
3270,"	027","Office of Personnel Management","MG02.01 Develop and implement a strategic plan for customer service that addresses each of our major program goals",ASO
3271,"	027","Office of Personnel Management","MG02.02 Promote shared accountability for the customer service strategy",ASO
3272,"	027","Office of Personnel Management","MG02.03 Improve IT Capabilities to interface with customers",ASO
3273,"	027","Office of Personnel Management","MG02.04 Improve customers understanding of the policies and procedures that apply throughout the employee lifecycle",ASO
3275,"	027","Office of Personnel Management","MG03.01 Create an owner to drive focused attention to data analysis",ASO
3276,"	027","Office of Personnel Management","MG03.02 Build strong data analysis, infrastructure and implementation tools and talent",ASO
3277,"	027","Office of Personnel Management","MG03.03 Develop partnerships to access and analyze data",ASO
3278,"	027","Office of Personnel Management","MG03.04 Make data analytics a fundamental part of OPM culture",ASO
3280,"	027","Office of Personnel Management","MG04.01 Commit to an enterprise-wide information systems strategy based on the principle that business drives strategy",ASO
3281,"	027","Office of Personnel Management","MG04.02 Implement enabling successful practices and initiatives that strengthen IT leadership and governance",ASO
3282,"	027","Office of Personnel Management","MG04.03 Implement enterprise initiatives that leverage capabilities and tools throughout OPM",ASO
3283,"	027","Office of Personnel Management","MG04.04 Implement business initiatives that provide capabilities spanning the HR life cycle, allowing OPM and other federal agencies to achieve their missions",ASO
3285,"	027","Office of Personnel Management","MG05.01 Implement off-cycle cost re-base-lining",ASO
3286,"	027","Office of Personnel Management","MG05.02 Institutionalize corporate prioritization",ASO
3287,"	027","Office of Personnel Management","MG05.03 Widely inform key stakeholders on new agency budget process",ASO
3289,"	027","Office of Personnel Management","SG06.01 Design and deliver leadership training to increase employee engagement",ASO
3290,"	027","Office of Personnel Management","SG06.02 Support agencies in hiring leaders strong in managing and leading high performing organizations",ASO
3291,"	027","Office of Personnel Management","SG06.03 Provide a comprehensive suite of engagement services and models for agencies and employees",ASO
3292,"	027","Office of Personnel Management","SG06.04 Ensure agencies target, address, and measure key drivers of employee engagement",ASO
3299,"	027","Office of Personnel Management","SG07.01 Prepare the Federal workforce for retirement from entry-on-duty across every stage of the employee life-cycle",ASO
3300,"	027","Office of Personnel Management","SG07.02 Advance the 21st century customer-focused retirement processing system for claims adjudication in a timely and accurate manner",ASO
3301,"	027","Office of Personnel Management","SG07.03 Improve OPM service to Federal agency benefit officers",ASO
3302,"	027","Office of Personnel Management","SG08.01 Enhance policy, procedures and processes used to ensure people are fit to serve",ASO
3303,"	027","Office of Personnel Management","SG08.02 Hold agencies accountable for maintaining efficient, effective and compliant human capital management programs and accountability systems",ASO
3304,"	027","Office of Personnel Management","SG08.03 Provide guidance, tools and training to help agencies attain human capital management goals and meet OPM requirements",ASO
3305,"	027","Office of Personnel Management","SG08.04 Assure effective human capital management of Senior Executive Service (SES) and other senior employees",ASO
3306,"	027","Office of Personnel Management","SG09.01 Sponsor high quality, consumer friendly, affordable insurance products",ASO
3307,"	027","Office of Personnel Management","SG09.02 Optimize insurance related business processes",ASO
3308,"	027","Office of Personnel Management","SG09.03 Improve preventive services delivery to employees, retirees, families, tribal employees, and newly insured Americans",ASO
3309,"	027","Office of Personnel Management","SG09.04 Develop novel partnerships in support of population health",ASO
3310,"	027","Office of Personnel Management","SG09.05 Enhance outreach and health literacy",ASO
42542,"	027","Office of Personnel Management","Background Investigations Case Processing Timeliness and Quality",APG
42912,"	027","Office of Personnel Management","Retirement Services Case Processing",APG
43492,"	027","Office of Personnel Management","FEHB Plan Performance",APG
43532,"	027","Office of Personnel Management","Human Resource Workforce Capability",APG
43552,"	027","Office of Personnel Management","Cybersecurity Monitoring",APG
414,"	028","Small Business Administration","Increase the Disaster Loan Application Return Rate",APG
416,"	028","Small Business Administration","Maximize Small Business participation in government contracting",APG
418,"	028","Small Business Administration","Increase Yes Lender Participation",APG
917,"	028","Small Business Administration","Expand access to capital",ASO
918,"	028","Small Business Administration","Ensure federal contracting goals are met or exceeded",ASO
919,"	028","Small Business Administration","Strengthen entrepreneurial ecosystems",ASO
920,"	028","Small Business Administration","Ensure SBA's disaster assistance can be deployed quickly, effectively and efficiently",ASO
921,"	028","Small Business Administration","Fuel high-growth small businesses and start-ups to drive innovation",ASO
922,"	028","Small Business Administration","Ensure inclusive entrepreneurship",ASO
923,"	028","Small Business Administration","Strengthen, streamline and simplify program operations",ASO
924,"	028","Small Business Administration","Invest in SBA's employees",ASO
925,"	028","Small Business Administration","Mitigate risk to taxpayers and improve oversight across SBA programs.",ASO
927,"	028","Small Business Administration","Foster a small business-friendly environment by reducing unfair regulatory burdens",ASO
928,"	028","Small Business Administration","Provide useful information through digital and in-person outreach",ASO
1194,"	028","Small Business Administration","Enhance exporting abilities to succeed in global markets",ASO
1196,"	028","Small Business Administration","Expand the base of lenders for small business exporters",APG
36342,"	028","Small Business Administration","Strengthen and expand the network of lenders offering SBA products",APG
36362,"	028","Small Business Administration","Maximize small business participation in government contracting",APG
36382,"	028","Small Business Administration","Grow the number of 8(a)-certified disadvantaged small businesses",APG
1012,"	029","Department of Veterans Affairs","Improve Veteran Wellness and Economic Security",ASO
1013,"	029","Department of Veterans Affairs","Increase Customer Satisfaction through Improvements in Benefits and Services Delivery Policies, Procedures, and Interfaces",ASO
1015,"	029","Department of Veterans Affairs","Enhance VA's Partnership with DoD",ASO
1016,"	029","Department of Veterans Affairs","Enhance VA's Partnerships with Federal, State, Private Sector, Academic Affiliates, Veteran Service Organizations and Non-Profit Organizations",ASO
1017,"	029","Department of Veterans Affairs","Amplify Awareness of Services and Benefits Available to Veterans through Improved Communications and Outreach",ASO
1019,"	029","Department of Veterans Affairs","Make VA a Place People Want to Serve",ASO
1020,"	029","Department of Veterans Affairs","Evolve VA Information Technology Capabilities to Meet Emerging Customer Service / Empowerment Expectations of Both VA Customers and Employees",ASO
1021,"	029","Department of Veterans Affairs","Build a Flexible and Scalable Infrastructure through Improved Organizational Design and Enhanced Capital Planning",ASO
1022,"	029","Department of Veterans Affairs","Enhance Productivity and Improve the Efficiency of the Provision of Veteran Benefits and Services",ASO
1023,"	029","Department of Veterans Affairs","Ensure Preparedness to Provide Services and Protect People and Assets Continuously and in Time of Crisis",ASO
1025,"	029","Department of Veterans Affairs","Improve Veteran Virtual Access to VA Benefits and Services",APG
1027,"	029","Department of Veterans Affairs","Eliminate the Disability Claims Backlog",APG
1031,"	029","Department of Veterans Affairs","End Veteran Homelessness",APG
62291,"	029","Department of Veterans Affairs","Improve Veterans Experience with VA",APG
65741,"	029","Department of Veterans Affairs","Improve VA' employee experience",APG
73511,"	029","Department of Veterans Affairs","Improve Access to Health Care as Experienced by the Veteran",APG
73531,"	029","Department of Veterans Affairs","Veteran Access to Benefits:  Improve Dependency Claims Processing",APG
420,"	184","U.S. Agency for International Development","Climate Change",APG
424,"	184","U.S. Agency for International Development","Excellence in Consular Service Delivery",APG
428,"	184","U.S. Agency for International Development","USAID Procurement Reform",APG
434,"	184","U.S. Agency for International Development","Food Security",APG
436,"	184","U.S. Agency for International Development","Global Health",APG
1841,"	184","U.S. Agency for International Development","Expand access to future markets, investment, and trade",ASO
2109,"	184","U.S. Agency for International Development","Building on strong domestic action, lead international actions to combat climate change",ASO
2110,"	184","U.S. Agency for International Development","Promote Energy Security, Access to Clean Energy, and the Transition to a Cleaner Global Economy",ASO
2112,"	184","U.S. Agency for International Development","Encourage democratic governance as a force for stability, peace, and prosperity",ASO
2117,"	184","U.S. Agency for International Development","Promote Inclusive Economic Growth, Reduce Extreme Poverty, and Improve Food Security",ASO
2279,"	184","U.S. Agency for International Development","Build a New Stability in the Middle East and North Africa",ASO
2282,"	184","U.S. Agency for International Development","Rebalance to the Asia-Pacific through Enhanced Diplomacy, Security Cooperation and Development",ASO
2283,"	184","U.S. Agency for International Development","Prevent and respond to crises and conflict, tackle sources of fragility, and provide humanitarian assistance to those in need",ASO
2284,"	184","U.S. Agency for International Development","Overcome Global Security Challenges through Diplomatic Engagement and Development Cooperation",ASO
2285,"	184","U.S. Agency for International Development","Strengthen America's Efforts to Combat Global Health Challenges",ASO
2286,"	184","U.S. Agency for International Development","Enable diplomats and development professionals to influence and operate more efficiently, effectively, and collaboratively",ASO
0,"	202","U.S. Army Corps of Engineers","Not Applicable",
0,"	393","National Archives and Records Administration","Not Applicable",
1166,"	422","National Science Foundation","Invest in fundamental research to ensure significant continuing advances across science, engineering, and education",ASO
1167,"	422","National Science Foundation","Integrate education and research to support development of a diverse STEM workforce with cutting-edge capabilities",ASO
1168,"	422","National Science Foundation","Provide world-class research infrastructure to enable major scientific advances",ASO
1170,"	422","National Science Foundation","Strengthen the links between fundamental research and societal needs through investments and partnerships",ASO
1171,"	422","National Science Foundation","Build the capacity of the Nation to address societal challenges using a suite of formal, informal, and broadly available STEM educational mechanisms.",ASO
1173,"	422","National Science Foundation","Use effective methods and innovative solutions to achieve excellence in accomplishing the agency's mission",ASO
1174,"	422","National Science Foundation","Build an increasingly diverse, engaged, and high-performing workforce",ASO
1180,"	422","National Science Foundation","Optimize the Award Process to Level Workload",APG
1185,"	422","National Science Foundation","Ensure Public Access to Publications",APG
1193,"	422","National Science Foundation","Increase the Nation' Data Science Capacity",APG
40232,"	422","National Science Foundation","Invest strategically in public participation in science, technology, engineering, and mathematics research (PPSR)",APG
40262,"	422","National Science Foundation","Improve STEM graduate student preparedness",APG
0,"	429","Nuclear Regulatory Commission","Not Applicable",
