"Unique Investment Identifier","Business Case ID","Agency Code","Agency Name","Investment URL ID","Agency Investment URL ID","Valid Public URL","Investment URL","invURL - A - Related Datasets","invURL - B - Related API","invURL - C - Related Social Media","invURL - D - General Information","invURL - E - Related to Broader Program/Business","invURL - F - Mobile Application Name","invURL - Mobile Audience Focus","invURL - Responsive Design For Mobile","Updated Date","Updated Time"
006-000804300,1371,"	006","Department of Commerce",5123,,No,http://ptoweb.uspto.gov/ptointranet/index.htm,yes,no,no,no,yes,,no,no,02/03/2016,19:23:28
006-000804300,1371,"	006","Department of Commerce",5125,,No,http://www.itdashboard.gov/investment?buscid&#61;930,no,no,no,yes,no,,no,yes,02/03/2016,19:23:28
006-000804300,1371,"	006","Department of Commerce",5127,,Yes,http://www.uspto.gov/about/stratplan/USPTO_2010-2015_Strategic_Plan.pdf,no,no,no,yes,no,,no,no,02/03/2016,19:23:28
006-000804300,1371,"	006","Department of Commerce",5129,,Yes,http://www.uspto.gov/about/stratplan/ar/index.jsp,no,no,no,yes,no,,no,no,02/03/2016,19:23:28
006-000804300,1371,"	006","Department of Commerce",5131,,Yes,https://sites.google.com/site/patentdataproject/,yes,no,no,no,no,,no,yes,02/03/2016,19:23:28
006-000804300,1371,"	006","Department of Commerce",5133,,Yes,https://explore.data.gov/,yes,no,no,no,no,,no,no,02/03/2016,19:23:28
006-000804400,1485,"	006","Department of Commerce",5575,,Yes,http://www.uspto.gov/,no,yes,no,yes,yes,None,yes,yes,02/03/2016,18:43:49
006-000804400,1485,"	006","Department of Commerce",5577,,No,http://ptoweb.uspto.gov/ptointranet/index.htm,no,no,no,no,yes,None,yes,yes,02/03/2016,18:43:49
006-000804400,1485,"	006","Department of Commerce",5579,,No,"http://www.itdashboard.gov/portfolios/agency&#61;006,bureau&#61;51",no,yes,yes,yes,yes,None,no,no,02/03/2016,18:43:49
006-000804400,1485,"	006","Department of Commerce",5595,,Yes,http://www.uspto.gov/,no,yes,no,yes,yes,None,yes,yes,02/03/2016,18:43:49
006-000804400,1485,"	006","Department of Commerce",5597,,No,http://ptoweb.uspto.gov/ptointranet/index.htm,no,no,no,no,yes,None,yes,yes,02/03/2016,18:43:49
006-000804400,1485,"	006","Department of Commerce",5599,,No,"http://www.itdashboard.gov/portfolios/agency&#61;006,bureau&#61;51",no,yes,yes,yes,yes,None,no,no,02/03/2016,18:43:49
006-999990530,1135,"	006","Department of Commerce",4871,,No,business.usa.gov,yes,yes,yes,yes,yes,"https://itunes.apple.com/us/app/businessusa/id905514958?ls&#61;1&amp;mt&#61;8 and https://play.google.com/store/apps/details?id&#61;com.BusinessUSA.BusinessUSA",yes,yes,02/02/2016,19:49:57
006-999994060,926,"	006","Department of Commerce",5101,,No,www.hrconnect.treas.gov,no,no,no,yes,yes,None,no,yes,02/02/2016,21:29:57
006-999994060,926,"	006","Department of Commerce",5103,,No,www.wa.hrconnect.treas.gov,no,no,no,yes,yes,None,no,yes,02/02/2016,21:29:57
006-999994060,926,"	006","Department of Commerce",5105,,Yes,http://hr.commerce.gov/hrmsproject/index.htm,yes,yes,no,yes,yes,None,yes,yes,02/02/2016,21:29:57
006-999994060,926,"	006","Department of Commerce",5107,,No,https://dcpom.hrconnect.treas.gov/psp/dcpom/?cmd&#61;login&amp;languageCd&#61;ENG&amp;,no,no,no,yes,yes,,yes,yes,02/02/2016,21:29:57
007-000000040,1389,"	007","Department of Defense",5213,"	48",Yes,http://ita.army.mil/default.aspx,yes,no,no,yes,yes,no,no,no,02/04/2016,14:26:00
007-000000040,1389,"	007","Department of Defense",5215,"	61",Yes,https://twitter.com/itacomms,no,no,yes,no,no,no,no,no,02/04/2016,14:26:00
007-000000049,13,"	007","Department of Defense",5735,"	181",Yes,http://www.health.mil/dhcs,no,no,no,yes,no,no,no,no,02/04/2016,16:34:04
007-000000049,13,"	007","Department of Defense",6110,"	268",Yes,http://www.med.navy.mil/dha_dhits/2015%20dhits%20presentations1/track%202%20-%20legacy%20applications/track%202%20-%20block%201%20-%20advancingtechnology_enhancing%20the%20current%20ehr%20-%20greenly%20-%20final.pdf,no,no,no,yes,no,n/a,no,no,02/04/2016,16:34:04
007-000000128,1141,"	007","Department of Defense",5217,"	41",Yes,http://peoc3t.army.mil/wint/,yes,no,no,no,no,no,no,no,02/05/2016,14:22:01
007-000000186,16,"	007","Department of Defense",5221,"	112",Yes,http://www.erp.navy.mil/,no,no,no,yes,no,no,no,no,02/04/2016,16:43:06
007-000000186,16,"	007","Department of Defense",5223,"	114",Yes,https://www.facebook.com/pages/navy-erp/90444263381,no,no,yes,no,no,no,no,no,02/04/2016,16:43:06
007-000000186,16,"	007","Department of Defense",5227,"	115",No,http://www.linkedin.com/company/navy-erp,no,no,yes,no,no,no,no,no,02/04/2016,16:43:06
007-000000343,1658,"	007","Department of Defense",6081,"	250",Yes,http://www.esi.mil/,no,no,no,yes,no,no,no,no,02/05/2016,15:47:35
007-000000343,1658,"	007","Department of Defense",6122,"	280",Yes,http://www.dhs.gov/sites/default/files/publications/digital-strategy/25-point-implementation-plan-to-reform-federal-it.pdf,no,no,no,yes,no,n/a,no,no,02/05/2016,15:47:35
007-000000435,1112,"	007","Department of Defense",5437,"	152",No,http://dhcs.health.mil/,no,no,no,yes,no,n/a,no,no,02/04/2016,18:36:36
007-000000435,1112,"	007","Department of Defense",5819,"	233",Yes,http://www.health.mil/dhcs,no,no,no,yes,no,no,no,no,02/04/2016,18:36:36
007-000000435,1112,"	007","Department of Defense",6111,"	269",Yes,http://www.med.navy.mil/dha_dhits/2015%20dhits%20presentations1/track%202%20-%20legacy%20applications/track%202%20-%20block%201%20-%20advancingtechnology_enhancing%20the%20current%20ehr%20-%20greenly%20-%20final.pdf,no,no,no,yes,no,n/a,no,no,02/04/2016,18:36:36
007-000000510,25,"	007","Department of Defense",6086,"	242",Yes,http://www.health.mil/dhcs,no,no,no,yes,no,no,no,no,02/04/2016,18:44:03
007-000000573,1124,"	007","Department of Defense",5243,"	96",Yes,https://compo.dcpds.cpms.osd.mil,no,no,no,yes,no,no,no,no,02/04/2016,18:47:45
007-000000582,1395,"	007","Department of Defense",5261,"	78",No,"https://wegal.ogden.disa.mil/
https://vsm.distribution.dla.mil/",no,yes,no,no,no,no,no,no,02/04/2016,18:51:02
007-000000594,26,"	007","Department of Defense",5747,"	218",No,TBD,no,no,no,no,no,no,no,no,10/13/2015,17:06:05
007-000000595,27,"	007","Department of Defense",5411,"	51",Yes,http://www.disa.mil/services/network-services,yes,no,no,no,no,no,no,no,02/04/2016,18:59:27
007-000000613,28,"	007","Department of Defense",5745,"	63",Yes,http://www.health.mil/,no,no,no,yes,no,no,no,no,02/04/2016,19:03:48
007-000000688,1114,"	007","Department of Defense",5247,"	31",No,www.lms.army.mil,no,no,no,yes,no,no,no,no,02/04/2016,19:06:08
007-000000688,1114,"	007","Department of Defense",5249,"	32",No,www.dls.army.mil,no,no,no,yes,yes,no,no,no,02/04/2016,19:06:08
007-000000881,31,"	007","Department of Defense",5267,"	101",Yes,http://www.disa.mil/services/command-and-control/gccs-j,yes,yes,yes,yes,yes,no,no,no,02/04/2016,19:11:47
007-000000884,33,"	007","Department of Defense",5251,"	26",No,https://www.itdashboard.gov/investment?buscid=33,no,no,no,yes,no,no,no,no,02/05/2016,14:24:09
007-000001038,1561,"	007","Department of Defense",6087,"	249",Yes,http://www.army.mil/armymedicine,no,no,no,yes,no,no,no,no,02/04/2016,19:18:13
007-000001040,1585,"	007","Department of Defense",5801,"	183",Yes,http://www.med.navy.mil/pages/default.aspx,no,no,no,no,yes,no,no,no,02/04/2016,19:19:59
007-000001042,917,"	007","Department of Defense",5753,"	180",Yes,http://www.health.mil/military-health-topics/technology/clinical-support/centralized-credentials-quality-assurance-system/decision-support/defense-occupational-and-environmental-health-readiness-system-industrial-hygiene,no,no,no,yes,no,no,no,no,02/04/2016,19:26:34
007-000001056,1145,"	007","Department of Defense",6088,"	263",Yes,https://en.wikipedia.org/wiki/cloud_computing,yes,no,no,no,no,n/a,no,no,02/04/2016,19:41:47
007-000001056,1145,"	007","Department of Defense",6089,"	264",Yes,http://dodcio.defense.gov/portals/0/documents/bpsr/consolidation%20of%20pentagon%20information%20technology%20operations.pdf,no,no,no,no,yes,no,no,no,02/04/2016,19:41:47
007-000001056,1145,"	007","Department of Defense",6090,"	265",Yes,https://en.wikipedia.org/wiki/desktop_virtualization,yes,no,no,yes,yes,no,no,no,02/04/2016,19:41:47
007-000001136,1569,"	007","Department of Defense",5789,"	191",Yes,http://www.public.navy.mil/spawar/peoeis/nen/one-net/pages/default.aspx,yes,no,no,yes,no,no,no,no,02/04/2016,19:44:29
007-000001191,1126,"	007","Department of Defense",5279,"	93",No,http://www.mepcom.army.mil/publications/documents/regulations/r-0680-003.pdf,no,no,no,no,yes,no,no,no,02/04/2016,19:46:59
007-000001191,1126,"	007","Department of Defense",5281,"	94",No,https://itdashboard.gov/investment?buscid=1126,no,no,no,yes,no,no,no,no,02/04/2016,19:46:59
007-000001191,1126,"	007","Department of Defense",5283,"	92",Yes,http://ciog6.army.mil/portals/1/pia/2012/mirs_pia.pdf,no,no,no,yes,no,no,no,no,02/04/2016,19:46:59
007-000001202,902,"	007","Department of Defense",5287,"	35",Yes,http://peoc3t.army.mil/wint/inc1.php,no,no,no,yes,no,no,no,no,02/04/2016,19:47:03
007-000001243,918,"	007","Department of Defense",5293,"	18",Yes,http://www.disa.mil/services/satcom/teleport-system,no,no,no,yes,no,no,no,no,02/04/2016,19:50:06
007-000001371,1567,"	007","Department of Defense",5823,"	225",No,https://nsips.nmci.navy.mil,no,no,no,no,no,no,no,no,02/04/2016,19:53:02
007-000001372,1122,"	007","Department of Defense",5297,"	133",Yes,http://www.public.navy.mil/spawar/productsservices/pages/navaltacticalcommandsupportsystemntcss.aspx,yes,no,no,no,no,no,no,no,02/04/2016,19:53:10
007-000001544,1399,"	007","Department of Defense",5825,"	223",No,"navy enterprise portal - oceanography (nep-oc):  

https://nepoc.oceanography.navy.mil   (cac-enabled)",no,no,no,no,yes,no,no,no,02/04/2016,19:53:16
007-000001555,905,"	007","Department of Defense",5443,"	145",No,http://en.wikipedia.org/wiki/project_manager_force_xxi_battle_command_brigade_and_below,no,no,no,yes,no,no,no,no,02/05/2016,15:08:25
007-000001555,905,"	007","Department of Defense",5445,"	146",Yes,http://peoc3t.army.mil//mc/jbcp.php,yes,no,no,yes,no,no,no,no,02/05/2016,15:08:25
007-000001562,1401,"	007","Department of Defense",5269,"	102",Yes,http://www.disa.mil/services/command-and-control/mnis,no,no,no,yes,no,no,no,no,02/04/2016,19:53:30
007-000001640,1115,"	007","Department of Defense",5299,"	24",Yes,http://asc.army.mil/web/portfolio-item/eis-rcas/,no,no,no,yes,no,no,no,no,02/04/2016,19:57:43
007-000001667,1116,"	007","Department of Defense",5301,"	33",No,https://www.igc.ustranscom.mil/igc/,no,no,no,yes,no,n/a,no,no,02/04/2016,19:57:51
007-000001699,1123,"	007","Department of Defense",6112,"	271",Yes,http://www.msc.navy.mil/,no,no,no,no,yes,n/a,no,no,02/04/2016,20:01:54
007-000001794,52,"	007","Department of Defense",5787,"	217",Yes,https://spssite.caci.com,no,no,no,yes,no,no,no,no,02/04/2016,19:57:59
007-000001826,49,"	007","Department of Defense",5307,"	134",Yes,http://www.lockheedmartin.com/us/products/ispan.html,no,no,no,yes,no,no,no,no,02/04/2016,19:58:05
007-000001836,1149,"	007","Department of Defense",5309,"	46",No,http://www.hpcmo.hpc.mil,yes,no,no,no,no,no,no,no,02/05/2016,15:04:14
007-000001911,50,"	007","Department of Defense",5759,"	196",Yes,http://www.dote.osd.mil/pub/reports/fy2007/pdf/af/2007tbmcs.pdf,no,no,no,yes,no,no,no,no,02/04/2016,15:52:42
007-000001911,50,"	007","Department of Defense",5761,"	197",No,http://en.wikipedia.org/wiki/theater_battle_management_core_systems,no,no,no,yes,no,no,no,no,02/04/2016,15:52:42
007-000001911,50,"	007","Department of Defense",6091,"	243",Yes,"http://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=3&ved=0ccsqfjacahukewjun6ojhnnhahuk8yakhsxodxe&url=http%3a%2f%2fwww.ramstein.af.mil%2fshared%2fmedia%2fdocument%2fafd-081113-068.pdf&usg=afqjcngfi4qvulfinikm3n4jy3fexeloba&bvm=bv.101800829,d.exy",no,no,no,yes,no,n/a,no,no,02/04/2016,15:52:42
007-000001911,50,"	007","Department of Defense",6092,"	244",Yes,http://www.airforce-technology.com/news/newsliedos-to-provide-uc2-software-solutions-to-usaf-4499248,no,no,no,yes,no,no,no,no,02/04/2016,15:52:42
007-000001943,1143,"	007","Department of Defense",5315,"	104",Yes,http://www.raytheon.com/capabilities/products/arc231/,no,no,no,yes,no,no,no,no,02/05/2016,15:10:57
007-000001950,1587,"	007","Department of Defense",5803,"	184",Yes,http://www.airforcemedicine.af.mil/,no,no,no,no,yes,no,no,no,02/04/2016,20:06:09
007-000002088,1591,"	007","Department of Defense",5807,"	219",Yes,http://www.socom.mil/sordac/pages/default.aspx,no,no,no,no,yes,no,no,no,02/04/2016,20:06:15
007-000002088,1591,"	007","Department of Defense",5809,"	220",Yes,https://www.fbo.gov/index?s=opportunity&mode=form&id=d21ff5bde5981b4728c0ca04c0720fed&tab=core&_cview=1,yes,no,no,yes,yes,no,no,no,02/04/2016,20:06:15
007-000002166,55,"	007","Department of Defense",5317,"	89",Yes,http://peoc3t.army.mil/mc/fsc2.php,yes,no,no,no,yes,no,no,no,02/04/2016,20:17:35
007-000002174,1667,"	007","Department of Defense",6083,"	258",Yes,http://www.globalsecurity.org/military/library/budget/fy1999/dot-e/army/99scamp.html,no,no,no,yes,no,n/a,no,no,02/04/2016,20:17:42
007-000002174,1667,"	007","Department of Defense",6084,"	253",Yes,http://fas.org/nuke/guide/usa/c3i/meecn.htm,no,no,no,yes,no,no,no,no,02/04/2016,20:17:42
007-000002174,1667,"	007","Department of Defense",6085,"	257",Yes,http://www.nps.gov/mimi/learn/historyculture/emergency-action-messages.htm,no,no,no,yes,no,no,no,no,02/04/2016,20:17:42
007-000002180,53,"	007","Department of Defense",5321,"	80",No,"www.eis.army.mil/programs/i3c2
http://www.eis.army.mil/programs/i3mp 
and http://www.eis.army.mil/programs/p2e",yes,no,no,yes,no,no,no,no,02/05/2016,15:00:47
007-000002503,1589,"	007","Department of Defense",5805,"	189",Yes,http://armymedicine.mil/pages/army-medicine-2020-campaign-plan.aspx,no,no,no,no,yes,no,no,no,02/05/2016,12:33:25
007-000002506,1409,"	007","Department of Defense",5767,"	187",Yes,http://www.netcom.army.mil/,no,no,no,yes,no,no,no,no,02/05/2016,12:28:40
007-000002506,1409,"	007","Department of Defense",5769,"	188",Yes,http://armymedicine.mil/pages/home.aspx,no,no,no,yes,no,no,no,no,02/05/2016,12:28:40
007-000002756,1664,"	007","Department of Defense",6082,"	245",Yes,http://www.public.navy.mil/usff/pages/default.aspx,no,no,no,yes,yes,no,no,no,02/05/2016,12:44:21
007-000002756,1664,"	007","Department of Defense",6113,"	270",No,http://www.public.navy.mil/fltfor/navidfor/pages/default2.aspx,no,no,no,yes,yes,n/a,no,no,02/05/2016,12:44:21
007-000002864,1411,"	007","Department of Defense",5273,"	43",No,https://peoeis.kc.army.mil/csscomms/siteassets/default.html,yes,yes,no,yes,yes,no,no,no,02/05/2016,12:41:08
007-000004030,1573,"	007","Department of Defense",5791,"	205",Yes,http://jitc.fhu.disa.mil/,no,no,no,yes,yes,no,no,no,02/05/2016,12:46:53
007-000004030,1573,"	007","Department of Defense",5793,"	206",No,https://disa.deps.mil/disa/org/jitc/default.aspx,no,no,no,yes,yes,no,no,no,02/05/2016,12:46:53
007-000004035,58,"	007","Department of Defense",5783,"	221",No,"http://www.dmdc.osd.mil
https://www.dmdc.osd.mil/self_service/
https://www.dmdc.osd.mil/milconnect",yes,yes,no,yes,yes,no,no,no,02/05/2016,12:46:57
007-000004787,1155,"	007","Department of Defense",5339,"	122",Yes,http://peoc3t.army.mil/tr/mnvr.php,no,yes,yes,no,no,no,no,no,02/05/2016,15:06:32
007-000004828,1413,"	007","Department of Defense",5275,"	27",Yes,https://mrmc.amedd.army.mil/index.cfm?pageid=medical_r_and_d.mthis.overview,no,no,no,yes,no,no,no,no,02/05/2016,15:15:10
007-000004828,1413,"	007","Department of Defense",6093,"	248",No,https://en.wikipedia.org/wiki/telemedicine_and_advanced_technology_research_center_(united_states_army),no,no,no,yes,no,no,no,no,02/05/2016,15:15:10
007-000004860,1415,"	007","Department of Defense",5341,"	125",Yes,http://www.gdc4s.com/tactical-data-network-(tdn)-data-distribution-system-modular-(dds-m).html,yes,no,no,yes,no,no,no,no,02/05/2016,12:49:37
007-000004873,1417,"	007","Department of Defense",5343,"	86",Yes,http://peoc3t.army.mil/wint/inc1.php,yes,no,no,no,no,no,no,no,02/05/2016,15:15:14
007-000004873,1417,"	007","Department of Defense",5345,"	87",No,https://www.milsuite.mil.wiki/warfigher_information_netowrk-tactical_increment_1,yes,no,no,no,no,no,no,no,02/05/2016,15:15:14
007-000004940,1579,"	007","Department of Defense",5795,"	185",Yes,http://www.capmed.mil/sitepages/home.aspx,no,no,no,yes,no,no,no,no,02/05/2016,12:49:44
007-000005061,1451,"	007","Department of Defense",5829,"	235",No,"http://www.disa.mil/services/computing

http://www.disa.mil/services/enterprise-engineering",no,no,no,yes,yes,no,no,no,02/05/2016,12:51:47
007-000005069,62,"	007","Department of Defense",5779,"	201",No,https://itdashboard.gov/investment?buscid=62,no,no,no,yes,no,no,no,no,02/05/2016,12:54:13
007-000005090,1118,"	007","Department of Defense",6094,"	262",No,"in production, the primary ebs entry gateway for our internal dla employees/contractors users is the ebs portal (url - https:// pep1.bsm.dla.mil/irj). 
our external non-dla users use our enterprise external business portal (eebp) - url - https://business.dla.mil",yes,no,no,yes,no,no,no,no,02/05/2016,12:55:20
007-000005674,1419,"	007","Department of Defense",5467,"	157",Yes,http://www.gdc4s.com/tactical-airspace-integration-system-(tais)-program-detail-page.html,no,no,no,yes,no,no,no,no,02/05/2016,13:01:22
007-000006046,60,"	007","Department of Defense",5359,"	140",Yes,http://www.public.navy.mil/spawar/productsservices/pages/globalcommandandcontrolsystem-maritime(gccs-m).aspx,no,no,no,yes,no,no,no,no,02/05/2016,13:01:26
007-000006170,65,"	007","Department of Defense",6114,"	282",No,https://itdashboard.gov/investment?buscid=65,no,no,no,yes,no,n/a,no,no,02/05/2016,13:07:15
007-000006191,66,"	007","Department of Defense",6096,"	251",No,https://itdashboard.gov/investment?buscid=66,no,no,no,yes,no,no,no,no,02/05/2016,13:07:18
007-000006191,66,"	007","Department of Defense",6097,"	252",Yes,http://www.airforce-technology.com/news/newsraytheons-minuteman-meecn-enters-production-phase,no,no,no,yes,no,no,no,no,02/05/2016,13:07:18
007-000006191,66,"	007","Department of Defense",6098,"	256",No,http://www.hanscom.af.mil/news/story.asp?id=123286200,no,no,no,yes,no,no,no,no,02/05/2016,13:07:18
007-000006191,66,"	007","Department of Defense",6099,"	254",Yes,http://www.afcea.org/content/?q=taxonomy/term/3233,no,no,no,yes,no,n/a,no,no,02/05/2016,13:07:18
007-000006191,66,"	007","Department of Defense",6100,"	255",Yes,http://www.afcea.org/content/?q=taxonomy/term/3233,no,no,no,no,no,n/a,no,no,02/05/2016,13:07:18
007-000006191,66,"	007","Department of Defense",6101,"	259",Yes,http://www.lockheedmartin.com/us/products/advanced-extremely-high-frequency--aehf-.html,no,no,no,yes,no,no,no,no,02/05/2016,13:07:18
007-000006298,1421,"	007","Department of Defense",5361,"	29",Yes,https://www.po.lmp.army.mil/_site/index.html,yes,no,no,yes,yes,no,no,no,02/05/2016,13:07:22
007-000006298,1421,"	007","Department of Defense",5363,"	44",Yes,http://www.army.mil/lmp,yes,no,yes,yes,yes,no,no,no,02/05/2016,13:07:22
007-000006298,1421,"	007","Department of Defense",5365,"	45",Yes,http://www.facebook.com/usarmylmp,no,no,yes,yes,yes,no,no,no,02/05/2016,13:07:22
007-000006312,69,"	007","Department of Defense",5387,"	16",Yes,http://www.defensetravel.osd.mil,no,no,no,yes,no,no,no,no,02/05/2016,13:09:29
007-000006320,84,"	007","Department of Defense",5771,"	204",Yes,http://en.wikipedia.org/wiki/cheyenne_mountain,yes,no,no,yes,no,no,no,no,02/05/2016,13:09:34
007-000006320,84,"	007","Department of Defense",5773,"	203",Yes,http://fas.org/nuke/guide/usa/c3i/cmc.htm,no,no,no,yes,no,no,no,no,02/05/2016,13:09:34
007-000006357,1581,"	007","Department of Defense",5797,"	213",Yes,http://www.sapient.com/en-us/government-services/news/press-releases/year2014/onpointawardedafncr.html,no,no,no,yes,no,no,no,no,02/05/2016,13:09:37
007-000006357,1581,"	007","Department of Defense",5799,"	214",Yes,http://www.lockheedmartin.com/us/news/press-releases/2013/june/isgs-afncr-0624.html,no,no,no,yes,no,no,no,no,02/05/2016,13:09:37
007-000006430,1120,"	007","Department of Defense",5461,"	149",Yes,https://www.us.army.mil,no,no,no,yes,no,no,no,no,02/05/2016,13:13:25
007-000006478,1125,"	007","Department of Defense",6115,"	267",Yes,http://www.dodea.edu/csp/index.cfm,no,no,no,no,no,n/a,no,yes,02/05/2016,13:15:17
007-000006525,1121,"	007","Department of Defense",6116,"	241",No,https://en.wikipedia.org/wiki/marine_corps_total_force_system,no,no,no,yes,no,n/a,no,no,02/05/2016,13:21:35
007-000006525,1121,"	007","Department of Defense",6117,"	272",No,http://www.marines.mil/news/messages/messagesdisplay/tabid/13286/article/110597/marine-corps-total-force-system-mctfs-access.aspx,no,no,no,no,yes,n/a,no,no,02/05/2016,13:21:35
007-000006525,1121,"	007","Department of Defense",6118,"	273",Yes,http://www.globalsecurity.org/intell/library/reports/2001/compendium/mctfs.htm,no,no,no,yes,no,n/a,no,no,02/05/2016,13:21:35
007-000006525,1121,"	007","Department of Defense",6119,"	275",No,https://itdashboard.gov/investment?buscid=1121,no,no,no,yes,no,n/a,no,no,02/05/2016,13:21:35
007-000006596,1423,"	007","Department of Defense",5781,"	182",Yes,http://www.health.mil/healthit,no,no,no,no,yes,no,no,no,02/05/2016,13:21:39
007-000006796,1433,"	007","Department of Defense",5385,"	100",No,www.defense.gov/portals/1/documents/pubs/fy14-15_smp.pdf,no,no,no,yes,no,no,no,no,02/05/2016,13:17:23
007-000006963,79,"	007","Department of Defense",5393,"	109",Yes,http://www.nationalguard.com/,no,no,no,no,yes,no,no,no,02/05/2016,13:23:18
007-000006965,80,"	007","Department of Defense",5395,"	68",Yes,http://www.disa.mil/services/enterprise-services,yes,no,no,no,no,no,no,no,02/05/2016,13:26:04
007-000006965,80,"	007","Department of Defense",5397,"	69",No,https://itdashboard.gov/investment?buscid=80,no,no,no,yes,no,no,no,no,02/05/2016,13:26:04
007-000006965,80,"	007","Department of Defense",5399,"	67",Yes,http://www.disa.mil/services,yes,no,no,no,no,no,no,no,02/05/2016,13:26:04
007-000006965,80,"	007","Department of Defense",6120,"	281",Yes,http://www.disa.mil/computing/infrastructure,yes,no,no,no,no,n/a,no,no,02/05/2016,13:26:04
007-000008641,1431,"	007","Department of Defense",5379,"	119",No,https://catalog.ces.mil/home.jsp,no,no,no,no,no,no,no,no,02/05/2016,13:23:22
007-000008641,1431,"	007","Department of Defense",5381,"	120",Yes,https://www.intelink.gov/wiki/norad_and_usnorthcom_enterprise_architecture,no,no,no,no,no,no,no,no,02/05/2016,13:23:22
007-000008641,1431,"	007","Department of Defense",5383,"	121",No,https://www.intelink.sgov.gov/wiki/norad_and_usnorthcom_enterprise_architect,no,no,no,no,no,no,no,no,02/05/2016,13:23:22
007-000100114,1445,"	007","Department of Defense",6095,"	261",No,http://www.dla.mil/informationoperations/dai/pages/overview.aspx,no,no,no,yes,no,no,no,no,02/05/2016,13:28:20
007-000100118,1449,"	007","Department of Defense",5407,"	107",Yes,http://www.disa.mil/services/enterprise-services/applications/dod-enterprise-email,no,no,no,yes,yes,no,no,no,02/05/2016,13:28:26
007-000100462,1656,"	007","Department of Defense",6078,"	246",Yes,http://www.health.mil/reference-center/fact-sheets?query=dmix,no,no,no,yes,no,no,no,no,02/05/2016,13:33:06
007-000100462,1656,"	007","Department of Defense",6079,"	260",Yes,http://www.health.mil/dhms,no,no,no,yes,no,no,no,no,02/05/2016,13:33:06
007-000100462,1656,"	007","Department of Defense",6080,"	247",No,http://www.med.navy.mil/navydays/2014%20dhits%20presentations/ehr/fact_sheet_dmix.pdf,no,no,no,yes,no,n/a,no,no,02/05/2016,13:33:06
007-000100462,1656,"	007","Department of Defense",6121,"	278",Yes,http://www.med.navy.mil/dha_dhits/2015%20dhits%20presentations1/track%201%20-%20ehr%20modernization/track%201%20-%20block%204%20-%20joint%20legacy%20viewer%20displaying%20dodva%20health%20records%20at%20jointcenters%20-%20%20omizo%20and%20jones%20-%20final.pdf,no,no,no,yes,no,n/a,no,no,02/05/2016,13:33:06
009-000000706,333,"	009","Department of Health and Human Services",481,"	318321",Yes,https://grants3.hrsa.gov/2010/WebEPSExternal/Interface/common/accesscontrol/login.aspx,no,no,yes,yes,yes,,no,no,02/04/2016,17:24:38
009-000000714,284,"	009","Department of Health and Human Services",489,"	320208",No,http://msis.cms.hhs.gov/,yes,no,no,yes,yes,,no,no,02/04/2016,17:20:32
009-000000714,284,"	009","Department of Health and Human Services",491,"	320209",Yes,http://www.medicaid.gov/Medicaid-CHIP-Program-Information/By-State/By-State.html,yes,no,yes,yes,yes,,no,no,02/04/2016,17:20:32
009-000000714,284,"	009","Department of Health and Human Services",493,"	320210",Yes,http://www.cms.gov/Research-Statistics-Data-and-Systems/Computer-Data-and-Systems/MedicaidDataSourcesGenInfo/MAXGeneralInformation.html,yes,no,no,yes,yes,,no,no,02/04/2016,17:20:32
009-000001359,334,"	009","Department of Health and Human Services",715,"	318326",No,www.ihs.gov/NDW,no,yes,no,yes,yes,,no,no,02/05/2016,18:37:34
009-000001359,334,"	009","Department of Health and Human Services",717,"	318327",No,"	www.ihs.gov/scb/metadata",yes,yes,no,yes,no,,no,no,02/05/2016,18:37:34
009-000001359,334,"	009","Department of Health and Human Services",719,"	318328",No,www.ihs.gov/scb,yes,yes,no,yes,no,,no,no,02/05/2016,18:37:34
009-000001359,334,"	009","Department of Health and Human Services",5861,"	350779",Yes,http://www.ihs.gov/NonMedicalPrograms/ihpes,yes,yes,no,no,no,,no,no,02/05/2016,18:37:34
009-000001361,355,"	009","Department of Health and Human Services",353,"	320491",Yes,http://www.npdb.hrsa.gov/,yes,no,no,yes,yes,No,no,no,02/04/2016,17:24:18
009-000001362,336,"	009","Department of Health and Human Services",495,"	318138",No,www.ihs.gov,no,no,no,yes,yes,,no,no,02/06/2016,20:51:55
009-000001372,261,"	009","Department of Health and Human Services",5989,"	349399",Yes,http://www.cdc.gov/nssp/biosense/index.html,yes,no,yes,yes,yes,,no,no,06/28/2016,16:59:38
009-000001372,261,"	009","Department of Health and Human Services",6136,"	378378",Yes,http://www.syndromicsurveillance.org/,yes,no,no,yes,yes,,no,no,06/28/2016,16:59:38
009-000001378,262,"	009","Department of Health and Human Services",647,"	317648",Yes,http://wwwn.cdc.gov/nndss/script/nedss.aspx,no,no,no,yes,no,,no,no,02/04/2016,17:08:57
009-000001378,262,"	009","Department of Health and Human Services",649,"	317649",Yes,http://www.cdc.gov/phin/resources/mmghomepagecasenotification.html,no,no,no,no,yes,,no,no,02/04/2016,17:08:57
009-000001378,262,"	009","Department of Health and Human Services",6076,"	350380",Yes,http://catalog.data.gov/dataset?q=nndss,yes,no,no,no,no,,no,no,02/04/2016,17:08:57
009-000001378,262,"	009","Department of Health and Human Services",6077,"	350381",Yes,http://catalog.data.gov/dataset?q=nedss,yes,no,no,no,no,,no,no,02/04/2016,17:08:57
