Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Contract ID,Agency Contract ID,Contract Status,Contracting Agency ID,Contract Number (PIID),IDV PIID,IDV Agency ID,Solicitation ID (Agency),Modular Approaches / Contracting,EVM Required,Match found in USAspending,Vendor Name (USAspending),Solicitation ID (USAspending),Action Obligation Amount (In $ million) (USAspending),Type of Contract (USAspending),Performance Based Contract (USAspending),Contract Start Date (USAspending),Contract End Date (USAspending),Contract Compete (USAspending),Contract Description (USAspending),Base Contract ID (USAspending),Identifying Agency ID (USAspending),Transaction Number (USAspending),Timestamp (Contract),Timestamp (Base Contract)
"006-000051100","725","006","Department of Commerce","Consolidated HCHB IT Infrastructure (CHII)","40551","","Awarded","","D14PD00250","","","D14PS00110","","no","No","","","","","","","","","","","","","2014-06-26 13:56:22",""
"006-000051100","725","006","Department of Commerce","Consolidated HCHB IT Infrastructure (CHII)","40553","","Awarded","","D14PD00255","","","D14PS00148","","no","No","","","","","","","","","","","","","2014-06-26 13:56:22",""
"006-000351100","925","006","Department of Commerce","NOAA/NOAA/ IT Infrastructure","41425","","Awarded","1330","DG133W10CQ0027 T0015","","","","no","no","No","","","","","","","","","","","","","2014-08-15 11:51:19",""
"006-000351100","925","006","Department of Commerce","NOAA/NOAA/ IT Infrastructure","41427","","Awarded","1330","133011NC2234","","","","no","no","No","IMMIXTECHNOLOGY, INC.","","","Firm Fixed Price","","09/26/2014","","U","ARCSIGHT SOFTWARE AND MAINT.","138459","1330","0","2014-08-15 11:51:19","2014-08-31 09:39:03"
"006-000351100","925","006","Department of Commerce","NOAA/NOAA/ IT Infrastructure","41429","","Awarded","1330","ST133013NC1249","","","","no","no","No","","","","","","","","","","","","","2014-08-15 11:51:19",""
"006-000351100","925","006","Department of Commerce","NOAA/NOAA/ IT Infrastructure","41431","","Awarded","1330","ST133013NC0461","","","","no","no","No","","","","","","","","","","","","","2014-08-15 11:51:19",""
"006-000351100","925","006","Department of Commerce","NOAA/NOAA/ IT Infrastructure","41433","","Awarded","1330","DG133W-10-CQ-0028","","","","no","no","No","","","","","","","","","","","","","2014-08-15 11:51:19",""
"006-000351100","925","006","Department of Commerce","NOAA/NOAA/ IT Infrastructure","41435","","Awarded","1330","ST133014NC0651","","","","no","no","No","","","","","","","","","","","","","2014-08-15 11:51:19",""
"006-000351100","925","006","Department of Commerce","NOAA/NOAA/ IT Infrastructure","41437","","Awarded","1330","DG133W10CQ0041","","","NAAJ1400-13-00238","no","no","No","","","","","","","","","","","","","2014-08-15 11:51:19",""
"006-000351100","925","006","Department of Commerce","NOAA/NOAA/ IT Infrastructure","41439","","Awarded","1330","RA133011NC2285","","","","no","no","No","","","","","","","","","","","","","2014-08-15 11:51:19",""
"006-000351100","925","006","Department of Commerce","NOAA/NOAA/ IT Infrastructure","41441","","Awarded","1330","ST133013BU0005","","","","no","no","No","","","","","","","","","","","","","2014-08-15 11:51:19",""
"006-000351100","925","006","Department of Commerce","NOAA/NOAA/ IT Infrastructure","41443","","Awarded","1330","RA133R11SE0687","","","","no","no","No","","","","","","","","","","","","","2014-08-15 11:51:19",""
"006-000351100","925","006","Department of Commerce","NOAA/NOAA/ IT Infrastructure","41445","","Awarded","1330","DG133W10CQ0041/T0007","","","","no","no","No","","","","","","","","","","","","","2014-08-15 11:51:19",""
"006-000351100","925","006","Department of Commerce","NOAA/NOAA/ IT Infrastructure","41447","","Awarded","1330","ST133013AU0036","","","","no","no","No","","","","","","","","","","","","","2014-08-15 11:51:19",""
"006-000351100","925","006","Department of Commerce","NOAA/NOAA/ IT Infrastructure","41449","","Awarded","1330","ST133013NC0372","","","","no","no","No","","","","","","","","","","","","","2014-08-15 11:51:19",""
"006-000351100","925","006","Department of Commerce","NOAA/NOAA/ IT Infrastructure","41451","","Awarded","1330","ST133013NC1167","","","","no","no","No","","","","","","","","","","","","","2014-08-15 11:51:20",""
"006-000351100","925","006","Department of Commerce","NOAA/NOAA/ IT Infrastructure","41453","","Awarded","1330","ST133013NC1127","","","NAAJ1400-13-00287","no","no","No","","","","","","","","","","","","","2014-08-15 11:51:20",""
"006-000351100","925","006","Department of Commerce","NOAA/NOAA/ IT Infrastructure","41455","","Awarded","1330","ST133013NC0300","","","","no","no","No","","","","","","","","","","","","","2014-08-15 11:51:20",""
"006-000351100","925","006","Department of Commerce","NOAA/NOAA/ IT Infrastructure","41457","","Awarded","1330","ST133013SE1661","","","","","no","No","","","","","","","","","","","","","2014-08-15 11:51:20",""
"006-000351100","925","006","Department of Commerce","NOAA/NOAA/ IT Infrastructure","41459","","Awarded","1330","ST133013NC1390","","","NAAJ1400-13-00234","no","no","No","","","","","","","","","","","","","2014-08-15 11:51:20",""
"006-000351100","925","006","Department of Commerce","NOAA/NOAA/ IT Infrastructure","41461","","Awarded","1330","ST133013NC1333","","","NAAJ1400-13-00233","no","no","No","","","","","","","","","","","","","2014-08-15 11:51:20",""
"006-000351100","925","006","Department of Commerce","NOAA/NOAA/ IT Infrastructure","41463","","Awarded","1330","DG133W10CQ0027/T0012","","","","no","no","No","","","","","","","","","","","","","2014-08-15 11:51:20",""
"006-000351100","925","006","Department of Commerce","NOAA/NOAA/ IT Infrastructure","41465","","Awarded","1330","GS35F0242T","","","","yes","no","Yes","AMBIT GROUP","","","Firm Fixed Price","","04/29/2013","01/01/1970","U","FEDERAL SUPPLY SCHEDULE CONTRACT.","135445","4730","","2014-08-15 11:51:20","2014-08-15 11:51:20"
"006-000351100","925","006","Department of Commerce","NOAA/NOAA/ IT Infrastructure","41467","","Awarded","1330","133W10CQ0040/T0004","","","","no","no","No","","","","","","","","","","","","","2014-08-15 11:51:20",""
"006-000351100","925","006","Department of Commerce","NOAA/NOAA/ IT Infrastructure","41469","","Awarded","1330","RA133009NC1279","","","","no","no","No","","","","","","","","","","","","","2014-08-15 11:51:20",""
"006-000351100","925","006","Department of Commerce","NOAA/NOAA/ IT Infrastructure","41471","","Awarded","1330","DG-133W-10-CQ-0049 / T0014","","","","yes","no","No","","","","","","","","","","","","","2014-08-15 11:51:20",""
"006-000351100","925","006","Department of Commerce","NOAA/NOAA/ IT Infrastructure","41473","","Awarded","1330","ST -1330-13-BU-0005 / T0006","","","","yes","no","No","","","","","","","","","","","","","2014-08-15 11:51:20",""
"006-000351100","925","006","Department of Commerce","NOAA/NOAA/ IT Infrastructure","41475","","Awarded","1330","ST133013NC0642","","","","no","no","No","","","","","","","","","","","","","2014-08-15 11:51:20",""
"006-000351100","925","006","Department of Commerce","NOAA/NOAA/ IT Infrastructure","41477","","Awarded","1330","EG-133C-14-NC-0533","","","","yes","no","No","","","","","","","","","","","","","2014-08-15 11:51:20",""
"006-000351100","925","006","Department of Commerce","NOAA/NOAA/ IT Infrastructure","41479","","Awarded","1330","DG-133W-10-CQ-0042 / T0028","","","","yes","no","No","","","","","","","","","","","","","2014-08-15 11:51:20",""
"006-000351100","925","006","Department of Commerce","NOAA/NOAA/ IT Infrastructure","41481","","Awarded","1330","DG-133W-10-CQ-0050","","","","yes","no","No","","","","","","","","","","","","","2014-08-15 11:51:20",""
"006-000351100","925","006","Department of Commerce","NOAA/NOAA/ IT Infrastructure","41483","","Awarded","1330","EG-133C-14-CN-0048","","","","yes","no","No","","","","","","","","","","","","","2014-08-15 11:51:20",""
"006-000351100","925","006","Department of Commerce","NOAA/NOAA/ IT Infrastructure","41485","","Awarded","1330","DG-133W-10-CQ-0042 / T0042","","","","yes","no","No","","","","","","","","","","","","","2014-08-15 11:51:20",""
"006-000351100","925","006","Department of Commerce","NOAA/NOAA/ IT Infrastructure","41487","","Awarded","1330","DG133W-10-CQ-0027 T0012","","","","no","no","No","","","","","","","","","","","","","2014-08-15 11:51:20",""
"006-000351100","925","006","Department of Commerce","NOAA/NOAA/ IT Infrastructure","41489","","Awarded","1330","DG133W-10-CQ-0027 T0010","","","","no","no","No","","","","","","","","","","","","","2014-08-15 11:51:20",""
"006-000351100","925","006","Department of Commerce","NOAA/NOAA/ IT Infrastructure","41491","","Awarded","1330","DG-133W-10-CQ-0042 / T0030","","","","yes","no","No","","","","","","","","","","","","","2014-08-15 11:51:20",""
"006-000351100","925","006","Department of Commerce","NOAA/NOAA/ IT Infrastructure","41493","","Awarded","1330","EA-133C-13-NC-1314","","","","yes","no","No","","","","","","","","","","","","","2014-08-15 11:51:20",""
"006-000351100","925","006","Department of Commerce","NOAA/NOAA/ IT Infrastructure","41495","","Awarded","1330","AB133C-10-CN-0113","","","","yes","no","No","","","","","","","","","","","","","2014-08-15 11:51:20",""
"006-000351100","925","006","Department of Commerce","NOAA/NOAA/ IT Infrastructure","41497","","Awarded","1330","DG133W-10-CQ-0027 T0011","","","","no","no","No","","","","","","","","","","","","","2014-08-15 11:51:20",""
"006-000351100","925","006","Department of Commerce","NOAA/NOAA/ IT Infrastructure","41499","","Awarded","1330","DOCDG133010CQ0003 T0019","","","","no","no","No","","","","","","","","","","","","","2014-08-15 11:51:20",""
"006-000351100","925","006","Department of Commerce","NOAA/NOAA/ IT Infrastructure","41501","","Awarded","1330","133W10CQ0041","","","","no","no","No","","","","","","","","","","","","","2014-08-15 11:51:20",""
"006-000351100","925","006","Department of Commerce","NOAA/NOAA/ IT Infrastructure","41503","","Awarded","1330","EG-133C-13-NC-0611","","","","yes","no","No","","","","","","","","","","","","","2014-08-15 11:51:21",""
"006-000351100","925","006","Department of Commerce","NOAA/NOAA/ IT Infrastructure","41505","","Awarded","1330","133F13BA0062","","","","no","no","No","","","","","","","","","","","","","2014-08-15 11:51:21",""
"006-000351100","925","006","Department of Commerce","NOAA/NOAA/ IT Infrastructure","41507","","Awarded","1330","133W10CQ0049 T0013","","","","no","no","No","","","","","","","","","","","","","2014-08-15 11:51:21",""
"006-000351100","925","006","Department of Commerce","NOAA/NOAA/ IT Infrastructure","41509","","Awarded","1330","133010CQ0003","","","","no","no","No","","","","","","","","","","","","","2014-08-15 11:51:21",""
"006-000351100","925","006","Department of Commerce","NOAA/NOAA/ IT Infrastructure","41511","","Awarded","1330","GS-35F-4543G","","","","no","no","No","","","","","","","","","","","","","2014-08-15 11:51:21",""
"006-000351100","925","006","Department of Commerce","NOAA/NOAA/ IT Infrastructure","41513","","Awarded","1330","ST133014NC0575","","","","no","no","No","","","","","","","","","","","","","2014-08-15 11:51:21",""
"006-000351100","925","006","Department of Commerce","NOAA/NOAA/ IT Infrastructure","41515","","Awarded","1330","133W10CQ0027/T0012","","","","no","no","No","","","","","","","","","","","","","2014-08-15 11:51:21",""
"006-000351100","925","006","Department of Commerce","NOAA/NOAA/ IT Infrastructure","41517","","Awarded","1330","113W10CQ0042/T0005","","","","no","yes","No","","","","","","","","","","","","","2014-08-15 11:51:21",""
"006-000051500","1081","006","Department of Commerce","Commerce Business Application Solutions (BAS)","41411","","Awarded","1301","SA1301-12-CQ-0012","","","","yes","no","No","","","","","","","","","","","","","2014-08-14 11:25:45",""
"006-000310600","776","006","Department of Commerce","NOAA/NWS/ National Weather Service Telecommunication Gateway (NWSTG) System (Legacy, Replacement, and Critical Infrastructure Protection)","35537","","Awarded","","DG133W12NC0561","GS-35F-4902H","4730","","yes","no","No","","","","","","","","","","","","","2014-02-27 09:19:44",""
"006-000400800","716","006","Department of Commerce","Census - Field Support Systems","18964","","Awarded","1301","DOCCM130105CT0018","","","","yes","no","Yes","ZEN TECHNOLOGY INCORPORATED","","0.000150","Order Dependent (IDV only)","","04/04/2008","01/01/1970","U","INFORMATION TECHNOLOGY SOLUTIONS","96535","1301","","2014-02-27 09:19:31","2014-03-14 10:14:16"
"006-000400800","716","006","Department of Commerce","Census - Field Support Systems","18966","","Awarded","1323","DOCCM130105CT0028YA132306CT0011T20014","DOCCM130105CT0028","1301","","yes","no","Yes","ITS SERVICES INCORPORATED","","2.583789","Time and Materials","","09/06/2013","04/30/2013","U","FIELD OPERATIONS AUTHORING SUPPORT","96537","1323","0","2014-03-14 10:14:17","2014-03-14 10:14:17"
"006-000400800","716","006","Department of Commerce","Census - Field Support Systems","18968","","Awarded","1323","DOCNNG07DA35BYA132308NC0502","NNG07DA35B","8000","","no","yes","Yes","CDW GOVERNMENT LLC","","3.775063","Firm Fixed Price","","01/25/2013","12/31/2014","U","ADDITIONAL FUNDING FOR GPS DEVICES","96543","1323","0","2014-03-14 10:14:17","2014-03-14 10:14:17"
"006-000400800","716","006","Department of Commerce","Census - Field Support Systems","27029","","Awarded","1323","DOCGS35F5212HYA132311NC0392","GS35F5212H","4730","","no","no","Yes","SAP GOVERNMENT SUPPORT AND SERVICES, INC.","","0.937132","Labor Hours","","06/20/2013","07/31/2017","U","DEOBLIGATION","96545","1323","0","2014-03-14 10:14:17","2014-03-14 10:14:17"
"006-000400800","716","006","Department of Commerce","Census - Field Support Systems","27031","","Awarded","1323","DOCYA132311CN0030","","","","yes","no","Yes","E3 FEDERAL SOLUTIONS, LLC","","2.379970","Time and Materials","","11/21/2013","09/29/2014","U","PROJECT MANAGEMENT AND FINANCIAL SUPPORT SERVICES","96547","1323","0","2014-03-14 10:14:17","2014-03-14 10:14:17"
"006-000400800","716","006","Department of Commerce","Census - Field Support Systems","27033","","Awarded","1323","DOCCM130105CT0024","","","","yes","no","No","","","","","","","","","","","","","2014-02-27 09:19:31",""
"006-000400800","716","006","Department of Commerce","Census - Field Support Systems","27035","","Awarded","1323","DOCYA132311NC0531","GS35F0223U","4730","","yes","no","Yes","AGILEX TECHNOLOGIES, INC.","","7.200478","Time and Materials","","11/26/2013","08/31/2013","U","MODIFICATION TO REPLACE KEY PERSONNEL","96549","1323","0","2014-03-14 10:14:17","2014-03-14 10:14:17"
"006-000400800","716","006","Department of Commerce","Census - Field Support Systems","27039","","Awarded","1323","DOCYA132311NC0535","GS35F02835","4730","","yes","no","Yes","HARRIS CORPORATION (6860)","","6.537406","Time and Materials","","09/19/2013","08/31/2013","U","THE PURPOSE OF THIS MODIFICATION IS TO DEOBLIGATE EXCESS FUNDS FROM THE BASE PERIOD, AS A RESULT OF AN UNDERRUN.THE DEOBLIGATED AMOUNT ALSO INCLUDES SEQUESTRATION SAVINGS OF $179,000.00.","96551","1323","0","2014-02-27 09:19:31","2014-03-14 10:14:17"
"006-000400800","716","006","Department of Commerce","Census - Field Support Systems","28345","","Awarded","1323","DOCYA132312NC0443","GS35F0306J","4730","","no","no","Yes","BOOZ ALLEN HAMILTON INC","","0.399824","Time and Materials","","11/29/2013","09/30/2014","U","IGF::OT::IGF IT SONSULTING SERVICESOTHER FUNCTIONS","96553","1323","0","2014-03-14 10:14:17","2014-03-14 10:14:17"
"006-000400800","716","006","Department of Commerce","Census - Field Support Systems","28347","","Awarded","1323","DOCYA132312BR0001","GS10F0371X","4732","","yes","no","Yes","INTEGRATE IT","YA1323-12-RP-0030","","Order Dependent (IDV only)","","11/22/2013","01/01/1970","U","IGF::OT::IGF (OTHER FUNCTIONS)THE PURPOSE OF THIS BPA IS TO PROVIDE SDLC MANAGEMENT SUPPORT SERVICES (TMO/SMSS).","96555","1323","","2014-02-27 09:19:30","2014-03-14 10:14:17"
"006-000400100","648","006","Department of Commerce","Census - American Community Survey (ACS)","28137","","Awarded","1323","DOCGS35F0170KYA132310NC0314","GS35F0170K","4730","","no","no","Yes","EXECUTIVE INFORMATION SYSTEMS,","","8.864118","Firm Fixed Price","","03/02/2014","03/01/2014","U","SAS S/W AND SERVICES","96589","1323","0","2014-03-14 10:22:22","2014-03-14 10:22:22"
"006-000552000","1080","006","Department of Commerce","BIS Commerce USXPORTS Exporter Support System (CUESS)","26615","","Awarded","","GS35F0305N","","","SB1351-12-NC-0235","","yes","No","","","","","","","","","","","","","2012-09-13 16:50:17",""
"006-000402200","1355","006","Department of Commerce","Census - 2020 Decennial Census Research and Testing, Operational Development, and Systems Testing, FY 2015 - FY 2018","41419","","Awarded","1323","DOCYA132312NC0356","GS06F0599Z","4730","N/A","no","no","Yes","ALLIANT ENTERPRISE JV","","5.371869","Time and Materials","","12/04/2013","08/31/2013","U","MODIFICATION TO INCORPORATE A 40 HOUR WORKWEEK REQUIREMENT INTO THE CONTRACT IN AN EFFORT TO CONTROL SPENDINGIGF::OT::IGF","135441","1323","0","2014-08-14 15:20:09","2014-08-14 15:20:09"
"006-000402200","1355","006","Department of Commerce","Census - 2020 Decennial Census Research and Testing, Operational Development, and Systems Testing, FY 2015 - FY 2018","41421","","Awarded","1323","YA 1323-14-NC-0038","GS35F455AA","4732","N/A","no","no","No","","","","","","","","","","","","","2014-08-14 15:20:09",""
"006-000402200","1355","006","Department of Commerce","Census - 2020 Decennial Census Research and Testing, Operational Development, and Systems Testing, FY 2015 - FY 2018","41423","","Awarded","1323","YA1323-14-BU-0015","GS-10F-0189T","4730","","no","no","No","","","","","","","","","","","","","2014-08-14 15:20:09",""
"006-000401400","931","006","Department of Commerce","Census - 2020 Decennial Census Research and Testing Phase, FY2012-14","24061","","Awarded","1323","DOCYA132311NC0531","GS35F0223U","4730","","no","no","Yes","AGILEX TECHNOLOGIES, INC.","","7.200478","Time and Materials","","11/26/2013","08/31/2013","U","MODIFICATION TO REPLACE KEY PERSONNEL","96587","1323","0","2014-03-14 10:21:58","2014-03-14 10:21:58"
"006-000401400","931","006","Department of Commerce","Census - 2020 Decennial Census Research and Testing Phase, FY2012-14","24063","","Awarded","1323","DOCYA132311NC0535","GS35F0283J","4730","","no","no","Yes","HARRIS CORPORATION (6860)","","6.537406","Time and Materials","","09/19/2013","08/31/2013","U","MODIFICATION TO CHANGE KEY PERSONNEL","96585","1323","0","2014-03-14 10:21:58","2014-03-14 10:21:58"
"006-000803200","929","006","Department of Commerce","USPTO Patents End-to-End: Software Engineering (PE2E-SE)","27745","","Awarded","1344","DOC50PAPT1200009","","","","no","yes","Yes","LIST INNOVATIVE SOLUTIONS, INC.","","","Labor Hours","","11/09/2012","01/01/1970","U","SOFTWARE DEVELOPMENT&INTEGRATION NEXT GENERATION SERVICES","37012","1344","","2013-03-22 14:43:35","2013-03-26 15:18:32"
"006-000803200","929","006","Department of Commerce","USPTO Patents End-to-End: Software Engineering (PE2E-SE)","27747","","Awarded","1344","DOC50PAPT1200007","","","","no","yes","Yes","2020 COMPANY, LLC","","","Labor Hours","","08/13/2012","01/01/1970","U","SOFTWARE DEVELOPMENT&INTEGRATION NEXT GENERATION SERVICES","37010","1344","","2013-03-22 14:43:34","2013-03-26 15:18:32"
"006-000803200","929","006","Department of Commerce","USPTO Patents End-to-End: Software Engineering (PE2E-SE)","27749","","Awarded","1344","DOC50PAPT1200010","","","","no","yes","Yes","NIKSOFT SYSTEMS CORPORATION","","","Labor Hours","","08/15/2012","01/01/1970","U","SOFTWARE DEVELOPMENT&INTEGRATION NEXT GENERATION SERVICES","37014","1344","","2013-03-22 14:43:35","2013-03-26 15:18:32"
"006-000803200","929","006","Department of Commerce","USPTO Patents End-to-End: Software Engineering (PE2E-SE)","27753","","Awarded","1344","DOC50PAPT1200011","","","","no","yes","Yes","PHACIL, INC.","","","Labor Hours","","08/10/2012","01/01/1970","U","SOFTWARE DEVELOPMENT&INTEGRATION NEXT GENERATION SERVICES","37016","1344","","2013-03-22 14:43:35","2013-03-26 15:18:32"
"006-000803200","929","006","Department of Commerce","USPTO Patents End-to-End: Software Engineering (PE2E-SE)","27755","","Awarded","1344","DOC50PAPT1200019","","","","no","yes","Yes","UNISYS CORPORATION","","","Labor Hours","","08/27/2012","01/01/1970","U","SOFTWARE DEVELOPMENT&INTEGRATION NEXT GENERATION SERVICES","37020","1344","","2013-03-22 14:43:35","2013-03-26 15:18:32"
"006-000803200","929","006","Department of Commerce","USPTO Patents End-to-End: Software Engineering (PE2E-SE)","27757","","Awarded","1344","DOC50PAPT1200018","","","","no","yes","Yes","STANLEY ASSOCIATES, INC.","","","Labor Hours","","02/22/2012","01/01/1970","U","SOFTWARE DEVELOPMENT&INTEGRATION NEXT GENERATION SERVICES","37018","1344","","2013-03-22 14:43:35","2013-03-26 15:18:32"
"006-000803200","929","006","Department of Commerce","USPTO Patents End-to-End: Software Engineering (PE2E-SE)","35561","","Awarded","1344","DOC44PAPT1206073","GS35F0265X","4732","","yes","no","Yes","IMMIXTECHNOLOGY, INC.","","0.385556","Firm Fixed Price","","07/31/2013","04/30/2014","U","RALLY UNLIMITED EDITION ON-DEMAND MOD 0002","117343","1344","0","2014-05-28 14:17:43","2014-05-28 14:17:43"
"006-000803200","929","006","Department of Commerce","USPTO Patents End-to-End: Software Engineering (PE2E-SE)","35569","","Awarded","1344","DOC46PAPT1300362","DOC50PAPT1200065","1344","","yes","no","Yes","DIGITAL TECHNOLOGIES, INC.","","0.108273","Firm Fixed Price","","03/07/2013","03/06/2015","U","SOA GATEWAY APPLIANCE/MAINTENANCE","117341","1344","0","2014-05-28 14:17:43","2014-05-28 14:17:43"
"006-000803200","929","006","Department of Commerce","USPTO Patents End-to-End: Software Engineering (PE2E-SE)","37883","","Awarded","1344","DOC56PAPT1400377","DOC50PAPT1200009","1344","","yes","no","Yes","LIST INNOVATIVE SOLUTIONS, INC.","","0.447885","Labor Hours","","12/04/2013","09/30/2014","U","LIST - PE2E QUALITY ASSURANCE&DATA CONVERSION PHASE1 (E354) - CONTRACTOR SUPPORTPOP:  12/5/2013 THROUGH 9/30/2014OTHER FUNCTION - IGF::OT::IGF","117339","1344","0","2014-05-28 14:17:43","2014-05-28 14:17:43"
"006-000803200","929","006","Department of Commerce","USPTO Patents End-to-End: Software Engineering (PE2E-SE)","37889","","Awarded","1344","DOC56PAPT1409005","DOC50PAPT1200011","1344","","yes","no","Yes","PHACIL, INC.","","1.531647","Firm Fixed Price","","04/28/2014","10/31/2014","U","IGF::OT::IGF SEARCH SERVICE AREA CLIENT O&M - CONTRACTOR SUPPORTPOP:  11/1/2013 THROUGH 10/31/2014","117345","1344","0","2014-05-28 14:17:43","2014-05-28 14:17:43"
"006-000803200","929","006","Department of Commerce","USPTO Patents End-to-End: Software Engineering (PE2E-SE)","40461","","Awarded","1344","DOC44PAPT1302170","GS06F0598Z","4730","","yes","no","Yes","ALLIANT ACROSS AMERICA INFORMATION SERVICES, LLC","","0.811628","Time and Materials","","12/13/2013","08/28/2014","U","PRODUCTION VERIFICATION TESTING SUPPORT (PVT) FOR RELEASE CONTROL BRANCH (RCB)MOD 0005IGF::OT::IGF FOR OTHER FUNCTIONS","123819","1344","0","2014-06-26 13:49:52","2014-06-26 13:49:52"
"006-000803200","929","006","Department of Commerce","USPTO Patents End-to-End: Software Engineering (PE2E-SE)","40463","","Awarded","1344","DOC40PAPT1202242","","","","yes","no","Yes","NIKSOFT SYSTEMS CORPORATION","","0.191949","Firm Fixed Price","","09/10/2012","09/09/2013","U","LAYER 7 SOA GATEWAY APPLIANCE AND MAINTENANCE","123821","1344","0","2014-06-26 13:49:52","2014-06-26 13:49:52"
"006-000803200","929","006","Department of Commerce","USPTO Patents End-to-End: Software Engineering (PE2E-SE)","40465","","Awarded","1344","DOC44PAPT1000012","GS06F0651Z","4730","","yes","no","Yes","PHACIL, INC.","","1.302944","Labor Hours","","05/02/2014","02/28/2014","U","ENTERPRISE CONFIGURATION MANAGEMENT","123823","1344","0","2014-06-26 13:49:52","2014-06-26 13:49:52"
"006-000803200","929","006","Department of Commerce","USPTO Patents End-to-End: Software Engineering (PE2E-SE)","40467","","Awarded","1344","DOC45PAPT1400161","DOC45PAPT1405400","1344","","yes","no","Yes","HMS TECHNOLOGIES, INC.","","1.731350","Firm Fixed Price","","06/04/2014","10/31/2014","U","PROGRAM MANAGEMENT SUPPORTCRITICAL FUNCTION - IGF::CT::IGF","123825","1344","0","2014-06-26 13:49:52","2014-06-26 13:49:52"
"006-000803200","929","006","Department of Commerce","USPTO Patents End-to-End: Software Engineering (PE2E-SE)","40469","","Awarded","1344","DOC45PAPT1400069","DOC45PAPT1405400","1344","","yes","no","Yes","HMS TECHNOLOGIES, INC.","","2.640305","Labor Hours","","06/16/2014","01/05/2015","U","PROGRAM MANAGEMENT SUPPORTCRITICAL FUNCTION - IGF::CT::IGF","131623","1344","0","2014-07-30 14:44:29","2014-07-30 14:44:29"
"006-000803200","929","006","Department of Commerce","USPTO Patents End-to-End: Software Engineering (PE2E-SE)","40471","","Awarded","1344","DOC45PAPT1460008","DOC45PAPT1420017","1344","","yes","no","Yes","BUSINESS PERFORMANCE SYSTEMS, LLC","","0.041866","Labor Hours","","04/02/2014","07/31/2014","U","IGF::OT::IGF EXPLORING SEARCH TECHNOLOGIES PHASE 2","123829","1344","0","2014-06-26 13:49:52","2014-06-26 13:49:52"
"006-000803200","929","006","Department of Commerce","USPTO Patents End-to-End: Software Engineering (PE2E-SE)","40473","","Awarded","1344","DOC45PAPT1460005","DOC45PAPT1420017","1344","","yes","no","Yes","BUSINESS PERFORMANCE SYSTEMS, LLC","","0.034364","Labor Hours","","03/26/2014","12/31/2014","U","IGF::OT::IGF PE2E ACTIVITIES POP: 3/26/14 - 12/31/14","123831","1344","0","2014-06-26 13:49:52","2014-06-26 13:49:52"
"006-000803200","929","006","Department of Commerce","USPTO Patents End-to-End: Software Engineering (PE2E-SE)","40475","","Awarded","1344","DOC46PAPT1400395","DOC50PAPT1200074","1344","","yes","no","Yes","RED RIVER COMPUTER CO., INC.","","0.559891","Firm Fixed Price","","03/06/2014","04/05/2015","U","PURCHASE TWO 150 TB (SYSTEMS: X400-36 3 NODE CLUSTER AND NL-400-108 3 NODE CLUSTER) OF ISILON STORAGE SYSTEMS IN SUPPORT OF THE ET&I PROJECT.POP:  04/06/2014 - 04/05/2015.","123833","1344","0","2014-06-26 13:49:52","2014-06-26 13:49:52"
"006-000803200","929","006","Department of Commerce","USPTO Patents End-to-End: Software Engineering (PE2E-SE)","40477","","Awarded","1344","DOC45PAPT1470001","DOC45PAPT1420018","1344","","yes","no","Yes","SWAIN ONLINE, INC.","","0.688697","Labor Hours","","07/10/2014","10/31/2014","U","IGF::OT::IGF PRMD/RCB FOR THE PATENT PROJECTS.POP: 4/8/14 - 10/31/14","131621","1344","0","2014-07-30 14:44:29","2014-07-30 14:44:29"
"006-000803200","929","006","Department of Commerce","USPTO Patents End-to-End: Software Engineering (PE2E-SE)","40481","","Awarded","1344","DOC50PAPT1400006","","","","no","no","Yes","TACTICAL STRATEGY GROUP, INC.","","0.223400","Labor Hours","","05/23/2014","11/15/2014","U","PE2E - PATENT BUSINESS ARCHITECT - CONTRACTOR SUPPORTPOP:  DATE OF AWARD THROUGH 11/15/2014FUNDING POP:  DATE OF AWARD THROUGH 11/15/2014OTHER FUNCTION - IGF::OT::IGF","123839","1344","0","2014-06-26 13:49:52","2014-06-26 13:49:52"
"006-000803200","929","006","Department of Commerce","USPTO Patents End-to-End: Software Engineering (PE2E-SE)","40483","","Awarded","1344","DOC56PAPT1300548","DOC50PAPT1200017","1344","","yes","no","Yes","SCIENCE APPLICATIONS INTERNATIONAL CORPORATION","","14.305538","Labor Hours","","05/19/2014","12/31/2013","U","PATENT EXAMINER TOOLS&INFRASTRUCTURE PHASE 3 (E333)POP: SEPT. 25, 2013 - DEC. 31, 2014FUNDING POP: SEPT. 25, 2013 - DEC. 31, 2013CONTRACT#: DOC50PAPT1200017OTHER FUNCTION - IGF::OT::IGF","123841","1344","0","2014-06-26 13:49:52","2014-06-26 13:49:52"
"006-000803200","929","006","Department of Commerce","USPTO Patents End-to-End: Software Engineering (PE2E-SE)","40485","","Awarded","1344","DOC45PAPT1460012","DOC45PAPT1420017","1344","","yes","no","Yes","BUSINESS PERFORMANCE SYSTEMS, LLC","","0.061206","Labor Hours","","04/24/2014","09/30/2014","U","IGF::OT::IGF IFW IMAGE&LEGACY SERVS RETIRED POP: 4/24/14 - 2/28/15","123843","1344","0","2014-06-26 13:49:52","2014-06-26 13:49:52"
