Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Requirement Type,URL ID,Agency URL ID,URL,Valid Public URL,Updated Date,Updated Time
"009-000001422","184","009","Department of Health and Human Services","ACF Expanded Federal Parent Locator Service (OCSE)","Presidential Priority","2835","329998","http://www.hhs.gov/open/execorders/customerservice.html","Yes","09/11/2013","06:13:22"
"009-000001422","184","009","Department of Health and Human Services","ACF Expanded Federal Parent Locator Service (OCSE)","Presidential Priority","2833","329997","http://www.whitehouse.gov/the-press-office/2011/04/27/executive-order-streamlining-service-delivery-and-improving-customer-ser","Yes","09/11/2013","06:13:22"
"009-000001424","187","009","Department of Health and Human Services","AHRQ Medical Expenditures Panel Survey (MEPS)","Legislative Mandate","949","317962","http://meps.ahrq.gov/mepsweb/","Yes","09/12/2012","16:03:48"
"024-000006005","195","024","Department of Homeland Security","USCG - Nationwide Automatic Identification System (NAIS)","Legislative Mandate","1105","100","http://www.navcen.uscg.gov/pageName=NAISmain","Yes","09/13/2012","07:25:26"
"024-000006064","196","024","Department of Homeland Security","USCG - Marine Information for Safety and Law Enforcement (MISLE)","Legislative Mandate","1101","100","http://www.gpo.gov/fdsys/pkg/USCODE-2011-title46/html/USCODE-2011-title46-subtitleII-partB-chap37-sec3717.htm and http://www.gpo.gov/fdsys/pkg/USCODE-2011-title46/html/USCODE-2011-title46-subtitleII-partH-chap125.htm","Yes","09/13/2012","07:24:59"
"024-000006064","196","024","Department of Homeland Security","USCG - Marine Information for Safety and Law Enforcement (MISLE)","Audit Finding Resolution","1103","200","http://www.gpo.gov/fdsys/pkg/USCODE-2011-title46/html/USCODE-2011-title46-subtitleII-partB-chap37-sec3717.htm and http://www.gpo.gov/fdsys/pkg/USCODE-2011-title46/html/USCODE-2011-title46-subtitleII-partH-chap125.htm","Yes","09/13/2012","07:24:59"
"024-000006117","197","024","Department of Homeland Security","USCG - Interagency Operations Centers (IOC)","Legislative Mandate","1099","100","http://thomas.loc.gov/cgi-bin/bdquery/zd109:H.R.4954:","Yes","09/13/2012","07:24:40"
"024-000006010","200","024","Department of Homeland Security","USCG - Direct Access","Legislative Mandate","1359","100","http://uscode.house.gov/download/pls/10C45.txt  ;  http://uscode.house.gov/download/pls/Title_14.txt","Yes","09/13/2012","14:58:38"
"024-000006010","200","024","Department of Homeland Security","USCG - Direct Access","Published Agency Strategic Plan","1361","300","http://www.dhs.gov/xabout/gc_1283883580387.shtm","Yes","09/13/2012","14:58:38"
"024-000006010","200","024","Department of Homeland Security","USCG - Direct Access","Other Requirement","1365","500","http://www.uscg.mil/acquisition/aboutus/blueprintv5.pdf        ;      http://www.uscg.mil/hq/cg6/docs/C4IT_Strategic_Plan_FY11-15.pd","Yes","09/13/2012","14:58:38"
"024-000006010","200","024","Department of Homeland Security","USCG - Direct Access","Presidential Priority","1363","400","http://www.cio.gov/documents/Shared_Services_Strategy.pdf   ;    http://www.whitehouse.gov/sites/default/files/omb/financial/campaign-to-cut-waste.pdf     ;   http://www.whitehouse.gov/sites/default/files/omb/assets/financial_improper/11202009_improper_payments.pdf     ;      http://www.whitehouse.gov/sites/default/files/building_a_21st_century_government.pdf     ;      https://www.cio.gov/documents/25-Point-Implementation-Plan-to-Reform-Federal%20IT.pdf","No","09/13/2012","14:58:38"
"024-000006104","201","024","Department of Homeland Security","USCG - Core Accounting System (CAS) Suite","Legislative Mandate","1091","100","http://www.whitehouse.gov/omb/financial_fmfia1982","Yes","09/13/2012","07:22:57"
"024-000006077","202","024","Department of Homeland Security","USCG - CG Business Intelligence (CGBI)","Legislative Mandate","2561","100","http://uscode.house.gov/view.xhtmlreq=Coast+Guard+adjudication+report&f=treesort&fq=true&num=3&hl=true&edition=prelim&granuleId=USC-prelim-title33-section1321","Yes","09/10/2013","10:47:17"
"024-000006115","203","024","Department of Homeland Security","USCG - CG-LIMS","Legislative Mandate","1087","100","http://govinfo.library.unt.edu/npr/library/misc/cfo.html http://www.gpo.gov/fdsys/pkg/PLAW-104publ208/pdf/PLAW-104publ208.pdf","Yes","09/13/2012","07:22:31"
"024-000006115","203","024","Department of Homeland Security","USCG - CG-LIMS","Presidential Priority","1089","400","https://www.cio.gov/documents/25-Point-Implementation-Plan-to-Reform-Federal%20IT.pdf","No","09/13/2012","07:22:31"
"024-000006343","204","024","Department of Homeland Security","USCG - C4ISR","Legislative Mandate","1263","100","http://www.dhs.gov/xabout/laws/law_regulation_rule_0011.shtm","Yes","09/13/2012","12:08:49"
"024-000006343","204","024","Department of Homeland Security","USCG - C4ISR","Published Agency Strategic Plan","1265","300","http://www.dhs.gov/xlibrary/assets/dhs-strategic-plan-fy-2012-2016.pdf","Yes","09/13/2012","12:08:49"
"024-000006343","204","024","Department of Homeland Security","USCG - C4ISR","Other Requirement","1267","500","N/A","No","09/13/2012","12:08:49"
"024-000006006","205","024","Department of Homeland Security","USCG - Asset Logistics Management Information System (ALMIS)","Legislative Mandate","1085","100","http://govinfo.library.unt.edu/npr/library/misc/cfo.html http://www.gpo.gov/fdsys/pkg/PLAW-104publ208/pdf/PLAW-104publ208.pdf","Yes","09/13/2012","07:21:43"
"024-000006375","206","024","Department of Homeland Security","USCG - Infrastructure - SWIRS","Legislative Mandate","1093","100","http://www.whitehouse.gov/omb/circulars_a130_a130trans4","Yes","09/13/2012","07:23:20"
"024-000006375","206","024","Department of Homeland Security","USCG - Infrastructure - SWIRS","Published Agency Strategic Plan","1095","300","http://www.dhs.gov/implementing-911-commission-recommendations","Yes","09/13/2012","07:23:20"
"024-000006375","206","024","Department of Homeland Security","USCG - Infrastructure - SWIRS","Presidential Priority","1097","400","http://www.whitehouse.gov/sites/default/files/omb/assets/omb/memoranda/fy2007/m07-18.pdf","Yes","09/13/2012","07:23:20"
"024-000004053","208","024","Department of Homeland Security","USSS - IT Infrastructure","Presidential Priority","1115","400","http://www.cio.gov/pages.cfm/page/FDCCI, https://www.cio.gov/documents/25-Point-Implementation-Plan-to-Reform-Federal%20IT.pdf, http://www.cio.gov/documents/Common_Approach_to_Federal_EA.pdf","No","09/13/2012","07:29:20"
"024-000004010","209","024","Department of Homeland Security","USSS - Enterprise Financial Management System (TOPS)","Legislative Mandate","1113","100","www.whitehouse.gov/omb/circulars_a127","Yes","09/13/2012","07:28:56"
"005-000001231","219","005","Department of Agriculture","Consolidated Farm Loan Program Information & Delivery Systems #103","Published Agency Strategic Plan","2213","3","http://www.fsa.usda.gov/Internet/FSA_File/fsa-strategic_plan_12-16.pdf http://www.fsa.usda.gov/Internet/FSA_File/fsa_strategic_framework.pdf http://www.fsa.usda.gov/Internet/FSA_File/fy13budsum.pdf","Yes","09/10/2013","16:22:44"
"005-000001870","225","005","Department of Agriculture","Farm Program Modernization (MIDAS) #097","Legislative Mandate","1817","1","http://www.whitehouse.gov/sites/default/files/omb/assets/egov_docs/25-point-implementation-plan-to-reform-federal-it.pdfhttp://www.whitehouse.gov/omb/circulars_a130_a130trans4","No","03/18/2014","15:36:49"
"005-000001870","225","005","Department of Agriculture","Farm Program Modernization (MIDAS) #097","Published Agency Strategic Plan","1819","3","http://www.ocfo.usda.gov/usdasp/sp2010/sp2010.pdfhttp://www.fsa.usda.gov/Internet/FSA_File/fsa-strategic_plan_12-16.pdf","No","09/11/2013","11:27:16"
"005-000001425","227","005","Department of Agriculture","Financial Management Modernization Initiative (FMMI)","Legislative Mandate","2257","1","https://www.fsrs.gov/","Yes","11/29/2012","17:49:54"
"005-000001425","227","005","Department of Agriculture","Financial Management Modernization Initiative (FMMI)","Published Agency Strategic Plan","2259","3","http://www.ocfo.usda.gov/usdasp/usdasp.htm","Yes","11/29/2012","17:49:54"
"005-000001718","228","005","Department of Agriculture","FNCS IT Infrastructure","Other Requirement","2215","5","http://www.fns.usda.gov, http://www.cnpp.usda.gov","No","09/10/2013","16:11:20"
"005-000000083","230","005","Department of Agriculture","FSIS Public Health Data Communications Infrastructure System (PHDCIS)","Legislative Mandate","1841","1","http://www.gpo.gov/fdsys/granule/CFR-2012-title9-vol2/CFR-2012-title9-vol2-chapIII-subchapE/","No","09/11/2013","14:11:46"
"005-000000083","230","005","Department of Agriculture","FSIS Public Health Data Communications Infrastructure System (PHDCIS)","Audit Finding Resolution","1843","2","http://www.usda.gov/oig/webdocs/24601-04-KC.pdf","Yes","09/10/2013","14:44:25"
"005-000000083","230","005","Department of Agriculture","FSIS Public Health Data Communications Infrastructure System (PHDCIS)","Published Agency Strategic Plan","1845","3","http://www.fsis.usda.gov/wps/wcm/connect/65602d92-d017-4edc-8536-5ed6aaa6b52a/Strategic_Plan_2011-2016.pdfMOD&#61;AJPERES&amp;CACHEID&#61;0934ae30-583b-46e9-be35-1603c707228c","No","09/10/2013","14:44:25"
"005-000000083","230","005","Department of Agriculture","FSIS Public Health Data Communications Infrastructure System (PHDCIS)","Presidential Priority","2715","4","https://www.fas.org/irp/offdocs/nspd/hspd-9.html","Yes","09/10/2013","14:44:25"
"005-000002148","231","005","Department of Agriculture","FSIS Public Health Information System (PHIS)","Legislative Mandate","2287","1","http://www.gpo.gov/fdsys/granule/CFR-2012-title9-vol2/CFR-2012-title9-vol2-chapIII-subchapE/content-detail.html","Yes","09/10/2013","16:22:57"
"005-000002148","231","005","Department of Agriculture","FSIS Public Health Information System (PHIS)","Audit Finding Resolution","2289","2","http://www.fsis.usda.gov/oppde/nacmpi/feb2008/1-smith.pdf","No","03/19/2013","16:24:04"
"005-000002148","231","005","Department of Agriculture","FSIS Public Health Information System (PHIS)","Published Agency Strategic Plan","2291","3","http://www.fsis.usda.gov/wps/wcm/connect/65602d92-d017-4edc-8536-5ed6aaa6b52a/Strategic_Plan_2011-2016.pdfMOD&#61;AJPERES&amp;CACHEID&#61;0934ae30-583b-46e9-be35-1603c707228c","No","09/10/2013","16:22:57"
"005-000002148","231","005","Department of Agriculture","FSIS Public Health Information System (PHIS)","Presidential Priority","2819","4","https://www.fas.org/irp/offdocs/nspd/hspd-9.html","Yes","09/10/2013","16:22:57"
"005-000000039","236","005","Department of Agriculture","Integrated Acquisition System (IAS) (OPPM)","Legislative Mandate","2283","1","http://acquisition.gov/","Yes","03/24/2013","19:08:06"
"005-000000039","236","005","Department of Agriculture","Integrated Acquisition System (IAS) (OPPM)","Audit Finding Resolution","2891","2","http://beta.congress.gov/bill/107th-congress/house-bill/2458/text/","Yes","09/11/2013","10:25:11"
"005-000000039","236","005","Department of Agriculture","Integrated Acquisition System (IAS) (OPPM)","Published Agency Strategic Plan","2893","3","http://www.ocfo.usda.gov/usdasp/sp2010/sp2010.pdf","Yes","09/11/2013","10:25:11"
"005-000000039","236","005","Department of Agriculture","Integrated Acquisition System (IAS) (OPPM)","Presidential Priority","2285","4","http://www.whitehouse.gov/the-press-office/2012/02/21/presidential-memorandum-driving-innovation-and-creating-jobs-rural-ameri/","Yes","03/24/2013","19:08:06"
"005-000001659","239","005","Department of Agriculture","Animal Disease Traceability Information System (ADTIS)","Legislative Mandate","1771","1","http://uscode.house.gov/download/pls/07C109.txt","Yes","11/29/2012","12:33:14"
"005-000001659","239","005","Department of Agriculture","Animal Disease Traceability Information System (ADTIS)","Published Agency Strategic Plan","1773","3","http://www.aphis.usda.gov/animal_health/one_health/downloads/one_health_strategic_direction.pdf","Yes","11/29/2012","12:33:14"
"005-000001659","239","005","Department of Agriculture","Animal Disease Traceability Information System (ADTIS)","Other Requirement","1777","5","http://www.aphis.usda.gov/animal_health/vs_ocio/downloads/vs_it_roadmap.pdf","Yes","11/29/2012","12:33:14"
"005-000001659","239","005","Department of Agriculture","Animal Disease Traceability Information System (ADTIS)","Presidential Priority","1775","4","http://www.disastersrus.org/emtools/terrorism/hspd9.htm","Yes","09/14/2012","10:26:20"
"005-000002321","243","005","Department of Agriculture","Optimized Computing Environment (OCE)","Other Requirement","2293","5","https://its.sc.egov.usda.gov/iod/internal-pm/oce/Forms/AllItems.aspxView&#61;%7b5402692A%2d2DC7%2d4808%2d9414%2d2B8BB7E83160%7d","No","11/27/2012","17:57:29"
"005-000000063","249","005","Department of Agriculture","RMA-13  Emerging Information Technology Architecture (EITA)","Legislative Mandate","1853","1","http://www.whitehouse.gov/sites/default/files/omb/memoranda/2013/m-13-23.pdf","Yes","03/18/2014","15:40:11"
"005-000000063","249","005","Department of Agriculture","RMA-13  Emerging Information Technology Architecture (EITA)","Audit Finding Resolution","1855","2","http://www.whitehouse.gov/sites/default/files/omb/memoranda/2013/m-13-23.pdf","Yes","03/18/2014","15:40:11"
"005-000000063","249","005","Department of Agriculture","RMA-13  Emerging Information Technology Architecture (EITA)","Published Agency Strategic Plan","1857","3","http://www.rma.usda.gov/aboutrma/what/2011-15strategicplan.pdf","Yes","09/11/2013","10:53:49"
"005-000000063","249","005","Department of Agriculture","RMA-13  Emerging Information Technology Architecture (EITA)","Other Requirement","1859","5","http://www.rma.usda.gov/pubs/ra/","Yes","11/27/2012","17:57:47"
"005-000000028","250","005","Department of Agriculture","ROSS - Resource Ordering and Status System","Other Requirement","2281","5","http://ross.nwcg.gov","Yes","11/29/2012","12:33:24"
"005-000002224","252","005","Department of Agriculture","USDA Identity & Access Management","Legislative Mandate","1875","1","http://www.idmanagement.gov/documents/FICAM_Roadmap_Implementation_Guidance.pdfHSPD-12: http://hspd12.usda.gov/","No","09/10/2013","16:23:08"
"005-000002224","252","005","Department of Agriculture","USDA Identity & Access Management","Published Agency Strategic Plan","1877","3","www.ocio.usda.gov/sites/default/files/docs/2012/DR3640-001.pdf","Yes","03/18/2014","15:42:52"
"005-000002224","252","005","Department of Agriculture","USDA Identity & Access Management","Presidential Priority","1879","4","http://hspd12.usda.gov","Yes","09/14/2012","10:29:22"
"009-000001386","257","009","Department of Health and Human Services","CDC OID National Center for Immunization Respiratory Diseases Vaccine Tracking System (VTrckS)","Published Agency Strategic Plan","975","318928","http://www.hhs.gov/secretary/about/priorities/priorities.html","Yes","09/12/2012","16:05:14"
"009-000006260","258","009","Department of Health and Human Services","CDC Information Technology Infrastructure","Published Agency Strategic Plan","1025","317953","http://www.cdc.gov/od/ocio/strat_plan.htm","Yes","09/12/2012","16:11:48"
"009-000001384","260","009","Department of Health and Human Services","CDC National Select Agent Platform (NSAP)","Legislative Mandate","973","318717","http://www.gpo.gov/fdsys/pkg/PLAW-107publ188/html/PLAW-107publ188.htm","Yes","09/28/2012","08:44:25"
"009-000001372","261","009","Department of Health and Human Services","CDC PHIN: BioSense","Legislative Mandate","641","318884","http://thomas.loc.gov/cgi-bin/query/zc107:H.R.3448.ENR","Yes","09/12/2012","14:21:05"
"009-000001372","261","009","Department of Health and Human Services","CDC PHIN: BioSense","Presidential Priority","2839","329745","http://www.fas.org/biosecurity/resource/documents/hspd-21.pdf","No","09/11/2013","08:49:11"
"009-000001378","262","009","Department of Health and Human Services","CDC PHIN: National Electronic Disease Surveillance System","Other Requirement","1169","317647","http://wwwn.cdc.gov/nndss/script/nedss.aspx","Yes","09/13/2012","09:03:29"
"009-000004261","264","009","Department of Health and Human Services","CMS Beneficiary Enrollment and Plan Payment for Part C & D","Legislative Mandate","663","318741","http://www.gpo.gov/fdsys/pkg/PLAW-108publ173/content-detail.html","Yes","09/12/2012","14:25:16"
"009-000000704","269","009","Department of Health and Human Services","CMS Information Management and Analytics (prev. CMS Data Management Operations - Claims)","Legislative Mandate","633","318904","http://www.gpo.gov/fdsys/pkg/BILLS-111hr1enr/pdf/BILLS-111hr1enr.pdf","Yes","09/12/2012","14:20:52"
"009-000000704","269","009","Department of Health and Human Services","CMS Information Management and Analytics (prev. CMS Data Management Operations - Claims)","Other Requirement","635","318905","http://www.gpo.gov/fdsys/pkg/BILLS-111hr1enr/pdf/BILLS-111hr1enr.pdf","Yes","09/12/2012","14:20:52"
"009-000004260","270","009","Department of Health and Human Services","CMS Drug Claims (DDPS)","Legislative Mandate","661","318738","http://www.healthcare.gov/law/full/index.html","Yes","09/12/2012","14:25:08"
"009-000004254","272","009","Department of Health and Human Services","CMS Durable Medical Equipment (DME) Claims Processing","Legislative Mandate","655","320437","http://www.ssa.gov/pgm/medicare.htm","Yes","09/12/2012","14:24:26"
"009-000001465","274","009","Department of Health and Human Services","CMS Health Care Quality Improvement System (QIES)","Legislative Mandate","645","318887","www.ssa.gov/cp_home/ssact/title18/1864/htm","No","09/12/2012","14:23:43"
"009-000001468","275","009","Department of Health and Human Services","CMS Healthcare Integrated General Ledger Accounting System (HIGLAS)","Legislative Mandate","993","317689","http://www.whitehouse.gov/omb/financial_ffs_ffmia","Yes","09/12/2012","16:06:45"
"009-000201062","276","009","Department of Health and Human Services","CMS Healthcare Quality End Stage Renal Disease (ESRD) Systems","Legislative Mandate","1027","317661","http://www.cms.gov/Regulations-and-Guidance/Regulations-and-Guidance.html","Yes","09/12/2012","16:13:02"
"009-000004417","277","009","Department of Health and Human Services","CMS ICD-10 Initiative","Published Agency Strategic Plan","1001","319149","CMS Stragtegic Plan June 2007 ","No","09/12/2012","16:08:49"
"009-000004417","277","009","Department of Health and Human Services","CMS ICD-10 Initiative","Other Requirement","1003","319150","http://www.whitehouse.gov/omb/circulars_a119","Yes","09/12/2012","16:08:49"
"009-000001472","279","009","Department of Health and Human Services","CMS Integrated Data Repository (IDR)","Legislative Mandate","995","318791","http://www.gpo.gov/fdsys/pkg/BILLS-111hr1enr/pdf/BILLS-111hr1enr.pdf.","No","09/12/2012","16:08:18"
"009-000001472","279","009","Department of Health and Human Services","CMS Integrated Data Repository (IDR)","Other Requirement","997","318792","http://www.gpo.gov/fdsys/pkg/BILLS-111hr1enr/pdf/BILLS-111hr1enr.pdf.","No","09/12/2012","16:08:18"
"009-000006265","283","009","Department of Health and Human Services","CMS IT Infrastructure - Ongoing","Legislative Mandate","671","319642","http://www.cio.gov/documents/ipv6memofinal.pdf","No","09/12/2012","14:26:07"
"009-000006265","283","009","Department of Health and Human Services","CMS IT Infrastructure - Ongoing","Other Requirement","673","319815","http://www.cio.gov/pages-nonnews.cfm/page/The-Federal-Data-Center-Consolidation-Initiative","No","09/12/2012","14:26:07"
"009-000000714","284","009","Department of Health and Human Services","CMS Medicaid Data Systems","Legislative Mandate","957","320203","http://www.gpo.gov/fdsys/pkg/BILLS-108hr1enr/pdf/BILLS-108hr1enr.pdf","Yes","09/12/2012","16:04:38"
"009-000000714","284","009","Department of Health and Human Services","CMS Medicaid Data Systems","Legislative Mandate","961","320205","http://www.healthcare.gov/law/resources/authorities/patient-protection.pdf","No","09/12/2012","16:04:38"
"009-000000714","284","009","Department of Health and Human Services","CMS Medicaid Data Systems","Legislative Mandate","965","320207","http://www.gpo.gov/fdsys/pkg/BILLS-109s1932enr/pdf/BILLS-109s1932enr.pdf","Yes","09/12/2012","16:04:38"
"009-000000714","284","009","Department of Health and Human Services","CMS Medicaid Data Systems","Legislative Mandate","955","320202","http://www.cms.gov/Medicare/Demonstration-Projects/DemoProjectsEvalRpts/downloads/cc_section4016_bba_1997.pdf","Yes","09/12/2012","16:04:38"
"009-000000714","284","009","Department of Health and Human Services","CMS Medicaid Data Systems","Legislative Mandate","959","320204","http://www.gpo.gov/fdsys/pkg/PLAW-111publ3/html/PLAW-111publ3.htm","Yes","09/12/2012","16:04:38"
"009-000000714","284","009","Department of Health and Human Services","CMS Medicaid Data Systems","Legislative Mandate","963","320206","http://www.ssa.gov/OP_Home/ssact/title19/1900.htm","Yes","09/12/2012","16:04:38"
"009-000002454","285","009","Department of Health and Human Services","CMS Medicare Appeals System (MAS)","Legislative Mandate","649","319302","http://thomas.loc.gov/cgi-bin/query/zc105:H.R.2015.ENR","Yes","09/12/2012","14:24:09"
"009-000002454","285","009","Department of Health and Human Services","CMS Medicare Appeals System (MAS)","Published Agency Strategic Plan","651","319303","http://www.cms.gov/Medicare/Medicare-Fee-for-Service-Payment/AcuteInpatientPPS/downloads/cms-1533-fc.pdf","Yes","09/12/2012","14:24:09"
"009-000005234","287","009","Department of Health and Human Services","CMS Medicare Integrity Program Modernization-One PI System","Legislative Mandate","1005","320358","http://www.healthcare.gov/law/full/","Yes","09/12/2012","16:08:55"
"009-000004255","290","009","Department of Health and Human Services","CMS Part A Claims Processing","Legislative Mandate","657","320436","http://www.ssa.gov/pgm/medicare.htm","Yes","09/12/2012","14:24:30"
"009-000004256","291","009","Department of Health and Human Services","CMS Part B Claims Processing","Legislative Mandate","659","320438","http://www.ssa.gov/pgm/medicare.htm","Yes","09/12/2012","14:25:03"
"009-000004258","293","009","Department of Health and Human Services","CMS Plan Enrollment (HPMS)","Legislative Mandate","999","319001","http://www.gpo.gov/fdsys/pkg/CFR-2011-title42-vol3/pdf/CFR-2011-title42-vol3-chapIV-subchapB.pdf","Yes","09/12/2012","16:08:38"
"009-000002476","296","009","Department of Health and Human Services","CMS Retiree Drug Subsidy","Legislative Mandate","653","320458","http://www.gpo.gov/fdsys/pkg/FR-2012-01-12/pdf/2012-473.pdf","Yes","09/12/2012","14:24:22"
"009-000005345","298","009","Department of Health and Human Services","FDA CDER Drug Review & Submissions (ADIMS)","Legislative Mandate","1021","318914","http://www.fda.gov/ForIndustry/UserFees/GenericDrugUserFees/default.htm","Yes","09/12/2012","16:11:35"
"009-000005345","298","009","Department of Health and Human Services","FDA CDER Drug Review & Submissions (ADIMS)","Legislative Mandate","1023","318915","http://www.fda.gov/ForIndustry/UserFees/BiosimilarUserFeeActBsUFA/default.htm","Yes","09/12/2012","16:11:35"
"009-000005345","298","009","Department of Health and Human Services","FDA CDER Drug Review & Submissions (ADIMS)","Legislative Mandate","1019","318913","http://www.fda.gov/ForIndustry/UserFees/PrescriptionDrugUserFee/ucm272170.htm","Yes","09/12/2012","16:11:35"
"009-000005318","299","009","Department of Health and Human Services","FDA ORA Automated Laboratory Management","Legislative Mandate","1013","319559"," http://www.dhs.gov/xlibrary/assets/mgmt/itpa-oha-nbis2010.pdf","No","09/12/2012","16:11:13"
"009-000005318","299","009","Department of Health and Human Services","FDA ORA Automated Laboratory Management","Legislative Mandate","3233","328547","http://www.fda.gov/Food/GuidanceRegulation/FSMA/default.htm","Yes","09/12/2013","09:35:28"
"009-000005315","302","009","Department of Health and Human Services","FDA CDER MedWatch Plus","Legislative Mandate","667","319586","http://www.fda.gov/Drugs/GuidanceComplianceRegulatoryInformation/Surveillance/ucm129115.htm","No","09/12/2012","14:26:01"
"009-000005315","302","009","Department of Health and Human Services","FDA CDER MedWatch Plus","Legislative Mandate","669","319585","http://www.gpo.gov/fdsys/pkg/CFR-2011-title21-vol5/pdf/CFR-2011-title21-vol5-sec314-80.pdf","Yes","09/12/2012","14:26:01"
"024-000005116","303","024","Department of Homeland Security","CBP - Land Border Integration (LBI)","Legislative Mandate","857","100","http://www.it.ojp.gov/default.aspxarea=privacy&page=1282#contentTop","Yes","09/12/2012","15:02:11"
"024-000005116","303","024","Department of Homeland Security","CBP - Land Border Integration (LBI)","Audit Finding Resolution","859","200"," http://www.gao.gov/products/GAO-11-407T","No","09/12/2012","15:02:11"
"024-000005116","303","024","Department of Homeland Security","CBP - Land Border Integration (LBI)","Published Agency Strategic Plan","861","300"," http://www.dhs.gov/quadrennial-homeland-security-review-qhsr","No","09/12/2012","15:02:11"
"024-000005116","303","024","Department of Homeland Security","CBP - Land Border Integration (LBI)","Other Requirement","863","500"," http://www.dhs.gov/news/2009/03/25/napolitanos-testimony-southern-border-violence","No","09/12/2012","15:02:11"
"024-000005064","307","024","Department of Homeland Security","CBP - Tactical Communications (TACCOM) Modernization","Legislative Mandate","759","100","http://www.dhs.gov/xlibrary/assets/recovery/CBP_Tactical_Communications_Modernization_Program_2009-05-15.pdf","Yes","09/12/2012","14:32:29"
"024-000005064","307","024","Department of Homeland Security","CBP - Tactical Communications (TACCOM) Modernization","Published Agency Strategic Plan","761","300","http://www.dhs.gov/xlibrary/assets/qhsr_report.pdf","Yes","09/10/2013","10:44:52"
"009-000005317","310","009","Department of Health and Human Services","FDA ORA Mission Accomplishments and Regulatory Compliance Services","Legislative Mandate","1011","318558","http://www.fda.gov/RegulatoryInformation/Legislation/ucm148797.htm","Yes","12/03/2012","13:12:01"
"009-000005317","310","009","Department of Health and Human Services","FDA ORA Mission Accomplishments and Regulatory Compliance Services","Legislative Mandate","2837","328363","http://www.fda.gov/food/foodsafety/fsma/default.htm","Yes","09/11/2013","06:14:44"
"024-000005188","311","024","Department of Homeland Security","CBP - Infrastructure","Legislative Mandate","1269","100","http://www.cio.gov/documents/25-point-implementation-plan-to-reform-federal%20it.pdf","No","09/13/2012","12:41:44"
"024-000005188","311","024","Department of Homeland Security","CBP - Infrastructure","Audit Finding Resolution","1271","200","http://www.dhs.gov/xoig/assets/mgmtrpts/OIG_09-60_Apr09.pdf","No","09/13/2012","12:41:44"
"024-000005188","311","024","Department of Homeland Security","CBP - Infrastructure","Published Agency Strategic Plan","1273","300","http://www.dhs.gov/xlibrary/assets/dhs-strategic-plan-fy-2012-2016.pdf","Yes","09/13/2012","12:41:44"
"024-000005188","311","024","Department of Homeland Security","CBP - Infrastructure","Presidential Priority","1275","400","http://www.dhs.gov/xabout/laws/gc_1214597989952.shtm#1","Yes","09/13/2012","12:41:44"
"024-000005052","312","024","Department of Homeland Security","CBP - Automated Targeting System (ATS) Maintenance","Published Agency Strategic Plan","2579","300","http://dhsconnect.dhs.gov/org/comp/plcy/spar/spa/Pages/QHSR.aspx","No","09/10/2013","10:55:45"
"024-000005053","314","024","Department of Homeland Security","CBP - Automated Commercial Environment (ACE)","Legislative Mandate","1509","100","http://uscode.house.gov/uscode-cgi/fastweb.exegetdoc+uscview+t17t20+2154+0++%28%29%20%20AND%20%28%2819%29%20ADJ%20USC%29%3ACITE%20AND%20%28USC%20w%2F10%20%281508%29%29%3ACITE%20%20%20%20%20%20%20%20%20","No","09/13/2012","16:23:22"
"024-000005053","314","024","Department of Homeland Security","CBP - Automated Commercial Environment (ACE)","Published Agency Strategic Plan","1511","300","http://dhsconnect.dhs.gov/org/comp/mgmt/cio/Documents/OCIO_Strat_Plan_2011_PRINT_Fully%20Accessible_FINAL.pdf","No","09/13/2012","16:23:22"
"024-000005053","314","024","Department of Homeland Security","CBP - Automated Commercial Environment (ACE)","Other Requirement","1513","500","http://www.cio.gov/documents/25-point-implementation-plan-to-reform-federal%20it.pdf","No","09/13/2012","16:23:22"
"024-000005137","315","024","Department of Homeland Security","CBP - Analytical Framework for Intelligence","Legislative Mandate","613","100","http://thomas.loc.gov/cgi-bin/cpquery/Rcp110:FLD010:@1(hr862<)","Yes","09/12/2012","13:53:23"
"024-000005137","315","024","Department of Homeland Security","CBP - Analytical Framework for Intelligence","Published Agency Strategic Plan","615","300","DHS: http://www.dhs.gov/xlibrary/assets/dhs-strategic-plan-fy-2012-2016.pdf    /   CBP: http://www.cbp.gov/linkhandler/cgov/about/mission/strategic_plans/strategic_plan_09_14.ctt/strategic_plan_09_14.pdf","No","09/10/2013","10:54:39"
"024-000005138","316","024","Department of Homeland Security","CBP - Advance Passenger Information System (APIS)","Legislative Mandate","609","100","http://www.tsa.gov/assets/pdf/Aviation_and_Transportation_Security_Act_ATSA_Public_Law_107_1771.pdf","No","09/12/2012","13:53:15"
"024-000005138","316","024","Department of Homeland Security","CBP - Advance Passenger Information System (APIS)","Published Agency Strategic Plan","611","300","http://www.dhs.gov/xlibrary/assets/mgmt/dhs-2011-strategic-sustainability-performance-plan.pdf","Yes","09/12/2012","13:53:15"
"009-000005316","318","009","Department of Health and Human Services","FDA ORA Regulatory Business Information Services","Legislative Mandate","1007","318524","http://www.fda.gov/food/foodsafety/fsma/default.htm","Yes","11/06/2012","11:32:15"
"009-000005316","318","009","Department of Health and Human Services","FDA ORA Regulatory Business Information Services","Legislative Mandate","3231","328538","http://www.fda.gov/ForIndustry/UserFees/GenericDrugUserFees/ucm337385.htm","Yes","09/12/2013","09:34:07"
