Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Requirement Type,URL ID,Agency URL ID,URL,Valid Public URL,Updated Date,Updated Time
"009-000000704","269","009","Department of Health and Human Services","CMS Information Management and Analytics (prev. CMS Data Management Operations - Claims)","Legislative Mandate","633","318904","http://www.gpo.gov/fdsys/pkg/BILLS-111hr1enr/pdf/BILLS-111hr1enr.pdf","Yes","09/12/2012","14:20:52"
"009-000000704","269","009","Department of Health and Human Services","CMS Information Management and Analytics (prev. CMS Data Management Operations - Claims)","Other Requirement","635","318905","http://www.gpo.gov/fdsys/pkg/BILLS-111hr1enr/pdf/BILLS-111hr1enr.pdf","Yes","09/12/2012","14:20:52"
"009-000004260","270","009","Department of Health and Human Services","CMS Drug Claims (DDPS)","Legislative Mandate","661","318738","http://www.healthcare.gov/law/full/index.html","Yes","09/12/2012","14:25:08"
"005-000000054","271","005","Department of Agriculture","Geographic Information System  (GIS) #84","Published Agency Strategic Plan","1825","3","http://www.fsa.usda.gov/FSA/webapparea&#61;about&amp;subject&#61;landing&amp;topic&#61;spl","Yes","03/19/2013","16:24:45"
"005-000000054","271","005","Department of Agriculture","Geographic Information System  (GIS) #84","Presidential Priority","1827","4","http://www.geoplatform.gov/home/","Yes","09/14/2012","10:28:10"
"009-000004254","272","009","Department of Health and Human Services","CMS Durable Medical Equipment (DME) Claims Processing","Legislative Mandate","655","320437","http://www.ssa.gov/pgm/medicare.htm","Yes","09/12/2012","14:24:26"
"009-000001465","274","009","Department of Health and Human Services","CMS Health Care Quality Improvement System (QIES)","Legislative Mandate","645","318887","www.ssa.gov/cp_home/ssact/title18/1864/htm","No","09/12/2012","14:23:43"
"009-000001468","275","009","Department of Health and Human Services","CMS Healthcare Integrated General Ledger Accounting System (HIGLAS)","Legislative Mandate","993","317689","http://www.whitehouse.gov/omb/financial_ffs_ffmia","Yes","09/12/2012","16:06:45"
"009-000201062","276","009","Department of Health and Human Services","CMS Healthcare Quality End Stage Renal Disease (ESRD) Systems","Legislative Mandate","1027","317661","http://www.cms.gov/Regulations-and-Guidance/Regulations-and-Guidance.html","Yes","09/12/2012","16:13:02"
"009-000004417","277","009","Department of Health and Human Services","CMS ICD-10 Initiative","Published Agency Strategic Plan","1001","319149","CMS Stragtegic Plan June 2007 ","No","09/12/2012","16:08:49"
"009-000004417","277","009","Department of Health and Human Services","CMS ICD-10 Initiative","Other Requirement","1003","319150","http://www.whitehouse.gov/omb/circulars_a119","No","09/12/2012","16:08:49"
"009-000001472","279","009","Department of Health and Human Services","CMS Integrated Data Repository (IDR)","Legislative Mandate","995","318791","http://www.gpo.gov/fdsys/pkg/BILLS-111hr1enr/pdf/BILLS-111hr1enr.pdf.","No","09/12/2012","16:08:18"
"009-000001472","279","009","Department of Health and Human Services","CMS Integrated Data Repository (IDR)","Other Requirement","997","318792","http://www.gpo.gov/fdsys/pkg/BILLS-111hr1enr/pdf/BILLS-111hr1enr.pdf.","No","09/12/2012","16:08:18"
"009-000006265","283","009","Department of Health and Human Services","CMS IT Infrastructure - Ongoing","Legislative Mandate","671","319642","http://www.cio.gov/documents/ipv6memofinal.pdf","No","09/12/2012","14:26:07"
"009-000006265","283","009","Department of Health and Human Services","CMS IT Infrastructure - Ongoing","Other Requirement","673","319815","http://www.cio.gov/pages-nonnews.cfm/page/The-Federal-Data-Center-Consolidation-Initiative","No","09/12/2012","14:26:07"
"009-000000714","284","009","Department of Health and Human Services","CMS Medicaid Data Systems","Legislative Mandate","955","320202","http://www.cms.gov/Medicare/Demonstration-Projects/DemoProjectsEvalRpts/downloads/cc_section4016_bba_1997.pdf","Yes","09/12/2012","16:04:38"
"009-000000714","284","009","Department of Health and Human Services","CMS Medicaid Data Systems","Legislative Mandate","959","320204","http://www.gpo.gov/fdsys/pkg/PLAW-111publ3/html/PLAW-111publ3.htm","Yes","09/12/2012","16:04:38"
"009-000000714","284","009","Department of Health and Human Services","CMS Medicaid Data Systems","Legislative Mandate","963","320206","http://www.ssa.gov/OP_Home/ssact/title19/1900.htm","Yes","09/12/2012","16:04:38"
"009-000000714","284","009","Department of Health and Human Services","CMS Medicaid Data Systems","Legislative Mandate","957","320203","http://www.gpo.gov/fdsys/pkg/BILLS-108hr1enr/pdf/BILLS-108hr1enr.pdf","Yes","09/12/2012","16:04:38"
"009-000000714","284","009","Department of Health and Human Services","CMS Medicaid Data Systems","Legislative Mandate","961","320205","http://www.healthcare.gov/law/resources/authorities/patient-protection.pdf","No","09/12/2012","16:04:38"
"009-000000714","284","009","Department of Health and Human Services","CMS Medicaid Data Systems","Legislative Mandate","965","320207","http://www.gpo.gov/fdsys/pkg/BILLS-109s1932enr/pdf/BILLS-109s1932enr.pdf","Yes","09/12/2012","16:04:38"
"009-000002454","285","009","Department of Health and Human Services","CMS Medicare Appeals System (MAS)","Legislative Mandate","649","319302","http://thomas.loc.gov/cgi-bin/query/zc105:H.R.2015.ENR","Yes","09/12/2012","14:24:09"
"009-000002454","285","009","Department of Health and Human Services","CMS Medicare Appeals System (MAS)","Published Agency Strategic Plan","651","319303","http://www.cms.gov/Medicare/Medicare-Fee-for-Service-Payment/AcuteInpatientPPS/downloads/cms-1533-fc.pdf","Yes","09/12/2012","14:24:09"
"009-000005234","287","009","Department of Health and Human Services","CMS Medicare Integrity Program Modernization-One PI System","Legislative Mandate","1005","320358","http://www.healthcare.gov/law/full/","Yes","09/12/2012","16:08:55"
"009-000001902","289","009","Department of Health and Human Services","CMS Modernized IT Infrastructure","Other Requirement","647","318771","http://www.cio.gov/documents/25-point-implementation-plan-to-reform-federal%20it.pdf","No","09/12/2012","14:24:05"
"009-000004255","290","009","Department of Health and Human Services","CMS Part A Claims Processing","Legislative Mandate","657","320436","http://www.ssa.gov/pgm/medicare.htm","Yes","09/12/2012","14:24:30"
"009-000004256","291","009","Department of Health and Human Services","CMS Part B Claims Processing","Legislative Mandate","659","320438","http://www.ssa.gov/pgm/medicare.htm","Yes","09/12/2012","14:25:03"
"009-000004258","293","009","Department of Health and Human Services","CMS Plan Enrollment (HPMS)","Legislative Mandate","999","319001","http://www.gpo.gov/fdsys/pkg/CFR-2011-title42-vol3/pdf/CFR-2011-title42-vol3-chapIV-subchapB.pdf","Yes","09/12/2012","16:08:38"
"009-000002476","296","009","Department of Health and Human Services","CMS Retiree Drug Subsidy","Legislative Mandate","653","320458","http://www.gpo.gov/fdsys/pkg/FR-2012-01-12/pdf/2012-473.pdf","Yes","09/12/2012","14:24:22"
"009-000005345","298","009","Department of Health and Human Services","FDA CDER Automated Drug Information Management System","Legislative Mandate","1021","318914","http://www.fda.gov/ForIndustry/UserFees/GenericDrugUserFees/default.htm","Yes","09/12/2012","16:11:35"
"009-000005345","298","009","Department of Health and Human Services","FDA CDER Automated Drug Information Management System","Legislative Mandate","1019","318913","http://www.fda.gov/ForIndustry/UserFees/PrescriptionDrugUserFee/ucm272170.htm","Yes","09/12/2012","16:11:35"
"009-000005345","298","009","Department of Health and Human Services","FDA CDER Automated Drug Information Management System","Legislative Mandate","1023","318915","http://www.fda.gov/ForIndustry/UserFees/BiosimilarUserFeeActBsUFA/default.htm","Yes","09/12/2012","16:11:35"
"009-000005318","299","009","Department of Health and Human Services","FDA ORA Automated Laboratory Management","Legislative Mandate","1013","319559"," http://www.dhs.gov/xlibrary/assets/mgmt/itpa-oha-nbis2010.pdf","No","09/12/2012","16:11:13"
"009-000005315","302","009","Department of Health and Human Services","FDA CDER MedWatch Plus","Legislative Mandate","669","319585","http://www.gpo.gov/fdsys/pkg/CFR-2011-title21-vol5/pdf/CFR-2011-title21-vol5-sec314-80.pdf","Yes","09/12/2012","14:26:01"
"009-000005315","302","009","Department of Health and Human Services","FDA CDER MedWatch Plus","Legislative Mandate","667","319586","http://www.fda.gov/Drugs/GuidanceComplianceRegulatoryInformation/Surveillance/ucm129115.htm","No","09/12/2012","14:26:01"
"024-000005116","303","024","Department of Homeland Security","CBP - Land Border Integration (LBI)","Legislative Mandate","857","100","http://www.it.ojp.gov/default.aspxarea=privacy&page=1282#contentTop","Yes","09/12/2012","15:02:11"
"024-000005116","303","024","Department of Homeland Security","CBP - Land Border Integration (LBI)","Audit Finding Resolution","859","200"," http://www.gao.gov/products/GAO-11-407T","No","09/12/2012","15:02:11"
"024-000005116","303","024","Department of Homeland Security","CBP - Land Border Integration (LBI)","Published Agency Strategic Plan","861","300"," http://www.dhs.gov/quadrennial-homeland-security-review-qhsr","No","09/12/2012","15:02:11"
"024-000005116","303","024","Department of Homeland Security","CBP - Land Border Integration (LBI)","Other Requirement","863","500"," http://www.dhs.gov/news/2009/03/25/napolitanos-testimony-southern-border-violence","No","09/12/2012","15:02:11"
"024-000005064","307","024","Department of Homeland Security","CBP - Tactical Communications (TACCOM) Modernization","Legislative Mandate","759","100","http://www.dhs.gov/xlibrary/assets/recovery/CBP_Tactical_Communications_Modernization_Program_2009-05-15.pdf","Yes","09/12/2012","14:32:29"
"024-000005064","307","024","Department of Homeland Security","CBP - Tactical Communications (TACCOM) Modernization","Published Agency Strategic Plan","761","300","http://www.cbp.gov/linkhandler/cgov/about/mission/strategic_plan_09_14.ctt/strategic_plan_09_14.pdf","No","09/12/2012","14:32:29"
"009-000005317","310","009","Department of Health and Human Services","FDA ORA Mission Accomplishments and Regulatory Compliance Services","Legislative Mandate","1011","318558","http://www.fda.gov/RegulatoryInformation/Legislation/ucm148797.htm","Yes","12/03/2012","13:12:01"
"024-000005188","311","024","Department of Homeland Security","CBP - Infrastructure","Legislative Mandate","1269","100","http://www.cio.gov/documents/25-point-implementation-plan-to-reform-federal%20it.pdf","No","09/13/2012","12:41:44"
"024-000005188","311","024","Department of Homeland Security","CBP - Infrastructure","Audit Finding Resolution","1271","200","http://www.dhs.gov/xoig/assets/mgmtrpts/OIG_09-60_Apr09.pdf","No","09/13/2012","12:41:44"
"024-000005188","311","024","Department of Homeland Security","CBP - Infrastructure","Published Agency Strategic Plan","1273","300","http://www.dhs.gov/xlibrary/assets/dhs-strategic-plan-fy-2012-2016.pdf","Yes","09/13/2012","12:41:44"
"024-000005188","311","024","Department of Homeland Security","CBP - Infrastructure","Presidential Priority","1275","400","http://www.dhs.gov/xabout/laws/gc_1214597989952.shtm#1","Yes","09/13/2012","12:41:44"
"024-000005053","314","024","Department of Homeland Security","CBP - Automated Commercial Environment (ACE)","Legislative Mandate","1509","100","http://uscode.house.gov/uscode-cgi/fastweb.exegetdoc+uscview+t17t20+2154+0++%28%29%20%20AND%20%28%2819%29%20ADJ%20USC%29%3ACITE%20AND%20%28USC%20w%2F10%20%281508%29%29%3ACITE%20%20%20%20%20%20%20%20%20","No","09/13/2012","16:23:22"
"024-000005053","314","024","Department of Homeland Security","CBP - Automated Commercial Environment (ACE)","Published Agency Strategic Plan","1511","300","http://dhsconnect.dhs.gov/org/comp/mgmt/cio/Documents/OCIO_Strat_Plan_2011_PRINT_Fully%20Accessible_FINAL.pdf","No","09/13/2012","16:23:22"
"024-000005053","314","024","Department of Homeland Security","CBP - Automated Commercial Environment (ACE)","Other Requirement","1513","500","http://www.cio.gov/documents/25-point-implementation-plan-to-reform-federal%20it.pdf","No","09/13/2012","16:23:22"
"024-000005137","315","024","Department of Homeland Security","CBP - Analytical Framework for Intelligence","Legislative Mandate","613","100","http://thomas.loc.gov/cgi-bin/cpquery/Rcp110:FLD010:@1(hr862<)","Yes","09/12/2012","13:53:23"
"024-000005137","315","024","Department of Homeland Security","CBP - Analytical Framework for Intelligence","Published Agency Strategic Plan","615","300","DHS: http://www.dhs.gov/xlibrary/assets/mgmt/cfo_apr_fy2011.pdf   /   CBP: http://www.cbp.gov/linkhandler/cgov/about/mission/strategic_plan_09_14.ctt/strategic_plan_09_14.pdf","No","09/12/2012","13:53:23"
"024-000005138","316","024","Department of Homeland Security","CBP - Advance Passenger Information System (APIS)","Legislative Mandate","609","100","http://www.tsa.gov/assets/pdf/Aviation_and_Transportation_Security_Act_ATSA_Public_Law_107_1771.pdf","No","09/12/2012","13:53:15"
"024-000005138","316","024","Department of Homeland Security","CBP - Advance Passenger Information System (APIS)","Published Agency Strategic Plan","611","300","http://www.dhs.gov/xlibrary/assets/mgmt/dhs-2011-strategic-sustainability-performance-plan.pdf","Yes","09/12/2012","13:53:15"
"009-000006267","317","009","Department of Health and Human Services","FDA OC-OIM Operational Infrastructure","Other Requirement","1395","319727","http://www.google.com/urlsa=t&rct=j&q=&esrc=s&frm=1&source=web&cd=2&cad=rja&sqi=2&ved=0CCcQFjAB&url=http%3A%2F%2Fwww.cio.gov%2Fdocuments%2Ffederal-cloud-computing-strategy.pdf&ei=Cfo8UIr5CbSM6QHNwIGYCg&usg=AFQjCNFcMHRsBjWNOVPBkX9DnBz1a9z-Uw","Yes","09/13/2012","15:22:55"
"009-000005316","318","009","Department of Health and Human Services","FDA ORA Regulatory Business Information Services","Legislative Mandate","1007","318524","http://www.fda.gov/food/foodsafety/fsma/default.htm","No","11/06/2012","11:32:15"
"009-000005316","318","009","Department of Health and Human Services","FDA ORA Regulatory Business Information Services","Other Requirement","1009","320380","http://www.fda.gov/RegulatoryInformation/Legislation/FederalFoodDrugandCosmeticActFDCAct/SignificantAmendmentstotheFDCAct/FDASIA/ucm20027187.htm","Yes","11/06/2012","11:32:15"
"024-000003015","319","024","Department of Homeland Security","USCIS - Transformation","Audit Finding Resolution","1109","200","http://www.oig.dhs.gov/assets/Mgmt/OIG_11-33_Jan11.pdf","No","09/13/2012","07:28:31"
"024-000003015","319","024","Department of Homeland Security","USCIS - Transformation","Published Agency Strategic Plan","1111","300","http://connect.uscis.dhs.gov/org/MGMT/HCT/Documents/USCIS%20Strategic%20Plan.pdf","No","09/13/2012","07:28:31"
"024-000003038","320","024","Department of Homeland Security","USCIS - Naturalization - CLAIMS 4","Published Agency Strategic Plan","1221","300","http://dhsconnect.dhs.gov/org/comp/cfo/ofo/Documents/DHS%20WCF%20FY%202014%20User%20Guide_3.7.12.docx","No","09/13/2012","10:17:59"
"024-000003038","320","024","Department of Homeland Security","USCIS - Naturalization - CLAIMS 4","Other Requirement","1225","500","http://www.uscis.gov/portal/site/uscis/menuitem.eb1d4c2a3e5b9ac89243c6a7543f6d1a/vgnextoid=02729c7755cb9010VgnVCM10000045f3d6a1RCRD&vgnextchannel=02729c7755cb9010VgnVCM10000045f3d6a1RCRD","Yes","09/13/2012","10:17:59"
"024-000003038","320","024","Department of Homeland Security","USCIS - Naturalization - CLAIMS 4","Presidential Priority","1223","400","http://www.cio.gov/pages.cfm/page/White-House-Forum-on-IT-Management-Reform","No","09/13/2012","10:17:59"
"024-000003030","321","024","Department of Homeland Security","USCIS - Document Production Division (DPD)","Legislative Mandate","1619","100","http://www.uscis.gov/ilink/docView/SLB/HTML/SLB/0-0-0-1/0-0-0-29/0-0-0-8289.html","Yes","09/14/2012","07:42:03"
"024-000003030","321","024","Department of Homeland Security","USCIS - Document Production Division (DPD)","Other Requirement","1623","500","http://www.uscis.gov/ilink/docView/SLB/HTML/SLB/0-0-0-1/0-0-0-29/0-0-0-8289.html; http://www.uscis.gov/ilink/docView/SLB/HTML/SLB/0-0-0-1/0-0-0-29/0-0-0-8501.html; http://www.uscis.gov/ilink/docView/SLB/HTML/SLB/8cfr.html","No","09/14/2012","07:42:03"
"024-000003030","321","024","Department of Homeland Security","USCIS - Document Production Division (DPD)","Presidential Priority","1621","400","http://www.uscis.gov/ilink/docView/SLB/HTML/SLB/0-0-0-1/0-0-0-29/0-0-0-8289.html","Yes","09/14/2012","07:42:03"
"009-000005323","322","009","Department of Health and Human Services","FDA OC User Fee and Financial Reporting Systems","Legislative Mandate","1015","318033","http://www.fda.gov/AboutFDA/ReportsManualsForms/Reports/UserFeeReports/PerformanceReports/default.htm","Yes","09/12/2012","16:11:27"
"009-000005323","322","009","Department of Health and Human Services","FDA OC User Fee and Financial Reporting Systems","Published Agency Strategic Plan","1017","318034","http://www.fda.gov/AboutFDA/ReportsManualsForms/Reports/ucm246751.htm#3_4","Yes","09/12/2012","16:11:27"
"024-000003127","323","024","Department of Homeland Security","USCIS - Infrastructure (End User Support)","Published Agency Strategic Plan","2107","300","http://www.dhs.gov/xlibrary/assets/dhs-strategic-plan-fy-2012-2016.pdf","Yes","09/14/2012","15:14:08"
"024-000003036","324","024","Department of Homeland Security","USCIS - Immigration - CLAIMS 3.0","Published Agency Strategic Plan","1249","300","http://www.uscis.gov/USCIS/About%20Us/Budget,%20Planning%20and%20Performance/USCIS%20Fiscal%20Year%202011%20Highlights%20Report.pdf; http://www.uscis.gov/USCIS/About%20Us/Budget,%20Planning%20and%20Performance/USCIS_Strategic_Plan_2008-2012.pdf; http://www.dhs.gov/xlibrary/assets/dhs-strategic-plan-fy-2012-2016.pdf","No","09/13/2012","11:59:13"
"024-000003036","324","024","Department of Homeland Security","USCIS - Immigration - CLAIMS 3.0","Other Requirement","1251","500","http://www.section508.gov/index.cfmfuseAction=stds","Yes","09/13/2012","11:59:13"
"024-000003040","326","024","Department of Homeland Security","USCIS - Customer Service Web Portal (CSWP)","Legislative Mandate","1107","100","http://www.archives.gov/about/laws/egov-act-section-207.html","Yes","09/13/2012","07:26:45"
"024-000003029","327","024","Department of Homeland Security","USCIS - Benefits Provision - Verification Information System (VIS)/Employment Eligibility Verification (EEV)","Legislative Mandate","1253","100","http://www.uscis.gov/ilink/docView/PUBLAW/HTML/PUBLAW/0-0-0-15.html","Yes","09/13/2012","12:02:53"
"024-000003029","327","024","Department of Homeland Security","USCIS - Benefits Provision - Verification Information System (VIS)/Employment Eligibility Verification (EEV)","Audit Finding Resolution","1255","200","http://www.gao.gov/new.items/d08895t.pdf","Yes","09/13/2012","12:02:53"
"024-000003029","327","024","Department of Homeland Security","USCIS - Benefits Provision - Verification Information System (VIS)/Employment Eligibility Verification (EEV)","Published Agency Strategic Plan","1257","300","http://www.gao.gov/products/GAO-11-873","Yes","09/13/2012","12:02:53"
"024-000003029","327","024","Department of Homeland Security","USCIS - Benefits Provision - Verification Information System (VIS)/Employment Eligibility Verification (EEV)","Other Requirement","1261","500","http://www.govtrack.us/congress/bills/109/hr418","Yes","09/13/2012","12:02:53"
"024-000003029","327","024","Department of Homeland Security","USCIS - Benefits Provision - Verification Information System (VIS)/Employment Eligibility Verification (EEV)","Presidential Priority","1259","400","http://www.govtrack.us/congress/bills/111/hr2892","Yes","09/13/2012","12:02:53"
"009-999991400","330","009","Department of Health and Human Services","Federal Health Architecture","Legislative Mandate","977","317824","www.archives.gov/about/laws/egov-act-section-207.html","Yes","09/12/2012","16:06:11"
"009-999991400","330","009","Department of Health and Human Services","Federal Health Architecture","Presidential Priority","979","317825","http://www.archives.gov/federal-register/executive-orders/2006.html#13410","Yes","09/12/2012","16:06:11"
"009-999990160","331","009","Department of Health and Human Services","Grants.gov - Find and Apply","Legislative Mandate","643","317731","http://www.whitehouse.gov/omb/grants_reform/ ","Yes","09/12/2012","14:22:01"
"009-000001397","332","009","Department of Health and Human Services","HHS Unified Financial Management System: Modernization Program","Legislative Mandate","1191","319601","http://www.hhs.gov/ufms/","No","09/13/2012","09:46:30"
"009-000001397","332","009","Department of Health and Human Services","HHS Unified Financial Management System: Modernization Program","Presidential Priority","1193","319602","http://www.cfoc.gov","Yes","09/13/2012","09:46:30"
"009-000000706","333","009","Department of Health and Human Services","HRSA - OIT Electronic Handbooks (EHBs)","Audit Finding Resolution","951","320810","http://www.gao.gov/products/GAO-12-610","Yes","09/12/2012","16:04:17"
"009-000000706","333","009","Department of Health and Human Services","HRSA - OIT Electronic Handbooks (EHBs)","Published Agency Strategic Plan","953","318319","http://www.hhs.gov/budget/performance-appendix-fy2013.pdf","Yes","09/12/2012","16:04:17"
"009-000001359","334","009","Department of Health and Human Services","IHS - National Patient Information Reporting System (NPIRS) - - Maintenance and Enhancements","Legislative Mandate","1277","318325","http://www.ihs.gov/adminmngrresources/ihcia/documents/ihcia.pdf","No","09/13/2012","12:49:53"
"009-000001359","334","009","Department of Health and Human Services","IHS - National Patient Information Reporting System (NPIRS) - - Maintenance and Enhancements","Presidential Priority","1279","318778","http://www.cio.gov/documents/25-point-implementation-plan-to-reform-federal%20it.pdf","No","09/13/2012","12:49:53"
"009-000006263","335","009","Department of Health and Human Services","IHS Infrastructure, Office Automation, & Telecommunications (I/OA/T)","Legislative Mandate","1283","317704","http://www.gpo.gov/fdsys/pkg/PLAW-111publ148/content-detail.html","Yes","09/13/2012","12:50:03"
"009-000006263","335","009","Department of Health and Human Services","IHS Infrastructure, Office Automation, & Telecommunications (I/OA/T)","Legislative Mandate","1285","317705","http://www.healthit.gov/policy-researchers-implementers/health-it-rules-regulationsutm_source=google&utm_medium=cpc&utm_campaign=privacy%2Band%2Blegal","Yes","09/13/2012","12:50:03"
"009-000006263","335","009","Department of Health and Human Services","IHS Infrastructure, Office Automation, & Telecommunications (I/OA/T)","Legislative Mandate","1281","317703","http://www.ihs.gov/adminmngrresources/ihcia/documents/ihcia.pdf","No","09/13/2012","12:50:03"
"009-000006263","335","009","Department of Health and Human Services","IHS Infrastructure, Office Automation, & Telecommunications (I/OA/T)","Published Agency Strategic Plan","1287","317706","http://www.hhs.gov/secretary/about/priorities/strategicplan2010-2015.pdf","Yes","09/13/2012","12:50:03"
"009-000006263","335","009","Department of Health and Human Services","IHS Infrastructure, Office Automation, & Telecommunications (I/OA/T)","Presidential Priority","1289","318790","http://www.whitehouse.gov/the-press-office/2011/11/09/executive-order-promoting-efficient-spending","Yes","09/13/2012","12:50:03"
"009-000001362","336","009","Department of Health and Human Services","IHS Resource and Patient Management System (RPMS) - Maintenance & Enhancements","Legislative Mandate","967","318137","http://uscode.house.gov/download/pls/25C18.txt","Yes","09/12/2012","16:04:58"
"009-000001362","336","009","Department of Health and Human Services","IHS Resource and Patient Management System (RPMS) - Maintenance & Enhancements","Presidential Priority","969","318736","http://www.whitehouse.gov/the-press-office/2011/11/09/executive-order-promoting-efficient-spending","Yes","09/12/2012","16:04:58"
"009-000001362","336","009","Department of Health and Human Services","IHS Resource and Patient Management System (RPMS) - Maintenance & Enhancements","Presidential Priority","971","318737","http://www.cio.gov/documents/25-point-implementation-plan-to-reform-federal%20it.pdf","No","09/12/2012","16:04:58"
"021-432721618","338","021","Department of Transportation","FAAXX013: Aviation Surface Weather Observation Network (ASWON)","Published Agency Strategic Plan","1387","1","http://www.faa.gov/about/plans_reports/media/Destination2025.pdf","Yes","11/29/2012","11:56:10"
"009-000001410","342","009","Department of Health and Human Services","NIH OD Electronic Research Administration (eRA)","Legislative Mandate","1171","318682","http://www.whitehouse.gov/omb/fedreg_preamble2/","Yes","09/13/2012","09:04:39"
"009-000004658","347","009","Department of Health and Human Services","OS ASFR HHS Consolidated Acquisition Solution","Legislative Mandate","665","318921","www.dol.gov/ocfo/media/regs/ITMRA.pdf","Yes","09/12/2012","14:25:41"
"009-000001418","353","009","Department of Health and Human Services","SAMHSA - OAS National Survey on Drug Use and Health (NSDUH)","Legislative Mandate","981","320616","http://www.gpo.gov/fdsys/pkg/USCODE-2010-title42/pdf/USCODE-2010-title42-chap6A-subchapIII-A-partA-sec290aa-4.pdf","Yes","09/12/2012","16:06:17"
"009-000001418","353","009","Department of Health and Human Services","SAMHSA - OAS National Survey on Drug Use and Health (NSDUH)","Published Agency Strategic Plan","983","317735","http://store.samhsa.gov/shin/content//SMA11-4629/02-ExecutiveSummary.pdf .","Yes","09/12/2012","16:06:17"
"009-000006779","354","009","Department of Health and Human Services","Secure One HHS","Legislative Mandate","1291","317699","http://www.whitehouse.gov/sites/default/files/omb/assets/omb/memoranda/fy2008/m08-05.pdf","Yes","09/13/2012","12:50:22"
"009-000001361","355","009","Department of Health and Human Services","HRSA - BHPr National Practitioner Data Bank (NPDB)/Healthcare Integrity and Protection Data Bank (HIPDB)","Legislative Mandate","637","317956"," http://www.npdb-hipdb.hrsa.gov/resources/titleIv.jsp;  http://www.npdb-hipdb.hrsa.gov/resources/1921.jsp;  http://www.npdb-hipdb.hrsa.gov/resources/1128e.jsp;   http://www.gpo.gov/fdsys/pkg/PLAW-111publ148/pdf/PLAW-111publ148.pdf  ( scroll to section 6403)","No","09/12/2012","14:20:57"
"009-000001361","355","009","Department of Health and Human Services","HRSA - BHPr National Practitioner Data Bank (NPDB)/Healthcare Integrity and Protection Data Bank (HIPDB)","Published Agency Strategic Plan","639","320605","http://www.hhs.gov/budget/performance-appendix-fy2013.pdf","Yes","09/12/2012","14:20:57"
"021-002703942","357","021","Department of Transportation","FAAXX084: Instrument Flight Procedure Automation (IFPA)","Published Agency Strategic Plan","1391","FAA Destination 2025","http://www.faa.gov/about/plans_reports/media/Destination2025.pdf","Yes","11/29/2012","11:57:06"
"021-211295869","358","021","Department of Transportation","FAAXX155: Next Generation Air/Ground Communications  (NEXCOM) Segment 1a","Published Agency Strategic Plan","1399","","http://www.faa.gov/about/plans_reports/media/Destination2025.pdf","Yes","09/13/2012","15:23:27"
"021-147277724","359","021","Department of Transportation","FAAXX159: Voice Switching and Control System (VSCS) Tech Refresh","Published Agency Strategic Plan","1401","1","http://www.faa.gov/about/plans_reports/media/Destination2025.pdf","Yes","11/29/2012","11:58:01"
"021-089571105","361","021","Department of Transportation","FAAXX169: Wide Area Augmentation System (WAAS)","Published Agency Strategic Plan","1711","FAA Destination 2025 Plan","http://www.faa.gov/about/plans_reports/media/Destination2025.pdf","Yes","03/25/2013","17:06:50"
"021-006227212","363","021","Department of Transportation","FAAXX036: Terminal Primary Surveillance (TPS)","Published Agency Strategic Plan","1389","","http://www.faa.gov/about/plans_reports/media/Destination2025.pdf","Yes","09/13/2012","15:18:41"
"021-860081937","364","021","Department of Transportation","FAAXX248: Airport Surface Detection Equipment - Model X (ASDE-X)","Published Agency Strategic Plan","1403","FAA Destination 2025","http://www.faa.gov/about/plans_reports/media/Destination2025.pdf","Yes","11/29/2012","11:58:57"
"021-623287423","366","021","Department of Transportation","FAAXX445: FAA Telecommunications Infrastructure (FTI)","Published Agency Strategic Plan","1405","","http://www.faa.gov/about/plans_reports/media/Destination2025.pdf","Yes","09/13/2012","15:23:46"
"021-514765477","368","021","Department of Transportation","FAAXX504: En Route Automation Modernization (ERAM)","Published Agency Strategic Plan","1407","FAA Destination 2025 Plan","http://www.faa.gov/about/plans_reports/media/Destination2025.pdf","Yes","11/29/2012","12:03:02"
"021-161006572","370","021","Department of Transportation","FAAXX600: Oceanic Automation System: Advanced Technologies and Oceanic Procedures (ATOP)","Published Agency Strategic Plan","1411","FAA Destination 2025","http://www.faa.gov/about/plans_reports/media/Destination2025.pdf","Yes","11/29/2012","12:03:52"
"021-613828465","371","021","Department of Transportation","FAAXX603: Time Based Flow Management (TBFM) and Traffic Mgmt Advisor Single Cntr (TMA)","Published Agency Strategic Plan","1713","FAA Destination 2025","http://www.faa.gov/about/plans_reports/media/Destination2025.pdf","Yes","11/29/2012","12:03:55"
"021-826990043","373","021","Department of Transportation","FAAXX610: Aviation Safety Knowledge Management (ASKME/AVS)","Published Agency Strategic Plan","1413","","http://www.faa.gov/about/plans_reports/media/Destination2025.pdf","Yes","09/13/2012","15:25:39"
"021-620588994","375","021","Department of Transportation","FAAXX703: System Wide Information Management (SWIM)","Published Agency Strategic Plan","1439","FAA Destination 2025 Plan","http://www.faa.gov/about/plans_reports/media/Destination2025.pdf","Yes","11/29/2012","12:05:48"
"021-189475443","376","021","Department of Transportation","FAAXX612: System Approach for Safety Oversight (SASO)","Published Agency Strategic Plan","1431","","http://www.faa.gov/about/plans_reports/media/Destination2025.pdf","Yes","09/13/2012","15:27:49"
"021-113910548","377","021","Department of Transportation","FAAXX709: Runway Status Lights (RWSL)","Audit Finding Resolution","1721","","http://www.gao.gov/new.items/d0829.pdf","Yes","09/14/2012","10:14:13"
