Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Contract ID,Agency Contract ID,Contract Status,Contracting Agency ID,Contract Number (PIID),IDV PIID,IDV Agency ID,Solicitation ID (Agency),Modular Approaches / Contracting,EVM Required,Match found in USAspending,Vendor Name (USAspending),Solicitation ID (USAspending),Action Obligation Amount (In $ million) (USAspending),Type of Contract (USAspending),Performance Based Contract (USAspending),Contract Start Date (USAspending),Contract End Date (USAspending),Contract Compete (USAspending),Contract Description (USAspending),Base Contract ID (USAspending),Identifying Agency ID (USAspending),Transaction Number (USAspending),Timestamp (Contract),Timestamp (Base Contract)
"007-000000882","48","007","Department of Defense","GLOBAL COMBAT SUPPORT SYSTEM-JOINT","22508","CID-0882-1015","Awarded","9700","HC104709D4013","HC104709D4013","9700","HC1047-09-R-0009","","no","No","","","","","","","","","","","","","2013-03-28 15:52:54",""
"007-000000882","48","007","Department of Defense","GLOBAL COMBAT SUPPORT SYSTEM-JOINT","22509","CID-0882-1018","Awarded","4730","HC104709F0230","GS06F0592Z","4730","DCCMC90547","","no","Yes","AAC INC.","","1.750850","Cost Plus Fixed Fee","","11/30/2011","07/13/2012","U","MOD TO TURN ON OPTIONAL TASKS 6.3 AND 6.4 OF TASK ORDER.","41925","9700","0","2013-04-01 13:51:23","2013-04-01 13:51:23"
"007-000000884","33","007","Department of Defense","GLOBAL DECISION SUPPORT SYSTEM","22851","CID-0884-1003","Awarded","","DAAB0703DB0060250","","","","","no","No","ARINC ENGINEERING SERVICES, LL","","0.000000","Time and Materials","","01/10/2011","01/01/1970","U","ADD DFARS CLAUSE 252-225-7040 DEVIATION","60851","9700","","2012-09-13 15:50:39","2013-08-30 00:19:35"
"007-000000884","33","007","Department of Defense","GLOBAL DECISION SUPPORT SYSTEM","22852","CID-0884-1004","Awarded","","FA872110C0001","","","","","no","Yes","THE MITRE CORPORATION","","4.322644","Cost No Fee","","09/30/2010","10/01/2010","U","FUNDING ACTION","41935","9700","14","2013-04-01 13:51:30","2013-04-01 13:51:30"
"007-000000884","33","007","Department of Defense","GLOBAL DECISION SUPPORT SYSTEM","22852","CID-0884-1004","Awarded","","FA872110C0001","","","","","no","Yes","THE MITRE CORPORATION","","4.322644","Cost No Fee","","12/15/2009","10/01/2010","U","ESTABLISHING AIRCRAFT FUNDS CLIN AND FUNDING","41937","9700","1","2013-04-01 13:51:30","2013-04-01 13:51:30"
"007-000000884","33","007","Department of Defense","GLOBAL DECISION SUPPORT SYSTEM","22852","CID-0884-1004","Awarded","","FA872110C0001","","","","","no","Yes","THE MITRE CORPORATION","","4.322644","Cost No Fee","","09/20/2010","10/01/2010","U","FUNDING ACTION","41939","9700","16","2013-04-01 13:51:30","2013-04-01 13:51:30"
"007-000000884","33","007","Department of Defense","GLOBAL DECISION SUPPORT SYSTEM","22853","CID-0884-1005","Awarded","9700","HC102808D20170015","","","","","yes","No","COMPUTER SCIENCES CORPORATION","","0.000000","Order Dependent (IDV only)","","02/08/2013","01/01/1970","U","ENCORE II IT SOLUTIONS - FFP","60853","9700","","2012-09-13 15:50:39","2013-08-30 00:19:36"
"007-000000884","33","007","Department of Defense","GLOBAL DECISION SUPPORT SYSTEM","22854","CID-0884-1006","Awarded","","FA445209D0007","","","","","yes","Yes","CARLETON TECHNOLOGIES INC","","","Firm Fixed Price","","05/26/2009","01/01/1970","U","HALO SYSTEM ADAPTER","41931","9700","","2012-09-13 15:50:39","2013-04-01 13:51:30"
"007-000000884","33","007","Department of Defense","GLOBAL DECISION SUPPORT SYSTEM","22855","CID-0884-1007","Awarded","","FA445209D00040010","","","","","no","No","COMPUTER SCIENCES CORPORATION","FA445208R0001","0.000000","Firm Fixed Price","","05/14/2013","01/01/1970","U","APPLICATIONS INFRASTRUCTURE AND SYSTEMS SUPPORT (AISS)","60855","9700","","2012-09-13 15:50:39","2013-08-30 00:19:37"
"007-000000884","33","007","Department of Defense","GLOBAL DECISION SUPPORT SYSTEM","23711","CID-0884-1012","Awarded","","FA445210F0035","","","0","","no","Yes","CYINTECH, INC.","","1.840352","Firm Fixed Price","","10/01/2012","09/19/2013","U","AVORM SUPPORT","41927","9700","0","2013-04-01 13:51:30","2013-04-01 13:51:30"
"007-000000884","33","007","Department of Defense","GLOBAL DECISION SUPPORT SYSTEM","26443","CID-0884-1013","Awarded","","F3SF551165GC01","","","","","no","No","","","","","","","","","","","","","2012-09-13 15:50:39",""
"007-000000884","33","007","Department of Defense","GLOBAL DECISION SUPPORT SYSTEM","26445","CID-0884-1015","Awarded","","F3SF551165GC02","","","","","yes","No","","","","","","","","","","","","","2012-09-13 15:50:39",""
"007-000000884","33","007","Department of Defense","GLOBAL DECISION SUPPORT SYSTEM","26447","CID-0884-1016","Awarded","","FA445210F0035","","","","","no","Yes","CYINTECH, INC.","","1.840352","Firm Fixed Price","","10/01/2012","09/19/2013","U","AVORM SUPPORT","41943","9700","0","2013-04-01 13:51:30","2013-04-01 13:51:30"
"007-000000884","33","007","Department of Defense","GLOBAL DECISION SUPPORT SYSTEM","26449","CID-0884-1014","Awarded","","F3SF551165GC02","","","","","no","No","","","","","","","","","","","","","2012-09-13 15:50:39",""
"007-000001009","901","007","Department of Defense","Joint Personnel Identification Version 2","26451","CID-1009-1000","Awarded","9700","0001","W911SR-10-D-0002","9700","W91B9412310358","","no","No","THE BLACK & DECKER CORPORATION","","0.000000","Firm Fixed Price","","07/15/2001","01/01/1970","U","","60877","9700","","2013-04-01 13:51:32","2013-08-30 00:20:59"
"007-000001009","901","007","Department of Defense","Joint Personnel Identification Version 2","31101","CID-1009-1001","Awarded","9700","TBD","TBD","9700","W91QUZ-09-R-0009","","no","No","","","","","","","","","","","","","2013-04-01 13:51:32",""
"007-000001017","906","007","Department of Defense","Base Information Transport Infrastructure - Wired","22525","CID-1017-1012","Awarded","9700","TF07","FA77104D008","9700","0","","no","No","","","","","","","","","","","","","2013-03-28 17:15:35",""
"007-000001017","906","007","Department of Defense","Base Information Transport Infrastructure - Wired","22526","CID-1017-1013","Awarded","9700","TF55","FA77104D003","9700","0","","no","No","","","","","","","","","","","","","2012-09-13 15:51:03",""
"007-000001017","906","007","Department of Defense","Base Information Transport Infrastructure - Wired","22527","CID-1017-1014","Awarded","9700","TF58","FA77104D003","9700","0","","no","No","","","","","","","","","","","","","2013-03-28 17:15:35",""
"007-000001017","906","007","Department of Defense","Base Information Transport Infrastructure - Wired","22528","CID-1017-1015","Awarded","9700","TF80","FA77104D007","9700","0","","no","No","","","","","","","","","","","","","2013-03-28 17:15:35",""
"007-000001017","906","007","Department of Defense","Base Information Transport Infrastructure - Wired","26453","CID-1017-1017","Awarded","9700","TF33","FA877104D0009","9700","0","","no","Yes","TELOS CORPORATION","","0.577135","Firm Fixed Price","","09/28/2012","12/02/2013","U","NETWORK CENTRIC SOLUTIONS","41947","9700","0","2013-04-01 13:51:42","2013-04-01 13:51:42"
"007-000001017","906","007","Department of Defense","Base Information Transport Infrastructure - Wired","26455","CID-1017-1018","Awarded","9700","TF97","FA877104D0007","9700","0","","no","Yes","GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.","","1.063781","Firm Fixed Price","","09/10/2012","04/04/2014","U","NETWORK CENTRIC SOLUTIONS","41949","9700","0","2013-04-01 13:51:42","2013-04-01 13:51:42"
"007-000001017","906","007","Department of Defense","Base Information Transport Infrastructure - Wired","26457","CID-1017-1021","Awarded","9700","TF54","FA877104D0003","9700","0","","no","Yes","HARRIS IT SERVICES CORPORATION","","4.788520","Firm Fixed Price","","05/04/2012","06/18/2013","U","NETCENTS CONTRACT CLIN 4001","41951","9700","0","2013-04-01 13:51:42","2013-04-01 13:51:42"
"007-000001017","906","007","Department of Defense","Base Information Transport Infrastructure - Wired","26459","CID-1017-1022","Awarded","9700","TF81","FA877104D0007","9700","0","","no","Yes","GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.","","1.337584","Firm Fixed Price","","04/09/2012","12/20/2012","U","NETWORK CENTRIC SOLUTIONS","41953","9700","0","2013-04-01 13:51:42","2013-04-01 13:51:42"
"007-000001017","906","007","Department of Defense","Base Information Transport Infrastructure - Wired","26461","CID-1017-1020","Awarded","9700","TF59","FA877104D0003","9700","0","","no","Yes","HARRIS IT SERVICES CORPORATION","","2.729045","Firm Fixed Price","","09/27/2012","03/21/2013","U","NETWORK CENTRIC SOLUTIONS","41955","9700","0","2013-04-01 13:51:42","2013-04-01 13:51:42"
"007-000001042","917","007","Department of Defense","Defense Occupational and Environmental Health Readiness System - Industrial Hygiene","22533","CID-1042-1003","Awarded","9700","0030","W74V8H04D0018","9700","","","yes","Yes","NORTHROP GRUMMAN INFORMATION TECHNOLOGY INCORPORATED (6773)","","15.727303","Cost Plus Fixed Fee","","04/12/2012","10/12/2012","U","TIER III MAINTENANCE - BASE PERIOD","41957","9700","0","2013-04-01 13:51:46","2013-04-01 13:51:46"
"007-000001042","917","007","Department of Defense","Defense Occupational and Environmental Health Readiness System - Industrial Hygiene","22537","CID-1042-1007","Awarded","9700","0031","W74V8H04D0018","9700","","","yes","Yes","NORTHROP GRUMMAN INFORMATION TECHNOLOGY INCORPORATED (6773)","","9.216083","Time and Materials","","08/06/2012","03/28/2013","U","BASE PERIOD TASK 1","41959","9700","0","2013-04-01 13:51:46","2013-04-01 13:51:46"
"007-000001042","917","007","Department of Defense","Defense Occupational and Environmental Health Readiness System - Industrial Hygiene","22538","CID-1042-1008","Awarded","9700","0032","W74V8H04D0018","9700","","","yes","Yes","NORTHROP GRUMMAN INFORMATION TECHNOLOGY INCORPORATED (6773)","","5.538774","Time and Materials","","12/03/2012","09/30/2013","U","DOEHRS - IH EXPOSURE CHARACTERIZATION","41961","9700","0","2013-03-28 17:24:29","2013-04-01 13:51:46"
"007-000001042","917","007","Department of Defense","Defense Occupational and Environmental Health Readiness System - Industrial Hygiene","22539","CID-1042-1009","Awarded","9700","0033","W74V8H04D0018","9700","","","yes","Yes","NORTHROP GRUMMAN INFORMATION TECHNOLOGY INCORPORATED (6773)","","3.984017","Time and Materials","","09/30/2011","03/30/2013","U","OTHER DIRECT COSTS -","41963","9700","0","2012-09-13 15:51:08","2013-04-01 13:51:46"
"007-000001046","34","007","Department of Defense","Air and Space Operations Center - Weapon System","26463","CID-1046-1003","Awarded","9700","FA870712C0001","N/A","9700","","","yes","Yes","NORTHROP GRUMMAN SYSTEMS CORPORATION","","13.403134","Cost Plus Incentive","","12/21/2012","12/31/2019","U","CLIN 0006 POP EXTENSION","41965","9700","5","2013-04-01 13:51:46","2013-04-01 13:51:46"
"007-000001046","34","007","Department of Defense","Air and Space Operations Center - Weapon System","26463","CID-1046-1003","Awarded","9700","FA870712C0001","N/A","9700","","","yes","Yes","NORTHROP GRUMMAN SYSTEMS CORPORATION","","13.403134","Firm Fixed Price","","10/26/2011","12/31/2019","U","AOC WS MODERNIZATION PROGRAM","41967","9700","6","2013-04-01 13:51:46","2013-04-01 13:51:46"
"007-000001056","1145","007","Department of Defense","JOINT STAFF INFORMATION NETWORK","26465","CID-1056-1000","Awarded","","EncoreII","","","","","no","No","","","","","","","","","","","","","2013-03-28 17:24:32",""
"007-000001056","1145","007","Department of Defense","JOINT STAFF INFORMATION NETWORK","26467","CID-1056-1001","Awarded","","8AStarsII","","","","","no","No","","","","","","","","","","","","","2013-03-28 17:24:32",""
"007-000001056","1145","007","Department of Defense","JOINT STAFF INFORMATION NETWORK","31119","CID-1056-1002","Awarded","","GSAAlliant","","","","","no","No","","","","","","","","","","","","","2013-03-28 17:24:32",""
"007-000001078","909","007","Department of Defense","Air Force Intranet Increment 2","22540","CID-1078-1001","Awarded","9700","RS05","W91QUZ07A0006","9700","0","","no","Yes","BMC SOFTWARE DISTRIBUTION INC","","13.502999","Firm Fixed Price","","02/15/2012","03/06/2013","U","BMC REMEDY LICENSES AND SUPPORT","41971","9700","6","2013-04-01 13:51:51","2013-04-01 13:51:51"
"007-000001078","909","007","Department of Defense","Air Force Intranet Increment 2","22541","CID-1078-1002","Awarded","9700","RSC7","FA877104D0008","9700","0","","no","Yes","LOCKHEED MARTIN INTEGRATED SYSTEMS, INC.","","0.508640","Firm Fixed Price","","12/06/2012","06/08/2013","U","ATTACH UPDATED DD FORM 254.","41973","9700","6","2012-09-13 15:51:18","2013-04-01 13:51:51"
"007-000001078","909","007","Department of Defense","Air Force Intranet Increment 2","26471","CID-1078-1000","Awarded","9700","RS10","W91QUZ09A0003","9700","0","","no","Yes","CARAHSOFT TECHNOLOGY CORPORATION","","2.917449","Firm Fixed Price","","04/18/2012","03/31/2013","U","VMWARE SUPPORT RENEWAL RFQ 12-12","41969","9700","6","2013-04-01 13:51:51","2013-04-01 13:51:51"
"007-000001099","922","007","Department of Defense","Air Force Intranet Increment 3","22548","CID-1099-1000","Awarded","9700","RSHY","FA877104D0007","9700","0","","no","Yes","GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.","","2.222543","Firm Fixed Price","","06/29/2012","03/31/2014","U","HIND PRODUCT SUPPORT.","41975","9700","6","2013-04-01 13:51:52","2013-04-01 13:51:52"
"007-000001104","910","007","Department of Defense","Base Information Infrastructure","22556","CID-1104-1007","Awarded","9700","QPJ4","FA877104D0007","9700","0","","no","Yes","GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.","","17.900414","Firm Fixed Price","","08/20/2012","09/22/2012","U","VOICE SWITCHING SUSTAINMENT","41977","9700","6","2013-04-01 13:51:57","2013-04-01 13:51:57"
"007-000001104","910","007","Department of Defense","Base Information Infrastructure","22556","CID-1104-1007","Awarded","9700","QPJ4","FA877104D0007","9700","0","","no","Yes","GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.","","17.900414","Firm Fixed Price","","08/20/2012","09/22/2012","U","VOICE SWITCHING SUSTAINMENT","41979","9700","1","2013-04-01 13:51:57","2013-04-01 13:51:57"
"007-000001104","910","007","Department of Defense","Base Information Infrastructure","22578","CID-1104-1029","Awarded","9700","RSHR","FA877104D0007","9700","0","","no","Yes","GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.","","3.298147","Firm Fixed Price","","06/28/2012","02/03/2013","U","BROCADE MODERNIZATION- LACKLAND","41981","9700","6","2013-04-01 13:51:57","2013-04-01 13:51:57"
"007-000001104","910","007","Department of Defense","Base Information Infrastructure","22578","CID-1104-1029","Awarded","9700","RSHR","FA877104D0007","9700","0","","no","Yes","GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.","","3.298147","Cost No Fee","","05/03/2012","02/03/2013","U","BROCADE MODERNIZATION- LACKLAND","41983","9700","1","2013-04-01 13:51:57","2013-04-01 13:51:57"
"007-000001104","910","007","Department of Defense","Base Information Infrastructure","22589","CID-1104-1040","Awarded","9700","TF09","FA877104D0006","9700","0","","no","Yes","BOOZ ALLEN HAMILTON INCORPORATED (3626)","","1.557996","Firm Fixed Price","","12/03/2012","06/28/2013","U","FUNDING IN SUPPORT OF CLIN 7001","41985","9700","0","2013-04-01 13:51:57","2013-04-01 13:51:57"
"007-000001104","910","007","Department of Defense","Base Information Infrastructure","22590","CID-1104-1041","Awarded","9700","RSHZ","FA877104D0007","9700","0","","no","Yes","GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.","","0.326371","Firm Fixed Price","","06/20/2012","11/30/2012","U","ELLSWORTH AFB ITN MODERNIZATION","41987","9700","6","2013-04-01 13:51:57","2013-04-01 13:51:57"
"007-000001104","910","007","Department of Defense","Base Information Infrastructure","22590","CID-1104-1041","Awarded","9700","RSHZ","FA877104D0007","9700","0","","no","Yes","GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.","","0.326371","Firm Fixed Price","","06/20/2012","11/30/2012","U","ELLSWORTH AFB ITN MODERNIZATION","41989","9700","1","2013-04-01 13:51:57","2013-04-01 13:51:57"
"007-000001104","910","007","Department of Defense","Base Information Infrastructure","23749","CID-1104-1057","Awarded","9700","RSEM","TBD","9700","0","","no","No","","","","","","","","","","","","","2013-03-28 17:38:35",""
"007-000001104","910","007","Department of Defense","Base Information Infrastructure","31143","CID-1104-1055","Awarded","","RS05","","","0","","no","No","","","","","","","","","","","","","2013-03-28 17:38:36",""
"007-000001152","911","007","Department of Defense","Voice Switching System","31121","CID-1152-1014","Awarded","9700","0316","FA8217-11-D-0001","9700","n/a","","no","Yes","RAYTHEON COMPANY","","1.921291","Firm Fixed Price","","09/12/2012","09/12/2013","U","TASK ORDER","41991","9700","0","2013-03-28 17:24:56","2013-04-01 13:52:06"
"007-000001152","911","007","Department of Defense","Voice Switching System","31123","CID-1152-1008","Awarded","9700","0255","FA8217-11-D-0001","9700","n/a","","no","Yes","RAYTHEON COMPANY","","2.580456","Firm Fixed Price","","09/26/2012","05/31/2013","U","MODIFICATION TO CHANGE CLINS J726 AND J795 SEE PAGE TWO FOR DETAILS.","41993","9700","6","2013-03-28 17:24:56","2013-04-01 13:52:06"
"007-000001152","911","007","Department of Defense","Voice Switching System","31125","CID-1152-1011","Awarded","9700","0289","FA8217-11-D-0001","9700","n/a","","no","Yes","RAYTHEON COMPANY","","0.786681","Firm Fixed Price","","08/06/2012","11/06/2013","U","TASK ORDER FOR INSTALLATION","41995","9700","0","2013-03-28 17:24:56","2013-04-01 13:52:06"
"007-000001152","911","007","Department of Defense","Voice Switching System","31127","CID-1152-1012","Awarded","9700","0296","FA8217-11-D-0001","9700","n/a","","no","Yes","RAYTHEON COMPANY","","0.695127","Firm Fixed Price","","11/08/2012","08/21/2013","U","MODIFICATION TO ADD 80 HOURS TO TASK ORDER 0296 FOR HICKAM LOCATION","41997","9700","0","2013-03-28 17:24:56","2013-04-01 13:52:06"
"007-000001152","911","007","Department of Defense","Voice Switching System","31129","CID-1152-1013","Awarded","9700","0298","FA8217-11-D-0001","9700","n/a","","no","Yes","RAYTHEON COMPANY","","1.488631","Firm Fixed Price","","09/27/2012","08/26/2013","U","TASK ORDER","41999","9700","0","2013-03-28 17:24:56","2013-04-01 13:52:06"
"007-000001152","911","007","Department of Defense","Voice Switching System","31131","CID-1152-1010","Awarded","9700","0281","FA8217-11-D-0001","9700","n/a","","no","Yes","RAYTHEON COMPANY","","0.352850","Firm Fixed Price","","08/14/2012","08/15/2013","U","TASK ORDER TO PROVIDE THE INSTALLATION OF A SECURE DSS-2A @ TYNDALL AFB","42001","9700","0","2013-03-28 17:24:56","2013-04-01 13:52:06"
"007-000001152","911","007","Department of Defense","Voice Switching System","31133","CID-1152-1009","Awarded","9700","0263","FA8217-11-D-0001","9700","n/a","","no","Yes","RAYTHEON COMPANY","","0.586906","Firm Fixed Price","","06/08/2012","06/10/2013","U","TASK ORDER FOR INSTALLATION.","42003","9700","6","2013-03-28 17:24:56","2013-04-01 13:52:06"
"007-000001152","911","007","Department of Defense","Voice Switching System","31133","CID-1152-1009","Awarded","9700","0263","FA8217-11-D-0001","9700","n/a","","no","Yes","RAYTHEON COMPANY","","0.586906","Firm Fixed Price","","06/08/2012","06/10/2013","U","TASK ORDER FOR INSTALLATION.","42005","9700","1","2013-03-28 17:24:56","2013-04-01 13:52:06"
"007-000001152","911","007","Department of Defense","Voice Switching System","31135","CID-1152-1015","Awarded","9700","0321","FA8217-11-D-0001","9700","n/a","","no","Yes","RAYTHEON COMPANY","","4.658946","Firm Fixed Price","","10/18/2012","09/10/2013","U","TASK ORDER","42007","9700","0","2013-03-28 17:24:56","2013-04-01 13:52:06"
"007-000001152","911","007","Department of Defense","Voice Switching System","31137","CID-1152-1016","Awarded","9700","0346","FA8217-11-D-0001","9700","n/a","","no","Yes","RAYTHEON COMPANY","","0.552861","Firm Fixed Price","","10/30/2012","10/30/2013","U","TASK ORDER","42009","9700","0","2013-03-28 17:24:56","2013-04-01 13:52:06"
"007-000001179","912","007","Department of Defense","Integrated Strategic Planning and Analysis Network - Increment 2","22596","CID-1179-1000","Awarded","9700","FA872204C0009","N/A","9700","","","yes","Yes","LOCKHEED MARTIN CORPORATION","","21.785227","Cost Plus Award Fee","","09/21/2011","01/31/2014","U"," ","42011","9700","0","2013-04-01 13:52:07","2013-04-01 13:52:07"
"007-000001179","912","007","Department of Defense","Integrated Strategic Planning and Analysis Network - Increment 2","22597","CID-1179-1001","Awarded","9700","FA460011C0001","N/A","9700","0","","no","Yes","STRATEGIC PROFESSIONAL RESOURCES, INC.","FA460010R0008","1.524627","Firm Fixed Price","","12/21/2012","09/27/2014","U","LABOR ISPAN (3400)","42013","9700","0","2013-04-01 13:52:07","2013-04-01 13:52:07"
"007-000001184","913","007","Department of Defense","Mission Planning System (MPS) Increment IV","22603","CID-1184-1015","Awarded","9700","0000","FA872005C0005","9700","","","yes","No","","","5.021819","","","","04/14/2017","","","","","","2013-03-28 17:25:18",""
"007-000001184","913","007","Department of Defense","Mission Planning System (MPS) Increment IV","22604","CID-1184-1016","Awarded","9700","0001","FA872010D0001","9700","","","yes","No","THE BLACK & DECKER CORPORATION","","0.000000","Firm Fixed Price","","07/15/2001","01/01/1970","U","","60827","9700","","2013-03-28 17:25:18","2013-08-30 00:18:34"
"007-000001184","913","007","Department of Defense","Mission Planning System (MPS) Increment IV","22605","CID-1184-1017","Awarded","9700","0001","FA872010D0002","9700","","","yes","No","THE BLACK & DECKER CORPORATION","","0.000000","Firm Fixed Price","","07/15/2001","01/01/1970","U","","60829","9700","","2013-03-28 17:25:18","2013-08-30 00:18:35"
"007-000001184","913","007","Department of Defense","Mission Planning System (MPS) Increment IV","22606","CID-1184-1018","Awarded","9700","0001","FA872010D0003","9700","","","yes","No","THE BLACK & DECKER CORPORATION","","0.000000","Firm Fixed Price","","07/15/2001","01/01/1970","U","","60831","9700","","2013-03-28 17:25:18","2013-08-30 00:18:36"
"007-000001184","913","007","Department of Defense","Mission Planning System (MPS) Increment IV","22607","CID-1184-1019","Awarded","9700","0001","FA872010D0004","9700","","","yes","No","THE BLACK & DECKER CORPORATION","","0.000000","Firm Fixed Price","","07/15/2001","01/01/1970","U","","60833","9700","","2013-03-28 17:25:18","2013-08-30 00:18:37"
"007-000001184","913","007","Department of Defense","Mission Planning System (MPS) Increment IV","22608","CID-1184-1020","Awarded","9700","0001","FA872010D0005","9700","","","yes","No","THE BLACK & DECKER CORPORATION","","0.000000","Firm Fixed Price","","07/15/2001","01/01/1970","U","","60835","9700","","2013-03-28 17:25:18","2013-08-30 00:18:39"
"007-000001184","913","007","Department of Defense","Mission Planning System (MPS) Increment IV","22609","CID-1184-1021","Awarded","9700","0002","FA872010D0001","9700","","","yes","Yes","NORTHROP GRUMMAN SPACE & MISSION SYSTEMS CORP.","","5.088360","Cost Plus Fixed Fee","","10/10/2012","03/31/2015","U","B-1 MPE RELEASE 7.0 DR FIX ETC","42049","9700","4","2013-04-01 13:52:21","2013-04-01 13:52:21"
"007-000001184","913","007","Department of Defense","Mission Planning System (MPS) Increment IV","22609","CID-1184-1021","Awarded","9700","0002","FA872010D0001","9700","","","yes","Yes","NORTHROP GRUMMAN SPACE & MISSION SYSTEMS CORP.","","5.088360","Cost Plus Fixed Fee","","10/10/2012","03/31/2015","U","B-1 MPE RELEASE 7.0 DR FIX ETC","42051","9700","1","2013-04-01 13:52:21","2013-04-01 13:52:21"
"007-000001184","913","007","Department of Defense","Mission Planning System (MPS) Increment IV","22612","CID-1184-1024","Awarded","9700","0003","FA872010D0001","9700","","","yes","Yes","NORTHROP GRUMMAN SPACE & MISSION SYSTEMS CORP.","","18.091629","Cost Plus Fixed Fee","","10/31/2012","01/16/2015","U","FRAMEWORK MPEC I I DELIVERY ORDER","42053","9700","4","2013-03-28 17:25:18","2013-04-01 13:52:21"
"007-000001184","913","007","Department of Defense","Mission Planning System (MPS) Increment IV","22612","CID-1184-1024","Awarded","9700","0003","FA872010D0001","9700","","","yes","Yes","NORTHROP GRUMMAN SPACE & MISSION SYSTEMS CORP.","","18.091629","Cost No Fee","","11/08/2012","01/16/2015","U","ECP 002","42055","9700","1","2013-03-28 17:25:18","2013-04-01 13:52:21"
"007-000001184","913","007","Department of Defense","Mission Planning System (MPS) Increment IV","23752","CID-1184-1025","Awarded","9700","0004","FA872010D0001","9700","","","yes","Yes","NORTHROP GRUMMAN SPACE & MISSION SYSTEMS CORP.","","7.862186","Cost Plus Fixed Fee","","12/12/2012","06/06/2016","U","ADD FUNDING AND INCORPORATE NEW COR","42029","9700","4","2013-03-28 17:25:18","2013-04-01 13:52:21"
"007-000001184","913","007","Department of Defense","Mission Planning System (MPS) Increment IV","23752","CID-1184-1025","Awarded","9700","0004","FA872010D0001","9700","","","yes","Yes","NORTHROP GRUMMAN SPACE & MISSION SYSTEMS CORP.","","7.862186","Cost No Fee","","01/01/2013","06/06/2016","U","CLIN 0004 CAPABILITY CHANGE","42031","9700","1","2013-03-28 17:25:18","2013-04-01 13:52:21"
"007-000001184","913","007","Department of Defense","Mission Planning System (MPS) Increment IV","23752","CID-1184-1025","Awarded","9700","0004","FA872010D0001","9700","","","yes","Yes","NORTHROP GRUMMAN SPACE & MISSION SYSTEMS CORP.","","7.862186","Firm Fixed Price","","09/06/2011","06/06/2016","U","B-2 MPEC II DO","42033","9700","6","2013-03-28 17:25:18","2013-04-01 13:52:21"
"007-000001184","913","007","Department of Defense","Mission Planning System (MPS) Increment IV","23753","CID-1184-1028","Awarded","9700","0002","FA872010D0004","9700","","","yes","Yes","BAE SYSTEMS NATIONAL SECURITY SOLUTIONS INC.","","5.145144","Cost No Fee","","01/01/2012","12/31/2013","U","AUTOROUTER OPTION EXERCISE (FY12)","42035","9700","1","2013-04-01 13:52:21","2013-04-01 13:52:21"
"007-000001184","913","007","Department of Defense","Mission Planning System (MPS) Increment IV","23753","CID-1184-1028","Awarded","9700","0002","FA872010D0004","9700","","","yes","Yes","BAE SYSTEMS NATIONAL SECURITY SOLUTIONS INC.","","5.145144","Cost No Fee","","01/01/2012","12/31/2013","U","AUTOROUTER OPTION EXERCISE (FY12)","42037","9700","4","2013-04-01 13:52:21","2013-04-01 13:52:21"
"007-000001184","913","007","Department of Defense","Mission Planning System (MPS) Increment IV","23755","CID-1184-1026","Awarded","9700","0002","FA872010D0002","9700","","","yes","Yes","BOEING COMPANY, THE","","5.455706","Cost Plus Fixed Fee","","09/10/2012","06/30/2017","U","FMS - KOREA I&CO","42039","9700","14","2013-04-01 13:52:21","2013-04-01 13:52:21"
"007-000001184","913","007","Department of Defense","Mission Planning System (MPS) Increment IV","23755","CID-1184-1026","Awarded","9700","0002","FA872010D0002","9700","","","yes","Yes","BOEING COMPANY, THE","","5.455706","Cost Plus Fixed Fee","","09/10/2012","06/30/2017","U","FMS - KOREA I&CO","42041","9700","4","2013-04-01 13:52:21","2013-04-01 13:52:21"
"007-000001184","913","007","Department of Defense","Mission Planning System (MPS) Increment IV","23755","CID-1184-1026","Awarded","9700","0002","FA872010D0002","9700","","","yes","Yes","BOEING COMPANY, THE","","5.455706","Cost No Fee","","11/21/2011","06/30/2017","U","F15 MPEC II","42043","9700","1","2013-04-01 13:52:21","2013-04-01 13:52:21"
"007-000001184","913","007","Department of Defense","Mission Planning System (MPS) Increment IV","23756","CID-1184-1027","Awarded","9700","0002","FA872010D0003","9700","","","yes","Yes","DCS CORPORATION","","1.062512","Cost No Fee","","07/27/2012","12/31/2012","U","DEOB FY11 REMAINING FUNDS - $7,513.12","42045","9700","1","2013-04-01 13:52:21","2013-04-01 13:52:21"
"007-000001184","913","007","Department of Defense","Mission Planning System (MPS) Increment IV","23756","CID-1184-1027","Awarded","9700","0002","FA872010D0003","9700","","","yes","Yes","DCS CORPORATION","","1.062512","Cost No Fee","","07/27/2012","12/31/2012","U","DEOB FY11 REMAINING FUNDS - $7,513.12","42047","9700","4","2013-04-01 13:52:21","2013-04-01 13:52:21"
