Unique_Investment_Identifier,Contract_ID,IDV_PIID,Vendor_name,Contract_size,Type of Contract (USAspending),Contract_Description,Timestamp (Contract)
024-000009538,18444,HAHQDC06D00021,COMPUTER SCIENCES CORPORATION (3126),43.05823,Firm Fixed Price,PRIORITY TELECOMMUNICATIONS SERVICES,2012-07-31 13:39:32
024-000005632,21696,HSHQDC06D00026,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,9.149471,Cost Plus Award Fee,OLE-FAMS ARGUS Program,2012-03-30 13:45:08
024-000005625,19094,HSTS0306AACQ911,EGS INCORPORATED (2250),0.7608550000000001,Firm Fixed Price,"PR replaces original PRs done in error. (TTC 349 & 399) Contract Number - HSTS02-07-J-TTC349 Funding represents FFP costs for administrative support in the HTAP Office. PoP - 4/11/07 - 4/10/08 Contracting Officer - Mary Hallam, 571-227-2998 Contracting Specialist - Marlene Betler, 571-227-1580",2012-03-29 14:43:13
024-000005625,19096,HSTS0209DTTC527,I L M CORPORATION,2.849149,Labor Hours,PR provides funding for a new Task Order under IDIQ Contract #HSTS02-09-D-TTC527 for Correspondence/Document Management Services for the Hazmat Program Office.  Vendor - ILM CorporationContract # HSTS02-09-D-TTC527 Task Order -  # TBD PoP - 2/15/2010 - 2/14/2011PoF - 2/15/2010 - 2/14/2011CO - Marlene BetlerCS - Peter Sorrentino,2012-03-29 14:43:13
024-000005625,19097,GS10F0023T,"INFOZEN, INC.",0.47196400000000005,Labor Hours,PR Provides funding for a new contract to deliver a Program Consultant/State Liaison for TTAC Program Offices.  PoP - 9/1/08 - 8/31/09Contract # - TBDVendor - TBDContracting Officer - Ricky McGlothin Contracting Specialist - Brandon Prindle,2011-09-15 11:42:06
024-000005625,19098,HSTS0206DTTC028,INFOZEN INCORPORATED,51.260068,Cost Plus Award Fee,Infozen Task Order 7,2012-03-29 14:43:13
024-000005625,19099,HSTS0307ACIO925,INTERNATIONAL BUSINESS MACHINES CORPORATION,11.730982000000001,Cost Plus Fixed Fee,THE CONTRACTOR WILL PROVIDE APPLICATION MAINTENANCE AND TIER 3 PRODUCTION SUPPORT FOR THE TTAC SCREENING SERVICES.,2012-03-29 14:43:13
024-000005625,19100,HSTS0206DTTC028,INFOZEN INCORPORATED,46.128281,Cost Plus Award Fee,OPERATIONS AND MAINTENANCE SUPPORT FOR THE TTAC OCE,2012-03-29 14:43:13
024-000005625,19101,HSTS0206DTTC028,INFOZEN INCORPORATED,23.735788,Firm Fixed Price,FUNDING FOR MORS,2012-05-25 06:35:57
024-000005625,19103,HSTS0209DTTC527,I L M CORPORATION,2.849149,Labor Hours,PR PROVIDES FUNDING FOR A NEW TASK ORDER UNDER IDIQ CONTRACT #HSTS02-09-D-TTC527 FOR CORRESPONDENCE/DOCUMENT MANAGEMENT SERVICES FOR THE HAZMAT PROGRAM OFFICE.  VENDOR - ILM CORPORATIONCONTRACT # HSTS02-09-D-TTC527 TASK ORDER -  # TBD POP - 2/15/2010 - 2/14/2011POF - 2/15/2010 - 2/14/2011CO - MARLENE BETLERCS - PETER SORRENTINO,2012-05-25 06:35:57
024-000005625,19104,HSHQDC09D00032,"TECHNICAL AND PROJECT ENGINEERING, LLC",1.10289,Labor Hours,THIS PR PROVIDES INCREMENTAL FUNDING FOR A SOLICITATION FOR A CUSTOMER SERVICE SUPPORT TASK ORDER UNDER DHS PACTS IDIQ CATEGORY 2 CLERICAL SUPPORT.  THIS SUPPORTS THE TWIC PROGRAM REQUIREMENTS.VENDOR: TBDTASK ORDER: TBDPOP/POF: TBDCO: MIKE DERRIOSCS: TBDPOC:SANDRA REYNOLDS 571-227-1962,2012-03-29 14:43:13
024-000005625,22938,HSTS0206DTTC028,INFOZEN INCORPORATED,46.128281,Cost Plus Award Fee,OPERATIONS AND MAINTENANCE SUPPORT FOR THE TTAC OCE,2012-03-29 14:43:13
024-000005609,19106, HSTS0307ACIO925,INTERNATIONAL BUSINESS MACHINES CORPORATION,2.4986759999999997,Time and Materials,"PR WILL BE USED FOR THE PURPOSE OF PMIS DEVELOPMENT EFFORTS, 6 MONTH BASE OF PMIS DEVELOPMENT IS $1,218,328.80",2012-04-30 15:38:29
024-000005609,24583,HSTS0312POOP010,"THUNDERCAT TECHNOLOGY, LLC",1.001049,Firm Fixed Price,"PR CREATE FOR THE PURPOSE OF GETTING 12 MONTHS OF MICROSTRATEGY MAINTENACE SUPPORT.  MAINTENENACE SUPPORT FOR THE PIMS BI TOOL IS NEEDED TO ENSURE TSA IS ABLE TO RECEIVE BUG FIXES AND NEW RELEASES. AMOUNT OF PR IS $710,000.00ADDITIONAL $292,356.90QUOTE FOR MAINTENANCE SUPPORT CAME BACK, WE NEED TO ADD FUNDING FOR AWARD.  NEW VALUE OF THE PR IS $1,002,356.90",2012-07-27 17:26:20
024-000005609,25031, HSTS0307ACIO925,INTERNATIONAL BUSINESS MACHINES CORPORATION,1.943126,Labor Hours,EPMP SUPPORT,2012-07-27 17:26:20
024-000005605,22075,HSTS0209DTTC129,"FLATTER & ASSOCIATES, INC.",3.107884,Cost Plus Fixed Fee,"Vendor: Flatter and AssociatesContract Number: HSTS02-09-D-TTC129Description: Independent Verification and Validation for the Secure Flight program.Period of Performance: 7/1/2009 through 10/31/2009 Amount: $500,000.00",2011-09-20 14:32:30
024-000005605,22078,HSTS0206DTTC028,INFOZEN INCORPORATED,21.855122,Cost Plus Award Fee,TECHNICAL O&M FOR SF AND CSG,2012-07-31 07:11:27
024-000005605,22079,GS07F5711R,SYTEX INCORPORATED,14.018839000000002,Labor Hours,EXTEND SERVICES,2012-06-26 07:16:24
024-000005605,22080,HSTS0206DTTC028,INFOZEN INCORPORATED,10.387103,Firm Fixed Price,"INFOZEN INC (TO #5) - SECURE FLIGHT IBM HW/SW, CISCO SMARTNET, AIX / HACMP / MCDATA MAINT. AGREEMENT.CONTRACT NO. HSTS02-06-D-TTC028, ORDER NO. HSTS02-06-J-TTC018 FOR THE PERIOD OF PERFORMANCE 04/01/07 - 03/31/08.",2012-07-31 07:11:28
024-000005605,22082,HSTS0109AACQ911,"RCM SOLUTIONS, INC.",1.9910880000000002,Labor Hours,Description: This Task Order funds Base Year Program Management Support Services for TTAC at the Annapolis Junction location.,2012-02-28 13:42:14
024-000005605,22083,GS35F4594G,SYSTEMS RESEARCH AND APPLICATI,2.377316,Labor Hours,"Vendor: TBDContract Number: TBDDescription: New contract for Privacy Program Development and Support for the Secure Flight program.Period of Performance: 8/24/2009 through 8/23/2010 Amount: $500,000.00",2011-09-20 14:32:30
024-000005605,22084,HSTS0209DTTC177,DELOITTE CONSULTING L.L.P.,17.135607999999998,Cost Plus Fixed Fee,"VENDOR: DELOITTE CONSULTINGCONTRACT NUMBER: TBDDESCRIPTION: INCREMENTAL FUNDING TO SUPPORT SECURE FLIGHT IMPLEMENTATION AND BUSINESS OPERATIONS TASK ORDER. CONTRACTING OFFICER: MARLENE BETLER PERIOD OF PERFORMANCE: 9/3/2009 THROUGH 9/2/2010 AMOUNT: $1,800,000.00",2012-06-26 07:16:24
024-000005605,22085,HSTS0307ACIO925,INTERNATIONAL BUSINESS MACHINES CORPORATION,31.138177000000002,Cost Plus Fixed Fee,"UNDER THIS WORK ORDER THE CONTRACTOR SHALL PROVIDE THE DEVELOPMENT, TESTING, DEPLOYMENT, AND RELATED INFRASTRUCTURE SUPPORT SERVICES FOR THE AUTOMATED SYSTEMS SUPPORTING SECURE FLIGHT. THE CONTRACTOR SHALL ALSO PROVIDE TIER 3 SUPPORT FOR THE SF PLATFORM.",2012-02-28 13:42:14
024-000005605,23279,HSHQDC11A00040,ESCGOV,1.611704,Firm Fixed Price,THE PURPOSE OF MODIFICATION P00001 TO HSTS03-12-J-TTC101 IS TO MODIFY SECTION 1 - SUPPLIES&PRICES:THE TRAINING LINE ITEM IDENTIFIED AS SKU NUMBER TRAINING WB308 IS HEREBY REPLACED WITH SKU NUMBERS TRAINING WB307 AND VB315 AT NO ADDITIONAL COST TO THE GOVERNMENT.,2012-07-31 07:11:28
024-000005605,24585,HSTS0311DCIO391,"NCS TECHNOLOGIES, INC.",0.12163299999999999,Firm Fixed Price,"VENDOR: NCS TECHNOLOGIES INC.CONTRACT: HSTS03-11-D-CIO391DESCRIPTION: IT HARDWARE PURCHASE OF DESKTOPS AND ACCESSORIES TO SUPPORT THE SECURE FLIGHT PROGRAM.CONTRACTING SPECIALIST: CORWIN STEPHENSPERIOD OF PERFORMANCE: 90 DAYS FROM AWARDTOTAL AMOUNT: $121,632.58",2012-06-26 07:16:24
024-000005605,24587,HSTS0311DCIO314,"WILDFLOWER INTERNATIONAL, LTD.",0.115477,Firm Fixed Price,"VENDOR: WILDFLOWER INTERNATIONALCONTRACT: HSTS03-11-D-CIO314DESCRIPTION: IT HARDWARE PURCHASE OF DELL LAPTOPS AND ACCESSORIES TO SUPPORT THE SECURE FLIGHT PROGRAM.CONTRACTING SPECIALIST: CORWIN STEPHENSPERIOD OF PERFORMANCE: 90 DAYS FROM AWARDTOTAL AMOUNT: $115,542.44",2012-06-26 07:16:24
024-000005605,25129,HSHQDC07D00026,M A FEDERAL INCORPORATED (2233),1.902567,Firm Fixed Price,VIRTUAL TAPE SOLUTION,2012-08-22 07:14:15
024-000005605,25131,HSHQDC11A00040,ESCGOV,0.047997000000000005,Firm Fixed Price,THE PURPOSE OF THIS BPA CALL HSTS03-12-J-TTC142 IS TO PURCHASE IBM SOFTWARES. THIS BPA CALL IS ISSUED TO ESCGOV  VIA DHS BPA # HSHQDC-10-A-00040.,2012-07-31 07:11:28
024-000005605,25133,HSHQDC11A00040,ESCGOV,5.230225,Firm Fixed Price,"CONTRACT #HSTS03-11-P-CIO262BPA ENROLLMENT #: 20190IBM ANNUAL SOFTWARE RENEWALTHIS PR SHOULD BE AWARDED WITH 21-12-202TTC128, 21-12-202TTC720, 21-12-202TTAC723 AND 21-12-202TTC435.POP: 4/1/2012 THRU 3/31/2013.CO: RICHARD MELROSE (571)227-1588COR: KAREN NASON (571)227-3816",2012-07-31 07:11:28
024-000005605,25539,HSHQDC11A00039,DELL FEDERAL SYSTEMS LIMITED PARTNERSHIP,0.451266,Firm Fixed Price,THIS DELIVERY ORDER IS ISSUED AGAINST DHS ESS ELA BPA # HSHQDC-11-A-00039 FOR F5 NETWORKS SOFTWARE AND HARDWARE.,2012-08-22 07:14:15
024-000005605,25541,HSHQDC11A00043,"IMMIXTECHNOLOGY, INC.",0.22953600000000002,Firm Fixed Price,OPTION YEAR 1 - WEBWASHER SUPPORT AND LICENSINGCONTRACT # HSHQDC-07-D-00025TASK ORDER# HSTS03-11-J-CIO097POP: 6/30/2012 - 6/29/2013TECHNICAL POC: LESTER NICHOLS571-227-5364SPEND PLAN SUMMARY: HARDWARE LICENSING AND MAINTENANCESPEND LINE ITEM: NETWORK SECURITY/WEBWASHERBRANCH/OFFICE: OIT/OED,2012-08-22 07:14:15
024-000005624,22093,GS10F06LPA0005,DELOITTE CONSULTING L.P.,82.915573,Firm Fixed Price,PROGRAM MANAGEMENT SUPPORT FOR THE OFFICE OF SECURITY TECHNOLOGY,2012-07-30 14:18:43
024-000005624,22095,HSTS0307ACIO925,INTERNATIONAL BUSINESS MACHINES CORPORATION,7.267278999999999,Firm Fixed Price,"IBM IS TO DEVELOP AN INTEGRATE THE OFFICE OF SECURITY TECHNOLOGY INFORMATION SYSTEM (OST-IS), WHICH WILL PROVIDE ROLE-BASED ACCESS TO OST INFORMATION, ENABLING A SINGLE POINT OF ACCESS TO KEY OPERATIONAL DATA THAT IS CURRENTLY HELD IN DISPARATE LOCATIONS IN A NUMBER OF FORMATS AND TECHNOLOGIES FOR THE OST AT TSA.",2012-07-30 14:18:43
024-000005624,22097,HSTS0307ACIO925,INTERNATIONAL BUSINESS MACHINES CORPORATION,5.568249,Firm Fixed Price,"IBM CORPORATIONCONTRACT NO.: N/AHSTS03-07-J-CIO925THIS EFFORT WILL ESTABLISH A COTS-BASED, GOVERNMENT-OWNED MAINTENANCE TICKETING APPLICATION, INCLUDING ALTERNATIVES ANALYSIS, REQUIREMENTS DEFINITION, DESIGN, CONFIGURATION, TESTING AND IMPLEMENTATION.  THIS WORK ORDER WILL BE ISSUED UNDER THE MASTER OASIS TASK ORDER HSTS03-07-J-CIO925.",2012-07-30 14:18:43
024-000005624,22101,HSHQDC06D00024,GENERAL DYNAMICS ONE SOURCE LIMITED LIABILITY COMPANY,16.960616,Cost Plus Fixed Fee,OPTION YEAR 1,2012-07-30 14:18:43
024-000005624,22102,HSTS0406DDEP510,"GE HOMELAND PROTECTION, INC.",6.630746,Firm Fixed Price,GE HOMELAND SECURITY-200 ETD UNITS,2012-07-30 14:18:43
024-000005624,22986,HSTS0311DCIO556,"KNOWLEDGE CONSULTING GROUP, INC.",0.430037,Time and Materials,ISSO TASK ORDER,2012-07-30 14:18:43
024-000005628,19116,HSTS0209DTTC527,I L M CORPORATION,0.5857899999999999,Time and Materials,"THIS PR # 21-09-209TTC725 FOR $150,000 INITIATES WORKFLOW FOR OFFICE OF ACQUISITION TO BEGIN WORKING ON IDIQ FOLLOW-ON CONTRACT FOR DOCUMENT MANAGEMENT SYSTEM (DMS).VENDOR - TBDCONTRACT # - TBDPOP - 9/4/2009 - 9/3/2010CO - JOHN CULMERCS - KERRY TOSCANOPOC: SANDI REYNOLDS 571-227-1962REX LOVELADY 571-227-2076",2012-08-22 07:14:19
024-000005628,25035,HSTS0208DTTC421,DATACARD CORPORATION,0.145058,Firm Fixed Price,PR 21-12-202TTC459 IS CREATED TO FUND PURCHASE OF LAMINATE USED TO PRODUCE TWIC CREDENTIALSCONTRACT: HSTS02-08-D-TTC421CONTRACTOR: DATACARD GROUPCLIN-4001CLIN-4002AMOUNT: $145057.50POP: 7/1/12 TO 12/31/12CO: GLORIA URIACOR: JEFF THORNEPOC JEFF THORNE 571-227-4732,2012-08-22 07:14:19
024-000005628,25039,HSTS0210ATTC411,IDENTIFICATION TECHNOLOGY PARTNERS INCORPORATED,1.229009,Firm Fixed Price,"THIS TASK ORDER HSTS02-12-J-TTC404 OFF OF BPA HSTS02-10-A-TTC411 IS FOR BIOMETRIC SUBJECT MATTER EXPERT SUPPORT OF THE TWIC PROGRAM, TIM PROGRAM, UES PROGRAM, AND OTHER TTAC PROGRAM INITIATIVES.  CLIN 0001 SME III WILL BE FUNDED IN FULL AT THE START OF THIS TASK ORDER, BUT THE VENDOR IDTP WILL INVOICE MONTHLY FOR THE AMOUNTS LISTED IN THE DESCRIPTION OF CLIN 0001.  CLIN 00003 TRAVEL WILL ALSO BE FUNDED IN FULL AT THE START OF THIS TASK ORDER.  CLIN 00002A, 00002B, AND 00002C ARE ALL OPTIONAL CLINS FOR ADDITIONAL SME SUPPORT AS IT BECOMES NECESSARY.  THE POP OF THIS TASK ORDER IS FROM 1/28/2012 THROUGH 7/27/2013.",2012-08-22 07:14:19
024-000005628,25543,HSTS0208DTTC420,CAPITAL CARD SYSTEMS INCORPORATED,0.09974,Firm Fixed Price,"PR 21-12-202TTC460 IS CREATED TOP PROCURE MATERIALS USED TO PRODUCE TWIC CREDENTIALSCONTRACT: HSTS02-08-D-TTC420CONTRACTOR: CAPITAL CARD SYSTEMSAMOUNT: $99,739.92POP: 7/1/12 TO 12/31/12CLIN - 4001CLIN - 4002CLIN - 4003CO:GLORIA URIACOR: JEFF THORNEPOC: JEFF THORNE 571-227-4732",2012-08-22 07:14:19
024-000005606,21699,HSHQDC06D00031,BOOZ ALLEN HAMILTON INCORPORATED (3626),0.390941,Other (none of the above),"SEVIS II DEVELOPMENT, ENHANCEMENT AND MODERNIZATION. ",2012-05-29 07:21:49
024-000005606,21701,HSTS0309DCIO119,"P3 PARTNERS, LLC.",26.724295,Fixed Price Level of Effort,THE PURPOSE OF THIS MODIFICATION IS TO EXERCISE OPTION PERIOD 2.,2012-05-29 07:21:49
024-000005606,21703,HSHQDC06D00021,COMPUTER SCIENCES CORPORATION (3126),234.558261,Fixed Price Award Fee,INFORMATION TECHNOLOGY INFRASTRUCTURE PROGRAM SUPPORT,2012-05-29 07:21:49
024-000005606,21704,HSTS0207DTTC001,THE MITRE CORPORATION,-0.0072299999999999994,Cost Plus Fixed Fee,CLOSEOUT,2012-05-29 07:21:49
024-000006104,22168,GS35F0585J,"COMPUSEARCH SOFTWARE SYSTEMS,",0.958356,Firm Fixed Price,"CIMS Maintenance, License & DBA SupportKO:  Laura Spillane, CG-912Follow on contract to HSCG23-09-F-ACR005 expiring March 31, 2010",2011-09-21 12:52:41
024-000006104,22169, HSHQDC06D00069,THE CENTECH GROUP INCORPORATED,6.625804,Firm Fixed Price,EXERCISE OPTION YEAR 2 (10/01/2011-09/30/2012),2012-06-29 06:55:34
024-000006104,22170,HSHQDC06D00023,UNISYS CORPORATION,19.006151000000003,Firm Fixed Price,"CONTRACTOR PROGRAM, PROJECT MANAGEMENT, AND TECHNICAL SUPPORT SERVICES FOR U. S. COAST GUARD CORE ENTERPRISE SUITE AT THE USCG FINANCE CENTER.  CORE ENTERPRISE SUITE CONSISTS OF ORACLE FEDERAL FINANCIALS.",2011-09-21 12:52:41
024-000006104,22174,HSHQDC06D00023,"KOFAX, INC.",0.835151,Fixed Price Incentive,"MARKVIEW/SQL*FLOW ANNUAL LICENSE RENEWAL, SUPPORT, AND SOFTWARE UPDATES FOR USCG ENTERPRISE-WIDE LICENSE.",2012-07-25 10:57:00
024-000006104,22175,GS35F0343J,UNISYS CORPORATION,6.832522999999999,Combination (two or more),Contractor Technical Support Services for the Coast Guard Core Accounting System,2011-09-21 12:52:42
024-000006104,22176,GS35F0343J,UNISYS CORPORATION,0.88302,Firm Fixed Price,Oracle Supplier Table Cleanup & Maintenance (BASE + 1 OPTION YR).,2011-09-21 12:52:42
024-000006104,22177,HSCG2308AHFG021,PRICEWATERHOUSECOOPERS LLP,0.29062,Firm Fixed Price,CONTRACTOR SUPPORT SERVICES FOR CHECKFREE ORACLE DATABASE MANAGEMENT.IGCE: ATTACHEDNOTE: PWS & QASP FORWARDED TO KO2110-230VCV479 (INADVERTENTLY CANCELLED).  PR RE-ENTERED IN FPD/CIMS WITH A NEW PR NUMBER.,2011-09-21 12:52:42
024-000006104,22178,HSCG2308AHFG021,PRICEWATERHOUSECOOPERS LLP,2.1,Firm Fixed Price,PROFESSIONAL ACCOUNTING SERVICES RE-COMPETE TO INCLUDE 3 OPTION YEARS.,2011-09-21 12:52:42
024-000006104,22179,HSHQDC06D00056,SCI CONSULTING INCORPORATED,1.220132,Firm Fixed Price,Funding Adjustment to the PR - Oracle Streams will not be part of this contract.,2011-09-21 12:52:42
024-000006104,22180,HSHQDC06D00069,THE CENTECH GROUP INCORPORATED,1.722275,Firm Fixed Price,"IT HELPDESK, UNIX SUPPORT AND OPERATOR SUPPORT CONTRACT RECOMPETE.  POP: 12/1/10 THRU 11/30/11.IGCE IS ATTACHED UNDER DOC REMARKS.FULL FUNDINGTHIS IS A FIRM FIXED PRICE TASK ORDER UNDER EAGLE CONTRACT # HSHQDC-06-D-00051. ALL TERMS AND CONDITIONS OF THE EAGLE CONTRACT APPLY TO THIS TASK ORDER.THE CONTRACTING OFFICER'S TECHNICAL REPRESENTATIVE (COTR) IS SUSAN EATON. SHE MAY BE REACHED AT (757) 523-6087 OR SUSAN.R.EATON@USCG.MIL.INVOICES SHALL BE SUBMITTED VIA EMAIL TO 9122.INVOICES@USCG.MIL.",2012-07-25 10:57:00
024-000006104,22181,HSHQDC06D00056,SCI CONSULTING INCORPORATED,11.043182,Firm Fixed Price,"Tier I Level Sys Support Svcs for CG CAS Help Desk and CG Core Accounting System SupportBase Year + 4 Option YearsIGCE, PWS & QASP attached to Doc Remarks.",2011-09-21 12:52:42
024-000006104,24843,HSCG2308AHFG023,GRANT THORNTON L.L.P.,1.56854,Firm Fixed Price,"USCG FINANCE CENTER CONTRACTOR SUPPORT FOR CERTIFICATIONS AND ACCREDITATIONS (C&A), ANNUAL ASSESSMENTS, AND PLAN OF ACTION AND MILESTONES (PO&M) REMEDIATION.",2012-08-21 07:12:13
024-000006117,19863,GS10F0432P,TOTAL SYSTEMS TECHNOLOGIES CORPORATION,0.43501899999999993,Labor Hours,This task order is awarded to procure contractor support services for the Interagency Operations Center (CG-9333/IOC) WatchKeeper System.GSA/MOBIS Schedule 874 Contract: GS-10F-0432P Treasury Symbol: 708/100613,2012-02-24 06:45:01
024-000006117,19864,GS35F0288M,ADVANCED TECHNOLOGY INSTITUTE,2.1533290000000003,Time and Materials,2110230T00002:  WK DEV (14FEB2010-13FEB2011),2012-03-26 10:59:35
024-000006117,19865,HSCG4410DPCZ101,"TRUESTONE, LLC",0.5628380000000001,Firm Fixed Price,2111441P00003 IOC WATCHKEEPER SUPPORT SERVICES (ADS DEVELOPER) PER ATTACHED SOW.,2012-02-24 06:45:01
024-000006117,19866,HSCG4410DPCZ100,"TRUESTONE, LLC",0.463221,Firm Fixed Price,System Administrators (3) for IOC WatchKeeper,2012-02-24 06:45:01
024-000006005,24625,HSCG2307AADA019,BOOZ ALLEN HAMILTON INC,0.347107,Time and Materials,"NAIS-CONTRACTOR PROJECT COORDINATION, SYSTEM ENGINEERING, TECHNICAL SUPPORT, CONFIGURATION MANAGEMENT AND INTEGRATED LOGISTICS.",2012-06-29 10:12:50
024-000006005,24627,HSCG2307AADA019,BOOZ ALLEN HAMILTON INC,0.110454,Time and Materials,TO INITIATE A NEW BPA CALL FOR POP FROM 9 MARCH 2011 THROUGH 31 OCTOBER 2011 ON BPA CONTRACT NUMBER :HSCG23-07-A-ADA0191 FTE PROJECT MANAGER SUPPORT AT NAIS PRO.,2012-08-21 07:12:14
024-000006005,24629,HSCG2311DADB023,"SAM, INC.",0.063916,Firm Fixed Price,">NEW TASK ORDER UNDER CURRENT  IDIQ CONTRACT: HSCG23-10-D-ADW020 TO PROVIDE PROJECT, FINANCIAL, AND ADMINISTRATIVE  SUPPORT FOR NAIS.>CIP#: FR778>FIRM, FIXED PRICE CONTRACT>TREASURY SYMBOL: 7012/160613>SOW DOES NOT INCLUDE IT SERVICES.  CONTRACTOR WILL PROVIDE ALL NECESSARY LABOR, EQUIPMENT, AND MATERIALS TO PROVIDE CONTRACTOR SUPPORT IN ACCORDANCE WITH THE ATTACHED SOW.>PERIOD OF PERFORMANCE: SIX MONTHS FROM TIME OF AWARD>COST ESTIMATE: $63,916.12>CERTIFIED COTR: CDR JADON KLOPSON,>CG9332 PROGRAM MANAGER: CAPT JERALD WOLOSZYNSKI, 202-475-3160 BUSINESS>FINANCIAL MANAGER: LCDR KATHRYN CLEVENGER-HERTY, 202-475-3162BY ACCEPTING THIS PR OR FTA, THE RECEIVING ORGANIZATION AND THE CONTRACTING OFFICER CERTIFY COMPLIANCE WITH THE PROVISIONS OF THE COAST GUARD AUTHORIZATION ACT OF 2010 (PUBLIC LAW 111-281).",2012-06-29 10:12:50
024-000006005,25255,HSCG2307AADA019,NORTHROP GRUMMAN SPACE & MISSION SYSTEMS CORP.,14.99725,Combination (two or more),PURCHASE OF 3 PAR-T SOFTWARE,2012-08-02 09:25:01
024-000006077,19867,GS09F0047Z,QSS GROUP INCORPORATED,6.359159,Cost Plus Award Fee,CONTRACTOR SHALL PROVIDE SYSTEMS ENGINEERING AND TECHNICAL SERVICES IN ACCORDANCE WITH THE SETS II PERFORMANCE WORK STATEMENT AND OTHER TERMS AND CONDITIONS OF THIS FIRM-FIXED PRICE AND COST-PLUS AWARD FEE TASK ORDER.,2012-07-24 07:11:43
024-000006077,19868,HSCGG310DPWV500,"DIGITAL MANAGEMENT, INC.",27.511203000000002,Cost Plus Fixed Fee,APLES IDIQ TASK ORDER.,2012-07-24 07:11:43
024-000006077,19869,HSCGG311DPWV888,"ACE INFO SOLUTIONS, INC.",26.100491,Cost Plus Fixed Fee,CTS TASK ORDER,2012-07-24 07:11:43
024-000006079,24015,HSCG2306AAND004,BOOZ ALLEN HAMILTON INCORPORATED (3626),2.14509,Time and Materials,RESCUE 21 PROJECT SUPPORT SERVICES,2012-07-30 08:03:41
024-000003029,22315,HSHQDC06D00021,COMPUTER SCIENCES CORPORATION (3126),19.241827999999998,Cost Plus Incentive,VERIFICATION INFORMATION SYSTEM (O&M SERVICES),2012-07-25 10:57:03
024-000003029,22316,HSHQDC06D00021,COMPUTER SCIENCES CORPORATION (3126),6.337043,Time and Materials,VIS MIGRATION SUPPORT SERVICES (EFO),2012-08-23 07:14:04
024-000003029,23103,HSHQDC06D00021,COMPUTER SCIENCES CORPORATION (3126),1.826791,Firm Fixed Price,VIS MERIDEN SUPPORT - 9 MO TASK ORDER TO CSC FOR MERIDEN SUPPORT UNDER EXCEPTION TO FAIR OPPORTUNITY IAW FAR 16.505,2012-02-29 12:01:09
024-000003029,23257,GS-35F-0170K,"EXECUTIVE INFORMATION SYSTEMS,",5.9958800000000005,Firm Fixed Price,SAS FRAUD FRAMEWORK FOR GOVERNMENT SOFTWARE OR EQUAL,2012-07-25 10:57:02
024-000003029,23633,HSBP1009D02335,MICROSOFT CORPORATION SITZ IN REDMOND CORPORATION,11.19919,Firm Fixed Price,CUSTOMIZATION OF CRM,2012-08-23 07:14:04
024-000003030,22041,HSHQDC06D00024,GENERAL DYNAMICS ONE SOURCE LIMITED LIABILITY COMPANY,12.498380000000001,Firm Fixed Price,CARD PRODUCTION,2012-07-24 07:11:47
024-000003040,24847,No,CARAHSOFT TECHNOLOGY CORPORATION,0.0714,Firm Fixed Price,ALFRESCO INTRANET,2012-07-25 10:57:04
024-000003015,22321,HSHQDC06D00019,INTERNATIONAL BUSINESS MACHINES CORPORATION,57.168263,Cost Plus Award Fee,THIS TASK ORDER ESTABLISHES THE UNITED STATES CITIZENSHIP AND IMMIGRATION SERVICES (USCIS) TRANSFORMATION PROGRAM SOLUTIONS ARCHITECT(SA).,2012-08-22 07:14:22
024-000003015,22322,GS10F8901H,"NETSTAR-1 GOVERNMENT CONSULTING, INC.",19.719476999999998,Firm Fixed Price,PROGRAM MANAGEMENT SUPPORT,2012-03-28 08:07:33
024-000003015,22323,HSHQDC06D00026,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,113.051608,Labor Hours,SECURE ENTERPRISE TECHNOLOGY INFRASTRUCTURE (SETI),2012-08-22 07:14:22
024-000003015,22324,HSHQDC07D00026,M A FEDERAL INCORPORATED (2233),25.300041,Firm Fixed Price,"HW and SW for the transformation program office for two DHS data centers, DC-1 (Data Center 1) and DC2 (Data Center 2).",2012-03-28 08:07:33
024-000003015,24527,HSHQDC06D00025,"NTT DATA FEDERAL SERVICES, INC",18.209473000000003,Time and Materials,SYSTEM ASSURANCE TECHNICAL SERVICES (SATS) FC#3 COMPETITION.  UNRESTRICTED BIG AND SMALL,2012-08-22 07:14:22
024-000005188,18451,HSHQDC05D00002,GE CONSUMER FINANCE BUISNESS CREDIT SERVICES,0.005337,Firm Fixed Price,Copier Lease,2012-03-01 16:31:47
024-000005188,18452,GS35F0823M,COMPUTER ASSOCIATES INTERNATIO,32.156985999999996,Firm Fixed Price,CA Software Maintenance,2012-03-01 16:31:47
024-000005188,18454,GS35F0468J,LEVI RAY&SHOUP INC,0.078901,Firm Fixed Price,"software maintenance renewal with Levi, Ray&Shoup, with base year and 2 one-year option years",2011-09-14 07:13:47
024-000005188,18459,GS10F0169K,"ICI, LLC",16.747215,Firm Fixed Price,Facilities Services,2012-03-01 16:31:47
024-000005188,18462,TC2001025,INTERNATIONAL BUSINESS MACHINE,42.990801,Cost Plus Fixed Fee,MODERNIZATION TASK ORDER ECOM,2012-03-01 16:31:47
024-000005188,18463,GS10F0169K,"ICI, LLC",16.747215,Firm Fixed Price,Facilities Services,2012-03-01 16:31:47
