Project_ID,Activity_Name,Description,Output_type,Start_Date_Planned,Completion Date Projected,Planned_Costs,Total Costs Projected,Total Costs Actual,Status,No_Child_Activity,Date of Last Update,ID,Planned_Duration,Actual_duration,Actual_start_delay
2055,290204: Develop Prototype,This activity entails development of the mockups and project requirements for a generic project management module that will meet the requirements of multiple programs within BPHC starting with the FQHC program. It will provide project officers tools to easily access information on their grants and take monitoring/follow up actions to facilitate grantee compliance and performance.,Key Deliverable,2011-10-03,2011-12-31,0.064,0.065,0.065,Completed - Closed,1,07/23/2012,8488,89 days,178 days,0 days
2055,290204: PMM Release 1,This activity includes the development and roll out of the progressive action enhancements identified after one year of usage of the module. The enhancements will be rolled out iteratively in two releases.,Usable Functionality,2011-10-03,2012-03-30,0.385,0.411,0.411,Completed - Closed,1,07/23/2012,8489,179 days,179 days,0 days
2055,290204: PMM Release 2,This activity includes the development and roll out of the generic PMM capabilities previously identified through the prototype activity. It will support the first iteration focused on the FQHC program. The capabilities will be tailored in future to support other programs.,Usable Functionality,2012-04-02,2012-09-28,0.45,0.459,,In-progress,1,07/23/2012,8490,179 days,,0 days
2056,290227: 2011 Q4 Cycles,"This activity entails developing functionality to support the ARRA HCQR reporting for Increased Demand for Services (IDS), New Access Points (NAP), Capital Improvement Program (CIP) and Facility Investment Program (FIP) for the quarter ending September 30th. It also includes developing functionality to support the ACA Quarterly Progress Report (QPR) for School Based Health Center (SBHCC) and Capital Development (CD) grant programs for the quarter ending September 30th.",Usable Functionality,2011-06-01,2011-09-28,0.185,0.18,0.18,Completed - Closed,1,07/23/2012,8492,119 days,89 days,30 days
2056,290227: 2012 Q1/Q2 Cycles,"This activity entails developing functionality to support the ARRA HCQR reporting for Increased Demand for Services (IDS), New Access Points (NAP), Capital Improvement Program (CIP) and Facility Investment Program (FIP) for the quarter ending September 30th. It also includes developing functionality to support the ACA Quarterly Progress Report (QPR) for School Based Health Center (SBHCC) and Capital Development (CD) grant programs for the quarters ending December 31st 2011 and March 31st 2012.",Usable Functionality,2011-10-03,2012-03-30,0.325,0.321,0.321,Completed - Closed,1,07/23/2012,8494,179 days,179 days,0 days
2056,290227: 2012 Q3/Q4 Cycles,"This activity entails developing functionality to support the ACA Quarterly Progress Report (QPR) for School Based Health Center (SBHCC), Capital Development (CD), Improving Capacity (IC), Immediate Facility Improvements (IFI) grant programs for the quarters ending June 30th 2012 and September 30th 2012.",Usable Functionality,2012-04-02,2012-09-28,0.275,0.275,,In-progress,1,07/23/2012,8495,179 days,,0 days
2057,290235:  Q4 Patch Release,This activity includes multiple patches to support verification of multiple services in groups or bundles. It also includes development of capabilities to report data from the scope module based on snapshots for more consistent management reporting and communication. These releases include all activities from planning through to the implementation.,Usable Functionality,2011-07-01,2011-09-28,0.27,0.286,0.286,Completed - Closed,1,07/23/2012,8497,89 days,89 days,0 days
2057,290235: Scope Administration,This activity entails development of an administrative capability to support more efficient management of sites in unique scenarios related to transfers and mergers of grantee organization.,Usable Functionality,2011-10-03,2012-03-29,0.48,0.475,0.475,Completed - Closed,1,07/23/2012,8499,178 days,178 days,0 days
2057,290235: Scope Enhancements,This activity entails development of functionality based on the approved changes and priorities. The approved changes will be rolled out iteratively in multiple releases with full consideration to the annual program cycles. ,Usable Functionality,2012-03-30,2012-09-25,0.505,0.52,,In-progress,1,07/23/2012,8500,179 days,,0 days
2058,290247: Application and C&E Review Module,This module allows FQHC-LAL entities to submit applications electronically using structured forms and attachments. Program staff will be able to perform completeness and eligibility reviews using the system.,Usable Functionality,2011-07-01,2011-09-28,0.475,0.494,0.494,Completed - Closed,1,07/23/2012,8502,89 days,89 days,0 days
2058,290247: Pre-Designation Review & Designation Module,This module allows a detailed program review to be conducted electronically to ensure that the FQHC-LAL entities meet all the FQHC requirements. This module is based on the program application review (PAR) model used by for the FQHC program. The program staff will also be able to issue designation notices electronically and amend them as necessary using administrative actions.,Usable Functionality,2011-10-03,2012-01-30,0.56,0.551,0.551,Completed - Closed,1,07/23/2012,8504,119 days,135 days,0 days
2058,290247: Post Designation Module,This release includes development and implementation of the post designation module that will allow authorized users from the designated entities to submit post designation reporting requirements electronically through the EHBs. It will allow program staff to review and approve the submissions. This release includes all activities from planning the release through to the implementation,Usable Functionality,2012-01-31,2012-07-27,0.48,0.487,,In-progress,1,07/23/2012,8505,178 days,,0 days
2059,290272: CTAR Prototype,"This activity entails development of the mockups and project requirements for a generic application review module that will meet the requirements of multiple programs for multiple offices. The module will support multiple reviews such as NEPA, SHPO, and A&E on competitive and prior approval requests and allow program and grants staff to ensure that all program requirements have been consistently applied. It will further allow program and grants offices to monitor approved projects and any changes to their scope.",Key Deliverable,2011-10-03,2011-12-30,0.1,0.104,0.104,Completed - Closed,1,07/23/2012,8507,88 days,120 days,0 days
2059,290272: 2012 Q1/Q2 Application Cycles,This activity entails supporting the technical reviews for SBHCC and CD for FY 2012 using the legacy review module.,Usable Functionality,2011-10-03,2012-03-30,0.096,0.094,0.094,Completed - Closed,1,07/23/2012,8508,179 days,179 days,0 days
2059,290272: Post Award Reviews - Phase I,This release entails implementation of the generic review capabilities based on the approved prototype and all associated reporting.,Usable Functionality,2012-01-02,2012-06-29,0.48,0.483,0.483,Completed - Closed,1,07/23/2012,8509,179 days,165 days,14 days
2060,294226: enhance 10332 integrated code created for ACA components,,Usable Functionality,2012-05-07,2012-11-07,9.25,9.269,,In-progress,1,07/23/2012,8513,184 days,,0 days
2061,294311: Enhance PQRS integrated code created for ACA components,,Usable Functionality,2012-05-07,2012-11-07,18.365,18.362,,In-progress,1,07/23/2012,8522,184 days,,0 days
2062,294349: HVBP integration of code for Version 2 complete,,Key Deliverable,2012-05-07,2012-12-01,3.0,3.0,,In-progress,1,07/23/2012,8546,208 days,,0 days
2063,294866: develop QIO 2.0 system,,Key Deliverable,2012-05-07,2012-12-01,8.24,8.238,,In-progress,1,07/23/2012,8555,208 days,,0 days
2064,294904: Requirement Review and sign off,,Key Deliverable,2012-02-01,2012-05-06,0.175,0.173,,In-progress,1,07/23/2012,8562,95 days,,0 days
2064,294904: ASC release 1 initial phase,,Key Deliverable,2012-05-07,2012-11-06,3.616,3.612,,In-progress,1,07/23/2012,8564,183 days,,0 days
2064,294904: ILC artifacts complete for Release 1 ,,Key Deliverable,2012-01-01,2012-07-01,0.333,0.416,,In-progress,1,07/23/2012,8567,182 days,,0 days
2065,295473: develop the new IT systems for the ACA section 3004,,Usable Functionality,2012-05-07,2012-11-07,9.5,9.5,,In-progress,1,07/23/2012,8576,184 days,,0 days
2066,295565: create the enhanced cancer hospital integration code,,Usable Functionality,2012-05-07,2012-11-06,1.125,1.131,,In-progress,1,07/23/2012,8580,183 days,,0 days
2067,289722: Full Requirements ,Continuation of the JAD sessions in greater detail developing detailed Business Requirement for SSP/Pioneer,Key Deliverable,2011-04-15,2012-04-25,1.472,1.472,1.472,Completed - Closed,1,07/26/2012,8584,376 days,365 days,11 days
2067,289722: Pioneer Pilot (MDM Proof of Concept and Data Sharing),"Initiate MDM Proof of Concept, Data Sharing/Dissemination, iLog Rules Development, Engineering Analysis",Key Deliverable,2011-06-01,2012-05-12,3.184,2.148,2.148,Completed - Closed,1,07/26/2012,8585,209 days,180 days,29 days
2067,289722: Baltimore Data Center Hosting,"Build out Development/Testing Environments, Build out Enterprise File Transfer Environment to support Pioneer/SSP, Initiate Infrastructure and ACO Technical Assistance ",Key Deliverable,2011-05-01,2011-12-31,0.863,0.863,0.863,Completed - Closed,1,07/26/2012,8586,244 days,213 days,31 days
2067,289722: Program Managment/Requirements,ACO Program/Demonstration Project Management Support,Key Deliverable,2011-06-06,2012-06-05,0.25,0.25,,In-progress,1,07/26/2012,8587,365 days,,0 days
2067,289722: IBM - Initiate Licenses (1st Installment Payment), Initiate Licenses to support the Master Data Management,Key Deliverable,2011-06-17,2012-06-29,1.0,1.0,1.0,Completed - Closed,1,07/26/2012,8588,196 days,183 days,13 days
2067,289722: IDR Development Support,IDR Development to support Alignment/Assignment ,Key Deliverable,2011-08-25,2012-05-31,0.953,0.968,,In-progress,1,07/26/2012,8589,280 days,,-24 days
2067,289722: Oracle and DB2 Database Support,Modification to Existing Contract for ACO Oracle and DB2 Database related support,Key Deliverable,2011-09-30,2012-05-31,0.192,0.192,,In-progress,1,07/26/2012,8590,183 days,,-15 days
2067,289722: BI Reporting/Support,Business Inteliigence Report Development and Support,Key Deliverable,2011-08-11,2012-08-12,0.996,1.0,,In-progress,1,07/26/2012,8591,367 days,,2 days
2067,289722: IDR O&M Support,Integrated Data Repository (IDR) O&M Support,Key Deliverable,2011-08-08,2012-06-14,0.188,0.189,,In-progress,1,07/26/2012,8592,311 days,,0 days
2067,289722: Baltimore Data Center Hosting Infrastructure for MSSP & MDM,"Modification to Existing Baltimore Data Center CITIC Contract to support the Initiate Master Data Management buildout, infrastructure , File Dissemation for the SSP and Pioneer Programs",Key Deliverable,2011-09-30,2012-12-31,3.0,3.0,3.0,Completed - Closed,1,07/26/2012,8593,458 days,106 days,-14 days
2067,289722: CLIN 0001AA-Transition in all Task,Transitional Task from the incumbent to the ICD&A Contractor,Key Deliverable,2011-12-05,2012-11-27,0.44,0.804,,In-progress,1,07/26/2012,8595,177 days,,-7 days
2067,"289722: CLIN 0001AB-Optional Design, Develop, Test, Implement and Maintain Additional Programs in support of the Affordable Care Act",Pioneer Design and Development December 2011 - May 2012,Key Deliverable,2011-12-01,2012-05-27,3.881,4.424,,In-progress,1,07/26/2012,8597,178 days,,58 days
2067,"289722: CLIN 0001AB- Optional Design, Develop, Test, Implement and Maintain Additional Programs in support of the Affordable Care Act",Pioneer Design and Development Base YR June 2012 - November 2012,Key Deliverable,2012-05-28,2012-11-27,3.881,3.881,,In-progress,1,07/26/2012,8598,183 days,,0 days
2067,"289722: CLIN 0001AC Optional Design, Develop, Test, Implement and Maintain Additional Programs in support of the Affordable Care Act",SSP Design and Development December 2011 - May 2012,Key Deliverable,2011-12-01,2012-07-27,1.091,1.091,,In-progress,1,07/26/2012,8600,181 days,,58 days
2067,289722: CLIN 0001-Base Year- SOW Section C.6-SOW Enterprise Data Service Contract ,MDM (Initiate) (Pioneer and SSP) December 2011 - May 2012,Key Deliverable,2011-12-01,2012-05-27,4.659,5.679,,In-progress,1,07/26/2012,8604,178 days,,-3 days
2067,289722: CLIN 0002-Base Yr-Optional Services SOW Sec C6-SOW Enterprise Data Service Contract ,MDM Enterprise Portal (SSP) Base YR December 2011 - May 2012,Key Deliverable,2011-12-01,2012-05-27,4.172,4.172,,In-progress,1,07/26/2012,8610,178 days,,-3 days
2067,289722: CLIN 0002-Base Yr-Optional Services SOW Sec C7-SOW Enterprise Data Service Contract ,MDM Enterprise Portal (SSP) Base YR June 2012 - November 2012,Key Deliverable,2011-06-01,2012-11-27,4.172,4.172,,In-progress,1,07/26/2012,8611,545 days,,0 days
2067,289722: ACO Testing-CLIN 0001AA-Base Year-Test the Pioneer Fast Track ACO DEMO (excluding MDSS) and the Medicare Shared Savings Program System,Pioneer Testing Option 12/13/12 - 06/12/13,Key Deliverable,2011-12-13,2012-07-16,2.342,3.789,,In-progress,1,07/26/2012,8613,216 days,,35 days
2067,289722: ACO Testing- CLIN 0001AB -Base Year Optional Test Additional programs in support of the Affordable Care Act,SSP Testing Option 12/13/12 - 06/12/13,Key Deliverable,2012-12-13,2012-07-16,1.45,1.45,,In-progress,1,07/26/2012,8614,215 days,,-331 days
2067,289722: IBM Initiate Licenses (2nd Installment Payment),IBM Initiate Licenses 2nd Installment Payment for additional licenses,Key Deliverable,2011-06-17,2012-06-29,0.5,0.5,,In-progress,1,07/26/2012,8627,378 days,,196 days
2067,289722: Baltimore Data Center Hosting O &M Support,Baltimore Data Center Operations & Maintenance in support of the SSP and Pioneer Programs (optional year),Key Deliverable,2012-02-29,2012-08-31,0.287,0.847,,In-progress,1,07/26/2012,8628,181 days,,-304 days
2067,289722: IDR Development Support,IDR Development to support to ACO MSSP and Pioneer Programs (optional year),Usable Functionality,2012-03-01,2012-10-31,0.595,0.595,,In-progress,1,07/26/2012,8629,183 days,,-213 days
2067,289722: Program Management/Requirements,ACO Program/Demonstration Project Management Support ( 1 PM for additional year),Usable Functionality,2012-05-01,2012-10-31,0.13,0.13,,In-progress,1,07/26/2012,8630,183 days,,-333 days
2067,289722: Oracle and DB2 Database Support,Operational ACO SSP and Pioneers Database Support to the Programs (optional year),Key Deliverable,2012-02-01,2012-07-31,0.104,0.1,,In-progress,1,07/26/2012,8631,546 days,,-154 days
2067,289722: Business Intelligence Reporting/Support,Business Intelligence Report Development and Support (optional year),Key Deliverable,2012-06-01,2012-11-30,0.518,0.518,,In-progress,1,07/26/2012,8632,182 days,,-275 days
2067,289722: IDR O&M Support,Integrated Data Repository (IDR) Operations & Maintenance Support (option year),Key Deliverable,2012-07-01,2012-12-31,0.117,0.117,,In-progress,1,07/26/2012,8633,183 days,,-305 days
2067,"289722: Pioneer Design and Development - CLIN 0002AA-Design, Develop, Test, Implement and Maintain the Pioneer Fast Track ACO Demonstration and the Medicare Shared Savings Program",Design and Development Option,Usable Functionality,2013-05-28,2013-11-27,0.727,0.727,,In-progress,1,07/26/2012,8637,183 days,,-727 days
2067,"289722: Option 1- CLIN 0002AB-Design, Develop, Test, Implement and Maintain Additional Programs in support of the Affordable Care Act",Design and Development Option,Usable Functionality,2013-05-28,2013-05-27,4.761,4.761,,In-progress,1,07/26/2012,8640,183 days,,-727 days
2067,289722: SSP Application ,SSP HPMS Application Module,Key Deliverable,2011-04-15,2011-12-30,0.1,0.1,0.1,Completed - Closed,1,07/26/2012,8659,259 days,231 days,0 days
2067,289722: Develop Specifications and Beneficiary Assignment SSP,Task 2 - Develop Specifications and Beneficiary Assignment SSP,Key Deliverable,2011-10-01,2012-09-30,0.364,0.202,,In-progress,1,07/26/2012,8661,365 days,,0 days
2067,289722: Develop Specifications and Beneficiary Assignment Pioneer,Task 3 - Develop Specifications and Beneficiary Assignment Pioneer,Key Deliverable,2011-10-01,2012-09-30,0.33,1.385,,In-progress,1,07/26/2012,8662,365 days,,0 days
2067,289722: Conduct Financial Calculations SSP,Task 5 SSP - Per Capita Expenditure and Benchmark Calculations,Key Deliverable,2011-10-01,2012-09-30,0.364,0.364,,In-progress,1,07/26/2012,8664,365 days,,0 days
2067,289722: Conduct Financial Calculation Pioneer ,Task 6  Pioneer Per Capita Expenditure and Benchmark Calculations,Key Deliverable,2011-10-01,2012-09-30,0.33,1.294,,In-progress,1,07/26/2012,8665,365 days,,0 days
2067,289722: Calculate Population-Based Payments Pioneer,Task 7 Calculate Population-Based Payments for the Pioneer ACO Model,Key Deliverable,2011-12-01,2012-09-30,0.195,2.0,,In-progress,1,07/26/2012,8666,304 days,,31 days
2067,289722: Generte Monthly Financial Reports Pioneer (Optional),Task 8 Generate Monthly Financial Reports for the Pionner ACO Model (Optional),Key Deliverable,2011-12-01,2012-09-30,0.171,1.0,,In-progress,1,07/26/2012,8667,304 days,,-61 days
2067,289722: Develop Data Report Specs,Task 10 Develop Data Report Specification documents (SSP and Pioneer),Key Deliverable,2011-10-01,2012-09-30,0.336,0.28,,In-progress,1,07/26/2012,8668,365 days,,0 days
2087,284973: Deployment,Deploy the streamlined process,Usable Functionality,2011-03-16,2011-05-31,0.075,0.075,0.075,Completed - Closed,1,07/23/2012,8725,76 days,76 days,0 days
2088,284982: UI Platform integration,Prototype development of new UI pages,Usable Functionality,2011-05-27,2011-12-21,0.582,0.401,,Completed - Costs Pending,1,07/23/2012,8727,112 days,266 days,0 days
2088,284982: Release 1,Update UI for Setup Data functionality,Usable Functionality,2011-07-01,2011-10-13,0.277,0.311,,Completed - Costs Pending,1,07/23/2012,8728,104 days,102 days,0 days
2088,284982: Release 2,Update UI for reporting functionality,Usable Functionality,2011-10-01,2012-05-11,0.208,0.208,,Completed - Costs Pending,1,07/23/2012,8729,91 days,178 days,0 days
2088,284982: Release 3,Update UI for the EHBs 2.0 functionality (program management),Usable Functionality,2011-09-09,2011-12-22,0.818,0.852,,Completed - Costs Pending,1,07/23/2012,8730,104 days,102 days,0 days
2088,284982: Release 4,Update UI for Reporting - Productivity Features (Subscription Report Package Creation),Usable Functionality,2011-10-07,2012-09-28,0.202,0.26,,In-progress,1,07/23/2012,8731,88 days,,0 days
2088,284982: Release 5,"Update UI for  User Access Control (UAC), Admin Tools",Usable Functionality,2011-09-23,2011-12-08,0.221,0.236,,Completed - Costs Pending,1,07/23/2012,8732,76 days,167 days,-79 days
2088,284982: Release 6,Update UI for the Federal Financial Report,Usable Functionality,2011-10-21,2012-04-27,0.232,0.371,,Completed - Costs Pending,1,07/23/2012,8733,154 days,222 days,0 days
2088,284982: Release 7,"Update UI for C/E Review, Pre Funding Review, Funding Memo",Usable Functionality,2011-11-18,2012-06-30,0.728,0.765,,In-progress,1,07/23/2012,8734,153 days,,-42 days
2088,284982: Release 8,"Update UI for External handbook, EHB 2.0 (External)",Usable Functionality,2012-01-15,2012-07-15,0.501,0.7,,In-progress,1,07/23/2012,8735,151 days,,-97 days
2088,284982: Release 9,Update UI for Reviewer Handbook,Usable Functionality,2012-01-13,2012-06-08,0.333,0.117,,Completed - Costs Pending,1,07/23/2012,8736,147 days,89 days,48 days
2088,284982: Release 10,"Update UI for NCC Progress Reports, Applications",Usable Functionality,2012-04-06,2012-09-13,0.458,0.593,,In-progress,1,07/23/2012,8737,160 days,,-52 days
2089,285000: Deployment,Deploy the CCR validation functionality,Usable Functionality,2012-01-05,2012-05-31,0.26,0.315,0.315,Completed - Closed,1,07/23/2012,8739,147 days,176 days,0 days
2090,285001: Deployment,Deploy planning module functionality,Usable Functionality,2012-05-16,2012-08-06,0.33,0.606,,In-progress,1,07/23/2012,8741,107 days,,-107 days
2092,285031: Deployment,Deploy Closeout module functionality,Usable Functionality,2012-05-01,2012-09-30,0.454,0.108,,In-progress,1,07/23/2012,8745,152 days,,-90 days
2093,285032: Deployment,Deploy LDF functionality,Usable Functionality,2011-02-16,2011-04-12,0.93,0.93,0.93,Completed - Closed,1,07/23/2012,8747,55 days,55 days,0 days
2094,285035: Deployment,Deploy AOR functionality,Usable Functionality,2011-04-13,2011-06-28,0.93,0.93,0.93,Completed - Closed,1,07/23/2012,8749,76 days,76 days,0 days
2095,285039: Deployment,Deploy PCLA functionality,Usable Functionality,2011-07-08,2011-09-20,0.394,0.394,0.394,Completed - Closed,1,07/23/2012,8751,74 days,74 days,0 days
2096,285041: Deployment,Deploy ACA formula functionality,Usable Functionality,2011-02-14,2011-04-12,1.2,0.806,0.806,Completed - Closed,1,07/23/2012,8753,57 days,57 days,0 days
2097,285042: Deployment,Deploy ACA formula functionality,Usable Functionality,2011-04-22,2011-06-28,0.051,0.051,0.051,Completed - Closed,1,07/23/2012,8755,67 days,88 days,-21 days
2098,285043: Deployment,Deploy FY11 changes to module functionality,Usable Functionality,2010-12-10,2011-06-27,0.253,0.253,0.253,Completed - Closed,1,07/23/2012,8757,199 days,199 days,0 days
2099,285054: Deployment,Deploy standalone module functionality,Usable Functionality,2010-09-15,2011-09-06,0.253,0.253,0.253,Completed - Closed,1,07/23/2012,8759,356 days,356 days,0 days
2100,285060: Deployment,Deploy Closeout Functions,Usable Functionality,2012-03-30,2012-08-31,0.575,0.734,,In-progress,1,07/23/2012,8761,154 days,,-29 days
2101,285063: Business Requirements,Gather requirements for the fucntional design of the BHPR Data Report,Key Deliverable,2011-10-03,2011-12-30,0.4,0.465,,Completed - Costs Pending,1,07/23/2012,8763,88 days,141 days,0 days
2101,285063: Development,Develop functionality for the BHPR data report,Key Deliverable,2012-01-02,2012-02-28,0.56,0.56,,Completed - Costs Pending,1,07/23/2012,8764,57 days,72 days,30 days
2101,285063: Testing,"Test functionality developed for the BHPR data report, including unit, regression, UAT, and security testing",Key Deliverable,2012-04-02,2012-04-30,0.32,0.32,,Completed - Costs Pending,1,07/23/2012,8765,28 days,63 days,14 days
2101,285063: Integration,Deploy BHPR Data Report functionality within the EHBs Core,Usable Functionality,2012-04-02,2012-05-31,0.32,0.52,,In-progress,1,07/23/2012,8766,59 days,,72 days
2102,285064: Deployment,Deploy CHGME PAS functionality,Usable Functionality,2011-02-23,2011-08-16,0.823,0.823,0.823,Completed - Closed,1,07/23/2012,8768,174 days,174 days,0 days
2103,285068: Deployment,Deploy CHGME application functionality,Usable Functionality,2011-02-23,2011-06-30,0.332,0.332,0.332,Completed - Closed,1,07/23/2012,8770,127 days,189 days,0 days
2104,285081: Deployment,Deploy RDR functionality,Usable Functionality,2010-09-15,2011-03-25,0.037,0.005,0.005,Completed - Closed,1,07/23/2012,8772,191 days,191 days,0 days
2105,285085: Deployment,Deploy RSR functionality,Usable Functionality,2010-09-15,2011-01-03,0.497,0.151,0.151,Completed - Closed,1,07/23/2012,8774,110 days,110 days,0 days
2106,285086: Deployment,Deploy RSR functionality,Usable Functionality,2010-09-15,2011-09-12,0.628,0.081,0.081,Completed - Closed,1,07/23/2012,8776,362 days,362 days,0 days
2107,285089: Deployment,Deploy ADAP functionality,Usable Functionality,2010-10-01,2011-01-03,0.028,0.029,0.029,Completed - Closed,1,07/23/2012,8778,94 days,94 days,0 days
2108,285090: Deployment,Deploy ARD functionality,Usable Functionality,2011-10-03,2012-01-31,0.06,0.084,0.084,Completed - Closed,1,07/23/2012,8780,120 days,123 days,0 days
2109,285341: Business Requirements,Gather requirements for the functional design of the ADAP Data Report,Key Deliverable,2011-01-03,2011-06-02,0.02,0.02,0.02,Completed - Closed,1,07/23/2012,8782,150 days,150 days,0 days
2109,285341: Development,Develop functionality for the ADAP data report,Key Deliverable,2011-06-03,2011-07-03,0.02,0.02,0.02,Completed - Closed,1,07/23/2012,8783,30 days,30 days,0 days
2109,285341: Testing,"Test functionality developed for the ADAp data report, including unit, regression, UAT, and security testing",Key Deliverable,2011-07-04,2011-08-03,0.02,0.02,0.02,Completed - Closed,1,07/23/2012,8784,30 days,30 days,0 days
2109,285341: Deployment,Deploy ADR functionality,Usable Functionality,2011-08-04,2011-09-12,0.02,0.027,0.027,Completed - Closed,1,07/23/2012,8785,39 days,41 days,0 days
2110,285343: Deployment,Deploy AETC web application functionality,Usable Functionality,2010-09-15,2011-07-14,0.079,0.079,0.079,Completed - Closed,1,07/23/2012,8787,302 days,302 days,0 days
2111,285353: Deployment,Deploy DGIS web application functionality,Usable Functionality,2010-09-15,2011-09-14,0.364,0.339,0.339,Completed - Closed,1,07/23/2012,8789,364 days,364 days,0 days
2112,285381: Deployment,Deploy DGIS web application functionality,Usable Functionality,2012-03-01,2012-09-28,0.208,0.329,,In-progress,1,07/23/2012,8791,184 days,,0 days
2113,285401: Deployment,Deploy TVIS Web report functionality,Usable Functionality,2010-09-15,2010-10-29,0.066,0.057,0.057,Completed - Closed,1,07/23/2012,8793,44 days,44 days,0 days
2114,285402: Deployment,Deploy TVIS web report functionality,Usable Functionality,2011-09-19,2011-10-31,0.096,0.016,0.016,Completed - Closed,1,07/23/2012,8795,42 days,76 days,-4 days
2115,285403: Deployment,Deploy TVIS web application functionality,Usable Functionality,2010-10-22,2011-03-31,0.198,0.062,0.062,Completed - Closed,1,07/23/2012,8797,160 days,160 days,0 days
2116,285423: Deployment,Deploy PIMS functionality,Usable Functionality,2010-09-27,2011-09-23,0.147,0.479,0.479,Completed - Closed,1,07/23/2012,8799,361 days,361 days,0 days
2117,285429: Deployment,Deploy PIMS functionality,Usable Functionality,2011-10-27,2011-12-28,0.126,0.126,0.126,Completed - Closed,1,07/23/2012,8801,161 days,161 days,0 days
2118,285528: Deployment,Deploy ADAP functionality,Usable Functionality,2011-03-01,2011-07-01,0.12,0.12,0.12,Completed - Closed,1,07/23/2012,8803,122 days,61 days,61 days
2119,285561: Deployment,Deploy ADR functionality,Usable Functionality,2012-02-01,2012-07-31,0.142,0.142,0.142,Completed - Closed,1,07/23/2012,8805,135 days,135 days,0 days
2120,285579: Deployment,Deploy AETC web application functionality,Usable Functionality,2012-01-16,2012-07-13,0.093,0.093,0.093,Completed - Closed,1,07/23/2012,8807,179 days,158 days,0 days
2121,298092: FY2011 Modernization and Enhancement Activities,,Usable Functionality,2010-10-18,2011-09-30,3.0,2.755,,In-progress,1,02/24/2012,8809,347 days,,0 days
2122,"293844: Initiation, Concept Development, and Planning",,Key Deliverable,2010-10-01,2011-09-30,0.362,0.357,,Completed - Costs Pending,1,05/22/2012,8816,364 days,364 days,0 days
2122,293844: Requirements Analysis and Design of Foundational Electronic Data Interchange (EDI) Standards Updates,,Key Deliverable,2010-11-01,2011-09-30,0.24,0.364,,Completed - Costs Pending,1,05/22/2012,8817,333 days,333 days,0 days
2122,293844: Development of Foundational Electronic Data Interchange (EDI) Standards Updates,,Key Deliverable,2011-10-01,2011-12-15,0.096,0.027,,Completed - Costs Pending,1,05/22/2012,8818,75 days,75 days,0 days
2122,293844: Testing and Implementation of Foundational Electronic Data Interchange (EDI) Standards Updates,,Usable Functionality,2011-10-01,2011-12-30,0.04,0.062,,Completed - Costs Pending,1,05/22/2012,8819,90 days,88 days,0 days
2122,293844: Requirements Analysis - Phase 1,,Key Deliverable,2011-08-29,2012-01-31,0.045,0.825,,In-progress,1,05/22/2012,8821,155 days,,0 days
2122,293844: Design - Phase 1,,Key Deliverable,2011-10-03,2012-03-31,0.067,0.052,,In-progress,1,05/22/2012,8822,180 days,,0 days
2122,293844: Development and Training Implementation Strategy - Phase 1,,Key Deliverable,2012-02-01,2012-05-31,0.512,345.687,,In-progress,1,05/22/2012,8824,120 days,,-31 days
2122,293844: Requirements Analysis - Phase 2,,Key Deliverable,2011-10-03,2012-01-31,0.034,0.351,,In-progress,1,05/22/2012,8829,120 days,,0 days
2122,293844: Design - Phase 2,,Key Deliverable,2011-10-03,2012-03-31,0.051,0.051,,In-progress,1,05/22/2012,8830,180 days,,0 days
2122,293844: Development and Training Implementation Strategy - Phase 2,,Key Deliverable,2012-03-01,2012-06-30,0.384,2003.447,,In-progress,1,05/22/2012,8832,121 days,,-8 days
2122,293844: Requirements Analysis - Phase 3,,Key Deliverable,2011-10-03,2012-01-31,0.034,0.015,,In-progress,1,05/22/2012,8837,120 days,,0 days
2122,293844: Design - Phase 3,,Key Deliverable,2011-10-03,2012-03-31,0.051,0.051,,In-progress,1,05/22/2012,8838,180 days,,0 days
2122,293844: Requirements Analysis - Phase 4,,Key Deliverable,2011-10-03,2012-01-31,0.248,0.637,,In-progress,1,05/22/2012,8845,120 days,,0 days
2122,293844: Design - Phase 4,,Key Deliverable,2011-10-03,2012-03-31,0.371,1.6,,In-progress,1,05/22/2012,8846,180 days,,0 days
2123,286781: Business Analysis (EPLC Phase),Iteration 6.6.0.1 through 6.6.0.3,Key Deliverable,2011-08-22,2011-10-17,0.025,0.023,0.023,Completed - Closed,1,07/26/2012,8853,56 days,53 days,0 days
2123,286781: System design and development (EPLC Phase),Iteration 6.6.0.1 through 6.6.0.3,Usable Functionality,2011-10-24,2012-01-09,0.41,0.41,0.41,Completed - Closed,1,07/26/2012,8854,77 days,80 days,0 days
2123,286781: System test (regression and new features) (EPLC Phase),Iteration 6.6.0.1 through 6.6.0.3,Usable Functionality,2011-11-14,2012-01-20,0.154,0.154,0.154,Completed - Closed,1,07/26/2012,8855,67 days,74 days,0 days
2123,"286781: NHSN Implementation Readiness, Stage Gate and Deployment","Application security review & scan, determination if build is ready for deployment into production environment",Usable Functionality,2012-01-19,2012-01-28,0.085,0.085,0.085,Completed - Closed,1,07/26/2012,8856,9 days,11 days,5 days
2123,286781: Business Analysis (EPLC Phase),Iteration 6.6.1.0,Key Deliverable,2011-12-19,2012-01-09,0.018,0.018,0.018,Completed - Closed,1,07/26/2012,8858,21 days,32 days,-10 days
