"Agency Code","Agency Name","Budget Account Code","Budget Account Name","CIO Authority FY2020 (BY) ($ M)","Total Agency Funding 2018 PY ($ M)","Total Agency Funding 2019 CY ($ M)","Total Agency Funding 2020 BY ($ M)","Total Agency Funding Budget Authority 2020 BY ($ M)","Updated Date","Updated Time"
"	012","Department of Labor",012-20-0200,"Salaries and Expenses",34.053,114.799,96.027,96.264,96.264,2019-02-12,14:19:01
"	012","Department of Labor",012-22-0148,"Salaries and Expenses",2.018814,5.273828,2.920034,2.412637,2.412637,2019-02-12,14:19:01
"	012","Department of Labor",012-23-0150,"Salaries and Expenses",1.814,1.9364,1.9852,2.047,2.047,2019-02-12,14:19:01
"	012","Department of Labor",012-25-0106,"Office of Inspector General",0,4.71,4.51,4.51,4.51,2019-02-12,14:19:01
"	012","Department of Labor",012-05-0172,"Program Administration",22.9244,33.5947,40.5794,27.2124,27.2124,2019-02-12,14:19:01
"	012","Department of Labor",012-25-0162,"Information Technology Modernization",37.000001,24.910525,30.314056,37.000001,37.000001,2019-02-12,14:19:01
"	012","Department of Labor",012-05-0174,"Training and Employment Services",5.8299,2.458,4.7669,5.8299,5.8299,2019-02-12,14:19:01
"	012","Department of Labor",012-25-0164,"Veterans Employment and Training",1.504,3.1154,3.535,1.9803,1.9803,2019-02-12,14:19:01
"	012","Department of Labor",012-05-0179,"State Unemployment Insurance and Employment Service Operations",6.12536,20.72843,10.40848,6.12536,6.12536,2019-02-12,14:19:01
"	012","Department of Labor",012-25-0165,"Salaries and Expenses",13.442417,29.094257,20.380591,19.157013,19.080013,2019-02-12,14:19:01
"	012","Department of Labor",012-05-0181,"Job Corps",37.163,37.064,37.274,37.484,37.484,2019-02-12,14:19:01
"	012","Department of Labor",012-25-0166,"Office of Disability Employment Policy",0.856,1.688,1.142,0.951,0.951,2019-02-12,14:19:01
"	012","Department of Labor",012-11-1700,"Salaries and Expenses",10.769912,10.562101,11.790215,11.989037,11.989037,2019-02-12,14:19:01
"	012","Department of Labor",012-25-4601,"Working Capital Fund",274.079588,242.718593,250.81521,274.533289,274.079588,2019-02-12,14:19:01
"	012","Department of Labor",012-12-4204,"Pension Benefit Guaranty Corporation Fund",0,0.75042,0.898519,0.922142,0.922142,2019-02-12,14:19:01
"	012","Department of Labor",012-12-4204,"Pension Benefit Guaranty Corporation Fund",109.237,120.802,121.014,125.128,125.128,2019-02-12,17:45:37
"	012","Department of Labor",012-15-0163,"Salaries and Expenses",2.816,7.308,7.449,7.348,7.348,2019-02-12,14:19:01
"	012","Department of Labor",012-15-1521,"Special Benefits",11.398,11.112,11.192,11.398,11.398,2019-02-12,14:19:01
"	012","Department of Labor",012-15-1524,"Administrative Expenses, Energy Employees Occupational Illness Compensation Fund",11.67,10.944,11.774,11.67,11.67,2019-02-12,14:19:01
"	012","Department of Labor",012-15-8144,"Black Lung Disability Trust Fund",2.812,2.727,2.812,2.812,2.812,2019-02-12,14:19:01
"	014","Department of State",014-05-0535,"Embassy Security, Construction, and Maintenance",0,18.407,23.111,24.263,24.263,2019-02-19,23:35:38
"	014","Department of State",014-05-0113,"Diplomatic Programs",716.308008,1056.798595,975.217454,1139.044178,1139.044178,2019-02-19,23:35:38
"	014","Department of State",014-05-0120,"Capital Investment Fund",296.607546,355.615995,349.068323,296.607546,296.607546,2019-02-19,23:35:38
"	014","Department of State",014-05-0209,"Educational and Cultural Exchange Programs",0,10.971,3.0675,3.0735,3.0735,2019-02-19,23:35:38
"	014","Department of State",014-05-0529,"Office of Inspector General",0,13.788767,15.92255,17.01816,17.01816,2019-02-19,23:35:38
"	014","Department of State",014-05-5713,"Consular and Border Security Programs",63.527992,518.943013,579.59399,459.31799,459.31799,2019-02-19,23:35:38
"	014","Department of State",014-25-1022,"International Narcotics Control and Law Enforcement",0,8.700028,14.427838,14.740004,14.740004,2019-02-19,23:35:38
"	014","Department of State",014-25-1143,"Migration and Refugee Assistance",0,2.4074,2.5942,2.5678,2.5678,2019-02-19,23:35:38
"	014","Department of State",014-25-5177,"International Litigation Fund",0,2.619,2.427,2.038,2.038,2019-02-19,23:35:38
"	014","Department of State",014-05-4519,"Working Capital Fund",246.46226,257.298719,307.203176,313.355734,313.355734,2019-02-19,23:35:38
"	015","Department of the Treasury",015-05-4560,"Treasury Franchise Fund",102.413974,353.775452,437.606742,472.641331,472.641331,2019-04-05,18:01:14
"	015","Department of the Treasury",015-05-5590,"Financial Research Fund",0,19.6014,19.6014,19.6014,19.6014,2019-04-05,18:01:14
"	015","Department of the Treasury",015-12-0520,"Salaries and Expenses",0,190.047185,194.420092,190.772225,190.772225,2019-04-05,18:01:14
"	015","Department of the Treasury",015-12-0562,"Reimbursements to Federal Reserve Banks",0,72.48462,100.446882,93.966554,80.666554,2019-04-05,18:01:14
"	015","Department of the Treasury",015-12-1802,"Financial Agent Services",0,183.25625,187.530779,179.680253,179.680253,2019-04-05,18:01:14
"	015","Department of the Treasury",015-12-1884,"Federal Reserve Bank Reimbursement Fund",0,367.660855,366.790719,374.533078,375.094252,2019-04-05,18:01:14
"	015","Department of the Treasury",015-04-0173,"Salaries and Expenses",0,43.005875,57.057875,58.178875,58.178875,2019-04-05,18:01:14
"	015","Department of the Treasury",015-13-1008,"Salaries and Expenses",0,22.424887,26.944009,25.888408,25.888408,2019-04-05,18:01:14
"	015","Department of the Treasury",015-05-0101,"Salaries and Expenses",7.424,62.620114,17.738853,17.858979,10.320979,2019-04-05,18:01:14
"	015","Department of the Treasury",015-20-4502,"Bureau of Engraving and Printing Fund",0,81.687,79.3158,77.78794,76.78794,2019-04-05,18:01:14
"	015","Department of the Treasury",015-05-0106,"Office of Inspector General",0,0.06495,0.066898,0.068904,0.068904,2019-04-05,18:01:14
"	015","Department of the Treasury",015-25-4159,"United States Mint Public Enterprise Fund",0,75.85476,75.39476,75.39476,67.928711,2019-04-05,18:01:14
"	015","Department of the Treasury",015-05-0115,"Department-wide Systems and Capital Investments Programs",0,0.395492,0,0,0,2019-04-05,18:01:14
"	015","Department of the Treasury",015-45-0912,"Taxpayer Services",0,0.020952,0.022849,0.01425,0.01425,2019-04-05,18:01:14
"	015","Department of the Treasury",015-05-0119,"Treasury Inspector General for Tax Administration",0,10.488199,11.130989,11.221691,11.677745,2019-04-05,18:01:14
"	015","Department of the Treasury",015-45-0919,"Operations Support",0,2597.469815,2660.437772,2844.54498,2836.206948,2019-04-05,18:01:14
"	015","Department of the Treasury",015-05-0133,"Special Inspector General for the Troubled Asset Relief Program",0,3.2,3,2,2,2019-04-05,18:01:14
"	015","Department of the Treasury",015-45-0921,"Business Systems Modernization",0,247.387956,350.999514,350.900568,320,2019-04-05,18:01:14
"	015","Department of the Treasury",015-05-0142,"State Small Business Credit Initiative",0,0,0,0,0,2019-04-05,18:01:14
"	015","Department of the Treasury",015-45-0928,"Health Insurance Tax Credit Administration",0,0,0,0,0,2019-04-05,18:01:14
"	015","Department of the Treasury",015-45-5432,"IRS Miscellaneous Retained Fees",0,0,0,0,0,2019-04-05,18:01:14
"	015","Department of the Treasury",015-05-1804,"Office of Terrorism and Financial Intelligence",0,7.047,6.887,17.006,17.006,2019-04-05,18:01:14
"	015","Department of the Treasury",015-45-5510,"Private Collection Agent Program",0,0,0,0,0,2019-04-05,18:01:14
"	015","Department of the Treasury",015-05-1855,"Cybersecurity Enhancement Account",18.471412,23.199849,27.579697,18.471412,18,2019-04-05,18:01:14
"	015","Department of the Treasury",015-57-8413,"Assessment Funds",0,189.692803,182.155428,187.744355,187.744355,2019-04-05,18:01:14
"	015","Department of the Treasury",015-05-1881,"Community Development Financial Institutions Fund Program Account",0,9.884141,9.176505,6.306559,6.276559,2019-04-05,18:01:14
"	016","Social Security Administration",016-00-8704,"Limitation on Administrative Expenses",1874.648,1922.706,1964.613,1969.308,1285.082,2019-02-19,16:56:45
"	018","Department of Education",018-80-1400,"Office of Inspector General",4.384,7.919,4.827,4.384,0,2019-04-05,14:58:22
"	018","Department of Education",350-00-4019,"EEOC Education, Technical Assistance, and Training Revolving Fund",0,0,0,0,0,2019-04-05,14:58:22
"	018","Department of Education",018-10-0101,"Indian Education",0,0,0,0,0,2019-04-05,14:58:22
"	018","Department of Education",018-30-0400,"Career, Technical and Adult Education",0,0,0,0,0,2019-04-05,14:58:22
"	018","Department of Education",018-40-0201,"Higher Education",0.9553,0.8331,1.5775,0.9553,0,2019-04-05,14:58:22
"	018","Department of Education",018-40-0241,"College Housing and Academic Facilities Loans Program Account",0,0.052,0.023,0.023,0,2019-04-05,14:58:22
"	018","Department of Education",018-40-1901,"Historically Black College and University Capital Financing - program account",0,0.02,0.009,0.009,0,2019-04-05,14:58:22
"	018","Department of Education",018-40-4252,"College Housing and Academic Facilities Loans Financing Account",0.025,0.002,0.002,0.002,0,2019-04-05,14:58:22
"	018","Department of Education",018-45-0202,"Student Aid Administration",545.905651,486.66865,498.123306,537.219946,0,2019-04-05,14:58:22
"	018","Department of Education",018-50-1100,"Institute of Education Sciences",60.19656,57.584741,68.662366,60.92756,9.606,2019-04-05,14:58:22
"	018","Department of Education",018-80-0700,"Office for Civil Rights",9.675,16.625,9.613,10.383,0,2019-04-05,14:58:22
"	018","Department of Education",018-80-0800,"Program Administration",147.77679,121.868871,149.063551,147.26213,0.294,2019-04-05,14:58:22
"	019","Department of Energy",019-20-2250,"Cybersecurity, Energy Security, and Emergency Response",0,0,1.65,1.657,0,2019-02-19,21:22:03
"	019","Department of Energy",019-05-0240,"Weapons Activities",0,811.226849,921.309855,1033.983937,0,2019-02-19,21:22:03
"	019","Department of Energy",019-20-4180,"Isotope Production and Distribution Program Fund",0,0.017184,0.017581,0.017549,0,2019-02-19,21:22:03
"	019","Department of Energy",019-05-0309,"Defense Nuclear Nonproliferation",0,65.605608,64.52431,64.065679,0,2019-02-19,21:22:03
"	019","Department of Energy",019-20-5227,"Nuclear Waste Disposal",0,12.983,19.744,14.181,0,2019-02-19,21:22:03
"	019","Department of Energy",019-05-0313,"Federal Salaries and Expenses",0,12.834824,10.120234,12.07093,0,2019-02-19,21:22:03
"	019","Department of Energy",019-20-5369,"Northeast Home Heating Oil Reserve",0,0.377,0.31,0.323,0,2019-02-19,21:22:03
"	019","Department of Energy",019-50-0302,"Operation and Maintenance, Southeastern Power Administration",0,2.227,2.271,2.317,0,2019-02-19,21:22:03
"	019","Department of Energy",019-05-0314,"Naval Reactors",0,108.12864,108.67303,109.28203,0,2019-02-19,21:22:03
"	019","Department of Energy",019-50-0303,"Operation and Maintenance, Southwestern Power Administration",0,5.88837,7.17853,7.35853,0,2019-02-19,21:22:03
"	019","Department of Energy",019-10-0243,"Other Defense Activities",0,44.387724,39.648215,39.564477,0,2019-02-19,21:22:03
"	019","Department of Energy",019-50-4045,"Bonneville Power Administration Fund",0,0.1179,0.1185,0.1185,0,2019-02-19,21:22:03
"	019","Department of Energy",019-10-0251,"Defense Environmental Cleanup",0,227.632607,237.12761,238.938515,0,2019-02-19,21:22:03
"	019","Department of Energy",019-50-5068,"Construction, Rehabilitation, Operation and Maintenance, Western Area Power Administration",0,11.68121,15.42716,13.94716,0,2019-02-19,21:22:03
"	019","Department of Energy",019-20-0213,"Fossil Energy Research and Development",0,58.68964,48.137642,50.308069,0,2019-02-19,21:22:03
"	019","Department of Energy",019-60-0228,"Departmental Administration",190.782,240.986071,221.37067,204.184415,57.582062,2019-02-19,21:22:03
"	019","Department of Energy",019-20-0216,"Energy Information Administration",0,17.997056,17.997056,18.012858,0,2019-02-19,21:22:03
"	019","Department of Energy",019-60-0236,"Office of the Inspector General",0,0.3,0.32,0.325,0,2019-02-19,21:22:03
"	019","Department of Energy",019-20-0218,"Strategic Petroleum Reserve",0,18.922,17.969348,16.642355,0,2019-02-19,21:22:03
"	019","Department of Energy",019-60-4563,"Working Capital Fund",89.513509,74.038554,81.85708,89.513509,35.673988,2019-02-19,21:22:03
"	019","Department of Energy",019-20-0222,Science,0,368.128397,361.289312,366.513467,0,2019-02-19,21:22:03
"	019","Department of Energy",019-20-0233,"SPR Petroleum Account",0,0.498,0.223,0.139581,0,2019-02-19,21:22:03
"	019","Department of Energy",019-20-0315,"Non-defense Environmental Cleanup",0,6.628514,6.634186,6.728161,0,2019-02-19,21:22:03
"	019","Department of Energy",019-20-0318,"Electricity Delivery",0,4.629906,3.045164,3.18013,0,2019-02-19,21:22:03
"	019","Department of Energy",019-20-0319,"Nuclear Energy",0,65.154367,65.261317,70.360414,2.049362,2019-02-19,21:22:03
"	019","Department of Energy",019-20-0321,"Energy Efficiency and Renewable Energy",0,60.616367,61.155856,60.577927,1.755689,2019-02-19,21:22:03
"	020","Environmental Protection Agency",020-00-0103,"State and Tribal Assistance Grants",0,1.308,1.308,0.84,0.84,2019-02-19,23:05:08
"	020","Environmental Protection Agency",020-00-0107,"Science and Technology",12.517,66.409,66.409,51.805,51.805,2019-02-19,23:05:08
"	020","Environmental Protection Agency",020-00-0108,"Environmental Programs and Management",132.138,271.504,271.504,223.311,223.311,2019-02-19,23:05:08
"	020","Environmental Protection Agency",020-00-0110,"Buildings and Facilities",0,0,0,0,0,2019-02-19,23:05:08
"	020","Environmental Protection Agency",020-00-0112,"Office of Inspector General",0.368,3.201,3.201,2.883,2.883,2019-02-19,23:05:08
"	020","Environmental Protection Agency",020-00-0250,"Payment to the Hazardous Substance Superfund",39.784,62.942,62.942,63.205,63.205,2019-02-19,23:05:08
"	020","Environmental Protection Agency",020-00-4330,"Hazardous Waste Electronic Manifest System Fund",0,0.65,0.65,0,0,2019-02-19,23:05:08
"	020","Environmental Protection Agency",020-00-5374,"Pesticide Registration Fund",0,0,0,0,0,2019-02-19,23:05:08
"	020","Environmental Protection Agency",020-00-8153,"Leaking Underground Storage Tank Trust Fund",0.129,0.277,0.277,0.165,0.165,2019-02-19,23:05:08
"	020","Environmental Protection Agency",020-00-8221,"Inland Oil Spill Programs",0.265,0.457,0.457,0.555,0.555,2019-02-19,23:05:08
"	021","Department of Transportation",021-17-8158,"Motor Carrier Safety Grants",0,0.00206,0.002122,0.002186,0.002252,2019-04-01,16:21:55
"	021","Department of Transportation",021-70-1750,"Operations and Training",0,16.60446,6.629765,3.827065,0,2019-04-01,16:21:55
"	021","Department of Transportation",021-17-8159,"Motor Carrier Safety Operations and Programs",0,67.318954,73.276673,64.447855,7.577272,2019-04-01,16:21:55
"	021","Department of Transportation",021-18-8016,"Operations and Research (Highway Trust Fund)",0,57.247998,57.280386,61.093564,61.093562,2019-04-01,16:21:55
"	021","Department of Transportation",021-18-8020,"Highway Traffic Safety Grants",0,9.33305,11.20551,6.506211,6.506209,2019-04-01,16:21:55
"	021","Department of Transportation",021-27-0700,"Safety and Operations",0,15.868065,15.462159,4.882324,0,2019-04-01,16:21:55
"	021","Department of Transportation",001-30-4505,"Government Publishing Office Business Operations Revolving Fund",0,0,0,2.816242,2.816242,2019-04-01,16:21:55
"	021","Department of Transportation",021-27-0745,"Railroad Research and Development",0,0.654528,0.683134,0.438747,0,2019-04-01,16:21:55
"	021","Department of Transportation",005-04-9914,"Executive Operations",0,4.361,19.694,20.932315,0,2019-04-01,16:21:55
"	021","Department of Transportation",021-36-1120,"Administrative Expenses",0,18.98378,18.478252,18.287613,16.368342,2019-04-01,16:21:55
"	021","Department of Transportation",018-80-0800,"Program Administration",0,1.8,2.48,2.52,2.52,2019-04-01,16:21:55
"	021","Department of Transportation",021-36-1121,"Research, Training, and Human Resources",0,1.15575,1.915,0,0,2019-04-01,16:21:55
"	021","Department of Transportation",021-04-0102,"Salaries and Expenses",34.278,49.615797,42.977776,34.278112,34.278112,2019-04-01,16:21:55
"	021","Department of Transportation",021-36-1129,"Formula Grants",0,8.476762,8.293953,7.794391,7.794391,2019-04-01,16:21:55
"	021","Department of Transportation",021-04-0118,"Office of Civil Rights",0.561,0.837963,0.555574,0.56124,0.56124,2019-04-01,16:21:55
"	021","Department of Transportation",021-36-8350,"Transit Formula Grants",0,4.503549,5.367258,2.932276,2.932276,2019-04-01,16:21:55
"	021","Department of Transportation",021-04-4520,"Working Capital Fund",83.162,71.818942,92.998744,101.458488,83.162433,2019-04-01,16:21:55
"	021","Department of Transportation",021-40-4089,"Saint Lawrence Seaway Development Corporation",0,1.618,1.642,1.877,1.877,2019-04-01,16:21:55
"	021","Department of Transportation",021-04-4522,"Working Capital Fund, Volpe National Transportation Systems Center",1.18,0.951744,1.125904,1.180089,1.180089,2019-04-01,16:21:55
"	021","Department of Transportation",021-12-1301,Operations,0,1316.489471,1424.889933,1467.104492,1467.424492,2019-04-01,16:21:55
"	021","Department of Transportation",021-50-1400,"Operational Expenses",0,17.320004,16.722901,20.955244,21.340472,2019-04-01,16:21:55
"	021","Department of Transportation",021-12-4562,"Administrative Services Franchise Fund",0,27.257201,30.151613,30.762947,27.860203,2019-04-01,16:21:55
"	021","Department of Transportation",021-50-1401,"Hazardous Materials Safety",0,6.430966,4.70914,1.650155,2.035641,2019-04-01,16:21:55
"	021","Department of Transportation",021-12-8106,"Grants-in-aid for Airports (Airport and Airway Trust Fund)",0,9.3,10.452426,10.262769,10.252769,2019-04-01,16:21:55
"	021","Department of Transportation",021-50-5172,"Pipeline Safety",0,7.60086,9.281517,4.358368,4.743806,2019-04-01,16:21:55
"	021","Department of Transportation",021-12-8107,"Facilities and Equipment (Airport and Airway Trust Fund)",0,1835.64,1427.61,1670.15,1670.15,2019-04-01,16:21:55
"	021","Department of Transportation",021-56-0130,"Salaries and Expenses",0,9.002046,9.560909,9.726207,0,2019-04-01,16:21:55
"	021","Department of Transportation",021-15-8083,"Federal-aid Highways",0,126.373324,145.451927,147.642771,148.980417,2019-04-01,16:21:55
"	021","Department of Transportation",021-70-1710,"Ready Reserve Force",0,2.113893,2.014935,2.012935,0,2019-04-01,16:21:55
"	023","General Services Administration",023-30-0600,"Electronic Government (E-GOV) Fund",0,0,0,0,0,2019-03-29,14:10:10
"	023","General Services Administration",023-30-4540,"Working Capital Fund",0,331.736525,352.880464,328.192195,328.192195,2019-03-29,14:10:10
"	023","General Services Administration",023-30-4549,"Federal Citizen Services Fund",0,40.083121,53.236671,40.677671,40.677671,2019-03-29,14:10:10
"	023","General Services Administration",023-30-5381,"Acquisition Workforce Training Fund",0,4.219306,4.20212,4.45921,4.45921,2019-03-29,14:10:10
"	023","General Services Administration",023-05-4542,"Federal Buildings Fund",0,44.376887,51.2637,57.959999,57.959999,2019-03-29,14:10:10
"	023","General Services Administration",023-10-4534,"Acquisition Services Fund",0,220.129044,273.516338,180.243933,180.243933,2019-03-29,14:10:10
"	023","General Services Administration",023-10-5250,"Expenses of Transportation Audit Contracts and Contract Administration",0,0.798243,0.451324,0.451324,0.451324,2019-03-29,14:10:10
"	023","General Services Administration",023-30-0108,"Office of Inspector General",0,4.914,7.582,9.733,9.733,2019-03-29,14:10:10
"	023","General Services Administration",023-30-0110,"Operating Expenses",0,0.796014,0.850014,0.696014,0.696014,2019-03-29,14:10:10
"	023","General Services Administration",023-30-0401,"Government-wide Policy",0,16.567882,22.540618,25.337541,25.337541,2019-03-29,14:10:10
"	024","Department of Homeland Security",024-58-0530,"Operations and Support",0,1532.012,1571.444,1601.351,1599.351,2019-04-05,15:56:16
"	024","Department of Homeland Security",024-70-4236,"National Flood Insurance Fund",0,90.651,95.715,91.772,91.772,2019-04-05,15:56:16
"	024","Department of Homeland Security",024-58-0532,"Procurement, Construction, and Improvements",0,594.68,177.469,239.695,198.133,2019-04-05,15:56:16
"	024","Department of Homeland Security",024-80-0800,"Operations and Support",0,19.517,36.842,43.812,43.812,2019-04-05,15:56:16
"	024","Department of Homeland Security",024-58-4363,"Enhanced Inspectional Services",0,2.944,2.944,2.944,2.944,2019-04-05,15:56:16
"	024","Department of Homeland Security",024-10-0100,"Operations and Support",189.737,173.486,187.536,189.737,189.737,2019-04-05,15:56:16
"	024","Department of Homeland Security",024-80-0803,"Research and Development",0,0,0.175,0.175,0.175,2019-04-05,15:56:16
"	024","Department of Homeland Security",024-58-5543,"International Registered Traveler",0,12.94,14.399,14.399,14.399,2019-04-05,15:56:16
"	024","Department of Homeland Security",024-15-0112,"Operations and Support",295.563,193.229,251.613,295.563,295.563,2019-04-05,15:56:16
"	024","Department of Homeland Security",024-85-0860,"Research and Development",0,3.22,0,0,0,2019-04-05,15:56:16
"	024","Department of Homeland Security",024-58-5595,"Electronic System for Travel Authorization",0,40.218,40.218,40.218,40.218,2019-04-05,15:56:16
"	024","Department of Homeland Security",024-15-0406,"Procurement, Construction, and Improvements",123.332,68.233,88.586,123.332,123.332,2019-04-05,15:56:16
"	024","Department of Homeland Security",024-85-0861,"Operations and Support",0,7.325,7.106,7.283,7.283,2019-04-05,15:56:16
"	024","Department of Homeland Security",024-60-0610,"Operations and Support",0,453.915,418.327,433.184,433.184,2019-04-05,15:56:16
"	024","Department of Homeland Security",024-15-4640,"Working Capital Fund",66.287,80.329,76.371,66.287,66.287,2019-04-05,15:56:16
"	024","Department of Homeland Security",024-60-0613,"Procurement, Construction, and Improvements",0,31.8,36.5,31.556,31.556,2019-04-05,15:56:16
"	024","Department of Homeland Security",024-18-0115,"Operations and Support",0,14.731,14.922,15.146,15.146,2019-04-05,15:56:16
"	024","Department of Homeland Security",024-65-0412,"Procurement, Construction, and Improvements",0,417.223,324.829,316.44,316.44,2019-04-05,15:56:16
"	024","Department of Homeland Security",024-20-0200,"Operations and Support",0,20.142,21.219,24.532,24.532,2019-04-05,15:56:16
"	024","Department of Homeland Security",024-65-0542,"Federal Protective Service",0,32.928,42.697,34.508,34.508,2019-04-05,15:56:16
"	024","Department of Homeland Security",024-30-0300,"Operations and Support",0,981.257,949.332,860.057,860.057,2019-04-05,15:56:16
"	024","Department of Homeland Security",024-40-0400,"Operations and Support",0,139.781,152.939,155.682,140.782,2019-04-05,15:56:16
"	024","Department of Homeland Security",024-65-0566,"Operations and Support",0,542.613,555.362,672.348,672.348,2019-04-05,15:56:16
"	024","Department of Homeland Security",024-40-0401,"Procurement, Construction, and Improvements",0,10.514,2.557,2.557,2.557,2019-04-05,15:56:16
"	024","Department of Homeland Security",024-65-0805,"Research and Development",0,219.429,230.281,93.358,93.358,2019-04-05,15:56:16
"	024","Department of Homeland Security",024-45-0410,"Procurement, Construction, and Improvements",0,28.13,40.537,3.298,3.298,2019-04-05,15:56:16
"	024","Department of Homeland Security",024-68-0117,"Operations and Support",0,1.241,1.15,1.15,1.15,2019-04-05,15:56:16
"	024","Department of Homeland Security",024-45-0550,"Operations and Support",0,742.902,697.423,689.116,689.116,2019-04-05,15:56:16
"	024","Department of Homeland Security",024-70-0413,"Federal Assistance",0,8.931,6.445,6.492,6.492,2019-04-05,15:56:16
"	024","Department of Homeland Security",024-49-0509,"Operations and Support",0,36.148,35.89,56.118,56.118,2019-04-05,15:56:16
"	024","Department of Homeland Security",024-70-0414,"Procurement, Construction, and Improvements",0,47.35,47.942,62.175,62.175,2019-04-05,15:56:16
"	024","Department of Homeland Security",024-55-0540,"Operations and Support",0,439.587,513.736,541.371,541.371,2019-04-05,15:56:16
"	024","Department of Homeland Security",024-70-0700,"Operations and Support",0,336.903,325.145,332.236,332.236,2019-04-05,15:56:16
"	024","Department of Homeland Security",024-55-0545,"Procurement, Construction, and Improvements",0,81.501,35.559,7.8,7.8,2019-04-05,15:56:16
"	024","Department of Homeland Security",024-70-0702,"Disaster Relief Fund",0,17.985,16.386,15.378,15.378,2019-04-05,15:56:16
"	025","Department of Housing and Urban Development",025-35-0189,"Office of Inspector General",0,11.789565,10.5,10.7,10.7,2019-02-19,21:27:58
"	025","Department of Housing and Urban Development",025-35-0335,"Administrative Support Offices",57.114932,49.705208,46.754208,57.114932,57.114932,2019-02-19,21:27:58
"	025","Department of Housing and Urban Development",025-35-0402,"Transformation Initiative",0,0,0,0,0,2019-02-19,21:27:58
"	025","Department of Housing and Urban Development",025-35-4586,"Information Technology Fund",311.667435,219.678426,401.873481,311.667435,285.001965,2019-02-19,21:27:58
"	025","Department of Housing and Urban Development",025-35-4598,"Working Capital Fund",3.13623,0,0,3.13623,3.13623,2019-02-19,21:27:58
"	026","National Aeronautics and Space Administration",026-00-0131,"Exploration Research and Technology",18.287489,23.788488,19.448564,18.287489,18.287489,2019-02-20,00:24:13
"	026","National Aeronautics and Space Administration",026-00-4546,"Working Capital Fund",176.698316,189.539918,187.191934,176.698316,171.077246,2019-02-20,00:24:13
"	026","National Aeronautics and Space Administration",026-00-0115,"LEO and Spaceflight Operations",469.94934,527.388314,423.413042,469.94934,469.94934,2019-02-20,00:24:13
"	026","National Aeronautics and Space Administration",026-00-0120,Science,528.110767,551.866512,529.416689,528.110767,528.110767,2019-02-20,00:24:13
"	026","National Aeronautics and Space Administration",026-00-0122,"Safety, Security and Mission Services",595.040969,591.125785,574.998363,595.040969,595.040969,2019-02-20,00:24:13
"	026","National Aeronautics and Space Administration",026-00-0124,"Deep Space Exploration Systems",325.405052,372.727535,338.734904,325.405052,325.405052,2019-02-20,00:24:13
"	026","National Aeronautics and Space Administration",026-00-0126,Aeronautics,41.98305,61.823316,50.100757,41.98305,41.98305,2019-02-20,00:24:13
"	026","National Aeronautics and Space Administration",026-00-0130,"Construction and Environmental Compliance and Restoration",1.83644,16.711717,8.532391,1.83644,1.83644,2019-02-20,00:24:13
"	027","Office of Personnel Management",027-00-0100,"Salaries and Expenses",98.723,153.772921,161.519506,169.608757,0,2019-02-19,21:29:48
"	027","Office of Personnel Management",027-00-0400,"Office of Inspector General",0,5.19839,4.90881,4.418014,0,2019-02-19,21:29:48
"	027","Office of Personnel Management",027-00-4571,"Revolving Fund",0,0,0,0,0,2019-02-19,21:29:48
"	028","Small Business Administration",028-00-0100,"Salaries and Expenses",63.07119,80.502831,68.279073,63.07119,63.070846,2019-02-19,21:35:21
"	028","Small Business Administration",028-00-1152,"Disaster Loans Program Account",29.1135,31.548381,41.641213,29.1135,29.1135,2019-02-19,21:35:21
"	029","Department of Veterans Affairs",029-15-0172,"Veterans Choice Fund",0,133.741,0,0,0,2019-02-12,14:09:49
"	029","Department of Veterans Affairs",029-25-0151,"General Operating Expenses, Veterans Benefits Administration",62.166,35.863,52.063,62.166,0,2019-02-12,14:09:49
"	029","Department of Veterans Affairs",029-40-0129,"National Cemetery Administration",0,0,0,0,0,2019-02-12,14:09:49
"	029","Department of Veterans Affairs",029-40-0167,"Information Technology Systems",4343,3961.166,4103,4343,4343,2019-02-12,14:09:49
"	029","Department of Veterans Affairs",029-40-1123,"Veterans Electronic Health Care Record",1613.871,586.576,1117.871,1613.871,1603,2019-02-12,14:09:49
"	029","Department of Veterans Affairs",029-40-4539,"Franchise Fund",98.771,67.07,90.297,98.771,0,2019-02-12,14:09:49
"	029","Department of Veterans Affairs",029-15-0152,"Medical Support and Compliance",0.29,0.541,0.288,0.29,0,2019-02-12,14:09:49
"	029","Department of Veterans Affairs",029-15-0160,"Medical Services",0,0,0,0,0,2019-02-12,14:09:49
"	029","Department of Veterans Affairs",029-15-0161,"Medical and Prosthetic Research",0,0,0,0,0,2019-02-12,14:09:49
"	029","Department of Veterans Affairs",029-15-0162,"Medical Facilities",0,0,0,0,0,2019-02-12,14:09:49
"	184","U.S. Agency for International Development",014-25-1030,"Global HIV/AIDs Initiative",1.327796,1.916118,2.065794,1.327796,1.327796,2019-02-19,12:46:32
"	184","U.S. Agency for International Development",014-25-1031,"Global Health Programs",0.358,0.325,0.341,0.358,0.358,2019-02-19,12:46:32
"	184","U.S. Agency for International Development",184-15-0300,"Capital Investment Fund of the United States Agency for International Development.",25.699999,22.44867,29.968433,25.699999,25.699999,2019-02-19,12:46:32
"	184","U.S. Agency for International Development",184-15-1000,"Operating Expenses of the Agency for International Development",136.308057,164.662252,201.118526,136.308057,133.478548,2019-02-19,12:46:32
