"Unique Investment Identifier","Business Case ID","Investment Type","Infrastructure Management Category","Agency Code","Agency Name","Investment Title","Planning Budgetary Resources PY1 and Prior","Planning Budgetary Resources PY","Planning Budgetary Resources CY","Planning Budgetary Resources BY","DME Budgetary Resources PY1 and Prior","DME Budgetary Resources PY","DME Budgetary Resources CY","DME Budgetary Resources BY","DME Government FTE Costs PY1 and Prior","DME Government FTE Costs PY","DME Government FTE Costs CY","DME Government FTE Costs BY","Omd Budgetary Resources PY1 and Prior","Omd Budgetary Resources PY","Omd Budgetary Resources CY","Omd Budgetary Resources BY","Omd Government FTE Costs PY1 and Prior","Omd Government FTE Costs PY","Omd Government FTE Costs CY","Omd Government FTE Costs BY","Government FTE Number PY1 and Prior","Government FTE Number PY","Government FTE Number CY","Government FTE Number BY","Prior Year Cost Change PY","Prior Year Cost Change CY","Prior Year Cost Percentage Change PY","Prior Year Cost Percentage Change CY"
024-000003029,327,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","USCIS - Verification Modernization (VER)",10.499,0,0,0,204.446,28.115,28.296,6.966,0,0,0,0,320.805,58.468,58.468,80.67,193.555,81.704,82.669,84.176,1459,610,610,610,1.946,1.685,1,1
009-999990160,331,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","Grants.gov - Find and Apply",0.4,0,0,0,17.547,6.69,4.915,4.767,0.645,0.602,0.493,0.485,128.792,12.628,12.755,12.993,14.505,1.136,1.28,1.323,97,10,10,10,-0.007,1.408,-0.033,7.807
009-000001397,332,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","HHS Unified Financial Management System (UFMS) Investment",42.173,0,0,0,291.6,11.159,4.412,0,1.41,0.192,0.672,0,326.401,23.136,27.946,29.423,8.815,1.037,1.558,1.558,55.2,5,12,8,7.279,9.38,25.771,37.21
009-000000706,333,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","HRSA - OIT Electronic Handbooks (EHBs)",10.087,0.129,2.4,0.131,127.737,7.05,15,7.48,8.413,1.449,1.449,1.449,128.466,20.182,19.5,22.5,8.67,1.484,1.484,1.415,106.8,20.3,20.3,20.3,-14.068,-3.229,-31.712,-7.498
009-000001359,334,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","IHS - National Patient Information Reporting System (NPIRS) - - Maintenance and Enhancements",0.28,0,3,0,6.856,0,0,0,1.5,0,0,0,109.629,5.976,5.976,5.976,5.253,0.126,0.126,0.126,59,1,1,1,0,3,0,49.164
009-000001362,336,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","IHS Health Information Technology Systems and Support",54.988,2.583,6.449,2.276,318.797,23.243,58.038,20.486,51.229,0.639,0.652,5.953,612.447,53.816,37.451,16.07,370.78,25.579,26.065,5.24,2770.2,310.3,310.3,76,0,22.795,0,21.533
009-000001408,337,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","NIH ES Business Intelligence System (NBIS)",2.759,0,0,0,46.963,0,0,0,6.227,0,0,0,145.325,15.928,15.876,16.181,31.294,2.121,2.163,2.207,334,16,15,15,-0.297,-0.674,-1.619,-3.602
009-000001405,339,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","NIH CC Clinical Research Information System (CRIS)",3.21,0,0,0,53.711,0,0,0,18,0,0,0,50.644,4.782,4.466,5.576,50.01,5.795,5.853,5.911,382,45,42,42,0.576,0.354,5.759,3.552
009-000000833,341,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","NIH NCI Cancer Therapy Evaluation Program (CTEP)",15.38,0,0,0,39.625,0,0,0,0.592,0,0,0,93.272,17.312,17.778,14.745,2.489,0.15,0.153,0.156,23.6,1,1,1,0.219,2.71,1.27,17.804
009-000001410,342,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","NIH ES Electronic Research Administration (eRA)",42.81,0,0,0,179.611,0,0,0,38.749,0,0,0,413.126,33.961,34.337,29.107,134.163,13.864,14.141,14.064,731.7,73,73,73,2.448,2.764,5.395,6.046
009-000001413,343,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","NIH ES NIH Business System (NBS)",10.379,0,0,0,157.8,4.921,13.15,10.079,39.608,0,0,0,247.578,26.162,28.303,29.355,48.971,7.203,7.56,7.703,341,43,43,43,-2.552,12.879,-6.249,35.642
009-000001476,344,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","OS ASA Accounting for Pay System (AFPS)",0.6,0,0,0,0,0,0,0,0,0,0,0,29.835,1.795,1.758,1.819,3.024,0.683,0.672,0.601,27.4,3.4,3.4,3.4,0.089,0.011,3.725,0.455
009-000001479,345,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","OS ASA Debt Management and Collection System (DMCS)",0.6,0,0,0,0,0,0,0,0,0,0,0,70.749,1.45,2,2,1.416,0.48,0.51,0.585,16,3,3,3,0,0,0,0
009-000003888,346,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","OS ASA Enterprise Human Resources and Personnel (EHRP)",21.391,0,0,0,11.727,0,0,0,0.41,0,0,0,164.849,7.168,7.168,0,83.463,1.904,1.904,0,408,13.1,13.1,0,0,0,0,0
009-000004658,347,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","OS ASFR HHS Consolidated Acquisition Solution",3.089,0,0,0,21.732,0,0,0,0,0,0,0,64.267,6.683,6.888,6.888,4.35,0.989,0.989,0.989,39.3,6.7,6.7,6.7,0,0,0,0
009-000001482,349,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","OS ASA Payment Management System (PMS)",0.684,0,0,0,7.088,0.7,0.7,0.7,0,0,0,0,50.184,6.226,6.318,5.693,11.185,1.35,1.35,0.659,147,9,9,4,0,0,0,0
009-000001418,353,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","SAMHSA - CBHSQ National Survey on Drug Use and Health (NSDUH)",0,0,0,0,3.891,0.998,3.251,1.337,0,0,0,0,344.442,4.141,4.043,3.636,15.004,0,0,0,103,0,0,0,-0.169,0.201,-3.184,2.834
009-000001361,355,"01 - Major IT","01 - Not Applicable","	009","Department of Health and Human Services","HRSA - BHW National Practitioner Data Bank (NPDB)",5.978,1.145,0.615,0.115,64.025,2.357,2.131,0.533,2.033,0.202,0.202,0.202,193.752,10.66,11.325,18.481,46.788,0.641,0.641,0.641,222,6,6,6,-0.058,-3.678,-0.385,-19.783
021-002703942,357,"01 - Major IT","01 - Not Applicable","	021","Department of Transportation","FAAXX084: Instrument Flight Procedure Automation (IFPA) Sustainment",1.441,0,0,0,79.5,8.5,1.4,1.1,8.736,2.603,2.237,1.197,53.172,8.707,7.131,7.179,15.783,1.567,1.146,1.172,140.14,22.9,17.78,12.31,4.119,0.451,23.867192,3.934398
021-089571105,361,"01 - Major IT","01 - Not Applicable","	021","Department of Transportation","FAAXX169: Wide Area Augmentation System (WAAS)",68.148,6.43,6.55,0,2152.852,103.87,89.75,90,83.807,4.75,4.99,5.13,168.2902,15.1,15.41,15.73,63.361,4,4.15,4.3,994.5,45.7,46,45.7,0,0,0,0
021-006227212,363,"01 - Major IT","01 - Not Applicable","	021","Department of Transportation","FAAXX036: Terminal Primary Surveillance (TPS)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.548652,41.367809
021-860081937,364,"01 - Major IT","01 - Not Applicable","	021","Department of Transportation","FAAXX248: Airport Surface Detection Equipment - Model X (ASDE-X)",0,0,0,0,554.71093,0,0,0,5.563458,0.3752,0.3752,0.3752,89.471,10.92,10.92,10.92,3.279559,0.248406,0.246406,0.246406,132.46,7.36,7.36,7.36,8.074256,11.541606,232.731088,0
021-623287423,366,"01 - Major IT","01 - Not Applicable","	021","Department of Transportation","FAAXX445: FAA Telecommunications Infrastructure (FTI)",6.1,0,0,0,312.541,0,0,0,11.342,0,0,0,1970.788013,144.217507,144.217507,144.217507,31.037,3.3633,3.3633,3.3633,300,17,17,17,0,0,0,0
021-514765477,368,"01 - Major IT","01 - Not Applicable","	021","Department of Transportation","FAAXX504: En Route Automation Modernization (ERAM)",1.4,0,0,0,2564.1,0,0,0,107,0,0,0,580.366,84.73,87.66,88.55,353.18,62.67,63.3,63.93,2307.6,262.4,262.4,262.4,0,-1.62,0,-1.061738
021-161006572,370,"01 - Major IT","01 - Not Applicable","	021","Department of Transportation","FAAXX600: Oceanic Automation System: Advanced Technologies and Oceanic Procedures (ATOP) Sustainment and Enhancement",10.6,1.6,0,0,556.851,32.4,14.5,11.6,42.0718,0.72018,0.72534,0.65133,806.584069,18.501887,20.134434,21.946839,145.52965,8.33388,8.5214,8.71313,1250,55,55,55,3.489887,-0.877566,6.010201,-1.960658
021-613828465,371,"01 - Major IT","01 - Not Applicable","	021","Department of Transportation","FAAXX603: Time Based Flow Management (TBFM)",15.78,0,1,2.6,583.8452,40.1,19.8,8.1,29.710111,4.449286,4.61391,4.784625,195.511639,19.561507,18.168991,17.351086,16.133495,1.534237,1.591003,1.649871,338.4,35.1,35.1,35.1,-1.855947,-4.076893,-2.749511,-8.277821
021-826990043,373,"01 - Major IT","01 - Not Applicable","	021","Department of Transportation","FAAXX610: Aviation Safety Knowledge Management Environment (ASKME)",1.331,0,0,0,102.967,4,6,5.3,13.015,1.997,1.681,0,14.166,5.993,6.279,6.235,7.569,2.243,2.355,2.917,115.6,21.4,19.2,13,0,16.315,0,16.320693
021-620588994,375,"01 - Major IT","01 - Not Applicable","	021","Department of Transportation","FAAXX703: System Wide Information Management (SWIM)",100.7,0,0,0,374.911,35.4,38.2,61.2,24.7,1.5,1.5,1.5,39.681,24.04,28.49,30.92,2.9,0.75,1,1,152.9,9,10,10,0,0,0,0
021-189475443,376,"01 - Major IT","01 - Not Applicable","	021","Department of Transportation","FAAXX612: System Approach for Safety Oversight (SASO)",0,0,0,0,222.161,25.8,25.4,23.1,73.175148,7.668,7.572,11.502,15.849121,8.123663,10.3,11.9,1.69,0,0,0,326.4,44.4,42.8,64.1,-0.000337,0,-0.00081,0
021-113910548,377,"01 - Major IT","01 - Not Applicable","	021","Department of Transportation","FAAXX709: Runway Status Lights (RWSL) Implementation",5.7,0,0,0,364.505858,2.806336,0,0,15.98174,0.4895,0,0,5.924427,2.317156,2.463164,2.507501,5.467194,1.982889,2.060221,2.140455,109.86,16.24,10.3,10.7,0,-2,0,-30.658929
021-130077684,379,"01 - Major IT","01 - Not Applicable","	021","Department of Transportation","FAAXX711: Data Communications NextGen Support (DataComm)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.845968,-9.596841
021-006081945,382,"01 - Major IT","01 - Not Applicable","	021","Department of Transportation","FAAXX732: Common Support Services Weather (CSS-Wx)",65,0,0,0,77.2468,14,16.7,39.4,13.836749,5.52,2.293,0.626,0,0.261,0.647,1.501,0,0.053,0.563,0.652,59.67,24.92,12.94,6.72,0,0,0,0
024-000005119,389,"01 - Major IT","01 - Not Applicable","	024","Department of Homeland Security","CBP - Non-Intrusive Inspection (NII) Systems Program",0,0,0,0,725.369,224.64,44.237,70.647,11.657,1.75,1.254,1.104,1619.046,115.828,115.791,115.791,34.971,3.798,4.047,4.197,439,55,56,56,115.735,0.026,50,0
020-000016005,395,"01 - Major IT","01 - Not Applicable","	020","Environmental Protection Agency","CDX - Central Data Exchange",28.924,0,0,0,36.925,1.197,1.197,0.721,7.062,0.879,0.879,0.945,90.311,4.123,4.123,3.24,15.74,0.88,0.88,0.945,158.3,10,10,10,-1.057,1.808,-13,34.3
020-000010126,401,"01 - Major IT","01 - Not Applicable","	020","Environmental Protection Agency","FinRS - Financial Replacement System",13.184,0,0,0,85.445,0,0,1.348,30.305,0,0,0,144.701,16.456,16.456,14.45,28.692,4.351,4.351,4.07,455.8,31,31,26.1,0.034,-3.066,0.2,-12.8
020-000015010,402,"01 - Major IT","01 - Not Applicable","	020","Environmental Protection Agency","ICIS - Integrated Compliance Information System",5.354,0,0,0,94.795,5.279,5.279,6.474,16.469,2.278,2.278,2.166,59.335,5.03,5.03,2.775,32.623,2.396,2.396,2.17,312.2,28.7,28.7,24,0.972,1.791,6.9,13.6
020-000013015,412,"01 - Major IT","01 - Not Applicable","	020","Environmental Protection Agency","SEMS - Superfund Enterprise Management System",4.362,0,0,0,19.195,1.3,1.3,1.115,1.578,0,0,0,36.57,3.869,3.869,4.181,0.898,0.265,0.265,0.388,16.3,1.6,1.6,2.2,-1.763,-2.492,-24.5,-31.4
020-999990060,414,"01 - Major IT","01 - Not Applicable","	020","Environmental Protection Agency",eRulemaking,1.825,0,0,0,25.618,2.531,1.5,0,0,0,0,0,90.867,4.119,5.292,1,12.638,1.05,1.058,0,126.4,6.8,6.8,0,0.124,0,1.6,0
011-000001126,426,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","JMD Unified Financial Management System (UFMS)",134.976,4.60908,2.528618,2.647192,255.03,19.396402,25.40256,10.095824,33.804,2.565714,2.814967,2.814967,252.827,31.782301,32.391747,33.201538,25.285,2.565714,2.814968,2.885342,360,28,28,28,-1.707889,1.79966,-2.7,2.8
011-000003372,429,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Enterprise Data Analytics Program (EDAP)",1.091,0.35094,0.36146,0.372304,99.437,8.92539,12.14159,12.505838,10.897,0.35094,4.287998,0.372304,351.311,28.3329,27.77259,28.233463,40.294,0,3.926538,8.088667,301,32,41,46,37.96017,48.490176,0,0
011-000003373,432,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Guardian",3.143,0.929033,0.975485,1.02426,37.161,3.019303,3.170268,3.328782,5.716,0.433209,0.45487,0.477613,44.919,6.721962,7.05806,7.410963,1.211,0.433209,0.454869,0.477612,31,6,6,5,0,0,0,0
011-000003024,434,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI National Data Exchange Program (NDEx)",2.475,0,0,0,283.328,0,0,0,21.491,0,0,0,179.298,20.232563,20.637448,21.250647,13.318,1.30858,1.347837,1.388273,357,10,10,10,21.541143,21.985285,0,0
011-000002016,435,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Law Enforcement Enterprise Portal (LEEP)",3.507,0,0,0,57.317,0,1,0.75,12.202,0,0.12674,0.10044,236.076,9.4061,12.22622,12.14367,42.682,1.62753,1.54961,1.6262,565,12,12,12,11.03363,14.90257,0,0
011-000002616,437,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI National Instant Criminal Background Check System (NICS)",5.838,0,0,0,218.054,0.695834,3.94873,0,240.408,0.2779,0.85702,0,103.622,8.44555,13.37731,13.17575,145.761,3.37296,2.90337,3.87319,5970,29,29,29,12.792244,21.08643,0,0
011-000003211,441,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Sentinel",4.749,0,0,0,408.46,4.307865,4.350944,4.394453,31.309,0.493151,0.498082,0.503063,249.497,28.899444,29.188438,29.480322,5.181,1.307811,1.32089,1.334099,97,12,12,12,35.008271,35.358354,0,0
011-000003177,442,"01 - Major IT","01 - Not Applicable","	011","Department of Justice","FBI Terrorist Screening System (TSS)",70.753,1.287212,1.287212,1.287212,204.804,14.735411,12.773596,13.195422,8.802,0.999014,1.026387,1.054528,226.698,16.528958,18.830919,19.395846,12.782,1.188895,1.222924,1.317604,150,17,17,17,34.73949,35.141038,0,0
422-000001327,451,"01 - Major IT","01 - Not Applicable","	422","National Science Foundation",iTRAK,0,0,0,0,1.272,2,1.967,1.604,0.672,0.696,0.692,0.692,6.479,6.293,6.293,6.294,1.176,1.218,1.211,1.211,11,11,11,11,0.033,0.401,0.324356,4.107765
028-000001004,461,"01 - Major IT","01 - Not Applicable","	028","Small Business Administration","OCA: Capital Access Financial Systems (CAFS)",0.57,0,0,0,26.041,0.906,0.997,1.096,2.929,0.106,0.109,0.112,54.036,2.718,2.99,3.289,6.185,0.318,0.326,0.336,61.3,3,3,3,0,0,0,0
028-000005001,462,"01 - Major IT","01 - Not Applicable","	028","Small Business Administration","ODA: Disaster Credit Management Modernization (DCMM)",1.222,0,0,0,30.095588,3.7,10.215,3.194,1.598,0.282,0.29,0.298,113.28716,12.5673,12.8455,10.1435,29.162,3.528,3.626,3.728,314,22,22,0,20.0773,26.9765,0,0
015-000000046,498,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Account Management Services (AMS)",0.981492,0,0,0,8.631,0.147389,1,0,13.661802,0,0.466828,0,50.979298,3.78454,3.813791,3.889429,93.226417,9.702563,11.180029,12.246059,811.36,63.55,73.21,77.06,-2.416508,0.274648,-15.055184,1.696822
015-000000034,500,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Automated Standard Application for Payments (ASAP)",6.424,0,0,0,72.824419,3.896605,2.744428,2.784377,10.982822,0.394561,0.37339,0.380858,73.412894,3.886323,4.668093,4.966837,17.575776,0.926298,0.924034,0.942515,284.63,10.5,11,11,0.338,0,5.7,0
015-000000040,501,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","BSA IT Modernization",3.82,0,0,0,74.212,0.979,2.3,1,7.194,0,0,0,116.797,19.161,29.214,31.98,14.021,1.476,2.329,2.329,93,8,11,11,0,0,0,0
015-000000051,506,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Customer Account Data Engine 2 (CADE 2)",202.65433,0,0,0,707.271207,52.158639,62.953868,67.835,300.021705,25.087337,22.165,22.165,30.76779,13.869544,12.127945,12.370502,3.971951,5.890064,7.03415,7.034152,2001.86,187.78,177.54,177.54,-13.852416,47.894963,-12.495639,84.941231
015-000000050,508,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Debit Gateway",0.561,0,0,0,20.040721,1.628625,1.576286,1.548281,0.965907,0.035531,0.035993,0.036344,53.842551,7.482251,8.358765,8.691378,1.952647,0.495928,0.392453,0.395261,17.96,2.48,2.48,2.48,0,0,0,0
015-000000012,512,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","e-Services (e-SVS))",8.036926,0,0,0,26.197276,1.942657,0,0,21.053122,0,0.004477,0,121.198428,4.936769,4.943602,5.6141,38.658763,4.440295,4.917802,4.922279,504.66,29.88,31.03,31.03,0.373721,-1.203119,3.41422,-10.869266
015-000000026,514,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Debt Collection Services (DCS)",0,0,0,0,69.243755,4.506118,4.133959,3.471334,45.317817,2.536199,3.16514,1.309003,67.189333,10.854808,6.712621,1.675909,34.316576,1.547185,4.353538,3.971133,510.4,88.82,88.4,63.91,0,0,0,0
015-000000039,519,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Electronic Federal Tax Payment System (EFTPS)",4.227,0,0,0,86.214666,21.985367,19.78852,12.569486,2.909578,1.141719,1.144757,1.167653,842.290508,132.377418,138.825284,138.888283,4.364368,1.141719,1.144757,1.167653,55,221,407,407,0,0,0,0
015-000000001,523,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","HR LoB - HRConnect",0,0,0,0,64.095146,4.805826,1.37452,1.37452,0,0,0,0,505.388157,30.021219,26.655303,27.030852,112.615,12.205419,11.95685,11.95685,521.5,80,76,81.5,0,0,2,0
015-000000014,524,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Individual Master File (IMF)",0,0,0,0,4.561755,5.078128,3.548,0,24.404866,0.010656,0.052447,0,24.712818,5.561813,5.540111,5.650807,83.501948,8.68131,9.989407,10.041856,722.14,55.03,62.79,62.79,3.345908,2.984965,20.930238,18.488478
015-000000017,526,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Integrated Customer Communication Environment (ICCE)",28.119,0,0,0,147.72087,0,0,0,22.448254,0,0.040525,0,259.209024,4.940677,5.588086,5.682215,85.729741,5.648922,6.060927,6.101452,820.9,34.56,36.27,36.29,-0.351401,0.622538,-3.211778,5.625177
015-000000027,527,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Integrated Financial System/CORE Financial System (IFS)",38.766,0,0,0,202.809301,2.9994,0.46,0.46,2.766169,0.376981,0.316149,0.316149,184.094607,12.642748,7.029564,7.169641,44.77832,3.934036,3.219346,3.219346,153.64,22.57,23,23,8.310165,-0.801941,71.374777,-6.780595
015-000000019,528,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Integrated Submission and Remittance Processing System (ISRP)",0,0,0,0,2.077337,0.156571,0,0,0,0.126541,0.096362,0,162.889525,10.8233,8.93221,9.110835,22.273132,2.213528,2.461603,2.557965,164.63,14.99,16.45,16.45,1.15094,-0.869825,9.457967,-7.037422
015-000000056,533,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","IRS.GOV - Portal Environment",1,0,0,0,163.211448,19.326691,18.16,21.66,11.302564,0.985813,1.155938,1.155938,594.021059,57.846315,70.72583,71.785814,31.421424,0,0.097627,0.097626,220.74,7.32,7.56,7.59,5.49482,-2.784605,7.556196,-2.996648
015-000000045,538,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Modernized e-File (MeF)",37.354,0,0,0,417.615462,13.307663,1.1754,0,59.408903,0.788321,0.746918,0,213.578813,32.862691,36.827261,51.32464,93.313517,16.53472,18.772857,19.519772,1045.9,102.47,121.46,121.47,18.787395,12.145436,42.024326,26.76562
015-000000021,546,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Service Center Recognition/Image Processing System (SCRIPS)",0,0,0,0,3.950994,0.153598,0,0,0,0.101985,0.06233,0,170.67488,7.660277,8.15146,8.314489,22.733242,1.309267,1.477317,1.539648,125.49,9.63,10.11,10.11,-0.363873,-0.062893,-3.794697,-0.64479
019-000000122,559,"01 - Major IT","01 - Not Applicable","	019","Department of Energy","CF Corporate Business Systems",0,0,3,1.3,194.335,0,0,0,8.359,0,0,0,277.859,33.51,35.407,40.407,50.903,3.846,4.029,4.228,315,28,28,28,37.356,42.436,0,0
019-000000208,564,"01 - Major IT","01 - Not Applicable","	019","Department of Energy","EM HQ Integrated Planning, Accountability, and Budgeting System-Information System (IPABS-IS)",1.609,0,0,0,6.085,0.32,0.32,0.32,0,0,0,0,39.2845,0.998,0.798,0.798,4.71,0.182,0.182,0,17.3,1.3,0,0,1.5,1.3,0,0
019-000000971,579,"01 - Major IT","01 - Not Applicable","	019","Department of Energy","EM_RL Business Management Systems & Support",0,0,0,0,0,0,0,0,0,0,0,0,112.649,6.0305,7.0722,7.2136,1.768,0,0,0,11.4,0.9,0.9,0.8,6.0305,7.0722,0,0
019-000001122,583,"01 - Major IT","01 - Not Applicable","	019","Department of Energy","EM SR Contractor Business Financial and Administrative Systems (CBFAS)",0,0,0,0,13.59296,0,1.125,2,0.13264,0,0,0,73.578567,7.001956,8.789909,7.930548,2.26632,0,0,0,17.2,0,0,0,7.001956,9.914909,0,0
027-000000010,593,"01 - Major IT","01 - Not Applicable","	027","Office of Personnel Management","Consolidated Business Information System (CBIS)",6.564,1.446,0,0,42.637,0,5.596,8.171,1.576,0.154,0.154,0.154,76.135147,7.112,8.176,8.176,12.603,0.154,0.154,0.154,177,18,20,0,-2.132,2.49,-19.4,21.5
027-999991200,594,"01 - Major IT","01 - Not Applicable","	027","Office of Personnel Management","Human Resources Line of Business (HRLOB)",46.348712,3.15,3.15,3.15,0,0,0,0,13.080637,1.387945,1.609553,1.095,0,0,0,0,0,0,0,0,68,7,7,7,4.537945,4.759553,0,0
027-999991219,596,"01 - Major IT","01 - Not Applicable","	027","Office of Personnel Management","Enterprise Human Resources Data Warehouse",3.619,0,0,0,238.069,4.462,3.388,3.489,6.255,0.69,0.721,0.743,293.73,38.50992,38.965156,41.066916,12.211,4.081,4.163,4.506,139.7,32,32,32,2.56292,47.237156,5.7,0
027-000000019,598,"01 - Major IT","01 - Not Applicable","	027","Office of Personnel Management","NBIB Legacy Capabilities",27.236,0,0,0,215.703894,20.995487,18.873944,19.142053,24.447334,7.011256,7.011256,7.011256,466.62991,78.37044,76.623446,76.772802,39.063786,10.638034,10.638034,10.638034,547.2,135,135,135,0.000217,0.00068,0,0
023-000004120,606,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Federal Real Property Asset Management",3.07,0,0,0,6.341,0.636,0.73,0.46,1.95,0,0,0,10.753,0.45,0.377,0.304,7.667,0.85,0.875,0.9,65,5,5,5,0.289,0.31,17.5,18.5
023-000001030,608,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Federal Supply Service 19 (FSS-19)",53.689918,0,0,0,6.154672,1.907538,2.725096,2.725096,5.4333,0,0,0,221.687668,5.609039,4.099686,4.099686,25.691686,1.024145,0.891985,1.069946,169.1,7,7.1,7.1,0.459788,-0.148287,5.7,-1.9
023-000001020,609,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","GSA Advantage",37.817036,0,0,0,8.220476,2.176302,23.932691,3.507302,6.099616,0,0,0,294.025109,8.341526,5.927188,7.190188,25.851078,1.43307,3.902626,1.677085,213.1,15.9,16.2,0,0.908174,0.784781,8.2,2.4
023-999990230,616,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Integrated Award Environment (IAE)",59.00828,0,0,0,133.09877,38.706253,42.594768,9.623963,24.656761,5.944919,8.599509,9.85746,729.53334,65.025,83.025,65.126413,29.70984,0,0,0,351,35,34,34,9.359061,134.219277,9.3,0
023-000001010,618,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Network Services Ordering & Billing System (NSOBS)",3.06,0,0,0,0,0,0,0,1.111,0,0,0,103.568652,5.54,4.706,4.675,23.98746,1.336,1.336,1.336,117.5,9.9,9.9,9.9,-1.411,6.042,-17,0
023-000001060,620,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Assisted Services Shared Information SysTem (ASSIST)",0,0,0,0,81.77837,11.390024,12.113061,12.308061,1.846,0,0,0,151.958131,10.156217,9.98925,9.98925,10.513773,2.935708,2.888727,3.495631,73,18.5,18.7,18.7,0,0,0,0
012-000005003,627,"01 - Major IT","01 - Not Applicable","	012","Department of Labor","PBGC_Participant Management.",1.991,0.874,0,0,18.107,0,10.735,12.117,4.84,0.513,0.476,0.841,24.645,13.474,13.987,14.495,4.246,4.519,4.358,3.993,50.6,26.4,25.4,25.4,2.842,2.808,17.184666,10.497981
016-000002141,630,"01 - Major IT","01 - Not Applicable","	016","Social Security Administration","Disability Case Processing System (DCPS)",10.149,0,0,0,330.942,30.34,19.245,3.973,79.139,8.566,8.702,5.945,0.996,0,0,0,0.475,0,0,0,691,57,57,14,38.906,27.947,0,0
023-000004130,634,"01 - Major IT","01 - Not Applicable","	023","General Services Administration","Regulatory Information Service Center (ROCIS II)",2.996,0,0,0,15.062,0.98,1.266,1.3,2.635,0.08,0.08,0.08,12.916,1.2,1.367,1.4,1.555,0.115,0.115,0.115,38.1,1.7,1.7,1.7,2.375,2.828,0,0
015-000000044,637,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Return Review Program (RRP)",15.173157,0,0,0,231.498603,52.750625,27.897881,26.731,50.928223,7.611718,8.269125,8.269,73.042218,41.471408,41.67035,86.28067,12.203714,6.789396,6.937872,14.463499,433.19,83.65,91.34,148.35,2.123147,-21.249772,1.993565,-20.042227
015-000000018,639,"01 - Major IT","01 - Not Applicable","	015","Department of the Treasury","Integrated Data Retrieval System (IDRS)",0,0,0,0,0,1.142429,0.157,0.157,31.666076,0.027543,0.020166,0,20.13247,0.445679,0.461912,0.47102,212.604193,14.10178,16.142195,16.162361,2178.05,94.2,101.78,101.78,0.842569,0.132273,-5.087975,0.794477
012-000005001,641,"01 - Major IT","01 - Not Applicable","	012","Department of Labor","PBGC_Financial Management.",0.706,0,0,0,0,2.044,2.044,2.044,0,0.677,0.677,0.677,17.763,7.247,7.552,7.652,6.643,3.461,3.461,3.461,38.3,20.6,20.6,20.6,1.066,1.371,8.622503,11.089541
