Id,"Agency Code","Bureau Code","Bureau Name","Bureau Abbreviation","Treasury Agency Code","CGAC Agency Code","First Active BY","Last Active BY"
970,"	010","	8","Office of Surface Mining Reclamation and Enforcement",,"	14","	14",2018,2018
971,"	011","	0","Department of Justice",,"	15","	15",2018,2018
972,"	011","	3","General Administration",,"	15","	15",2018,2018
973,"	011","	4","United States Parole Commission",,"	15","	15",2018,2018
974,"	011","	5","Legal Activities and U.S. Marshals",,"	15","	15",2018,2018
975,"	011","	8","National Security Division",,"	15","	15",2018,2018
976,"	011","	6","Radiation Exposure Compensation",,"	15","	15",2018,2018
977,"	011","	7","Interagency Law Enforcement",,"	15","	15",2018,2018
978,"	012","	0","Department of Labor",,"	16","	16",2018,2018
979,"	012","	5","Employment and Training Administration",,"	16","	16",2018,2018
980,"	014","	0","Department of State",,"	19","	19",2018,2018
981,"	014","	0","Department of State",,"	67","	67",2018,2018
982,"	014","	5","Administration of Foreign Affairs",,"	19","	19",2018,2018
983,"	015","	0","Department of the Treasury",,"	20","	20",2018,2018
984,"	015","	5","Departmental Offices",,"	20","	20",2018,2018
985,"	015","	4","Financial Crimes Enforcement Network",,"	20","	20",2018,2018
986,"	016","	0","Social Security Administration",,"	28","	28",2018,2018
987,"	018","	0","Department of Education",,"	91","	91",2018,2018
988,"	019","	0","Department of Energy",,"	89","	89",2018,2018
989,"	019","	5","National Nuclear Security Administration",,"	89","	89",2018,2018
990,"	020","	0","Environmental Protection Agency",,"	68","	68",2018,2018
991,"	021","	0","Department of Transportation",,"	69","	69",2018,2018
992,"	021","	4","Office of the Secretary",,"	69","	69",2018,2018
993,"	023","	0","General Services Administration",,"	47","	47",2018,2018
994,"	023","	5","Real Property Activities",,"	47","	47",2018,2018
995,"	024","	0","Department of Homeland Security",,"	70","	70",2018,2018
996,"	025","	0","Department of Housing and Urban Development",,"	86","	86",2018,2018
997,"	025","	3","Public and Indian Housing Programs",,"	86","	86",2018,2018
998,"	025","	6","Community Planning and Development",,"	86","	86",2018,2018
999,"	025","	9","Housing Programs",,"	86","	86",2018,2018
1000,"	026","	0","National Aeronautics and Space Administration",,"	80","	80",2018,2018
1001,"	027","	0","Office of Personnel Management",,"	24","	24",2018,2018
1002,"	028","	0","Small Business Administration",,"	73","	73",2018,2018
1003,"	029","	0","Department of Veterans Affairs",,"	36","	36",2018,2018
1004,"	100","	5","The White House",,"	11","	11",2018,2018
1005,"	154","	0","Federal Drug Control Programs",,"	11","	11",2018,2018
1006,"	184","	0","International Assistance Programs",,"	72",n/a,2018,2018
1007,"	184","	3","Millennium Challenge Corporation",,"	95","	524",2018,2018
1008,"	184","	5","International Security Assistance",,"	11","	11",2018,2018
1009,"	184","	5","International Security Assistance",,"	72","	72",2018,2018
1010,"	200","	0","Other Defense Civil Programs",,"	84",n/a,2018,2018
1011,"	200","	5","Military Retirement",,"	97","	97",2018,2018
1012,"	200","	7","Retiree Health Care",,"	97","	97",2018,2018
1013,"	202","	0","Corps of Engineers--Civil Works",,"	96","	96",2018,2018
1014,"	302","	0","Administrative Conference of the United States",,"	95","	302",2018,2018
1015,"	306","	0","Advisory Council on Historic Preservation",,"	95","	306",2018,2018
1016,"	309","	0","Appalachian Regional Commission",,"	46","	309",2018,2018
1017,"	310","	0","Other Independent Agencies",,"	95","	310",2018,2018
1018,"	313","	0","Barry Goldwater Scholarship and Excellence in Education Foundation",,"	95","	313",2018,2018
1019,"	316","	0","Central Intelligence Agency",,"	56","	56",2018,2018
1020,"	323","	0","Commission of Fine Arts",,"	95","	323",2018,2018
1021,"	326","	0","Commission on Civil Rights",,"	95","	326",2018,2018
1022,"	338","	0","Committee for Purchase from People who are Blind or Severely Disabled, activities",,"	95","	338",2018,2018
1023,"	339","	0","Commodity Futures Trading Commission",,"	95","	339",2018,2018
1024,"	343","	0","Consumer Product Safety Commission",,"	61","	61",2018,2018
1025,"	344","	0","Corporation for Public Broadcasting",,"	20","	20",2018,2018
1026,"	345","	0","United States Court of Appeals for Veterans Claims",,"	95","	345",2018,2018
1027,"	347","	0","Defense Nuclear Facilities Safety Board",,"	95","	347",2018,2018
1028,"	350","	0","Equal Employment Opportunity Commission",,"	45","	45",2018,2018
1029,"	351","	0","Export-Import Bank of the United States",,"	83","	83",2018,2018
1030,"	352","	0","Farm Credit Administration",,"	78","	352",2018,2018
1031,"	355","	0","Farm Credit System Insurance Corporation",,"	78","	352",2018,2018
1032,"	356","	0","Federal Communications Commission",,"	27","	27",2018,2018
1033,"	360","	0","Federal Election Commission",,"	95","	360",2018,2018
1034,"	365","	0","Federal Labor Relations Authority",,"	54","	54",2018,2018
1035,"	366","	0","Federal Maritime Commission",,"	65","	65",2018,2018
1036,"	367","	0","Federal Mediation and Conciliation Service",,"	93","	93",2018,2018
1037,"	368","	0","Federal Mine Safety and Health Review Commission",,"	95","	368",2018,2018
1038,"	369","	0","Federal Retirement Thrift Investment Board",,"	26","	26",2018,2018
1039,"	370","	0","Federal Trade Commission",,"	29","	29",2018,2018
1040,"	372","	0","Harry S Truman Scholarship Foundation",,"	95","	372",2018,2018
1041,"	373","	0","Institute of American Indian and Alaska Native Culture and Arts Development",,"	95","	373",2018,2018
1042,"	376","	0","United States Interagency Council on Homelessness",,"	48","	376",2018,2018
1043,"	378","	0","International Trade Commission",,"	34","	34",2018,2018
1044,"	381","	0","James Madison Memorial Fellowship Foundation",,"	95","	381",2018,2018
1045,"	382","	0","Japan-United States Friendship Commission",,"	95","	382",2018,2018
1046,"	385","	0","Legal Services Corporation",,"	20","	20",2018,2018
1047,"	387","	0","Marine Mammal Commission",,"	95","	387",2018,2018
1048,"	389","	0","Merit Systems Protection Board",,"	41","	389",2018,2018
1049,"	393","	0","National Archives and Records Administration",,"	88","	88",2018,2018
1050,"	394","	0","National Capital Planning Commission",,"	95","	394",2018,2018
1051,"	413","	0","National Council on Disability",,"	95","	413",2018,2018
1052,"	415","	0","National Credit Union Administration",,"	25","	25",2018,2018
1053,"	417","	0","National Endowment for the Arts",,"	59","	417",2018,2018
1054,"	418","	0","National Endowment for the Humanities",,"	59","	417",2018,2018
1055,"	420","	0","National Labor Relations Board",,"	63","	420",2018,2018
1056,"	421","	0","National Mediation Board",,"	95","	421",2018,2018
1057,"	422","	0","National Science Foundation",,"	49","	49",2018,2018
1058,"	424","	0","National Transportation Safety Board",,"	95","	424",2018,2018
1059,"	428","	0","Neighborhood Reinvestment Corporation",,"	82","	82",2018,2018
1060,"	429","	0","Nuclear Regulatory Commission",,"	31","	31",2018,2018
1061,"	431","	0","Nuclear Waste Technical Review Board",,"	48","	431",2018,2018
1062,"	432","	0","Occupational Safety and Health Review Commission",,"	95","	432",2018,2018
1063,"	434","	0","Office of Government Ethics",,"	95","	434",2018,2018
1064,"	435","	0","Office of Navajo and Hopi Indian Relocation",,"	48","	435",2018,2018
1065,"	436","	0","Office of Special Counsel",,"	62","	62",2018,2018
1066,"	440","	0","Postal Service",,"	18","	18",2018,2018
1067,"	446","	0","Railroad Retirement Board",,"	60","	60",2018,2018
1068,"	449","	0","Securities and Exchange Commission",,"	50","	50",2018,2018
1069,"	452","	0","Smithsonian Institution",,"	33","	33",2018,2018
1070,"	453","	0","State Justice Institute",,"	48","	453",2018,2018
1071,"	455","	0","Tennessee Valley Authority",,"	64","	455",2018,2018
1072,"	456","	0","United States Holocaust Memorial Museum",,"	95","	456",2018,2018
1073,"	458","	0","United States Institute of Peace",,"	95","	458",2018,2018
1074,"	465","	0","Christopher Columbus Fellowship Foundation",,"	76","	465",2018,2018
1075,"	467","	0","Intelligence Community Management Account",,"	95","	467",2018,2018
1076,"	472","	0","Surface Transportation Board",,"	95","	472",2018,2018
1077,"	473","	0","Federal Permitting Improvement Council",,"	95","	473",2018,2018
1078,"	474","	0","Institute of Museum and Library Services",,"	59","	417",2018,2018
1079,"	476","	0","United Mine Workers of America Benefit Funds",,"	95","	476",2018,2018
1080,"	479","	0","Military Compensation and Retirement Modernization Commission",,"	48","	479",2018,2018
1081,"	485","	0","Corporation for National and Community Service",,"	95","	485",2018,2018
1082,"	486","	0","United States Enrichment Corporation Fund",,"	95","	486",2018,2018
1083,"	487","	0","Morris K. Udall and Stewart L. Udall Foundation",,"	95","	487",2018,2018
1084,"	505","	0","Other Commissions and Boards",,"	48",n/a,2018,2018
1085,"	505","	0","Other Commissions and Boards",,"	95",n/a,2018,2018
1086,"	510","	0","Chemical Safety and Hazard Investigation Board",,"	95","	510",2018,2018
1087,"	511","	0","Court Services and Offender Supervision Agency for the District of Columbia",,"	95","	511",2018,2018
1088,"	512","	0","Presidio Trust",,"	95","	512",2018,2018
1089,"	513","	0","Denali Commission",,"	95","	513",2018,2018
1090,"	514","	0","Broadcasting Board of Governors",,"	95","	514",2018,2018
1091,"	517","	0","Delta Regional Authority",,"	95","	517",2018,2018
1092,"	519","	0","Vietnam Education Foundation",,"	95","	519",2018,2018
1093,"	525","	0","Election Assistance Commission",,"	95","	525",2018,2018
1094,"	526","	0","Public Company Accounting Oversight Board",,"	95","	526",2018,2018
1095,"	527","	0","Standard Setting Body",,"	95","	527",2018,2018
1096,"	530","	0","Affordable Housing Program",,"	95","	530",2018,2018
1097,"	531","	0","Electric Reliability Organization",,"	95","	531",2018,2018
1098,"	534","	0","Office of the Federal Coordinator for Alaska Natural Gas Transportation Projects",,"	95","	534",2018,2018
1099,"	535","	0","Privacy and Civil Liberties Oversight Board",,"	95","	535",2018,2018
1100,"	537","	0","Federal Housing Finance Agency",,"	95","	537",2018,2018
1101,"	538","	0","National Infrastructure Bank",,"	95","	538",2018,2018
1102,"	539","	0","Recovery Act Accountability and Transparency Board",,"	95","	539",2018,2018
1103,"	542","	0","Council of the Inspectors General on Integrity and Efficiency",,"	95","	542",2018,2018
1104,"	543","	0","National Association of Registered Agents and Brokers",,"	95","	543",2018,2018
1105,"	573","	0","Northern Border Regional Commission",,"	95","	573",2018,2018
1106,"	575","	0","National Railroad Passenger Corporation Office of Inspector General",,"	48","	575",2018,2018
1107,"	576","	0","Securities Investor Protection Corporation",,"	95","	576",2018,2018
1108,"	578","	0","Independent Payment Advisory Board",,"	95","	578",2018,2018
1109,"	579","	0","Patient-Centered Outcomes Research Trust Fund",,"	95","	579",2018,2018
1110,"	580","	0","Corporation for Travel Promotion",,"	95","	580",2018,2018
1111,"	581","	0","Bureau of Consumer Financial Protection",,"	95","	581",2018,2018
1112,"	584","	0","Indian Law and Order Commission",,"	48","	584",2018,2018
1113,"	586","	0","Gulf Coast Ecosystem Restoration Council",,"	95","	471",2018,2018
1114,"	587","	0","Public Defender Service for the District of Columbia",,"	95","	511",2018,2018
1115,"	588","	0","Interagency Coordinating Council on Workforce Attachment",,"	48","	588",2018,2018
1116,"	912","	0","Farm Credit System",,"	39","	912",2018,2018
1117,"	913","	0","Federal Home Loan Bank System",,"	39","	913",2018,2018
1118,"	914","	0","Federal Home Loan Mortgage Corporation",,"	39","	914",2018,2018
1119,"	915","	0","Federal National Mortgage Association",,"	39","	915",2018,2018
1120,"	920","	0","Financing Vehicles and the Board of Governors of the Federal Reserve",,"	39","	920",2018,2018
1121,"	024","	15","Office of the Under Secretary for Management",,"	70","	070",2019,2019
1122,"	024","	18","Analysis and Operations",,"	70","	070",2019,2019
1123,"	005","	25","Farm Production and Conservation Business Center",,"	12","	012",2020,2020
