Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment URL ID,Agency Investment URL ID,Valid Public URL,Investment URL,invURL - A - Related Datasets,invURL - B - Related API,invURL - C - Related Social Media,invURL - D - General Information,invURL - E - Related to Broader Program/Business,invURL - F - Mobile Application Name,invURL - Mobile Audience Focus,invURL - Responsive Design For Mobile,Updated Date,Updated Time
"024-000005137","315","024","Department of Homeland Security","345","187886","Yes","https://www.federalregister.gov/articles/2012/06/07/2012-13813/privacy-act-of-1974-department-of-homeland-security-us-customs-and-border-protection-dhscbp-017","no","no","no","yes","yes","N/A","no","no","09/10/2013","10:54:39"
"024-000005137","315","024","Department of Homeland Security","349","187889","Yes","http://www.dhs.gov/xlibrary/assets/privacy/privacy_pia_cbp_afi_june_2012.pdf","no","no","no","yes","yes","N/A","no","no","09/10/2013","10:54:39"
"024-000005137","315","024","Department of Homeland Security","343","187887","Yes","http://www.itdashboard.gov/investmentbuscid=315","no","no","no","yes","yes","N/A","no","no","09/10/2013","10:54:39"
"024-000005137","315","024","Department of Homeland Security","347","187888","Yes","https://www.federalregister.gov/articles/2012/06/07/2012-13815/privacy-act-of-1974-implementation-of-exemptions-department-of-homeland-security-us-customs-and","no","no","no","yes","yes","N/A","no","no","09/10/2013","10:54:39"
"024-000003015","319","024","Department of Homeland Security","593","191955","Yes","http://blog.uscis.gov/2012/07/uscis-electronic-immigration-systems.html","no","no","yes","yes","no","NA","no","no","09/10/2013","10:48:16"
"024-000003015","319","024","Department of Homeland Security","597","191952","Yes","http://www.uscis.gov/portal/site/uscis/","no","no","no","no","yes","NA","no","no","09/10/2013","10:48:17"
"024-000003015","319","024","Department of Homeland Security","591","191953","Yes","http://www.itdashboard.gov/investmentbuscid=319","yes","no","no","yes","no","NA","no","no","09/10/2013","10:48:16"
"024-000003015","319","024","Department of Homeland Security","595","191954","Yes","http://www.uscis.gov/portal/site/uscis/menuitem.eb1d4c2a3e5b9ac89243c6a7543f6d1a/vgnextoid=e0779e415d116310VgnVCM100000082ca60aRCRD&vgnextchannel=e0779e415d116310VgnVCM100000082ca60aRCRD","no","no","no","yes","no","NA","no","no","09/10/2013","10:48:16"
"024-000003038","320","024","Department of Homeland Security","4179","203883","Yes","https://egov.uscis.gov/cris/Dashboard.do","no","no","no","yes","no","No","no","no","09/10/2013","10:48:22"
"024-000003038","320","024","Department of Homeland Security","4177","203882","Yes","http://www.itdashboard.gov/investmentbuscid=320","no","no","no","yes","no","No","no","no","09/10/2013","10:48:22"
"024-000003038","320","024","Department of Homeland Security","693","197353","No","http://connect.uscis.dhs.gov/org/OFO/Pages/centralizing_n-forms.aspx","no","no","no","yes","yes","No","no","no","09/10/2013","10:48:22"
"024-000003030","321","024","Department of Homeland Security","1167","191639","No","http://connect.uscis.dhs.gov/org/MGMT/IDP/IDP/Pages/default.aspx","no","no","no","no","no","None","no","no","09/10/2013","10:47:50"
"009-000005323","322","009","Department of Health and Human Services","529","318239","Yes","http://www.fda.gov/RegulatoryInformation/Legislation/FederalFoodDrugandCosmeticActFDCAct/SignificantAmendmentstotheFDCAct/FDASIA/ucm20027187.htm","no","no","yes","yes","yes","","no","no","09/11/2013","06:15:12"
"009-000005323","322","009","Department of Health and Human Services","4521","329916","Yes","https://userfees.fda.gov/OA_HTML/irecLogin.jsp","no","yes","no","yes","yes","","no","no","09/11/2013","06:15:12"
"009-000005323","322","009","Department of Health and Human Services","523","318234","Yes","http://www.fda.gov/ForIndustry/UserFees/default.htm","no","no","yes","yes","yes","","no","no","09/11/2013","06:15:12"
"009-000005323","322","009","Department of Health and Human Services","527","318238","Yes","http://www.fda.gov/MedicalDevices/DeviceRegulationandGuidance/Overview/MedicalDeviceUserFeeandModernizationActMDUFMA/default.htm","no","no","yes","yes","yes","","no","no","09/11/2013","06:15:12"
"009-000005323","322","009","Department of Health and Human Services","4519","329915","Yes","http://www.fda.gov/AboutFDA/ReportsManualsForms/Reports/UserFeeReports/default.htm","no","no","yes","yes","no","","no","no","09/11/2013","06:15:12"
"009-000005323","322","009","Department of Health and Human Services","525","318237","Yes","http://www.fda.gov/ForIndustry/UserFees/PrescriptionDrugUserFee/default.htm","no","no","yes","yes","yes","","no","no","09/11/2013","06:15:12"
"024-000003127","323","024","Department of Homeland Security","1611","195195","No","http://ecn.uscis.dhs.gov/team/mgmt/Offices/oit/OCIO/IMB/default.aspx","no","no","no","no","yes","NA","no","no","09/10/2013","10:53:46"
"024-000003036","324","024","Department of Homeland Security","703","193803","Yes","https://egov.uscis.gov/cris/processTimesDisplayInit.do","no","no","no","no","yes","https://egov.uscis.gov/cris/processTimesDisplayInit.do","yes","yes","09/10/2013","10:48:05"
"024-000003036","324","024","Department of Homeland Security","701","193804","Yes","https://egov.uscis.gov/cris/Dashboard/CaseStatus.do","no","no","no","no","yes","https://egov.uscis.gov/cris/Dashboard/CaseStatus.do","yes","yes","09/10/2013","10:48:05"
"024-000003036","324","024","Department of Homeland Security","699","193805","Yes","http://www.itdashboard.gov/investmentbuscid=324","yes","yes","yes","yes","no","https://www.itdashboard.gov/investmentbuscid=324","yes","yes","09/10/2013","10:48:05"
"024-000003040","326","024","Department of Homeland Security","589","192080","Yes","http://www.uscis.gov","yes","yes","yes","yes","yes","N/A","no","no","09/10/2013","10:47:58"
"024-000003029","327","024","Department of Homeland Security","707","187764","No","http://www.dhs.gov/e-verify","no","yes","yes","yes","yes","none","no","yes","09/10/2013","10:47:40"
"024-000003029","327","024","Department of Homeland Security","711","187765","Yes","https://selfcheck.uscis.gov","no","no","no","yes","yes","none","no","yes","09/10/2013","10:47:40"
"024-000003029","327","024","Department of Homeland Security","709","187766","Yes","http://www.uscis.gov/save","yes","yes","no","yes","yes","none","no","no","09/10/2013","10:47:40"
"009-999990160","331","009","Department of Health and Human Services","363","318040","Yes","http://grants.gov/applicants/find_grant_opportunities.jjsp","yes","no","no","no","no","","no","no","03/12/2014","10:08:02"
"009-999990160","331","009","Department of Health and Human Services","361","318038","Yes","http://grants.gov/help/rss.jsp","yes","no","no","no","no","","no","no","03/12/2014","10:08:02"
"009-999990160","331","009","Department of Health and Human Services","365","318041","No","https://ws07.grants.gov:446/app-s2s-server/services/","no","yes","no","no","no","","no","no","03/12/2014","10:08:02"
"009-999990160","331","009","Department of Health and Human Services","359","317732","Yes","http://grants.gov","no","no","no","yes","yes","","no","no","03/12/2014","10:08:02"
"009-000000706","333","009","Department of Health and Human Services","481","318321","Yes","https://grants3.hrsa.gov/2010/WebEPSExternal/Interface/common/accesscontrol/login.aspx","no","no","yes","yes","yes","","no","no","09/13/2013","08:04:27"
"009-000001359","334","009","Department of Health and Human Services","715","318326","Yes","www.ihs.gov/NDW","no","yes","no","yes","yes","","no","no","09/11/2013","10:06:46"
"009-000001359","334","009","Department of Health and Human Services","719","318328","Yes","www.ihs.gov/scb","yes","yes","no","yes","no","","no","no","09/11/2013","10:06:46"
"009-000001359","334","009","Department of Health and Human Services","717","318327","No","www.ihs.gov/scb/metadata","yes","yes","no","yes","no","","no","no","09/11/2013","10:06:46"
"009-000006263","335","009","Department of Health and Human Services","721","317624","Yes","http://www.ihs.gov/","yes","no","yes","yes","yes","yes","no","no","09/11/2013","10:14:08"
"009-000001362","336","009","Department of Health and Human Services","495","318138","Yes","www.ihs.gov","no","no","no","yes","yes","","no","no","09/11/2013","08:48:28"
"021-432721618","338","021","Department of Transportation","859","1","Yes","http://www.faa.gov/air_traffic/weather/asos/","yes","no","no","yes","no","","","","09/13/2012","15:18:31"
"021-432721618","338","021","Department of Transportation","4431","2557","Yes","http://www.faa.gov/air_traffic/weather/asos/","yes","no","no","yes","no","","no","no","09/10/2013","15:28:45"
"009-000001418","353","009","Department of Health and Human Services","503","320503","No","See the Substance Abuse and Mental Health Data Archive (SAMHDA). http://www.icpsr.umich.edu/icpsrweb/SAMHDA/ .","yes","no","yes","yes","yes","","no","no","09/12/2013","09:36:06"
"009-000001361","355","009","Department of Health and Human Services","353","320491","Yes","http://www.npdb-hipdb.hrsa.gov/","yes","no","no","yes","yes","No","no","no","09/11/2013","10:07:03"
"021-002703942","357","021","Department of Transportation","865","Instrument Flight Procedures Information Gateway","Yes","http://www.faa.gov/air_traffic/flight_info/aeronav/procedures/application/","no","no","no","no","yes","","","","09/13/2012","15:18:47"
"021-002703942","357","021","Department of Transportation","4437","2560","No","http://www.faa.gov/nextgen/implementation/plan/","no","no","no","no","yes","","no","no","09/10/2013","15:31:43"
"021-002703942","357","021","Department of Transportation","4441","19944","Yes","https://nasea.faa.gov/products/roadmap/main/display/11/tab/detail/rmd_id/31","no","no","no","yes","yes","","no","no","09/10/2013","15:31:43"
"021-002703942","357","021","Department of Transportation","867","NextGen ImplemenationPlan","No","http://www.faa.gov/nextgen/implementation/plan/","no","no","no","no","yes","","","","09/13/2012","15:18:47"
"021-002703942","357","021","Department of Transportation","4439","2561","Yes","http://www.faa.gov/air_traffic/flight_info/aeronav/procedures/application/","no","no","no","no","yes","","no","no","09/10/2013","15:31:43"
"021-147277724","359","021","Department of Transportation","4447","2564","Yes","www.govcomm.harris.com/solutions/products/atc/vscs-atc.asp","no","no","no","yes","no","","no","no","09/10/2013","15:33:12"
"021-147277724","359","021","Department of Transportation","873","","Yes","www.govcomm.harris.com/solutions/products/atc/vscs-atc.asp","no","no","no","yes","no","","","","09/13/2012","15:23:35"
"021-089571105","361","021","Department of Transportation","1313","2","Yes","http://www.faa.gov/about/office_org/headquarters_offices/ato/service_units/techops/navservices/gnss/ ","no","no","no","no","yes","","","","09/14/2012","10:11:40"
"021-089571105","361","021","Department of Transportation","4451","2566","No","http://www.faa.gov/nextgen/implementation/plan/","no","no","no","no","yes","No","no","no","09/10/2013","15:33:57"
"021-089571105","361","021","Department of Transportation","1311","1","No","http://www.faa.gov/nextgen/implementation/plan/ ","no","no","no","no","yes","","","","09/14/2012","10:11:40"
"021-089571105","361","021","Department of Transportation","4449","2565","Yes","http://www.faa.gov/about/office_org/headquarters_offices/ato/service_units/techops/navservices/gnss/","no","no","no","no","yes","No","no","no","09/10/2013","15:33:57"
"021-006227212","363","021","Department of Transportation","863","2","Yes","http://www.faa.gov/air_traffic/technology/asr-11/","no","no","no","yes","no","","","","09/13/2012","15:18:41"
"021-006227212","363","021","Department of Transportation","4435","2559","Yes","http://www.faa.gov/about/plans_reports/media/Destination2025.pdf","no","no","no","no","yes","","no","no","09/10/2013","15:30:32"
"021-006227212","363","021","Department of Transportation","861","1","Yes","http://www.faa.gov/about/plans_reports/media/Destination2025.pdf","no","no","no","no","yes","","","","09/13/2012","15:18:41"
"021-006227212","363","021","Department of Transportation","4433","2558","Yes","http://www.faa.gov/air_traffic/techNology/asr-11/","no","no","no","yes","no","","no","no","09/10/2013","15:30:32"
"021-860081937","364","021","Department of Transportation","877","NextGen Implementation Plan","No","http://www.faa.gov/nextgen/implementation/plan/","no","no","no","no","yes","","","","09/13/2012","15:23:40"
"021-860081937","364","021","Department of Transportation","4455","2568","Yes","http://www.faa.gov/air_traffic/techNology/asde-x/","no","no","no","yes","no","none","no","no","09/10/2013","15:34:26"
"021-860081937","364","021","Department of Transportation","875","ASDE-X","Yes","http://www.faa.gov/air_traffic/technology/asde-x/","no","no","no","yes","no","","","","09/13/2012","15:23:40"
"021-860081937","364","021","Department of Transportation","4453","2567","No","http://www.faa.gov/nextgen/implementation/plan/","no","no","no","no","yes","none","no","no","09/10/2013","15:34:26"
"021-623287423","366","021","Department of Transportation","4457","21580","Yes","http://www.faa.gov/air_traffic/technology/fti/","yes","no","no","yes","no","None","no","no","09/10/2013","15:35:30"
"021-514765477","368","021","Department of Transportation","879","1","No","http://www.faa.gov/nextgen/implementation/plan/ ","no","no","no","no","yes","","","","09/13/2012","15:25:24"
"021-514765477","368","021","Department of Transportation","4459","2569","No","http://www.faa.gov/nextgen/implementation/plan/","no","no","no","no","yes","","no","no","09/10/2013","15:37:04"
"021-613828465","371","021","Department of Transportation","1315","TBFM Coupled Scheduling","No","http://www.atca.org/atca/files/ccLibraryFiles/Filename/000000000552/TBFM Coupled Scheduling.doc","no","no","no","yes","no","","","","09/14/2012","10:11:58"
"021-613828465","371","021","Department of Transportation","4463","2571","No","http://www.faa.gov/nextgen/implementation/plan/","no","no","no","no","yes","","no","no","09/10/2013","15:39:17"
"021-613828465","371","021","Department of Transportation","1317","FAA NextGen Implementation Plan","No","http://www.faa.gov/nextgen/implementation/plan/","no","no","no","no","yes","","","","09/14/2012","10:11:58"
"021-613828465","371","021","Department of Transportation","4465","2572","No","http://www.atca.org/atca/files/ccLibraryFiles/Filename/000000000552/TBFM Coupled Scheduling.doc","no","no","no","yes","no","","no","no","09/10/2013","15:39:17"
"021-620588994","375","021","Department of Transportation","921","1","Yes","http://www.faa.gov/nextgen/swim","no","no","yes","yes","yes","","","","09/13/2012","15:28:06"
"021-620588994","375","021","Department of Transportation","925","3","No","http://www.faa.gov/nextgen/implementation/plan/ ","no","no","no","yes","yes","","","","09/13/2012","15:28:06"
"021-620588994","375","021","Department of Transportation","4469","2575","Yes","http://www.faa.gov/nextgen/swim ","no","no","yes","yes","yes","","no","no","09/10/2013","15:41:02"
"021-620588994","375","021","Department of Transportation","4473","2577","Yes","https://swimrep.faa.gov/soa","no","yes","no","no","no","","no","no","09/10/2013","15:41:02"
"021-620588994","375","021","Department of Transportation","923","2","Yes","https://swimrep.faa.gov/soa","no","yes","no","no","no","","","","09/13/2012","15:28:06"
"021-620588994","375","021","Department of Transportation","927","4","No","www.swim.gov ","no","no","no","yes","yes","","","","09/13/2012","15:28:06"
"021-620588994","375","021","Department of Transportation","4471","2576","No","http://www.faa.gov/nextgen/implementation/plan/","no","no","no","yes","yes","","no","no","09/10/2013","15:41:02"
"021-189475443","376","021","Department of Transportation","911","","Yes","http://www.faa.gov/about/initiatives/saso/","no","no","no","yes","no","","","","09/13/2012","15:27:49"
"021-189475443","376","021","Department of Transportation","4601","2573","Yes","http://www.faa.gov/about/initiatives/saso/","no","no","no","yes","no","","no","no","09/11/2013","11:07:16"
"021-113910548","377","021","Department of Transportation","4479","2582","No","http://www.faa..gov/air_traffic/techNology/rwsl","no","no","no","yes","yes","","no","no","09/10/2013","15:42:13"
"021-113910548","377","021","Department of Transportation","1327","","No","http://www.faa..gov/air_traffic/technology/rwsl","no","no","no","yes","yes","","","","09/14/2012","10:18:36"
"021-113910548","377","021","Department of Transportation","4481","2583","No","http://www.faa..gov/air_traffic/techNology/rwsl","no","no","no","yes","yes","","no","no","09/10/2013","15:42:13"
"021-113910548","377","021","Department of Transportation","1319","","No","http://www.faa..gov/air_traffic/technology/rwsl","no","no","no","yes","yes","","","","09/14/2012","10:14:13"
"021-130077684","379","021","Department of Transportation","4485","2585","Yes","http://www.faa.gov/about/office_org/headquarters_offices/ato/service_units/techops/atc_comms_services/datacomm/","no","no","no","yes","no","","no","no","09/10/2013","15:43:44"
"021-130077684","379","021","Department of Transportation","1321","FAA Data Communications Website","Yes","http://www.faa.gov/about/office_org/headquarters_offices/ato/service_units/techops/atc_comms_services/datacomm/","no","no","no","yes","no","","","","09/14/2012","10:14:38"
"021-130077684","379","021","Department of Transportation","4483","2584","No","http://www.faa.gov/nextgen/implementation/plan/","no","no","no","no","yes","","no","no","09/10/2013","15:43:44"
"021-130077684","379","021","Department of Transportation","1323","","No","http://www.faa.gov/nextgen/implementation/plan/","no","no","no","no","yes","","","","09/14/2012","10:14:38"
"021-391613792","380","021","Department of Transportation","933","NextGen - NVS","Yes","http://www.faa.gov/nextgen/implementation/programs/nvs/","no","no","no","yes","no","","","","03/25/2013","17:14:47"
"021-391613792","380","021","Department of Transportation","4487","2586","Yes","http://www.faa.gov/nextgen/implementation/programs/nvs/","no","no","no","yes","no","","yes","yes","09/10/2013","15:44:13"
"021-006081945","382","021","Department of Transportation","4489","2587","No","http://www.faa.gov/nextgen/implementation/plan/","no","no","no","no","yes","","no","no","09/10/2013","15:44:44"
"021-006081945","382","021","Department of Transportation","1325","","No","http://www.faa.gov/nextgen/implementation/plan/","no","no","no","no","yes","","","","09/14/2012","10:14:57"
"029-666666107","391","029","Department of Veterans Affairs","199","","No","http://www.itdashboard.gov/investmentbuscid&#61;391","yes","yes","no","yes","no","N/A","no","no","09/10/2013","10:59:50"
"029-666666107","391","029","Department of Veterans Affairs","197","","Yes","http://www.facebook.com/gibillEducation","no","no","yes","yes","yes","N/A","no","no","09/10/2013","10:59:50"
"029-666666107","391","029","Department of Veterans Affairs","195","","Yes","https://www.ebenefits.va.gov/ebenefits-portal/ebenefits.portal","no","no","yes","no","yes","N/A","no","no","09/10/2013","10:59:50"
"005-000000073","393","005","Department of Agriculture","1347","","Yes","http://www.fs.fed.us/","no","no","no","no","no","http://www.fs.fed.us/","yes","yes","09/11/2013","10:49:56"
"005-000000098","394","005","Department of Agriculture","3909","","Yes","http://www.fs.fed.us","yes","yes","yes","yes","yes","http://www.fs.fed.us","yes","yes","02/28/2014","11:28:14"
"020-000016005","395","020","Environmental Protection Agency","1067","","Yes","www.epa.gov/cdx","yes","no","no","yes","yes","","","","09/13/2012","16:58:30"
"020-000016026","398","020","Environmental Protection Agency","1069","","No","http://www.itdashboard.gov/investmentbuscid&#61;398","yes","yes","no","yes","yes","N/A","no","no","09/25/2013","16:58:25"
"020-000010126","401","020","Environmental Protection Agency","1071","","Yes","http://www.epa.gov/oei/cpic/by2010/finrs_redacted_exhibit_300_051409.pdf","no","no","no","yes","no","Not applicable","no","no","09/25/2013","16:58:05"
"020-000010126","401","020","Environmental Protection Agency","1075","","Yes","http://www.epa.gov/oig/reports/2012/20120709-12-P-0559.pdf","no","no","no","no","yes","Not applicable","no","no","09/25/2013","16:58:05"
"020-000010126","401","020","Environmental Protection Agency","1073","","Yes","http://www.gao.gov/assets/600/592273.pdf","no","no","no","no","yes","Not applicable","no","no","09/25/2013","16:58:05"
"020-000015010","402","020","Environmental Protection Agency","1077","","Yes","https://echo.epa.gov/","yes","yes","no","no","no","No","no","no","07/30/2014","14:32:08"
"020-000015010","402","020","Environmental Protection Agency","5169","","Yes","http://www.epa.gov/netdmr","no","no","no","no","no","No","no","no","07/30/2014","14:32:08"
"020-000015010","402","020","Environmental Protection Agency","5479","","Yes","https://icis.epa.gov/icis","no","no","no","no","no","No","no","no","07/30/2014","14:32:08"
"020-000015010","402","020","Environmental Protection Agency","1079","","No","http://www.epa.gov/compliance/data/systems/icis/index.html","no","no","no","yes","yes","No","no","no","09/25/2013","16:42:56"
"020-000015010","402","020","Environmental Protection Agency","5171","","Yes","http://www.epa.gov/enviro","yes","no","no","no","no","No","no","no","09/25/2013","16:42:56"
"020-000015010","402","020","Environmental Protection Agency","5481","","Yes","http://icis.zendesk.com","no","no","no","yes","yes","No","no","no","07/30/2014","14:32:08"
"020-000013015","412","020","Environmental Protection Agency","1081","","No","https://sems.epa.gov","no","no","no","no","no","","","","09/13/2012","16:59:52"
"020-000013015","412","020","Environmental Protection Agency","5173","","No","n/a","yes","yes","yes","yes","yes","","yes","yes","09/25/2013","16:48:21"
"020-000020201","413","020","Environmental Protection Agency","5175","","No","NA","no","no","no","no","no","","no","no","09/25/2013","16:51:57"
"020-999996060","414","020","Environmental Protection Agency","1085","","Yes","www.federalregister.gov","yes","no","no","no","no","","no","no","09/25/2013","16:54:02"
"020-999996060","414","020","Environmental Protection Agency","1083","","Yes","www.regulations.gov","yes","yes","yes","yes","yes","","no","no","09/25/2013","16:54:02"
"012-000005005","418","012","Department of Labor","4715","38732","Yes","http://www.pbgc.gov","no","no","no","no","yes","","no","no","09/12/2013","16:44:30"
"024-000003129","419","024","Department of Homeland Security","4291","208867","No","http://ecn.uscis.dhs.gov/team/mgmt/Offices/oit/EID/default.aspx","no","no","no","yes","yes","None","no","no","03/11/2014","12:06:22"
"024-000003129","419","024","Department of Homeland Security","833","193887","Yes","http://www.itdashboard.gov/investmentbuscid=419","yes","yes","yes","yes","yes","None","no","no","09/10/2013","10:54:27"
"024-999992100","420","024","Department of Homeland Security","441","193773","Yes","http://www.dhs.gov/files/programs/gc_1279293055113.shtm","yes","yes","no","yes","yes","Not Applicable","yes","no","09/10/2013","10:49:34"
"011-000001126","426","011","Department of Justice","269","","No","http://www.justice.gov/jmd/ufms/","no","no","no","yes","yes","N/A","no","no","09/11/2013","12:17:54"
"011-000003372","429","011","Department of Justice","1581","","Yes","http://www.fbi.gov/news/pressrel/press-releases/judge-webster-delivers-webster-commission-report-on-fort-hood","no","no","no","yes","no","","no","no","09/10/2013","14:01:02"
"011-000003372","429","011","Department of Justice","1579","","Yes","http://www.gpo.gov/fdsys/pkg/FR-2012-07-10/html/2012-16823.htm","no","no","no","yes","no","","no","no","09/10/2013","14:01:02"
"011-000002503","430","011","Department of Justice","277","","No","http://www.itdashboard.gov/investmentbuscid&#61;430","no","no","no","yes","no","N/A","no","no","09/10/2013","14:20:47"
"011-000003373","432","011","Department of Justice","279","","Yes","http://en.Wikipedia.org/wiki/Guardian_(database)","no","no","no","yes","no","NA","no","no","09/11/2013","12:32:24"
"011-000003373","432","011","Department of Justice","283","","Yes","http://justice.gov/oig/reports/FBI/a0902/intro.htm","no","no","no","yes","no","NA","no","no","09/11/2013","12:32:24"
"011-000003373","432","011","Department of Justice","287","","No","www.fbi.gov/news/stories/2008/September/eGuardian_091908","no","no","no","yes","no","NA","no","no","09/11/2013","12:32:24"
"011-000003373","432","011","Department of Justice","281","","Yes","http://en.Wikipedia.org/wiki/E-Guardian","no","no","no","yes","no","NA","no","no","09/11/2013","12:32:24"
"011-000003373","432","011","Department of Justice","285","","Yes","www.fbi.gov/stats-services/eguardian","no","no","no","yes","no","NA","no","no","09/11/2013","12:32:24"
"011-000003024","434","011","Department of Justice","291","","Yes","http://www.fbi.gov/about-us/cjis/n-dex/","no","no","no","yes","no","No","yes","yes","09/10/2013","13:00:13"
"011-000002016","435","011","Department of Justice","263","","No","http://www.fbi.gov/about-us/itb/it-strategic-plan-2012-2015","no","no","no","no","yes","","","","09/12/2012","12:56:17"
"011-000002016","435","011","Department of Justice","139","","Yes","http://www.leo.gov","no","no","no","yes","no","","","","09/12/2012","09:47:08"
"011-000002016","435","011","Department of Justice","143","","Yes","http://www.fbi.gov/about-us/cjis/cjis-link/july-2012/virtual-command-center","no","no","no","yes","no","","","","09/12/2012","09:47:08"
"011-000002016","435","011","Department of Justice","257","","Yes","http://www.leo.gov","no","no","no","yes","no","","","","09/12/2012","12:56:17"
"011-000002016","435","011","Department of Justice","261","","Yes","http://www.fbi.gov/about-us/cjis/cjis-link/july-2012/virtual-command-center","no","no","no","yes","no","","","","09/12/2012","12:56:17"
"011-000002016","435","011","Department of Justice","4571","","Yes","https://www.cjis.gov","no","no","no","yes","no","Yes","no","no","09/11/2013","10:07:57"
"011-000002016","435","011","Department of Justice","141","","Yes","http://www.fbi.gov/about-us/cjis/leo","no","no","no","yes","no","","","","09/12/2012","09:47:08"
"011-000002016","435","011","Department of Justice","145","","No","http://www.fbi.gov/about-us/itb/it-strategic-plan-2012-2015","no","no","no","no","yes","","","","09/12/2012","09:47:08"
"011-000002016","435","011","Department of Justice","259","","Yes","http://www.fbi.gov/about-us/cjis/leo","no","no","no","yes","no","No","no","no","09/11/2013","10:07:57"
"011-000002616","437","011","Department of Justice","4573","","Yes","http://www.fbi.gov/nics","no","no","no","yes","no","N/A","no","no","09/11/2013","10:16:38"
"011-000002616","437","011","Department of Justice","4577","","Yes","http://www.fbi.gov/nics-appeals","no","no","no","yes","no","N/A","no","no","09/11/2013","10:16:38"
"011-000002616","437","011","Department of Justice","297","","Yes","http://www.fbi.gov/nics-ffl","no","no","no","yes","no","","","","09/12/2012","13:23:28"
"011-000002616","437","011","Department of Justice","301","","Yes","http://www.nicsezcheckfbi.gov","no","no","no","yes","no","","","","09/12/2012","13:23:28"
"011-000002616","437","011","Department of Justice","4575","","Yes","http://www.fbi.gov/nics-ffl","no","no","no","yes","no","N/A","no","no","09/11/2013","10:16:38"
"011-000002616","437","011","Department of Justice","4579","","Yes","http://www.nicsezcheckfbi.gov","no","no","no","yes","no","N/A","no","no","09/11/2013","10:16:38"
"011-000002616","437","011","Department of Justice","295","","Yes","http://www.fbi.gov/nics","no","no","no","yes","no","","","","09/12/2012","13:23:28"
"011-000002616","437","011","Department of Justice","299","","Yes","http://www.fbi.gov/nics-appeals","no","no","no","yes","no","","","","09/12/2012","13:23:28"
"011-000003211","441","011","Department of Justice","117","","Yes","www.itdashboard.gov","no","no","no","yes","yes","","","","09/11/2012","14:44:20"
"011-000003211","441","011","Department of Justice","4535","","Yes","www.itdashboard.gov","no","no","no","yes","yes","No","no","no","09/11/2013","08:17:43"
"011-000003211","441","011","Department of Justice","115","","Yes","www.fbi.gov","no","no","no","yes","no","","","","09/11/2012","14:44:20"
"011-000003211","441","011","Department of Justice","4533","","Yes","www.fbi.gov","no","no","no","yes","no","No","no","no","09/11/2013","08:17:43"
"011-000003177","442","011","Department of Justice","1521","","Yes","http://www.fbi.gov/about-us/nsb/tsc","yes","yes","yes","no","yes","None","yes","no","09/11/2013","12:34:29"
"011-000002909","443","011","Department of Justice","1165","","No","www.justice.gov/jmd/2011justification/.../fbi-2011-scion.pdf, www.itdashboard.gov/investment/exhibit300/pdf/011-000002909,www.itdashboard.gov/investmentbuscid&#61;443,www.fbi.gov","no","no","no","yes","no","NA","no","no","09/11/2013","13:10:34"
"422-000000001","453","422","National Science Foundation","4829","161314","Yes","http://dellweb.bfa.nsf.gov/","no","no","no","no","yes","NA","no","no","09/13/2013","11:37:52"
"422-000000001","453","422","National Science Foundation","4831","161315","Yes","http://www.nsf.gov/bfa/dias/policy/merit_review/","no","no","no","no","yes","NA","no","no","09/13/2013","11:37:52"
"422-999991361","454","422","National Science Foundation","4825","79571","Yes","www.research.gov","yes","yes","no","yes","yes","NA","no","no","09/13/2013","13:41:05"
"422-999991361","454","422","National Science Foundation","4827","161310","Yes","www.nsf.gov/open","yes","no","no","yes","yes","NA","no","no","09/13/2013","11:29:19"
"028-000005001","462","028","Small Business Administration","4835","","Yes","http://www.sba.gov/category/navigation-structure/loans-grants/small-business-loans/disaster-loans","no","no","no","no","yes","","no","no","09/13/2013","11:40:33"
"028-000005001","462","028","Small Business Administration","4833","","Yes","https://disasterloan.sba.gov/ela/","no","no","no","yes","no","","no","no","09/13/2013","11:40:33"
"028-000006010","463","028","Small Business Administration","551","","No","https://cms.sba.gov","no","no","no","no","no","no","no","no","09/12/2013","15:38:01"
"028-000000100","465","028","Small Business Administration","545","","Yes","www.sba.gov","yes","yes","yes","yes","yes","No","no","no","09/12/2013","16:58:53"
"028-000007007","466","028","Small Business Administration","1123","","Yes","http://www.dhs.gov/homeland-security-presidential-directive-12#1","no","no","no","yes","no","","no","no","09/12/2013","15:39:38"
"028-000007007","466","028","Small Business Administration","1127","","Yes","http://www.whitehouse.gov/sites/default/files/omb/memoranda/2011/m11-11.pdf","no","no","no","yes","no","","no","no","09/12/2013","15:39:38"
"028-000007007","466","028","Small Business Administration","1125","","Yes","http://www.dhs.gov/homeland-security-presidential-directive-12#1","no","no","no","yes","no","","no","no","09/12/2013","15:39:38"
"029-666666265","468","029","Department of Veterans Affairs","4309","","No","http://vaww.oed.portal.va.gov/products/VBMS/Pages/welcome.aspx","yes","yes","yes","yes","yes","","yes","yes","09/10/2013","11:27:32"
"029-666666109","470","029","Department of Veterans Affairs","127","","No","http://vetsuccess.gov/","no","no","no","no","yes","","","","09/11/2012","18:30:05"
"029-666666109","470","029","Department of Veterans Affairs","131","","Yes","http://www.ebenefits.va.gov/","no","no","no","no","yes","","","","09/11/2012","18:30:05"
"029-666666109","470","029","Department of Veterans Affairs","203","","Yes","http://www.vba.va.gov/bln/vre/","no","no","no","no","yes","No","no","no","09/10/2013","11:16:49"
